date,open,high,low,close,volume,quote_asset_volume,num_trades
2022-02-16,3183.53000000,3186.77000000,3044.03000000,3122.30000000,319997.62440000,999219896.16878700,633447
2022-02-17,3122.31000000,3160.00000000,2851.55000000,2891.87000000,488693.26240000,1467352492.88789700,840552
2022-02-18,2891.88000000,2943.97000000,2750.00000000,2779.48000000,502977.40690000,1428246802.95318600,742459
2022-02-19,2779.30000000,2830.96000000,2694.45000000,2763.63000000,293838.00250000,812399991.55453000,474447
2022-02-20,2763.63000000,2764.64000000,2576.00000000,2621.99000000,386384.90400000,1023095361.85772400,615990
2022-02-21,2621.99000000,2759.51000000,2558.00000000,2568.02000000,761838.98580000,2030019705.14723700,1116485
2022-02-22,2568.03000000,2665.74000000,2500.00000000,2636.29000000,692639.49420000,1787436157.60826700,1047915
2022-02-23,2636.28000000,2753.55000000,2575.83000000,2579.71000000,504470.14120000,1347740672.08534400,839481
2022-02-24,2579.70000000,2740.00000000,2300.00000000,2596.20000000,1395732.77530000,3417715584.18702500,1774038
2022-02-25,2596.26000000,2834.97000000,2571.72000000,2768.49000000,679394.17620000,1818778014.60361100,1102014
2022-02-26,2768.05000000,2878.00000000,2727.50000000,2779.47000000,418485.25290000,1169315477.80950000,781683
2022-02-27,2779.47000000,2836.33000000,2557.98000000,2616.79000000,650198.77850000,1757950720.80378100,1149184
2022-02-28,2616.79000000,2951.60000000,2568.62000000,2920.95000000,733794.44880000,2004492152.83827400,1203874
2022-03-01,2920.83000000,3037.94000000,2854.09000000,2976.33000000,673901.69760000,1983738648.09162700,1237486
2022-03-02,2976.33000000,3043.91000000,2914.21000000,2947.30000000,614623.74610000,1828572588.46125600,1050193
2022-03-03,2947.31000000,2970.97000000,2785.00000000,2833.99000000,446192.23530000,1282099960.45834900,770738
2022-03-04,2834.00000000,2836.17000000,2573.00000000,2622.10000000,556178.75880000,1499282207.48279400,934846
2022-03-05,2622.11000000,2685.12000000,2589.38000000,2665.15000000,268730.30360000,709708518.86246400,531829
2022-03-06,2665.16000000,2676.29000000,2535.00000000,2551.29000000,336487.90990000,881200532.28550900,528787
2022-03-07,2551.30000000,2649.00000000,2445.00000000,2491.12000000,620171.67870000,1575658962.13564200,870430
2022-03-08,2491.12000000,2624.00000000,2480.15000000,2575.97000000,561659.74210000,1438848034.00870400,812094
2022-03-09,2575.98000000,2775.85000000,2567.70000000,2726.98000000,562771.74030000,1524779168.02215300,840331
2022-03-10,2726.98000000,2733.25000000,2550.27000000,2606.70000000,559029.93770000,1460470256.47573600,740676
2022-03-11,2606.69000000,2676.78000000,2522.57000000,2556.86000000,494583.65680000,1281060913.83551800,684407
2022-03-12,2556.86000000,2616.79000000,2553.39000000,2568.80000000,219236.57110000,567134036.89667600,327122
2022-03-13,2568.80000000,2603.32000000,2493.00000000,2515.65000000,316942.16010000,811775081.55799400,444352
2022-03-14,2515.66000000,2609.60000000,2498.67000000,2589.41000000,386630.19120000,991479973.09149400,609122
2022-03-15,2589.42000000,2669.00000000,2507.00000000,2617.73000000,461202.30140000,1189436494.53553700,686797
2022-03-16,2617.74000000,2788.00000000,2603.38000000,2773.81000000,666224.72170000,1792497068.36131000,1055171
2022-03-17,2773.80000000,2836.00000000,2746.42000000,2811.92000000,379312.54100000,1058301299.03375700,597885
2022-03-18,2811.91000000,2984.00000000,2765.59000000,2938.92000000,556535.79660000,1590887965.76135000,794774
2022-03-19,2938.84000000,2987.70000000,2890.86000000,2950.84000000,325971.53980000,961244629.51111800,556406
2022-03-20,2950.85000000,2964.17000000,2817.21000000,2861.38000000,377608.82140000,1089196046.05268500,651827
2022-03-21,2861.39000000,2960.57000000,2829.81000000,2890.03000000,450223.90730000,1305282353.58549500,690648
2022-03-22,2890.03000000,3052.85000000,2886.43000000,2969.64000000,564868.98390000,1692559175.06605500,920670
2022-03-23,2969.64000000,3045.20000000,2920.65000000,3036.00000000,453962.72980000,1350911495.41666200,813052
2022-03-24,3035.99000000,3129.11000000,2999.11000000,3110.76000000,577171.52390000,1768485489.44613600,853822
2022-03-25,3110.75000000,3193.28000000,3076.00000000,3102.14000000,489099.55720000,1532535177.91705200,745999
2022-03-26,3102.13000000,3153.20000000,3084.90000000,3145.00000000,207134.84700000,646551585.68224700,403089
2022-03-27,3145.01000000,3299.37000000,3126.02000000,3295.65000000,335467.41450000,1072163952.32208400,645675
2022-03-28,3295.65000000,3431.15000000,3275.01000000,3332.92000000,527237.11330000,1766636914.05138400,964079
2022-03-29,3332.91000000,3481.87000000,3329.68000000,3400.51000000,465899.82260000,1590016971.38855800,884317
2022-03-30,3400.51000000,3446.90000000,3331.84000000,3385.79000000,356082.52310000,1206555998.56790400,675015
2022-03-31,3385.80000000,3444.83000000,3261.35000000,3281.51000000,455091.23950000,1526047563.60251500,770564
2022-04-01,3281.51000000,3481.29000000,3210.68000000,3455.21000000,532169.23920000,1780259682.53293600,883079
2022-04-02,3455.20000000,3532.20000000,3433.14000000,3443.77000000,499893.29000000,1740311567.80643700,763785
2022-04-03,3443.77000000,3580.34000000,3412.11000000,3521.91000000,381581.76830000,1334671716.89223800,619758
2022-04-04,3521.90000000,3547.00000000,3405.97000000,3519.50000000,449984.15860000,1564866359.68671600,810677
2022-04-05,3519.50000000,3555.00000000,3400.00000000,3406.99000000,397782.74370000,1383264215.87424500,674184
2022-04-06,3407.00000000,3407.50000000,3162.39000000,3168.51000000,736273.10470000,2411228209.98698500,1098773
2022-04-07,3168.52000000,3268.98000000,3143.15000000,3227.19000000,458179.32720000,1470465124.58207000,706382
2022-04-08,3227.20000000,3314.02000000,3173.52000000,3192.39000000,502422.50480000,1634901495.64532200,810752
2022-04-09,3192.39000000,3268.40000000,3181.28000000,3258.57000000,212444.25660000,683630508.15903500,386154
2022-04-10,3258.57000000,3307.22000000,3193.00000000,3203.04000000,232303.23260000,756032282.61413500,439811
2022-04-11,3203.04000000,3213.63000000,2950.00000000,2979.74000000,693394.29120000,2127486125.62208000,969832
2022-04-12,2979.75000000,3085.00000000,2950.00000000,3027.66000000,579522.95050000,1750871209.72000500,742214
2022-04-13,3027.65000000,3128.97000000,2996.86000000,3118.28000000,419101.49400000,1285303924.97881300,623328
2022-04-14,3118.28000000,3145.00000000,2976.30000000,3021.98000000,408382.55720000,1249759777.27142600,540399
2022-04-15,3021.98000000,3060.92000000,2993.13000000,3040.56000000,249626.29810000,755644733.73426600,388136
2022-04-16,3040.57000000,3086.10000000,3010.03000000,3059.30000000,176352.41650000,536234354.29734400,298000
2022-04-17,3059.30000000,3083.00000000,2981.70000000,2988.06000000,243772.07400000,742151590.62193300,389959
2022-04-18,2988.07000000,3069.60000000,2883.22000000,3055.56000000,510251.65360000,1508168472.86729800,703622
2022-04-19,3055.56000000,3131.00000000,3030.34000000,3101.77000000,359375.00380000,1106468538.11709800,521060
2022-04-20,3101.74000000,3166.50000000,3036.45000000,3076.04000000,415000.06850000,1285353922.30361200,571292
2022-04-21,3076.03000000,3180.00000000,2942.31000000,2983.58000000,562699.69700000,1736496193.47397300,719659
2022-04-22,2983.57000000,3034.32000000,2930.35000000,2962.39000000,452433.08200000,1350044345.25031500,604084
2022-04-23,2962.39000000,2978.03000000,2913.89000000,2933.03000000,187576.73240000,554261385.85153000,348435
2022-04-24,2933.04000000,2967.06000000,2912.09000000,2921.00000000,218957.02220000,643702920.89106000,354013
2022-04-25,2920.99000000,3025.65000000,2797.01000000,3006.62000000,619198.36160000,1789151245.67650500,804935
2022-04-26,3006.63000000,3039.54000000,2767.00000000,2809.67000000,531184.35040000,1544470478.04639000,775652
2022-04-27,2809.68000000,2919.87000000,2794.46000000,2888.96000000,488951.24160000,1401317315.55232400,669916
2022-04-28,2888.95000000,2980.00000000,2853.83000000,2936.93000000,537392.99780000,1567476627.90868300,736818
2022-04-29,2936.92000000,2946.46000000,2776.63000000,2817.13000000,525978.14700000,1503869186.33302400,678273
2022-04-30,2817.13000000,2841.63000000,2709.26000000,2726.66000000,367757.24690000,1028113961.63270600,577285
2022-05-01,2726.67000000,2849.90000000,2716.13000000,2824.81000000,442544.87920000,1230927404.40615100,539462
2022-05-02,2824.81000000,2894.22000000,2778.78000000,2856.54000000,521706.85670000,1476062750.21617700,625431
2022-05-03,2856.54000000,2861.47000000,2755.19000000,2781.70000000,371331.17960000,1046307600.93890600,490176
2022-05-04,2781.70000000,2965.85000000,2771.74000000,2940.64000000,548738.06680000,1572901182.25039100,742950
2022-05-05,2940.65000000,2954.65000000,2683.00000000,2747.97000000,734845.31940000,2055752498.21656700,935371
2022-05-06,2747.96000000,2758.18000000,2632.95000000,2692.85000000,711449.32340000,1918267933.16530200,813458
2022-05-07,2692.86000000,2704.36000000,2584.75000000,2635.34000000,371271.45320000,987464053.43056400,505005
2022-05-08,2635.35000000,2642.00000000,2484.00000000,2519.71000000,757615.34150000,1930282594.65906900,867730
2022-05-09,2519.71000000,2530.78000000,2225.00000000,2228.55000000,1574924.97930000,3725676633.13629700,1758980
2022-05-10,2229.00000000,2457.34000000,2200.00000000,2342.05000000,1550626.13870000,3650912006.06274800,1851225
2022-05-11,2342.04000000,2451.37000000,2005.00000000,2084.99000000,2022864.83806000,4605757119.99809900,2825340
2022-05-12,2084.99000000,2195.00000000,1800.00000000,1960.22000000,2305192.90836000,4485518775.57388500,2958830
2022-05-13,1960.22000000,2147.54000000,1940.23000000,2009.69000000,1134042.33870000,2355144482.31406800,1380079
2022-05-14,2009.69000000,2070.06000000,1951.21000000,2056.48000000,563788.30780000,1136170835.74581700,794510
2022-05-15,2056.47000000,2167.00000000,2000.68000000,2145.29000000,514398.25870000,1067795595.55243200,677163
2022-05-16,2145.29000000,2145.29000000,1979.12000000,2023.66000000,822070.85310000,1672324751.61264400,1046115
2022-05-17,2023.66000000,2122.42000000,2008.00000000,2090.72000000,568249.04480000,1175068276.03826100,820184
2022-05-18,2090.72000000,2110.72000000,1908.00000000,1915.11000000,631577.23410000,1262292139.41420300,803676
2022-05-19,1915.11000000,2040.39000000,1903.18000000,2019.55000000,741476.97940000,1461787984.39102600,946509
2022-05-20,2019.55000000,2064.00000000,1923.00000000,1959.08000000,576981.53710000,1151839844.60796700,840589
2022-05-21,1959.08000000,1990.86000000,1937.36000000,1975.07000000,238869.76320000,470714672.58474200,417873
2022-05-22,1975.06000000,2056.41000000,1966.33000000,2043.19000000,355735.19270000,715445185.62783900,540257
2022-05-23,2043.19000000,2088.50000000,1957.12000000,1973.32000000,636085.02240000,1296599784.11331100,809254
2022-05-24,1973.33000000,1993.83000000,1913.02000000,1979.41000000,534096.97200000,1047864199.93236900,598082
2022-05-25,1979.40000000,2022.34000000,1934.61000000,1942.63000000,524786.30910000,1034922798.42268500,600224
2022-05-26,1942.64000000,1966.01000000,1735.00000000,1792.23000000,1168740.57514000,2157585473.51541430,1124028
2022-05-27,1792.24000000,1822.26000000,1703.00000000,1727.27000000,1296693.28537000,2284866824.03757490,1226454
2022-05-28,1727.26000000,1808.98000000,1722.26000000,1792.22000000,558271.18180000,988074924.55108900,645423
2022-05-29,1792.21000000,1827.40000000,1759.96000000,1813.64000000,432430.61100000,776046677.05792900,447003
2022-05-30,1813.64000000,2013.00000000,1803.18000000,1998.78000000,814922.83590000,1557925971.04764400,848129
2022-05-31,1998.78000000,2016.45000000,1925.00000000,1941.90000000,751103.42260000,1477853073.76775400,791367
2022-06-01,1941.90000000,1972.58000000,1763.75000000,1817.95000000,1037841.27060000,1954005475.23042100,973159
2022-06-02,1817.96000000,1853.05000000,1782.42000000,1834.08000000,788784.40170000,1434781730.18475400,793304
2022-06-03,1834.09000000,1843.91000000,1737.00000000,1775.12000000,741282.53460000,1319239612.46290700,807046
2022-06-04,1775.13000000,1816.00000000,1748.43000000,1804.58000000,388279.45790000,689062742.98128400,402734
2022-06-05,1804.58000000,1830.17000000,1773.05000000,1806.23000000,371974.50610000,670583716.95639100,403935
2022-06-06,1806.22000000,1920.00000000,1804.35000000,1859.84000000,804250.35670000,1509754495.64725000,817039
2022-06-07,1859.84000000,1874.98000000,1725.13000000,1813.33000000,1397598.22880000,2491786694.53408700,1225296
2022-06-08,1813.33000000,1838.77000000,1765.28000000,1791.88000000,941510.13730000,1696874614.38434800,820627
2022-06-09,1791.88000000,1833.00000000,1777.33000000,1788.81000000,535310.96180000,963245550.84315900,528098
2022-06-10,1788.80000000,1804.32000000,1655.93000000,1662.91000000,955035.79239000,1648304410.44631530,990969
2022-06-11,1662.91000000,1682.21000000,1496.74000000,1532.89000000,1220325.25420000,1914818053.83375830,1030360
2022-06-12,1532.89000000,1547.00000000,1423.00000000,1434.84000000,1563225.37018000,2311178755.26947200,1192382
2022-06-13,1434.84000000,1455.00000000,1165.45000000,1209.82000000,3626351.66536000,4611744120.81747040,3047112
2022-06-14,1209.35000000,1268.45000000,1075.80000000,1208.90000000,2716493.80131000,3217818700.12419390,2225812
2022-06-15,1208.90000000,1250.00000000,1014.40000000,1237.52000000,3114823.13621000,3493040697.13765710,2868796
2022-06-16,1237.53000000,1257.85000000,1051.55000000,1068.50000000,1447386.83040000,1649596819.73423900,1443117
2022-06-17,1068.50000000,1118.00000000,1051.11000000,1086.94000000,1220677.94910000,1329091114.65008900,1118997
2022-06-18,1086.93000000,1097.58000000,881.56000000,995.13000000,2308983.51870000,2263399396.75372080,1911260
2022-06-19,995.12000000,1158.62000000,936.15000000,1128.53000000,2018599.44990000,2092850317.95139700,1796154
2022-06-20,1128.53000000,1170.00000000,1053.00000000,1128.24000000,1721772.91320000,1910020862.81368700,1585055
2022-06-21,1128.24000000,1194.00000000,1109.23000000,1125.85000000,1306095.37570000,1500605189.57253900,1295971
2022-06-22,1125.86000000,1127.33000000,1043.65000000,1050.19000000,1306959.85930000,1420433701.91995000,1132300
2022-06-23,1050.19000000,1155.00000000,1045.30000000,1144.72000000,1278257.08990000,1415452039.24151700,1031001
2022-06-24,1144.71000000,1245.43000000,1132.00000000,1225.02000000,1337137.48300000,1589113478.22871900,1232149
2022-06-25,1225.02000000,1256.77000000,1180.00000000,1242.36000000,861986.61770000,1048516642.21945900,824872
2022-06-26,1242.31000000,1280.00000000,1194.60000000,1197.79000000,884184.27300000,1094067725.45347500,812743
2022-06-27,1197.79000000,1238.93000000,1172.49000000,1192.51000000,868734.20610000,1047407117.87767200,794157
2022-06-28,1192.51000000,1237.99000000,1136.32000000,1144.05000000,1104065.22110000,1314982778.26740500,952584
2022-06-29,1144.05000000,1156.80000000,1087.42000000,1100.21000000,1295517.79600000,1449586742.87225400,1145867
2022-06-30,1100.21000000,1106.62000000,998.00000000,1071.01000000,1420670.36560000,1481000138.96328900,1180758
2022-07-01,1071.02000000,1117.00000000,1033.44000000,1059.73000000,1562255.14390000,1669000120.55004800,1218279
2022-07-02,1059.73000000,1078.88000000,1028.29000000,1067.01000000,714812.08040000,752813687.02771000,608900
2022-07-03,1067.01000000,1088.34000000,1040.78000000,1074.26000000,644746.33370000,686056543.19520600,562962
2022-07-04,1074.26000000,1160.90000000,1045.37000000,1151.00000000,1150108.98610000,1266934953.32642400,842895
2022-07-05,1151.01000000,1174.90000000,1076.34000000,1132.50000000,1398961.44950000,1578654373.51001800,1130646
2022-07-06,1132.51000000,1205.00000000,1111.44000000,1186.57000000,1211768.07570000,1388074909.87499100,1040498
2022-07-07,1186.57000000,1254.29000000,1163.18000000,1237.49000000,1001316.07900000,1208160386.33831300,877397
2022-07-08,1237.49000000,1276.46000000,1193.15000000,1214.04000000,1189518.36310000,1466331923.65061300,1233964
2022-07-09,1214.03000000,1235.40000000,1204.67000000,1217.02000000,576337.18090000,702039918.54690500,716361
2022-07-10,1217.02000000,1219.95000000,1153.00000000,1168.36000000,1018038.65060000,1200593502.21575100,680105
2022-07-11,1168.37000000,1171.29000000,1091.71000000,1096.40000000,1201652.30480000,1370709630.79611000,1165044
2022-07-12,1096.37000000,1098.26000000,1033.46000000,1038.58000000,1261349.63210000,1347752238.27462100,1142194
2022-07-13,1038.58000000,1119.18000000,1006.32000000,1115.00000000,2035605.82990000,2158672347.75807800,1423956
2022-07-14,1115.01000000,1214.65000000,1072.11000000,1193.42000000,1605101.92620000,1816929082.73288200,1611421
2022-07-15,1193.42000000,1287.82000000,1181.05000000,1231.25000000,1466037.25840000,1794058728.78452100,1170632
2022-07-16,1231.25000000,1422.91000000,1191.23000000,1355.85000000,1493809.92260000,1936527899.32549100,1678529
2022-07-17,1355.84000000,1387.00000000,1319.04000000,1338.65000000,1246202.87950000,1687064377.69842000,1163593
2022-07-18,1338.65000000,1597.47000000,1336.07000000,1581.04000000,2029918.76521000,2980357374.79268500,1750043
2022-07-19,1581.03000000,1631.00000000,1493.11000000,1542.32000000,1846048.68160000,2856463586.86090900,1818358
2022-07-20,1542.33000000,1620.40000000,1484.23000000,1521.58000000,1351177.42470000,2109332407.42685600,1506300
2022-07-21,1521.63000000,1605.98000000,1463.56000000,1575.45000000,1247327.49630000,1897833300.99776300,1282430
2022-07-22,1575.45000000,1650.05000000,1516.11000000,1535.27000000,1170723.08730000,1865036182.28467000,1295899
2022-07-23,1535.27000000,1596.51000000,1488.00000000,1548.67000000,851284.73390000,1310964570.18947800,950665
2022-07-24,1548.66000000,1664.34000000,1545.67000000,1597.70000000,1009935.89970000,1616289077.62887500,1238522
2022-07-25,1597.70000000,1609.55000000,1435.58000000,1440.79000000,1418390.98090000,2151224738.81666100,1407648
2022-07-26,1440.79000000,1454.11000000,1356.17000000,1449.12000000,1199643.74080000,1684928509.39957800,1175787
2022-07-27,1449.12000000,1644.44000000,1420.83000000,1635.74000000,1513426.04130000,2305847817.81058200,1547390
2022-07-28,1635.74000000,1784.79000000,1593.27000000,1724.52000000,1578145.07555000,2644280824.31078100,1719118
2022-07-29,1724.52000000,1765.99000000,1655.02000000,1721.68000000,1205266.57030000,2061258807.22678700,1439533
2022-07-30,1721.68000000,1744.85000000,1673.01000000,1697.00000000,735132.52860000,1257726968.66585400,1028313
2022-07-31,1697.00000000,1754.69000000,1666.00000000,1678.12000000,696326.80790000,1186613538.12166500,886708
2022-08-01,1678.12000000,1704.68000000,1606.12000000,1630.28000000,801566.56480000,1328136208.95945400,1029570
2022-08-02,1630.28000000,1678.00000000,1559.28000000,1630.91000000,1081964.51040000,1745550410.99894500,1458878
2022-08-03,1630.91000000,1685.03000000,1589.71000000,1618.16000000,777724.74130000,1276328467.02225400,1112406
2022-08-04,1618.16000000,1662.79000000,1580.39000000,1607.96000000,735552.18100000,1190650505.14894600,1051634
2022-08-05,1607.97000000,1742.07000000,1605.64000000,1736.81000000,1005846.47120000,1688798692.30733100,1404516
2022-08-06,1736.81000000,1749.93000000,1685.26000000,1690.60000000,523314.64440000,899479880.98720900,752873
2022-08-07,1690.60000000,1729.79000000,1668.00000000,1700.19000000,439904.76400000,745750151.38208700,692491
2022-08-08,1700.20000000,1818.00000000,1693.87000000,1777.05000000,781620.54430000,1379905145.70302100,987727
2022-08-09,1777.05000000,1790.83000000,1667.93000000,1702.76000000,818171.10190000,1406671817.08567300,1062267
2022-08-10,1702.76000000,1885.00000000,1656.78000000,1853.57000000,1317767.51270000,2346974815.06705600,1590681
2022-08-11,1853.58000000,1942.00000000,1850.32000000,1880.19000000,1105261.90090000,2093718964.80063200,1324999
2022-08-12,1880.19000000,1964.71000000,1853.06000000,1958.28000000,717628.10150000,1363895150.81011300,1027178
2022-08-13,1958.28000000,2020.00000000,1946.50000000,1983.55000000,695876.02930000,1382235354.29249100,940869
2022-08-14,1983.55000000,2030.00000000,1906.00000000,1935.31000000,569583.48520000,1122186881.22395100,856767
2022-08-15,1935.32000000,2012.47000000,1872.31000000,1899.06000000,949162.33050000,1824203091.99566700,1295615
2022-08-16,1899.05000000,1915.00000000,1853.00000000,1876.67000000,622729.14990000,1173013843.33804800,908578
2022-08-17,1876.67000000,1959.43000000,1818.74000000,1834.25000000,951824.89750000,1781033503.42342600,1179058
2022-08-18,1834.24000000,1882.37000000,1821.25000000,1846.39000000,606254.02400000,1126844899.60774600,848806
2022-08-19,1846.39000000,1848.00000000,1602.37000000,1609.01000000,1419826.95150000,2447147973.00589100,1681256
2022-08-20,1609.00000000,1657.08000000,1523.67000000,1576.04000000,914615.92260000,1468671141.09012200,1130991
2022-08-21,1576.03000000,1646.52000000,1562.34000000,1618.13000000,780662.60620000,1255041865.22443500,1000876
2022-08-22,1618.13000000,1629.72000000,1529.92000000,1624.66000000,941192.89540000,1483442567.23626500,1193059
2022-08-23,1624.65000000,1676.07000000,1563.76000000,1665.41000000,940246.93200000,1528222432.85183100,1195279
2022-08-24,1665.40000000,1694.13000000,1604.92000000,1656.56000000,744667.60780000,1228169659.88739400,993324
2022-08-25,1656.56000000,1722.00000000,1653.68000000,1695.11000000,603090.71300000,1023691864.19043900,869479
2022-08-26,1695.11000000,1706.45000000,1486.85000000,1508.18000000,1149912.82920000,1862598061.31820100,1488212
2022-08-27,1508.18000000,1518.42000000,1447.52000000,1491.06000000,756136.67680000,1125859038.15453700,1015752
2022-08-28,1491.06000000,1511.00000000,1424.00000000,1426.76000000,544846.44860000,805616000.73922600,756843
2022-08-29,1426.76000000,1559.99000000,1422.08000000,1551.80000000,826252.08310000,1230281044.88016900,1099487
2022-08-30,1551.79000000,1606.13000000,1473.61000000,1524.59000000,1003075.01720000,1551625838.93832400,1292499
2022-08-31,1524.59000000,1619.78000000,1524.59000000,1554.10000000,949227.67750000,1497596316.30099300,1471691
2022-09-01,1554.11000000,1599.00000000,1512.77000000,1586.16000000,728710.48200000,1133222116.03277200,1195229
2022-09-02,1586.17000000,1650.00000000,1546.41000000,1575.35000000,919009.65980000,1471855448.35992600,1160858
2022-09-03,1575.35000000,1582.71000000,1534.28000000,1557.46000000,321397.21890000,500057144.51821700,562893
2022-09-04,1557.45000000,1583.66000000,1540.66000000,1579.28000000,296591.11660000,463177013.87598800,520856
2022-09-05,1579.29000000,1631.99000000,1556.56000000,1617.80000000,503492.93700000,797702531.39904600,718867
2022-09-06,1617.80000000,1687.40000000,1555.00000000,1559.01000000,1010722.85780000,1650513284.85284800,1294086
2022-09-07,1559.01000000,1657.50000000,1490.66000000,1630.00000000,850991.42430000,1326011621.85375200,1132986
2022-09-08,1630.00000000,1663.56000000,1595.06000000,1635.37000000,645124.00850000,1050551822.40818000,1015658
2022-09-09,1635.37000000,1746.13000000,1630.51000000,1718.23000000,837458.21260000,1425281242.15555000,1066278
2022-09-10,1718.24000000,1789.00000000,1706.03000000,1774.12000000,411046.24660000,713890164.18250100,687951
2022-09-11,1774.12000000,1789.00000000,1720.10000000,1766.11000000,409287.72630000,720937620.96340100,645729
2022-09-12,1766.12000000,1783.00000000,1693.00000000,1716.37000000,630774.60320000,1093457780.48450000,979874
2022-09-13,1716.37000000,1760.51000000,1560.54000000,1574.40000000,1134549.72560000,1871967439.64955300,1337439
2022-09-14,1574.40000000,1647.01000000,1552.38000000,1638.39000000,764562.53930000,1222499363.04636600,1088561
2022-09-15,1638.40000000,1655.20000000,1458.00000000,1472.75000000,1335499.80470000,2095367507.33233400,1748683
2022-09-16,1472.76000000,1483.35000000,1405.52000000,1433.90000000,693597.24250000,1006033555.19748100,1111984
2022-09-17,1433.90000000,1476.13000000,1409.12000000,1468.83000000,421391.37430000,608805593.71431500,694945
2022-09-18,1468.82000000,1469.63000000,1325.55000000,1334.51000000,804113.46800000,1118416540.56069700,990605
2022-09-19,1334.51000000,1393.35000000,1280.00000000,1375.98000000,974855.19800000,1293086590.94143200,1235360
2022-09-20,1375.98000000,1384.78000000,1312.71000000,1322.93000000,658027.14650000,889324871.23618300,981235
2022-09-21,1322.94000000,1408.90000000,1220.00000000,1245.78000000,1192266.73790000,1582450799.93747100,1445950
2022-09-22,1245.79000000,1350.08000000,1237.32000000,1326.46000000,904282.27250000,1165151398.83009600,1094636
2022-09-23,1326.47000000,1360.00000000,1262.15000000,1327.25000000,974052.36440000,1273403019.69252200,1233506
2022-09-24,1327.24000000,1349.33000000,1306.52000000,1317.13000000,517557.34970000,687931980.00860200,616390
2022-09-25,1317.13000000,1337.00000000,1269.27000000,1294.63000000,515533.84090000,674560079.18233900,640687
2022-09-26,1294.62000000,1340.42000000,1277.85000000,1336.17000000,799166.43330000,1048795559.35885700,934159
2022-09-27,1336.17000000,1400.00000000,1303.75000000,1328.02000000,860584.89440000,1170630640.62662500,1055212
2022-09-28,1328.01000000,1355.70000000,1253.20000000,1337.20000000,919314.91310000,1199743172.38530100,1075441
2022-09-29,1337.20000000,1352.02000000,1288.52000000,1335.70000000,770591.68950000,1022673511.08671100,950476
2022-09-30,1335.69000000,1373.19000000,1313.35000000,1328.72000000,740753.61100000,991505362.26530700,926935
2022-10-01,1328.71000000,1333.69000000,1302.68000000,1311.79000000,252081.90560000,332930112.02541200,347396
2022-10-02,1311.79000000,1317.93000000,1270.00000000,1276.72000000,371740.04070000,482595051.28171700,462476
2022-10-03,1276.72000000,1329.90000000,1263.04000000,1323.09000000,483775.24350000,631178676.53561100,598748
2022-10-04,1323.10000000,1369.55000000,1318.66000000,1361.49000000,476207.67020000,641511283.39828800,771766
2022-10-05,1361.50000000,1364.77000000,1316.29000000,1352.20000000,483508.77820000,649745323.36814600,695638
2022-10-06,1352.20000000,1383.99000000,1345.01000000,1352.06000000,573975.32400000,783638743.15570200,789673
2022-10-07,1352.07000000,1361.75000000,1317.26000000,1331.10000000,491999.87760000,659508723.35405300,679464
2022-10-08,1331.10000000,1337.35000000,1303.51000000,1315.48000000,203391.66120000,269448439.33934800,383251
2022-10-09,1315.48000000,1329.00000000,1307.26000000,1323.13000000,186201.91850000,245547831.32053100,328378
2022-10-10,1323.13000000,1338.00000000,1288.00000000,1290.03000000,393663.01140000,515800751.33841500,587314
2022-10-11,1290.03000000,1298.00000000,1267.01000000,1280.11000000,429430.39410000,550448836.80929700,583107
2022-10-12,1280.11000000,1306.87000000,1275.25000000,1294.44000000,369712.57590000,478797824.54198200,477911
2022-10-13,1294.44000000,1301.58000000,1190.00000000,1287.08000000,945618.31630000,1183462907.93014500,1135833
2022-10-14,1287.08000000,1343.12000000,1283.39000000,1296.27000000,669742.80930000,883059208.71446400,788710
2022-10-15,1296.26000000,1301.69000000,1263.64000000,1274.92000000,287100.95290000,368914560.65821300,396464
2022-10-16,1274.93000000,1315.35000000,1274.67000000,1305.95000000,293321.36320000,379290237.63945800,397092
2022-10-17,1305.96000000,1338.57000000,1295.64000000,1331.40000000,459848.49410000,606979972.11902400,553275
2022-10-18,1331.39000000,1341.73000000,1286.72000000,1310.71000000,572728.91890000,755297911.29191000,603600
2022-10-19,1310.71000000,1313.50000000,1280.31000000,1285.09000000,368637.51050000,478516630.18702300,472022
2022-10-20,1285.09000000,1310.87000000,1270.36000000,1282.57000000,428531.61030000,552593958.21273500,558080
2022-10-21,1282.57000000,1306.97000000,1252.65000000,1299.75000000,468076.79860000,600999941.10653300,572819
2022-10-22,1299.76000000,1320.20000000,1294.32000000,1313.61000000,221776.70070000,290111447.62808100,323066
2022-10-23,1313.62000000,1371.55000000,1299.44000000,1364.20000000,432269.46000000,576212623.60030400,496386
2022-10-24,1364.19000000,1370.60000000,1324.17000000,1343.61000000,611830.79700000,822740466.67339600,698241
2022-10-25,1343.61000000,1525.16000000,1334.94000000,1459.74000000,1127932.90120000,1612140846.30515700,1205998
2022-10-26,1459.74000000,1594.99000000,1457.44000000,1566.10000000,1236044.70230000,1896388070.24978500,1357864
2022-10-27,1566.11000000,1578.58000000,1503.20000000,1514.05000000,869454.48510000,1345399838.03733400,1122874
2022-10-28,1514.04000000,1574.90000000,1479.82000000,1554.41000000,858954.44250000,1309517416.24114100,999855
2022-10-29,1554.40000000,1663.06000000,1547.66000000,1619.55000000,914161.08460000,1477815830.63917300,1094332
