date,open,high,low,close,volume,quote_asset_volume,num_trades
2021-03-07,1650.68000000,1734.16000000,1630.35000000,1726.16000000,848470.78136000,1414988218.19354000,1166072
2021-03-08,1726.46000000,1843.59000000,1664.96000000,1833.18000000,1149711.39987000,1995142128.64813450,1407402
2021-03-09,1833.22000000,1870.77000000,1798.20000000,1870.51000000,857229.47855000,1570286249.45090050,1196670
2021-03-10,1870.50000000,1877.69000000,1757.00000000,1795.12000000,937230.62831000,1706230875.26766380,1098051
2021-03-11,1795.28000000,1846.70000000,1725.00000000,1825.78000000,909011.49610000,1627027458.08879630,1023958
2021-03-12,1825.78000000,1841.88000000,1719.72000000,1766.10000000,869564.63610000,1542873062.42010170,1126153
2021-03-13,1766.13000000,1944.30000000,1727.75000000,1922.35000000,926283.22642000,1718553131.96147330,1265904
2021-03-14,1922.35000000,1933.10000000,1836.00000000,1848.10000000,637963.63627000,1200354205.60335700,963564
2021-03-15,1848.10000000,1891.76000000,1730.00000000,1793.48000000,1025326.79658000,1842608872.76306020,1496415
2021-03-16,1793.99000000,1819.50000000,1711.68000000,1805.12000000,764993.40147000,1360127229.78991600,987906
2021-03-17,1805.01000000,1838.88000000,1741.18000000,1823.58000000,658349.44843000,1177718486.96461370,872416
2021-03-18,1823.58000000,1850.00000000,1759.04000000,1776.08000000,603721.61056000,1092346826.55369030,783517
2021-03-19,1775.92000000,1840.61000000,1733.47000000,1809.10000000,500258.42875000,901801564.20232610,703977
2021-03-20,1809.01000000,1868.83000000,1800.86000000,1806.10000000,451556.10639000,828404987.65277420,743672
2021-03-21,1806.57000000,1817.16000000,1747.00000000,1782.98000000,465953.98749000,830951276.51307660,748800
2021-03-22,1783.23000000,1807.51000000,1655.15000000,1680.97000000,582727.49081000,1019780398.78218940,879976
2021-03-23,1681.17000000,1721.17000000,1650.00000000,1668.08000000,577213.99589000,975522491.06404260,654415
2021-03-24,1668.20000000,1740.86000000,1536.92000000,1581.84000000,753834.52393000,1251031751.15638120,994542
2021-03-25,1581.88000000,1622.00000000,1549.40000000,1585.74000000,701697.00258000,1115502879.62915160,778215
2021-03-26,1585.83000000,1699.93000000,1585.79000000,1698.84000000,515470.92907000,844707873.91477140,650812
2021-03-27,1698.84000000,1732.67000000,1666.41000000,1712.63000000,443845.49957000,753555521.64465620,516929
2021-03-28,1712.52000000,1725.66000000,1661.40000000,1687.01000000,348895.51314000,592836644.59933920,512231
2021-03-29,1687.16000000,1841.00000000,1677.85000000,1816.74000000,647724.46387000,1148231088.81158730,846836
2021-03-30,1816.76000000,1859.13000000,1786.30000000,1840.46000000,568842.00526000,1039262033.38675560,856093
2021-03-31,1840.41000000,1947.29000000,1768.15000000,1919.37000000,746995.85910000,1387448329.86186770,1040362
2021-04-01,1919.37000000,1984.77000000,1885.02000000,1968.05000000,741585.07266000,1438751530.78722940,994836
2021-04-02,1968.05000000,2146.00000000,1948.48000000,2133.69000000,846197.93215000,1719752062.51672840,1218698
2021-04-03,2133.69000000,2138.12000000,1996.30000000,2008.52000000,770176.32192000,1601516390.59711510,1107620
2021-04-04,2008.59000000,2091.83000000,1975.24000000,2075.69000000,514345.76554000,1050448906.44240220,818926
2021-04-05,2075.70000000,2130.64000000,2002.15000000,2107.38000000,684923.61494000,1419084945.81378910,947978
2021-04-06,2107.43000000,2151.00000000,2044.65000000,2112.21000000,673386.05575000,1420490813.03905580,1106761
2021-04-07,2112.22000000,2129.01000000,1930.01000000,1963.47000000,892984.90422000,1798606574.05355710,1229155
2021-04-08,1963.46000000,2084.61000000,1947.35000000,2080.46000000,501355.99800000,1015796231.01188220,911403
2021-04-09,2080.39000000,2100.00000000,2047.57000000,2066.87000000,426387.43790000,885134116.02290660,645172
2021-04-10,2067.19000000,2200.00000000,2058.00000000,2133.49000000,655458.20894000,1405364881.85831330,1175161
2021-04-11,2133.49000000,2165.02000000,2113.40000000,2151.36000000,392265.50773000,839653140.94059150,830771
2021-04-12,2151.42000000,2203.46000000,2102.00000000,2137.69000000,579093.35694000,1244982956.77003100,914567
2021-04-13,2137.86000000,2318.00000000,2135.53000000,2299.19000000,782608.62090000,1745821661.49661390,1288668
2021-04-14,2299.19000000,2447.29000000,2281.33000000,2432.60000000,972931.60866000,2294753430.62740700,1554097
2021-04-15,2432.59000000,2543.47000000,2400.00000000,2514.04000000,681950.96645000,1680063463.60112070,1462768
2021-04-16,2514.04000000,2548.29000000,2300.00000000,2422.67000000,999163.75205000,2418566593.04737460,1679215
2021-04-17,2422.38000000,2495.00000000,2310.00000000,2317.60000000,624232.25568000,1504895144.91223430,1242299
2021-04-18,2317.65000000,2340.00000000,1946.80000000,2235.64000000,1475383.69204000,3190809322.51046110,2113566
2021-04-19,2235.65000000,2300.00000000,2080.00000000,2161.12000000,820592.26555000,1800575928.10749440,1411498
2021-04-20,2161.12000000,2346.62000000,2055.00000000,2330.03000000,992240.80900000,2181209665.22593570,1478664
2021-04-21,2330.26000000,2469.54000000,2235.16000000,2357.06000000,1177885.86170000,2771995884.03614840,1905822
2021-04-22,2357.06000000,2644.47000000,2303.44000000,2397.94000000,2220753.09746000,5508778905.78141780,3110597
2021-04-23,2397.94000000,2442.89000000,2107.00000000,2367.39000000,2532242.44185000,5719925451.74555810,2790382
2021-04-24,2367.39000000,2368.74000000,2154.80000000,2213.35000000,997688.94623000,2246912953.27178130,1275474
2021-04-25,2214.08000000,2356.64000000,2168.00000000,2320.49000000,857517.38218000,1948978895.46515520,1307545
2021-04-26,2320.44000000,2542.80000000,2303.64000000,2532.60000000,1076469.01367000,2652330344.66202370,1852607
2021-04-27,2532.06000000,2680.00000000,2480.29000000,2666.13000000,771728.46451000,1995139023.61483670,1255607
2021-04-28,2666.13000000,2760.00000000,2559.44000000,2748.24000000,999383.18520000,2673547154.20087140,1587100
2021-04-29,2748.23000000,2798.00000000,2668.00000000,2757.04000000,863890.01069000,2366133509.25480070,1379738
2021-04-30,2757.04000000,2798.30000000,2723.09000000,2772.42000000,695339.20482000,1917297701.09952250,1382521
2021-05-01,2772.42000000,2954.28000000,2743.41000000,2944.77000000,690260.07741000,1979833188.06520470,1437394
2021-05-02,2944.83000000,2985.00000000,2852.26000000,2949.56000000,571982.54450000,1672310882.24470070,1132280
2021-05-03,2949.33000000,3454.00000000,2949.32000000,3431.04000000,1329088.06280000,4243786480.41515130,2502746
2021-05-04,3431.04000000,3527.00000000,3160.00000000,3239.01000000,1826039.38558000,6103102520.70946180,3634236
2021-05-05,3239.01000000,3549.34000000,3200.23000000,3524.26000000,1174816.73588000,3955994776.90115780,2224441
2021-05-06,3524.33000000,3605.40000000,3376.47000000,3489.73000000,920592.57706000,3213427394.77726540,1703109
2021-05-07,3489.74000000,3587.00000000,3353.23000000,3479.53000000,760544.64781000,2641740668.46964650,1382532
2021-05-08,3479.79000000,3958.33000000,3449.27000000,3910.26000000,1130467.54852000,4170897763.92239390,2146967
2021-05-09,3910.26000000,3983.65000000,3726.08000000,3923.95000000,1000401.00820000,3885039042.66370740,2289303
2021-05-10,3923.95000000,4208.00000000,3650.00000000,3945.88000000,1505897.92612000,6079977785.41138740,3033133
2021-05-11,3946.63000000,4180.22000000,3771.64000000,4173.45000000,1095927.10403000,4350260231.58878710,2290977
2021-05-12,4173.46000000,4372.72000000,3701.58000000,3823.21000000,1601842.74017000,6673102683.97424080,3188941
2021-05-13,3810.15000000,4034.77000000,3500.00000000,3717.91000000,2068708.17427000,7846531159.41968720,3943562
2021-05-14,3717.92000000,4173.28000000,3691.35000000,4075.01000000,1153390.42631000,4569415542.24788800,2227244
2021-05-15,4075.02000000,4134.05000000,3632.00000000,3646.68000000,1039174.88082000,4030586492.96493760,2055345
2021-05-16,3646.24000000,3879.00000000,3343.06000000,3582.10000000,1324065.65875000,4788918304.49799650,2532983
2021-05-17,3581.81000000,3587.06000000,3102.00000000,3282.51000000,1904012.43998000,6401071580.73482600,2885352
2021-05-18,3282.25000000,3565.71000000,3240.00000000,3375.07000000,1287110.84143000,4392873871.82242700,2143887
2021-05-19,3375.08000000,3441.73000000,1888.00000000,2438.92000000,4309836.31939000,11641524166.98745910,5548968
2021-05-20,2438.92000000,2990.05000000,2155.00000000,2768.62000000,2942777.93010000,7750201898.66744090,4243052
2021-05-21,2767.87000000,2938.54000000,2101.00000000,2430.98000000,2727031.93514000,6898701128.84112870,3676164
2021-05-22,2430.98000000,2485.00000000,2145.00000000,2294.87000000,1684318.01157000,3934313840.47072720,2484734
2021-05-23,2295.45000000,2381.57000000,1728.74000000,2096.39000000,2914548.73125000,5907260139.54496040,3761018
2021-05-24,2096.63000000,2675.00000000,2079.94000000,2648.43000000,2186632.92245000,5180244966.72123050,3299296
2021-05-25,2647.92000000,2750.00000000,2378.54000000,2705.11000000,2115349.50445000,5442737549.40125950,2976859
2021-05-26,2705.10000000,2910.00000000,2643.00000000,2884.94000000,1583799.59251000,4416389128.58148030,2726537
2021-05-27,2884.82000000,2889.74000000,2633.68000000,2742.23000000,1099029.91206000,3033719144.34021290,1732113
2021-05-28,2742.23000000,2762.45000000,2327.38000000,2412.10000000,1554584.61362000,3934662309.04442250,2184249
2021-05-29,2412.34000000,2574.27000000,2204.10000000,2278.74000000,1379427.18851000,3288804154.83187110,1887733
2021-05-30,2278.74000000,2476.42000000,2180.53000000,2385.98000000,1151113.19883000,2726606138.63171710,1519005
2021-05-31,2385.82000000,2720.00000000,2271.44000000,2706.15000000,1307958.04068000,3277131772.13407020,1849177
2021-06-01,2706.15000000,2740.00000000,2523.74000000,2634.57000000,1179577.10806000,3081355010.95345160,1790186
2021-06-02,2634.31000000,2802.99000000,2550.00000000,2706.22000000,970070.53563000,2616566301.62878750,1349232
2021-06-03,2706.21000000,2891.95000000,2662.40000000,2857.25000000,1024290.89423000,2874856613.49024370,1620340
2021-06-04,2857.25000000,2860.00000000,2552.00000000,2689.51000000,1188314.11191000,3175186750.49087600,1775946
2021-06-05,2689.54000000,2816.87000000,2552.23000000,2627.73000000,961824.12413000,2575726370.43085890,1670498
2021-06-06,2627.63000000,2745.00000000,2614.00000000,2711.92000000,673792.69369000,1814112037.53351020,1336460
2021-06-07,2711.92000000,2847.55000000,2570.00000000,2592.05000000,1152128.07856000,3149245176.91126330,1926275
2021-06-08,2592.05000000,2620.99000000,2304.91000000,2507.23000000,1693747.42759000,4201646662.88173420,2128256
2021-06-09,2507.43000000,2626.63000000,2405.28000000,2610.18000000,1276718.24011000,3223323188.07037870,1763686
2021-06-10,2610.20000000,2624.46000000,2425.11000000,2471.09000000,741237.49926000,1874571746.43544430,978237
2021-06-11,2471.01000000,2497.99000000,2321.37000000,2354.01000000,587364.27358000,1424975261.80772060,885172
2021-06-12,2354.09000000,2454.53000000,2256.22000000,2370.74000000,767439.49840000,1807036943.99862450,1127302
2021-06-13,2370.64000000,2548.41000000,2308.41000000,2509.33000000,715948.75986000,1724097564.33430690,1217504
2021-06-14,2509.33000000,2609.17000000,2461.00000000,2580.77000000,684183.55622000,1730260219.13381020,1118498
2021-06-15,2580.58000000,2640.00000000,2507.70000000,2543.54000000,599826.64933000,1548303436.06276510,1044834
2021-06-16,2543.55000000,2556.19000000,2351.18000000,2367.89000000,624741.78358000,1533734359.41300690,896073
2021-06-17,2368.02000000,2460.50000000,2306.00000000,2373.28000000,560667.58566000,1338389545.00148260,961448
2021-06-18,2373.28000000,2378.00000000,2139.00000000,2234.09000000,778905.20197000,1758827532.88334170,1067542
2021-06-19,2234.09000000,2278.82000000,2161.67000000,2164.67000000,496872.24997000,1104923869.41859910,763820
2021-06-20,2165.34000000,2280.01000000,2040.68000000,2243.47000000,743883.64741000,1599009750.52690320,1035537
2021-06-21,2243.49000000,2260.16000000,1865.54000000,1885.49000000,1629819.66576000,3252129521.67750420,2014010
2021-06-22,1885.27000000,1998.00000000,1700.48000000,1879.28000000,1695338.08052000,3158928001.13114460,1856357
2021-06-23,1879.29000000,2045.00000000,1821.95000000,1968.14000000,918612.30494000,1817518228.91007080,1141790
2021-06-24,1967.95000000,2036.61000000,1884.79000000,1989.52000000,701231.67478000,1377799766.49945500,833337
2021-06-25,1989.53000000,2019.99000000,1791.22000000,1808.82000000,858808.54767000,1612556879.10728130,1041338
2021-06-26,1808.97000000,1852.80000000,1717.32000000,1829.64000000,832315.14904000,1478550576.56464500,923226
2021-06-27,1829.84000000,1984.50000000,1804.26000000,1982.28000000,696055.79307000,1299521992.07179920,1091206
2021-06-28,1982.27000000,2145.00000000,1960.52000000,2084.41000000,1044244.68308000,2138998047.87762790,1657087
2021-06-29,2084.42000000,2245.00000000,2073.57000000,2165.33000000,831257.23277000,1804733069.98298930,1536044
2021-06-30,2165.46000000,2287.78000000,2087.99000000,2275.68000000,910583.60320000,1973676680.87312690,1464112
2021-07-01,2275.68000000,2275.93000000,2073.12000000,2106.41000000,787865.25137000,1688043308.12725720,1414518
2021-07-02,2106.41000000,2160.00000000,2018.50000000,2154.13000000,672282.37476000,1397269246.26645640,862561
2021-07-03,2153.95000000,2240.00000000,2112.01000000,2226.99000000,569264.80100000,1248888441.25315360,922576
2021-07-04,2226.99000000,2389.93000000,2189.58000000,2322.69000000,590656.25069000,1365904900.34990690,1204553
2021-07-05,2322.69000000,2324.64000000,2157.32000000,2196.53000000,781806.31605000,1753862827.37910470,1264204
2021-07-06,2196.85000000,2350.00000000,2193.00000000,2322.50000000,785330.17152000,1803108194.46840940,1326163
2021-07-07,2322.51000000,2409.00000000,2291.90000000,2316.57000000,666501.35572000,1570553094.63757130,1113578
2021-07-08,2316.25000000,2325.60000000,2084.79000000,2116.33000000,880265.04124000,1926184139.30984800,1234614
2021-07-09,2116.32000000,2189.40000000,2046.51000000,2146.99000000,738611.36304000,1568646237.31099510,867603
2021-07-10,2146.99000000,2194.82000000,2074.16000000,2110.69000000,499071.85904000,1058023794.51142400,646476
2021-07-11,2110.68000000,2174.00000000,2081.02000000,2140.45000000,342294.40302000,727911535.26899800,479138
2021-07-12,2140.54000000,2167.83000000,2006.68000000,2031.58000000,540630.10742000,1126108847.37136920,725803
2021-07-13,2031.57000000,2047.35000000,1918.00000000,1940.15000000,647388.24969000,1287490852.46149500,902810
2021-07-14,1940.44000000,2019.18000000,1865.00000000,1994.58000000,690505.60937000,1342931974.34964650,936438
2021-07-15,1994.41000000,2042.88000000,1881.00000000,1919.51000000,645271.32563000,1251834409.94177210,865033
2021-07-16,1919.54000000,1965.00000000,1850.00000000,1876.26000000,577068.89724000,1097832472.32213350,721120
2021-07-17,1876.47000000,1919.19000000,1844.45000000,1899.59000000,430300.51578000,810628641.25790230,576008
2021-07-18,1899.50000000,1993.79000000,1877.10000000,1891.64000000,534837.63654000,1038104997.52201780,768528
2021-07-19,1891.65000000,1919.00000000,1805.00000000,1818.73000000,547419.93771000,1011627398.92388260,641063
2021-07-20,1818.73000000,1841.34000000,1706.00000000,1786.03000000,786257.27200000,1386498470.34016670,943640
2021-07-21,1786.03000000,2035.23000000,1747.55000000,1995.50000000,1115949.82033000,2138345813.78544520,1304423
2021-07-22,1995.50000000,2046.00000000,1947.62000000,2024.56000000,768854.36590000,1536669128.52045190,1074800
2021-07-23,2024.27000000,2130.90000000,1993.22000000,2124.25000000,708160.91322000,1455496732.05165370,1035643
2021-07-24,2124.26000000,2199.50000000,2105.58000000,2184.75000000,633075.18592000,1360667031.98300710,1056670
2021-07-25,2184.90000000,2197.41000000,2105.93000000,2189.79000000,535630.27000000,1154562327.65394490,941623
2021-07-26,2189.82000000,2433.65000000,2171.57000000,2228.08000000,1393738.16300000,3222622416.25672450,2252910
2021-07-27,2227.81000000,2319.26000000,2150.50000000,2299.49000000,906359.23478000,2025582065.41379440,1502763
2021-07-28,2299.47000000,2345.00000000,2243.15000000,2300.90000000,718202.57727000,1649860557.29344960,1287050
2021-07-29,2300.90000000,2400.00000000,2266.12000000,2382.92000000,499364.83496000,1157988358.94629320,1036449
2021-07-30,2382.93000000,2471.70000000,2315.92000000,2461.81000000,762577.28797000,1824191451.55863100,1428312
2021-07-31,2461.77000000,2553.86000000,2420.68000000,2531.05000000,507601.05026000,1253810139.13837080,1007386
2021-08-01,2531.10000000,2697.61000000,2511.24000000,2555.69000000,853495.94078000,2217485596.77845390,1810440
2021-08-02,2555.50000000,2666.00000000,2507.00000000,2606.93000000,726701.84952000,1887684672.47104930,1596914
2021-08-03,2606.92000000,2632.44000000,2442.32000000,2509.04000000,792960.84375000,1986976146.00415050,1701919
2021-08-04,2508.51000000,2772.71000000,2457.68000000,2724.78000000,954590.75360000,2498364633.89465500,1839302
2021-08-05,2724.55000000,2843.98000000,2529.91000000,2826.99000000,1307720.20654000,3553456266.77196980,2690052
2021-08-06,2827.01000000,2946.75000000,2720.06000000,2891.58000000,825399.48637000,2334160884.12592920,1873337
2021-08-07,2891.54000000,3171.00000000,2865.50000000,3160.31000000,1205277.10095000,3673732670.31735410,2318608
2021-08-08,3160.48000000,3189.99000000,2949.03000000,3011.85000000,966349.70579000,2979960615.13002620,1771162
2021-08-09,3011.84000000,3186.00000000,2893.23000000,3160.52000000,1129584.61614000,3453771928.06033580,2114151
2021-08-10,3160.51000000,3233.00000000,3051.22000000,3141.66000000,880675.74443000,2763516346.66778850,1824522
2021-08-11,3141.14000000,3274.00000000,3120.27000000,3160.50000000,732546.60433000,2351996141.79722030,1786853
2021-08-12,3160.40000000,3239.00000000,2979.29000000,3045.96000000,737628.45808000,2283938414.77176200,1587719
2021-08-13,3046.11000000,3327.83000000,3033.80000000,3322.32000000,579333.40323000,1867199038.70777630,1311322
2021-08-14,3322.33000000,3330.98000000,3200.00000000,3263.16000000,486102.53787000,1587713825.68617880,1014420
2021-08-15,3263.16000000,3320.00000000,3111.13000000,3307.09000000,565579.67765000,1813755247.62538600,1224556
2021-08-16,3307.35000000,3335.00000000,3135.22000000,3146.53000000,635667.05422000,2062860388.39544930,1940766
2021-08-17,3147.18000000,3290.00000000,2991.89000000,3011.72000000,804996.06971000,2535149204.53759840,1644472
2021-08-18,3011.73000000,3125.81000000,2950.00000000,3014.55000000,625103.25568000,1902429362.96362430,1093813
2021-08-19,3014.18000000,3188.00000000,2958.33000000,3184.12000000,634769.92174000,1931520693.61039600,1297759
2021-08-20,3184.11000000,3300.00000000,3177.16000000,3284.82000000,558127.45540000,1809283029.21790640,1137843
2021-08-21,3284.81000000,3309.16000000,3207.00000000,3223.43000000,421156.09084000,1375973641.16316310,777622
2021-08-22,3223.36000000,3272.00000000,3126.42000000,3238.00000000,406479.07654000,1304347038.57135730,803263
2021-08-23,3238.00000000,3377.89000000,3230.02000000,3321.28000000,602103.44614000,2000534992.14834860,1520784
2021-08-24,3321.28000000,3357.85000000,3147.31000000,3170.62000000,540480.07853000,1758604481.59984730,984324
2021-08-25,3170.63000000,3248.00000000,3080.00000000,3226.87000000,483697.69444000,1534476278.25319960,1031704
2021-08-26,3226.88000000,3250.00000000,3053.30000000,3093.20000000,442298.47372000,1382397989.45047040,959232
2021-08-27,3093.06000000,3280.00000000,3060.18000000,3273.45000000,451027.80711000,1434311977.24525590,802187
2021-08-28,3273.89000000,3287.00000000,3210.31000000,3244.48000000,262360.34921000,850631439.05327950,539377
2021-08-29,3244.75000000,3285.00000000,3152.34000000,3223.47000000,335806.78270000,1078681950.90208700,661232
2021-08-30,3223.47000000,3347.95000000,3143.00000000,3229.64000000,625347.27541000,2027490192.49738710,1228525
2021-08-31,3229.14000000,3476.00000000,3188.77000000,3429.20000000,863071.13092000,2895209449.70776520,1772849
2021-09-01,3429.19000000,3842.00000000,3382.22000000,3826.82000000,845759.95868000,3038498667.85423990,2022132
2021-09-02,3826.82000000,3836.80000000,3717.04000000,3785.82000000,525165.79960000,1981758437.08575600,1402190
2021-09-03,3785.82000000,4027.88000000,3705.05000000,3938.11000000,655903.75739000,2557662974.33001620,1678132
2021-09-04,3938.11000000,3970.00000000,3832.50000000,3885.52000000,364478.11930000,1422981232.23371200,996623
2021-09-05,3885.61000000,3980.00000000,3830.00000000,3950.29000000,365759.85970000,1432553302.47684100,1083584
2021-09-06,3950.28000000,3970.00000000,3864.30000000,3926.77000000,397768.57830000,1562560096.37577000,865160
2021-09-07,3926.67000000,3947.15000000,3005.00000000,3434.57000000,1203536.00209000,4298119218.28275360,2359100
2021-09-08,3434.84000000,3560.00000000,3215.16000000,3499.00000000,780611.76570000,2665272033.98010800,1783652
2021-09-09,3499.01000000,3567.06000000,3390.40000000,3424.93000000,628553.88310000,2194182935.33863800,1147283
2021-09-10,3424.94000000,3514.11000000,3150.00000000,3208.86000000,633026.26590000,2107283581.30531000,1128069
