Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,ret_pct_for_sig,ret_net_for_var,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,current_position,trades,strategy_ret,cumulative_pnl_usd,pdm_used,eff_multiplier
2017-01-02,67.9,68.405,67.725,68.285,62239,125100,AD1 Curncy,Future,CME,USD,0.005,5,1000,68285,68.285,68.525,0.5756596216396209,8546,0.002,,0.6485,,,,,68.285,68.285,0.0,,,,,0.84,0.68285,682.8499999999999,573.5939999999999,884.4934464148033,10000000.0,125000.0,141.32382835245838,0.0,0.0,0,0,0,0.0,0.0,1.6,0.8
2017-01-03,68.17,68.54,67.06,67.54,110981,132015,AD1 Curncy,Future,CME,USD,0.005,5,1000,67540,67.54,67.795,0.5590872024883597,8547,0.002,,0.6485,-0.010910155963974377,-0.7449999999999903,0.5550249999999856,0.7449999999999903,68.19735294117648,68.26207692307693,-0.0647239819004568,-0.08687782805430556,-0.32579185520364584,-0.32579185520364584,,0.83,0.6754000000000001,675.4000000000001,560.582,864.4286815728605,10000000.0,125000.0,144.6041792280166,-4.711086382089603,-3.768869105671683,-4,-4,-4,-0.0,0.0,1.6,0.8
2017-01-04,67.485,69.06,67.35,68.585,128730,124805,AD1 Curncy,Future,CME,USD,0.005,5,1000,68585,68.585,68.84,0.5896780901358368,8548,0.002,,0.6485,0.015472312703582958,1.0449999999999875,0.5840520270270119,0.7642329664618059,68.24295847750865,68.27201301775148,-0.029054540242825055,-0.038017910137192586,-0.1425671630144722,-0.1425671630144722,-0.005040753459991229,0.86,0.68585,685.8499999999999,589.8309999999999,909.5312259059367,9993554.356206631,125000.0,137.4334343227128,-1.9593494834724954,-1.5674795867779965,-2,-2,2,-0.0006445643793369237,-6445.643793368712,1.6,0.8
2017-01-05,68.54,68.635,67.525,67.755,92280,124045,AD1 Curncy,Future,CME,USD,0.005,5,1000,67755,67.755,68.01,0.5772185461211865,8549,0.002,,0.6485,-0.01210177152438574,-0.8299999999999983,0.5897194850255517,0.7679319533822979,68.18555159780175,68.25610492489758,-0.07055332709583695,-0.091874451616566,-0.3445291935621225,-0.3445291935621225,0.0017253152336809995,0.85,0.67755,677.55,575.9174999999999,888.0763299922897,9996114.109483425,124919.4294525829,140.66294217487751,-4.8462490031586025,-3.876999202526882,-4,-4,-2,0.0002561404266744018,-3885.890516575426,1.6,0.8
2017-01-06,67.705,69.045,67.32,69.0,101320,123219,AD1 Curncy,Future,CME,USD,0.005,5,1000,69000,69.0,69.255,0.6339311871064877,8550,0.002,,0.6485,0.018375027673234623,1.2450000000000045,0.6416278912403873,0.8010167858668052,68.2813690568839,68.2789940041315,0.0023750527523986875,0.0029650474176125645,0.011118927816047116,0.011118927816047116,-0.006330733465941209,0.92,0.6900000000000001,690.0000000000001,634.8000000000002,978.8743253662301,9988434.849653047,124951.42636854282,127.6480781348456,0.14193097666384905,0.11354478133107924,0,0,4,-0.0007682245066702895,-11565.150346953422,1.6,0.8
2017-01-09,68.935,69.675,68.92,69.52,85592,128058,AD1 Curncy,Future,CME,USD,0.005,5,1000,69520,69.52,69.775,0.7222159187663528,8551,0.002,,0.6485,0.007536231884057942,0.519999999999996,0.6215615187409067,0.7883917292443565,68.42709034430932,68.31717880400439,0.10991154030493533,0.13941234570063457,0.5227962963773797,0.5227962963773797,8.379481832383302e-05,1.04,0.6951999999999999,695.1999999999999,723.0079999999999,1114.8928296067847,9988434.849653047,124855.43562066309,111.98873318137562,5.8547294943217745,4.683783595457419,5,5,5,0.0,-11565.150346953422,1.6,0.8
2017-01-10,69.3,69.445,68.76,69.11,76366,125112,AD1 Curncy,Future,CME,USD,0.005,5,1000,69110,69.11,69.365,0.7499626657282047,8552,0.002,,0.6485,-0.00589758342922897,-0.4099999999999966,0.5970500852954521,0.7726901612518773,68.50743265674352,68.34157330234271,0.16585935440080846,0.21465182646054495,0.8049443492270436,0.8049443492270436,-0.0030832347743775116,1.09,0.6911,691.1,753.2990000000001,1161.602158828065,9985273.708558213,124855.43562066309,107.48554027019814,8.651987826411183,6.921590261128947,7,7,2,-0.00031648012350443574,-14726.291441787034,1.6,0.8
2017-01-11,69.135,69.425,68.895,69.285,60568,124252,AD1 Curncy,Future,CME,USD,0.005,5,1000,69285,69.285,69.545,0.7965732860108475,8553,0.002,,0.6485,0.0025321950513672586,0.17499999999999716,0.5664325131173195,0.752617109237705,68.59891116771487,68.37060181611677,0.2283093515980994,0.3033539216632274,1.1375772062371028,1.1375772062371028,0.0020382760977387584,1.15,0.69285,692.8499999999999,796.7774999999998,1228.646877409406,9987162.683114883,124815.92135697766,101.58811587927626,11.556432504883814,9.24514600390705,9,9,2,0.00018917604181948434,-12837.316885117441,1.6,0.8
2017-01-12,69.21,70.005,68.74,69.88,101602,124445,AD1 Curncy,Future,CME,USD,0.005,5,1000,69880,69.88,70.14,0.8876954244856439,8554,0.002,,0.6485,0.008587717399148431,0.5949999999999989,0.5549510259217887,0.7449503513132864,68.74962750092489,68.41704483715932,0.3325826637655638,0.4464494354278078,1.6741853828542792,1.6741853828542792,0.009769191566877031,1.27,0.6988,698.8,887.476,1368.5057825751735,9995420.200462608,124839.53353893604,91.22324152991182,15.272461754596382,12.217969403677106,12,12,3,0.0008268131410021328,-4579.799537392333,1.6,0.8
2017-01-13,69.815,70.1,69.31,69.88,73884,127186,AD1 Curncy,Future,CME,USD,0.005,5,1000,69880,69.88,70.14,0.9648293458704054,8555,0.002,,0.6485,0.0,0.0,0.5249536731692596,0.7245368680538344,68.88261250081608,68.4620588421698,0.42055365864628413,0.5804448016233126,2.1766680060874224,2.1766680060874224,0.0,1.38,0.6988,698.8,964.3439999999998,1487.0377794911333,9995420.200462608,124942.7525057826,84.02123619787132,18.28863366638209,14.630906933105672,15,15,3,0.0,-4579.799537392333,1.6,0.8
