Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ret_pct_for_sig,ret_net_for_var,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,trades,pnl_usd,carry_pnl_usd,trade_pnl_usd,strategy_ret,current_position,cumulative_pnl_usd,pdm_used,eff_multiplier
2017-12-13,163.37,163.48,162.91,163.27,591064,1808904,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163270,163.27,160.54,0.623986645,248,0.002,,1.1308,,0.0,0.0,0.9491235378017914,0.9742297151092197,163.12546388586463,162.98560807532473,0.13985581053989904,0.14355527076508848,1.0766645307381635,1.0766645307381635,0.0,0.38,1.6327,1632.7,620.426,701.5777208000001,9252122.803999996,115651.53504999995,164.84493680632275,17.74826965311417,12.70689443479513,13,6,0.0,0.0,0.0,0.0,7.0,-747877.1960000042,1.431902341259001,0.7159511706295005
2017-12-14,163.31,163.52,162.9,163.23,628323,1831334,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163230,163.23,160.5,0.624715402,249,0.002,,1.1308,,-0.00024499295645263874,-0.040000000000020464,0.8979060492719649,0.947579046450461,163.1672783315188,163.01436006646298,0.15291826505580275,0.16137784560414217,1.2103338420310663,1.2103338420310663,-0.0002637752264932356,0.38,1.6322999999999999,1632.3,620.274,701.4058392000001,9251534.787999995,115651.53504999995,164.88533255142016,19.956629804153042,14.28797247010295,14,1,-588.0160000003009,-588.0160000003009,0.0,-6.355471197875608e-05,13.0,-748465.212000005,1.431902341259001,0.7159511706295005
2017-12-15,163.48,163.69,163.37,163.47,449991,1836655,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163470,163.47,160.74,0.616395977,250,0.002,,1.1308,,0.0014703179562580715,0.2400000000000091,0.8524841006626698,0.9233006556169392,163.28836699891127,163.06796476452615,0.2204022343851193,0.23871122915844675,1.7903342186883506,1.7903342186883506,0.001779575581005097,0.38,1.6347,1634.7,621.186,702.4371288000001,9255334.275999995,115644.18484999995,164.6327907631524,29.474771882143113,21.10249743305785,21,7,3799.488000000144,3799.488000000144,0.0,0.00041068731697668087,14.0,-744665.724000005,1.431902341259001,0.7159511706295005
2017-12-18,163.46,163.57,163.27,163.4,385839,1844233,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163400,163.4,160.66,0.59470665,251,0.002,,1.1308,,-0.0004282131277909551,-0.06999999999999318,0.8066687438700929,0.8981473954035011,163.33302019934678,163.10702773340543,0.2259924659413457,0.25162068842811314,1.8871551632108485,1.8871551632108485,-0.0007666446155757145,0.36,1.6340000000000001,1634.0000000000002,588.24,665.181792,9253671.999999994,115691.67844999995,173.92490269787774,32.82232781372444,23.49918402102123,23,2,-1662.275999999838,-1662.275999999838,0.0,-0.00017960194093802592,21.0,-746328.0000000056,1.431902341259001,0.7159511706295005
2017-12-19,163.3,163.37,162.15,162.38,617133,1811262,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162380,162.38,159.64,0.59514088,252,0.002,,1.1308,,-0.006242350061199553,-1.0200000000000102,0.819302865823062,0.9051535040108181,162.95181211960806,163.02149505888713,-0.06968293927906188,-0.07698466499913043,-0.5773849874934782,-0.5773849874934782,-0.011780283148562293,0.37,1.6238,1623.8,600.8059999999999,679.3914248,9227143.431999994,115670.89999999994,170.2566381877005,-9.83036269106871,-7.03805967638321,-7,-30,-26528.56800000027,-26528.56800000027,0.0,-0.0028668152491249186,23.0,-772856.5680000056,1.431902341259001,0.7159511706295005
2017-12-20,162.36,162.48,161.58,161.74,680826,1788973,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161740,161.74,159.01,0.643391534,253,0.002,,1.1308,,-0.003941372090158768,-0.6399999999999864,0.7971567649677604,0.8928363595686281,162.46708727176485,162.87073093431218,-0.4036436625473243,-0.45209142551311854,-3.390685691348389,-3.390685691348389,0.0022756890749834643,0.4,1.6174000000000002,1617.4,646.96,731.5823680000001,9232209.415999994,115339.29289999994,157.65728911060899,-53.45663143241181,-38.27233785194499,-38,-31,5065.983999999892,5065.983999999892,0.0,0.0005490305897306112,-7.0,-767790.5840000063,1.431902341259001,0.7159511706295005
2017-12-21,161.78,161.83,161.5,161.71,395268,1780326,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,158.98,0.689443737,254,0.002,,1.1308,,-0.00018548287374797745,-0.030000000000001137,0.7541158587532869,0.8683984446976439,162.16425236305892,162.73417435380486,-0.5699219907459394,-0.6562908929948313,-4.922181697461235,-4.922181697461235,0.0006289141260074469,0.43,1.6171000000000002,1617.1000000000001,695.3530000000001,786.3051724000001,9233498.527999993,115402.61769999993,146.76568557696532,-72.2407371362289,-51.720840319821114,-52,-14,1289.112000000049,1289.112000000049,0.0,0.00013963201460377811,-38.0,-766501.4720000066,1.431902341259001,0.7159511706295005
2017-12-22,161.63,161.86,161.58,161.71,202340,1754933,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,158.98,0.731344196,255,0.002,,1.1308,,0.0,0.0,0.7133528393612173,0.8446021781650916,161.98255141783537,162.61368325335724,-0.6311318355218702,-0.7472533837090164,-5.604400377817623,-5.604400377817623,-0.0,0.45,1.6171000000000002,1617.1000000000001,727.695,822.877506,9233498.527999993,115418.73159999993,140.26234859796972,-78.60863594760485,-56.27994492827593,-56,-4,0.0,-0.0,0.0,0.0,-52.0,-766501.4720000066,1.431902341259001,0.7159511706295005
2017-12-25,161.63,161.86,161.58,161.71,202340,1754933,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,158.98,0.76770068,256,0.002,,1.1308,,0.0,0.0,0.6747932264227731,0.8214579882275009,161.87353085070123,162.50736757649167,-0.6338367257904451,-0.7715996860145031,-5.786997645108773,-5.786997645108773,-0.0,0.47,1.6171000000000002,1617.1000000000001,760.037,859.4498396,9233498.527999993,115418.73159999993,134.29373801933272,-77.71575456707329,-55.64068545865108,-56,0,0.0,-0.0,0.0,0.0,-56.0,-766501.4720000066,1.431902341259001,0.7159511706295005
2017-12-26,161.63,161.86,161.58,161.77,202340,1754933,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161770,161.77,159.04,0.794396626,257,0.002,,1.1308,,0.000371034568053874,0.060000000000002274,0.6385125114810015,0.7990697788560155,161.83211851042074,162.4206184498456,-0.5884999394248496,-0.7364812873631296,-5.5236096552234715,-5.5236096552234715,-0.00214717617158172,0.49,1.6177000000000001,1617.7,792.673,896.3546284,9229699.039999994,115418.73159999993,128.76458484520046,-71.12453041017912,-50.92169080764125,-51,5,-3799.488000000144,-3799.488000000144,0.0,-0.00041148953329861264,-56.0,-770300.9600000065,1.431902341259001,0.7159511706295005
2017-12-27,161.63,162.37,161.63,162.29,248658,1758177,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162290,162.29,159.56,0.799159559,258,0.002,,1.1308,,0.003214440254682538,0.5199999999999818,0.6186145378874329,0.7865205260433022,162.01527110625244,162.40525157339317,-0.389980467140731,-0.4958299932775822,-3.7187249495818664,-3.7187249495818664,-0.01775531322690346,0.49,1.6229,1622.9,795.221,899.2359068000001,9199710.223999994,115371.23799999992,128.2991894869471,-47.71093969562417,-34.15870312691563,-34,17,-29988.81599999895,-29988.81599999895,0.0,-0.0032491650995370887,-51.0,-800289.7760000061,1.431902341259001,0.7159511706295005
2017-12-28,162.27,162.28,161.67,161.79,267091,1750212,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161790,161.79,159.06,0.818964183,259,0.002,,1.1308,,-0.003080904553576902,-0.5,0.5986894277313555,0.773750236013764,161.92516266375145,162.3328690353469,-0.4077063715954523,-0.5269224519993552,-3.9519183899951638,-3.9519183899951638,0.011457036630666807,0.51,1.6179,1617.8999999999999,825.1289999999999,933.0558732,9218933.823999994,114996.37779999993,123.2470435083479,-48.706225775317414,-34.871279360783255,-35,-1,19223.600000000002,19223.600000000002,0.0,0.0020895875556873424,-34.0,-781066.1760000065,1.431902341259001,0.7159511706295005
2017-12-29,161.76,161.86,161.46,161.79,250042,1741420,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161790,161.79,159.06,0.838120318,260,0.002,,1.1308,,0.0,0.0,0.5663278370431741,0.7525475646383916,161.87109759825086,162.26900209001195,-0.3979044917610963,-0.5287433119955606,-3.9655748399667043,-3.9655748399667043,-0.0,0.52,1.6179,1617.8999999999999,841.308,951.3510864,9218933.823999994,115236.67279999993,121.1294909391086,-48.0348061646104,-34.390575704513964,-34,1,0.0,-0.0,0.0,0.0,-35.0,-781066.1760000065,1.431902341259001,0.7159511706295005
2018-01-01,161.76,161.86,161.46,161.68,250042,1741420,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161680,161.68,158.95,0.854733292,261,0.002,,1.1308,,-0.000679893689350286,-0.10999999999998522,0.5363695755813808,0.7323725661037426,161.79465855895052,162.19970772648114,-0.4050491675306205,-0.5530643640647296,-4.147982730485472,-4.147982730485472,0.002696169308339633,0.53,1.6168,1616.8,856.904,968.9870432,9223163.015999993,115236.67279999993,118.92488512482096,-49.32983697227259,-35.31775452726097,-35,-1,4229.191999999432,4229.191999999432,0.0,0.0004587506625754725,-34.0,-776836.9840000067,1.431902341259001,0.7159511706295005
2018-01-02,161.78,161.78,161.18,161.28,485599,1773437,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161280,161.28,158.56,0.885469367,262,0.002,,1.1308,,-0.002474022761009387,-0.4000000000000057,0.5160252741986037,0.7183489919242622,161.5887951353703,162.09150681748335,-0.5027116821130448,-0.6998153930256331,-5.248615447692249,-5.248615447692249,0.010262203687494923,0.55,1.6128,1612.8,887.0400000000001,1003.0648320000001,9238994.215999994,115289.53769999993,114.9372742638433,-60.32615532168487,-43.19058152213736,-43,-8,15831.200000000224,15831.200000000224,0.0,0.0017164610418938556,-35.0,-761005.7840000056,1.431902341259001,0.7159511706295005
2018-01-03,161.26,161.82,161.2,161.58,605530,1760657,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161580,161.58,158.86,0.90551974,263,0.002,,1.1308,,0.0018601190476190688,0.30000000000001137,0.49299688099867955,0.7021373661888958,161.5852770812222,162.03132954483823,-0.44605246361604145,-0.6352780596725002,-4.764585447543752,-4.764585447543752,-0.009763049567880037,0.56,1.6158000000000001,1615.8000000000002,904.8480000000002,1023.2021184000002,9224406.895999994,115487.42769999994,112.86863623835116,-53.77722617053572,-38.50186803000246,-39,4,-14587.320000000555,-14587.320000000555,0.0,-0.0015788861491804363,-43.0,-775593.1040000059,1.431902341259001,0.7159511706295005
2018-01-04,161.44,161.75,161.26,161.59,640608,1757396,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161590,161.59,158.87,0.921661001,264,0.002,,1.1308,,6.188884762958757e-05,0.009999999999990905,0.46635380635010226,0.6829010223671526,161.58716624873333,161.97940842191608,-0.39224217318275123,-0.5743763156527646,-4.307822367395734,-4.307822367395734,-0.00029487470278118555,0.57,1.6159000000000001,1615.9,921.063,1041.5380404,9223965.883999994,115305.08619999993,110.70655293177512,-47.690416493678065,-34.14400951645725,-34,5,-441.0119999995989,-441.0119999995989,0.0,-4.78092526675982e-05,-39.0,-776034.116000006,1.431902341259001,0.7159511706295005
2018-01-05,161.7,161.87,161.5,161.59,467090,1753236,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161590,161.59,158.87,0.891845091,265,0.002,,1.1308,,0.0,0.0,0.44114549249333995,0.6641878442830311,161.58829974924,161.9335956663965,-0.34529591715650554,-0.5198768994774982,-3.8990767460812363,-3.8990767460812363,-0.0,0.55,1.6159000000000001,1615.9,888.7450000000001,1004.9928460000002,9223965.883999994,115299.57354999993,114.72676050273088,-44.73284440294292,-32.026532315874285,-32,2,0.0,-0.0,0.0,0.0,-34.0,-776034.116000006,1.431902341259001,0.7159511706295005
2018-01-08,161.64,162.04,161.39,161.8,454686,1762954,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161800,161.8,159.08,0.889041994,266,0.002,,1.1308,,0.0012995853703818838,0.21000000000000796,0.41968357398018663,0.6478298958678788,161.67297984954402,161.91787852917338,-0.24489867962935818,-0.3780292962572754,-2.8352197219295654,-2.8352197219295654,-0.005067183097203374,0.55,1.618,1618.0,889.9000000000001,1006.2989200000002,9216366.907999994,115299.57354999993,114.57785679626875,-32.48533992852027,-23.25791715012134,-23,9,-7598.976000000288,-7598.976000000288,0.0,-0.0008238295864885587,-32.0,-783633.0920000058,1.431902341259001,0.7159511706295005
2018-01-09,161.67,162.0,161.2,161.3,724367,1784324,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161300,161.3,158.58,0.892799903,267,0.002,,1.1308,,-0.0030902348578492056,-0.5,0.4105114889001765,0.6407117049814031,161.52378790972642,161.8451869375059,-0.3213990277794778,-0.5016281508214472,-3.762211131160854,-3.762211131160854,0.008761494814368274,0.55,1.6130000000000002,1613.0000000000002,887.1500000000002,1003.1892200000002,9229371.107999993,115204.58634999994,114.83834161415722,-43.2046087104835,-30.932390182860175,-31,-8,13004.2,13004.2,0.0,0.001410989832524147,-23.0,-770628.8920000065,1.431902341259001,0.7159511706295005
2018-01-10,161.0,161.37,160.91,161.07,870619,1788341,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161070,161.07,158.35,0.880364508,268,0.002,,1.1308,,-0.0014259144451334027,-0.2300000000000182,0.3911811381488161,0.6254447522753838,161.34227274583583,161.7539884742699,-0.4117157284340749,-0.658276733374519,-4.937075500308892,-4.937075500308892,0.00536459119756394,0.55,1.6107,1610.7,885.8850000000001,1001.7587580000002,9237433.711999994,115367.13884999993,115.16459220214765,-56.85762866642877,-40.70728580294712,-41,-10,8062.604000000638,8062.604000000638,0.0,0.0008735810821402549,-31.0,-762566.2880000062,1.431902341259001,0.7159511706295005
2018-01-11,161.38,161.55,160.27,160.31,1055863,1780825,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160310,160.31,157.6,0.894665114,269,0.002,,1.1308,,-0.004718445396411419,-0.7599999999999909,0.4012578333840145,0.6334491561159542,160.9293636475015,161.58410747729698,-0.6547438297954784,-1.0336170211514595,-7.752127658635946,-7.752127658635946,0.023295321166168097,0.56,1.6031,1603.1,897.736,1015.1598688,9272669.439999994,115467.92139999993,113.74358359584508,-88.17547803857205,-63.12933672253148,-63,-22,35235.72799999958,35235.72799999958,0.0,0.003814449889283233,-41.0,-727330.5600000061,1.431902341259001,0.7159511706295005
2018-01-12,160.42,160.65,160.11,160.38,781171,1761954,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160380,160.38,157.68,0.918445244,270,0.002,,1.1308,,0.0004366539829081528,0.06999999999999318,0.3798330856335272,0.6163059999979938,160.70961818850088,161.44244777408557,-0.7328295855846818,-1.1890677448979359,-8.918008086734519,-8.918008086734519,-0.003384997418155839,0.57,1.6038,1603.8,914.1659999999999,1033.7389128,9267682.611999994,115908.36799999993,112.12537959517154,-99.99350419579174,-71.59046638432297,-72,-9,-4986.827999999515,-4986.827999999515,0.0,-0.0005377985306461564,-63.0,-732317.3880000059,1.431902341259001,0.7159511706295005
2018-01-15,160.59,160.76,160.3,160.34,328101,1742475,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160340,160.34,157.65,0.908510686,271,0.002,,1.1308,,-0.0002494076568150261,-0.03999999999999204,0.3593880539776608,0.5994898280852319,160.56177091310053,161.31274803595787,-0.7509771228573356,-1.2526936866567921,-9.395202649925942,-9.395202649925942,0.00222421950036991,0.57,1.6034000000000002,1603.4,913.938,1033.4810904,9270939.315999994,115846.03264999994,112.09303559212943,-105.31367850334172,-75.39945140776636,-75,-3,3256.703999999352,3256.703999999352,0.0,0.00035140435169656134,-72.0,-729060.684000006,1.431902341259001,0.7159511706295005
2018-01-16,160.46,160.97,160.41,160.77,632567,1734172,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160770,160.77,158.05,0.883869334,272,0.002,,1.1308,,0.002681801172508491,0.4300000000000068,0.34995626727616597,0.5915710162576984,160.64506254786033,161.24889532584515,-0.6038327779848203,-1.0207274551831331,-7.6554559138734986,-7.6554559138734986,-0.025196065482526273,0.55,1.6077000000000001,1607.7,884.2350000000001,999.8929380000002,9234471.015999993,115886.74144999993,115.8991498447806,-88.72608320921364,-63.523543139006975,-64,11,-36468.30000000058,-36468.30000000058,0.0,-0.003933614357399877,-75.0,-765528.9840000067,1.431902341259001,0.7159511706295005
2018-01-17,160.78,160.97,160.65,160.82,514175,1740965,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160820,160.82,158.11,0.844171191,273,0.002,,1.1308,,0.0003110032966349152,0.04999999999998295,0.33117484742340014,0.5754779295710655,160.7150375287162,161.1984370522163,-0.48339952350008275,-0.8399966335118817,-6.2999747513391124,-6.2999747513391124,-0.0023808720264579157,0.52,1.6082,1608.2,836.264,945.6473312,9230852.455999995,115430.88769999992,122.06547186414765,-76.9009390754425,-55.05731735357095,-55,9,-3618.5599999987658,-3618.5599999987658,0.0,-0.00039185352292828813,-64.0,-769147.5440000053,1.431902341259001,0.7159511706295005
2018-01-18,160.62,160.7,160.3,160.58,613314,1752180,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160580,160.58,157.87,0.804249132,274,0.002,,1.1308,,-0.0014923516975499096,-0.23999999999998067,0.3163870178329456,0.5624829044806122,160.66102251722975,161.12567975195557,-0.46465723472582,-0.8260824125043891,-6.195618093782918,-6.195618093782918,0.009401778014682494,0.5,1.6058000000000001,1605.8000000000002,802.9000000000001,907.9193200000001,9245779.015999993,115385.65569999994,127.08800568314807,-78.73887475132985,-56.37318955226423,-56,-1,14926.559999998799,14926.559999998799,0.0,0.0016170294207548113,-55.0,-754220.9840000067,1.431902341259001,0.7159511706295005
2018-01-19,160.42,160.85,160.31,160.66,530114,1737393,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160660,160.66,157.97,0.716936073,275,0.002,,1.1308,,0.0004981940465811352,0.07999999999998408,0.29963096281494844,0.5473855705213176,160.66061351033784,161.07089389878433,-0.4102803884464947,-0.7495272264041468,-5.621454198031101,-5.621454198031101,-0.0030866200492130113,0.45,1.6066,1606.6000000000001,722.97,817.534476,9240713.031999994,115572.23769999993,141.3668060403607,-79.46870252778339,-56.89571060317407,-57,-1,-5065.983999998993,-5065.983999998993,0.0,-0.0005479239760362228,-56.0,-759286.9680000059,1.431902341259001,0.7159511706295005
2018-01-22,160.55,160.82,160.38,160.74,432972,1721960,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160740,160.74,158.05,0.602419566,276,0.002,,1.1308,,0.0004979459728620128,0.0800000000000125,0.283780640500627,0.5327106536391281,160.6923681062027,161.0319652048097,-0.33959709860698695,-0.6374888436848097,-4.781166327636073,-4.781166327636073,-0.0027991804795378427,0.37,1.6074000000000002,1607.4,594.738,672.5297304000001,9235556.583999993,115508.91289999994,171.7528722950267,-82.11790496917601,-58.79241019232364,-59,-2,-5156.448000000806,-5156.448000000806,0.0,-0.0005580140820458723,-57.0,-764443.4160000067,1.431902341259001,0.7159511706295005
2018-01-23,160.7,161.13,160.68,160.8,605821,1723776,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160800,160.8,158.11,0.570263097,277,0.002,,1.1308,,0.00037327360955585753,0.060000000000002274,0.26863574101410664,0.5183008209660743,160.73542086372163,161.00467518071443,-0.2692543169928001,-0.5194942899973224,-3.896207174979918,-3.896207174979918,-0.0017846832130036406,0.35,1.608,1608.0,562.8,636.41424,9231553.551999994,115444.45729999992,181.3982938219609,-70.67653339182394,-50.600946817911336,-51,8,-4003.0320000001516,-4003.0320000001516,0.0,-0.0004334370065941826,-59.0,-768446.4480000064,1.431902341259001,0.7159511706295005
2018-01-24,160.85,160.85,160.32,160.4,675757,1706440,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160400,160.4,157.71,0.587166075,278,0.002,,1.1308,,-0.0024875621890547706,-0.4000000000000057,0.26276353879712816,0.5126046613103789,160.60125251823297,160.9335369241598,-0.33228440592682773,-0.648227437256236,-4.86170577942177,-4.86170577942177,0.009692057649203948,0.37,1.604,1604.0,593.48,671.1071840000001,9254621.871999994,115394.41939999993,171.94633309125763,-83.5952481340148,-59.850115760611466,-60,-9,23068.32000000033,23068.32000000033,0.0,0.0024988556768977023,-51.0,-745378.1280000061,1.431902341259001,0.7159511706295005
2018-01-25,160.57,160.75,159.66,160.05,1010414,1729088,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160050,160.05,157.36,0.622079845,279,0.002,,1.1308,,-0.00218204488778051,-0.3499999999999943,0.2551817258891751,0.5051551503144109,160.38075151093977,160.8295914036704,-0.4488398927306321,-0.8885188886053562,-6.663891664540172,-6.663891664540172,0.010608460241880233,0.39,1.6005000000000003,1600.5000000000002,624.1950000000002,705.8397060000002,9278368.671999993,115682.77339999993,163.89383087496626,-109.21707334372442,-78.19409151316752,-78,-18,23746.799999999614,23746.799999999614,0.0,0.0025659395195654546,-60.0,-721631.3280000072,1.431902341259001,0.7159511706295005
2018-01-26,160.15,160.36,159.74,159.79,751023,1727080,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159790,159.79,157.1,0.667202618,280,0.002,,1.1308,,-0.0016244923461419258,-0.2600000000000193,0.24504217313840942,0.49501734630052047,160.14445090656386,160.70728653265036,-0.5628356260864962,-1.1370018248710094,-8.52751368653257,-8.52751368653257,0.010825441004564488,0.42,1.5978999999999999,1597.8999999999999,671.1179999999999,758.9002343999999,9301301.295999995,115979.60839999991,152.8258961359993,-130.3224920956339,-93.30454077522292,-93,-15,22932.624000001702,22932.624000001702,0.0,0.002471622416687014,-78.0,-698698.7040000055,1.431902341259001,0.7159511706295005
2018-01-29,159.59,159.64,158.66,158.71,1017774,1759536,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158710,158.71,156.05,0.804026948,281,0.002,,1.1308,,-0.0067588710182112655,-1.079999999999984,0.2948452989147098,0.5429965919918004,159.57067054393832,160.4723116464562,-0.9016411025178854,-1.6604912734544397,-12.453684550908298,-12.453684550908298,0.057636365113304895,0.51,1.5871000000000002,1587.1000000000001,809.421,915.2932668000001,9414878.847999994,116266.26619999994,127.0262443932139,-158.19447773596696,-113.259521522188,-113,-20,113577.55199999832,113577.55199999832,0.0,0.012210931393959049,-93.0,-585121.1520000063,1.431902341259001,0.7159511706295005
2018-01-30,158.74,159.18,158.73,158.91,840357,1750029,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158910,158.91,156.25,0.882864278,282,0.002,,1.1308,,0.0012601600403250313,0.19999999999998863,0.28106987735175226,0.5301602374299229,159.30640232636298,160.28851027628488,-0.9821079499218968,-1.8524738005303778,-13.893553503977834,-13.893553503977834,-0.01569363562586782,0.56,1.5891,1589.1,889.8960000000001,1006.2943968000001,9389322.767999995,117685.98559999993,116.94985679562508,-162.48490926725628,-116.33126099952031,-116,-3,-25556.07999999855,-25556.07999999855,0.0,-0.0027144353541445135,-113.0,-610677.2320000045,1.431902341259001,0.7159511706295005
2018-01-31,158.96,159.33,158.5,158.82,917380,1738398,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158820,158.82,156.16,0.917619202,283,0.002,,1.1308,,-0.0005663583160279151,-0.09000000000000341,0.26631474884625217,0.5160569240367309,159.11184139581778,160.11574436142783,-1.0039029656100524,-1.9453337778268016,-14.590003333701013,-14.590003333701013,0.007868729566156625,0.58,1.5882,1588.2,921.156,1041.6432048,9401128.319999997,117366.53459999996,112.67441102592787,-164.39200324910857,-117.69664716832794,-118,-2,11805.552000000449,11805.552000000449,0.0,0.001257337966933597,-116.0,-598871.6800000034,1.431902341259001,0.7159511706295005
2018-02-01,158.55,158.81,158.15,158.6,1077614,1755314,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158600,158.6,155.95,0.979715435,284,0.002,,1.1308,,-0.001385215967762199,-0.21999999999999886,0.25453557323294124,0.5045151863253883,158.90710483749066,159.9374214953775,-1.0303166578868286,-2.0421915649181734,-15.3164367368863,-15.3164367368863,0.020210305587546357,0.62,1.586,1586.0,983.3199999999999,1111.938256,9430483.887999997,117514.10399999996,105.68401920331085,-161.87025942273877,-115.89120172381077,-116,2,29355.56799999985,29355.56799999985,0.0,0.0031225579527032624,-118.0,-569516.1120000035,1.431902341259001,0.7159511706295005
2018-02-02,158.17,158.36,157.71,157.87,1033697,1749478,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,157870,157.87,155.22,1.085081717,285,0.002,,1.1308,,-0.004602774274905408,-0.7299999999999898,0.2695822990041328,0.5192131537279586,158.4922629024944,159.69419543709776,-1.2019325346033725,-2.314911565651752,-17.36183674238814,-17.36183674238814,0.0704981009957564,0.69,1.5787,1578.7,1089.3029999999999,1231.7838324,9526240.031999996,117881.04859999997,95.69946081393296,-166.15184149860752,-118.95660542317529,-119,-3,95756.14399999865,95756.14399999865,0.0,0.01015389508504918,-116.0,-473759.96800000407,1.431902341259001,0.7159511706295005
2018-02-05,157.67,159.3,157.62,158.09,871668,1732665,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158090,158.09,155.44,1.146847127,286,0.002,,1.1308,,0.001393551656426073,0.21999999999999886,0.2576264990579634,0.5075692061758312,158.33135774149662,159.50546656214507,-1.1741088206484562,-2.3131994738107173,-17.34899605358038,-17.34899605358038,-0.024194616350954046,0.73,1.5809,1580.8999999999999,1154.0569999999998,1305.0076555999997,9496635.687999995,119078.00039999996,91.24697459744158,-158.3043402192163,-113.33817769567864,-113,6,-29604.343999999848,-29604.343999999848,0.0,-0.003107663033951973,-119.0,-503364.3120000046,1.431902341259001,0.7159511706295005
2018-02-06,158.96,159.24,158.48,158.86,1274011,1703860,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158860,158.86,156.21,1.160447184,287,0.002,,1.1308,,0.0048706433044469755,0.7700000000000102,0.27574939100077706,0.5251184542565392,158.542814644898,159.42952931953977,-0.8867146746417802,-1.6885993387857365,-12.664495040893025,-12.664495040893025,-0.08450077146724827,0.73,1.5886000000000002,1588.6000000000001,1159.678,1311.3638824000002,9398244.779999994,118707.94609999994,90.52250690536475,-114.64218397921964,-82.07820582344488,-82,31,-98390.9080000013,-98390.9080000013,0.0,-0.010360606769861525,-113.0,-601755.2200000063,1.431902341259001,0.7159511706295005
2018-02-07,158.68,158.92,157.92,158.23,928913,1712584,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158230,158.23,155.58,1.184872426,288,0.002,,1.1308,,-0.003965756011582666,-0.6300000000000239,0.28229807256830425,0.5313172993309216,158.4176887869388,159.28840822312333,-0.8707194361845154,-1.6387936874650926,-12.290952655988194,-12.290952655988194,0.05022429734208038,0.75,1.5823,1582.3,1186.725,1341.9486299999999,9456661.907999996,117478.05974999993,87.54288884366605,-107.59855021459364,-77.03530798417542,-77,5,58417.128000002216,58417.128000002216,0.0,0.006215748724093378,-82.0,-543338.0920000039,1.431902341259001,0.7159511706295005
