Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ret_pct_for_sig,ret_net_for_var,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,current_position,trades,strategy_ret,cumulative_pnl_usd,pdm_used,eff_multiplier
2017-01-02,164.07,164.94,164.07,164.47,122958,1582558,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164470,164.47,161.25,1.265908764,1,0.002,,1.1308,,,,,,164.47,164.47,0.0,,,,,0.77,1.6447,1644.7,1266.419,1119.9319066147862,10000000.0,125000.0,111.61392872343195,0.0,0.0,0,0,0,0.0,0.0,1.6,0.8
2017-01-03,164.39,164.52,162.99,163.21,833312,1597333,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163210,163.21,159.96,1.257936405,2,0.002,,1.1308,,-0.007660971605763955,-1.259999999999991,1.587599999999977,1.259999999999991,164.39363636363638,164.45046511627908,-0.056828752642701374,-0.04510218463706491,-0.119520789288222,-0.119520789288222,,0.77,1.6321,1632.1000000000001,1256.717,1111.352140077821,10000000.0,125000.0,112.47560110987597,-1.3443172620319594,-1.0754538096255677,-1,-1,-1,-0.0,0.0,1.6,0.8
2017-01-04,163.46,163.62,163.1,163.19,655358,1622321,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163190,163.19,159.96,1.225921694,3,0.002,,1.1308,,-0.00012254151093693544,-0.020000000000010232,1.5018054054053835,1.225481703415185,164.3206887052342,164.43092302145305,-0.11023431621885038,-0.08995182540192012,-0.2383723373150883,-0.2383723373150883,1.4646258107753813e-05,0.75,1.6319,1631.8999999999999,1223.925,1082.3532012734347,10000017.686593562,125000.0,115.48910268194538,-2.7529407340717555,-2.2023525872574043,-2,-2,-1,1.7686593562088991e-06,17.68659356236458,1.6,0.8
2017-01-05,163.51,163.74,162.81,163.54,1019510,1645574,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163540,163.54,160.29,1.135498129,4,0.002,,1.1308,,0.00214473926098413,0.3499999999999943,1.427248356464552,1.1946750003513724,164.2733742382503,164.41711026143054,-0.1437360231802245,-0.12031391226731078,-0.31883186750837356,-0.31883186750837356,-0.0005112465105722222,0.69,1.6354,1635.3999999999999,1128.426,997.900601344181,9999398.655818889,125000.22108241954,125.26319847291717,-3.993789949919223,-3.1950319599353785,-3,-3,-1,-6.19029679820153e-05,-601.3441811110824,1.6,0.8
2017-01-06,163.64,163.67,162.67,162.84,636677,1662473,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162840,162.84,159.62,1.075610214,5,0.002,,1.1308,,-0.0042802983979454146,-0.6999999999999886,1.3765862831421427,1.173280138390718,164.18650307229575,164.39265893954789,-0.20615586725213575,-0.1757089892742078,-0.46562882157665064,-0.46562882157665064,0.001364695531710036,0.66,1.6284,1628.4,1074.7440000000001,950.4280155642024,10001255.748142907,124992.48319773612,131.51178327117898,-6.1235676668002945,-4.898854133440236,-5,-5,-2,0.00018572040059005722,1255.748142907396,1.6,0.8
2017-01-09,162.7,163.33,162.47,162.95,599720,1691151,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162950,162.95,159.76,1.055782174,6,0.002,,1.1308,,0.0006755097027757451,0.10999999999998522,1.3028302678371617,1.141415904846766,164.11156349215662,164.37029213428357,-0.2587286421269539,-0.22667341591116866,-0.6006845521645969,-0.6006845521645969,-0.0003145367868670637,0.65,1.6295,1629.5,1059.175,936.6598868058012,10000769.36681995,125015.69685178634,133.46968159180494,-8.017317591452471,-6.4138540731619775,-6,-6,-1,-4.863202533816289e-05,769.3668199498206,1.6,0.8
2017-01-10,163.14,163.36,162.92,163.12,617957,1688904,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163120,163.12,159.93,1.004879761,7,0.002,,1.1308,,0.001043264805155042,0.17000000000001592,1.2339691722783965,1.110841650406752,164.0514687350562,164.35090776010864,-0.29943902505243614,-0.26956049491193623,-0.714335311516631,-0.714335311516631,-0.0006266730522736418,0.62,1.6312,1631.2,1011.344,894.3615139724089,9999867.350548284,125009.61708524938,139.77526440063914,-9.984640703795003,-7.987712563036003,-8,-8,-2,-9.019468788659659e-05,-132.6494517158717,1.6,0.8
2017-01-11,163.16,163.98,163.04,163.48,906802,1701820,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163480,163.48,160.31,0.978354401,8,0.002,,1.1308,,0.002206964198136152,0.3599999999999852,1.1742735413444285,1.0836390272338978,164.01683426626494,164.3374053142155,-0.32057104795055125,-0.2958282600515436,-0.7839448891365906,-0.7839448891365906,-0.00157651245798164,0.6,1.6348,1634.8,980.8799999999999,867.4212946586487,9997320.481075345,124998.34188185356,144.10338165728734,-11.296910955752992,-9.037528764602394,-9,-9,-1,-0.00025469032574714753,-2679.5189246553928,1.6,0.8
2017-01-12,163.86,164.19,163.52,163.89,821923,1700349,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163890,163.89,160.74,0.910149621,9,0.002,,1.1308,,0.0025079520430633107,0.4099999999999966,1.1198857823528376,1.0582465602839621,164.00914734103677,164.330468797716,-0.32132145667924306,-0.3036357203873377,-0.8046346590264449,-0.8046346590264449,-0.001966096186359153,0.56,1.6388999999999998,1638.8999999999999,917.784,811.6236292889989,9994057.30456314,124966.50601344182,153.97100516025557,-12.389040723708124,-9.9112325789665,-10,-10,-1,-0.0003264051120878666,-5942.695436859503,1.6,0.8
2017-01-13,163.52,164.04,163.14,163.41,746655,1704686,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163410,163.41,160.27,0.872885445,10,0.002,,1.1308,,-0.002928793703093513,-0.47999999999998977,1.0718054697932242,1.0352803822120964,163.97283538097395,164.31619796364288,-0.3433625826689308,-0.3316614402904687,-0.878902816769742,-0.878902816769742,0.0023566089226474476,0.53,1.6341,1634.1000000000001,866.0730000000001,765.8940573045631,9998302.08701804,124925.71630703926,163.11096177804873,-14.335868375274876,-11.468694700219901,-11,-11,-1,0.0004247306499794624,-1697.9129819609225,1.6,0.8
2017-01-16,163.83,163.92,163.39,163.58,455940,1703018,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163580,163.58,160.43,0.754192062,11,0.002,,1.1308,,0.0010403280093018719,0.17000000000001592,1.0154322011557528,1.007686558983374,163.94902717606644,164.30478404172592,-0.3557568656594867,-0.3530431784446938,-0.9355644228784386,-0.9355644228784386,-0.0009143472177398736,0.46,1.6358000000000001,1635.8000000000002,752.4680000000001,665.4297842235586,9996648.390519984,124978.77608772549,187.81662476012266,-17.571455215068042,-14.057164172054435,-14,-14,-3,-0.00016539773290125093,-3351.6094800159335,1.6,0.8
2017-01-17,163.73,164.45,163.71,163.9,877774,1718181,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163900,163.9,160.73,0.688355044,12,0.002,,1.1308,,0.001956229367893414,0.3199999999999932,0.9660791092013876,0.982893233877102,163.94605583206243,164.29850832014876,-0.35245248808632823,-0.3585867477142465,-0.9502548814427532,-0.9502548814427532,-0.0018301785995910546,0.42,1.639,1639.0,688.38,608.7548638132296,9992686.593562078,124958.1048814998,205.26834742438766,-19.505724914571136,-15.60457993165691,-16,-16,-2,-0.00039631252427192216,-7313.406437922269,1.6,0.8
2017-01-18,163.81,163.82,163.04,163.42,789279,1719604,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163420,163.42,160.27,0.661785967,13,0.002,,1.1308,,-0.0029286150091519803,-0.4800000000000182,0.9263126708661784,0.9624513862352625,163.91417366042228,164.28488803611543,-0.37071437569315435,-0.38517724738622444,-1.0207197055734947,-1.0207197055734947,0.0027829307083131823,0.4,1.6341999999999999,1634.1999999999998,653.68,578.0686239830208,9999478.245489916,124908.58241952598,216.0791595275976,-22.05562560935776,-17.64450048748621,-18,-18,-2,0.000679662257416796,-521.7545100841671,1.6,0.8
2017-01-19,163.0,163.15,162.62,163.03,870073,1724167,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163030,163.03,159.89,0.548840292,14,0.002,,1.1308,,-0.0023864888018602093,-0.38999999999998636,0.8844633373058439,0.9404591098531844,163.86058737797245,164.26543240764855,-0.40484502967609615,-0.4304759509845109,-1.1407612701089538,-1.1407612701089538,0.002435936147189195,0.34,1.6303,1630.3000000000002,554.3020000000001,490.18570923240196,10005686.239830205,124993.47806862395,254.99208914995785,-29.088509948644152,-23.270807958915324,-23,-23,-5,0.0006208318262095171,5686.239830205217,1.6,0.8
2017-01-20,163.18,163.28,162.2,162.29,726842,1728202,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162290,162.29,159.15,0.539440142,15,0.002,,1.1308,,-0.004539041894130014,-0.7400000000000091,0.8662545082622856,0.9307279453536815,163.76540026415594,164.23480554861524,-0.46940528445929885,-0.5043420978199192,-1.3365065592227858,-1.3365065592227858,0.005177963196225506,0.33,1.6229,1622.9,535.557,473.6089494163424,10020737.530951535,125071.07799787757,264.0809008191471,-35.2945856110252,-28.23566848882016,-28,-28,-5,0.0015042737460040157,20737.53095153533,1.6,0.8
2017-01-23,162.77,163.38,162.45,163.13,794009,1708741,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,159.98,0.539948454,16,0.002,,1.1308,,0.005175919650009186,0.8400000000000034,0.8575704807886488,0.9260510141394203,163.7268911572374,164.21767678041965,-0.49078562318226204,-0.5299768756674268,-1.404438720518681,-1.404438720518681,-0.006917650562247383,0.33,1.6313,1631.3,538.3290000000001,476.06031128404675,9999938.09692253,125259.2191368942,263.11628205056746,-36.953069451073134,-29.56245556085851,-30,-30,-2,-0.002075639040016953,-61.90307747013867,1.6,0.8
2017-01-24,163.14,163.23,162.48,162.76,723034,1715412,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162760,162.76,159.63,0.551983393,17,0.002,,1.1308,,-0.002268129712499234,-0.37000000000000455,0.8186153196649383,0.9047736289619289,163.66829169316242,164.19507714041313,-0.5267854472507167,-0.5822290022479013,-1.5429068559569383,-1.5429068559569383,0.0031854491913928277,0.34,1.6276,1627.6,553.384,489.3738945879024,10009754.156349484,124999.22621153163,255.42683742211548,-39.409981865398024,-31.52798549231842,-32,-32,-2,0.0009816120191759358,9754.156349483877,1.6,0.8
2017-01-25,162.44,162.49,161.52,161.76,1048098,1741948,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161760,161.76,158.64,0.647763589,18,0.002,,1.1308,,-0.0061440157286802854,-1.0,0.828419896980347,0.9101757506000404,163.5526376511526,164.15732400645322,-0.604686355300629,-0.6643621903813465,-1.7605598045105681,-1.7605598045105681,0.009479643990888076,0.4,1.6176,1617.6,647.04,572.1966749204103,10038052.706048813,125121.92695436855,218.6694408382789,-38.498062801467555,-30.798450241174045,-31,-31,1,0.0028270973749517413,38052.70604881272,1.6,0.8
2017-01-26,161.6,161.88,161.31,161.43,875402,1719559,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161430,161.43,158.32,0.757355707,19,0.002,,1.1308,,-0.002040059347180878,-0.3299999999999841,0.7895269295760033,0.888553278974313,163.42399294502215,164.1150399133299,-0.6910469683077451,-0.7777214767643916,-2.0609619134256376,-2.0609619134256376,0.0035916464854627243,0.47,1.6143,1614.3000000000002,758.721,670.9594977007429,10047099.398655817,125475.65882561017,187.00928931715345,-38.54190227394492,-30.833521819155937,-31,-31,0,0.0009012397993838012,47099.39865581691,1.6,0.8
2017-01-27,161.54,161.93,161.49,161.85,699866,1720039,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161850,161.85,158.74,0.812758062,20,0.002,,1.1308,,0.0026017468871957217,0.4199999999999875,0.7563849333827053,0.8697039343263345,163.32859943320264,164.0799230154488,-0.7513235822461581,-0.8638843088919992,-2.2892934185637976,-2.2892934185637976,-0.0053621012428840915,0.5,1.6185,1618.5,809.25,715.6437920056597,10035585.426246904,125588.74248319771,175.49057769539692,-40.1749424538031,-32.13995396304248,-32,-32,-1,-0.0011459996514470766,35585.42624690384,1.6,0.8
2017-01-30,161.93,162.22,161.35,162.07,814240,1708279,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162070,162.07,158.96,0.842975484,21,0.002,,1.1308,,0.001359283286994195,0.21999999999999886,0.7181154775241807,0.8474169443220856,163.2523206796752,164.04876141831005,-0.7964407386348569,-0.9398451895152881,-2.4905897522155134,-2.4905897522155134,-0.0031117982828795764,0.52,1.6207,1620.7,842.764,745.2812168376371,10029359.745313052,125444.8178280863,168.31877014205637,-41.92130040213242,-33.53704032170594,-34,-34,-2,-0.0006203605140532774,29359.745313052088,1.6,0.8
2017-01-31,162.07,162.29,161.49,162.13,1001325,1717559,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162130,162.13,159.01,0.846005319,22,0.002,,1.1308,,0.0003702104029124076,0.060000000000002274,0.6794930192796304,0.8243136655907327,163.18430124454335,164.0190131792665,-0.8347119347231455,-1.0126144568099098,-2.683428310546261,-2.683428310546261,-0.0009220422356572185,0.52,1.6213,1621.3,843.076,745.5571276972055,10027555.71276972,125366.99681641316,168.15210016653305,-45.122410606468534,-36.097928485174826,-36,-36,-2,-0.00017987514548725684,27555.712769720703,1.6,0.8
2017-02-01,161.9,162.02,161.51,161.61,737846,1700070,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161610,161.61,158.48,0.875672503,23,0.002,,1.1308,,-0.003207302781718213,-0.5199999999999818,0.6573798831023521,0.8107896663761521,163.08888904790436,163.98166413772748,-0.8927750898231182,-1.1011179925533612,-2.917962680266407,-2.917962680266407,0.008606567084956428,0.54,1.6161,1616.1000000000001,872.6940000000002,771.7492041032898,10044110.364343828,125344.44640962151,162.4160358613672,-47.39239313202798,-37.91391450562239,-38,-38,-2,0.0016509159408632866,44110.36434382759,1.6,0.8
2017-02-02,161.94,162.56,161.63,162.37,856473,1691350,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162370,162.37,159.24,0.82122226,24,0.002,,1.1308,,0.004702679289647849,0.7599999999999909,0.6530674569887107,0.8081258917945339,163.04532001469804,163.9566770968325,-0.9113570821344581,-1.1277414712090066,-2.988514898703867,-2.988514898703867,-0.01372224266445416,0.51,1.6237000000000001,1623.7,828.087,732.3019101521047,10018570.923240185,125551.37955429785,171.44756529205264,-51.237360322180336,-40.98988825774427,-41,-41,-3,-0.0025427280443180993,18570.923240184784,1.6,0.8
2017-02-03,162.15,162.68,162.01,162.49,657266,1685955,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162490,162.49,159.36,0.785932143,25,0.002,,1.1308,,0.0007390527806860892,0.12000000000000455,0.6185448917460777,0.7864762499567789,163.01166425623148,163.93393791703664,-0.9222736608051605,-1.1726656219508782,-3.1075638981698273,-3.1075638981698273,-0.0022086702460088993,0.48,1.6249000000000002,1624.9000000000003,779.9520000000001,689.7347010965689,10014220.021223914,125232.13654050231,181.56566045089954,-56.42268915645766,-45.13815132516613,-45,-45,-4,-0.00043428369670758105,14220.021223913878,1.6,0.8
