Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ret_net_for_var,ret_pct_for_sig,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,target_contracts,trades,carry_pnl_eur,trade_pnl_eur,carry_pnl_usd,trade_pnl_usd,pnl_usd,strategy_ret,tickValue,tickSize,sharpe_usd
2017-07-31,162.17,162.18,161.72,161.95,509597,1586803,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161950,161.95,159.08,0.782554577,151,0.002,,1.1308,,-0.030000000000001137,-0.00018520805037658405,0.24443734860691554,0.49440605640193724,161.98652692421166,161.9543042252041,0.03222269900754782,0.06517456368162232,0.4888092276121674,0.4888092276121674,-0.00015303910253553545,0.4832075189873418,1.6195,1619.5,782.5545770000001,1206.7148450269856,8835188.897455662,110444.48727833456,4,-2,-180.00000000000682,-60.000000000002274,-277.56360832691877,-92.5212027756396,-370.0848111025584,-4.18858401426927e-05,10,0.01,-2.391937416444689
2017-08-01,161.88,162.94,161.82,162.8,684204,1613524,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162800,162.8,159.93,0.70135583,152,0.002,,1.1308,,0.8500000000000227,0.005248533497993257,0.27027857300654384,0.519883230164759,162.311916154527,162.05379784576834,0.25811830875866804,0.49649285412969824,3.7236964059727367,3.7236964059727367,0.0025655316052506714,0.43080824938574935,1.6280000000000001,1628.0,701.35583,1081.5047494217424,8795867.386276016,110439.86121819579,38,34,3400.000000000091,-28900.00000000077,5242.868157286185,-44564.37933693257,-39321.51117964639,-0.004450556930477186,10,0.01,-2.391937416444689
2017-08-02,162.89,162.97,162.63,162.86,493841,1608227,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162860,162.86,159.99,0.649194886,153,0.002,,1.1308,,0.060000000000002274,0.00036855036855043544,0.2558635150061901,0.5058295315678891,162.5311496927162,162.1486451580309,0.3825045346853244,0.7561925724259284,5.6714442931944635,5.6714442931944635,0.0013723696827911839,0.3986214454132383,1.6286000000000003,1628.6000000000004,649.194886,1001.0715281418659,8797162.683114875,109948.3423284502,62,24,2280.0000000000864,-1440.0000000000546,3515.8057054743044,-2220.50886661535,1295.2968388589543,0.00014726197906075476,10,0.01,-2.391937416444689
2017-08-03,162.86,163.48,162.71,163.3,567058,1592209,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.42,0.718198441,154,0.002,,1.1308,,0.4399999999999977,0.0027017069875967525,0.25249791960045,0.5024917109768577,162.83868981562972,162.2840986688508,0.5545911467789324,1.103682179554349,8.277616346657618,8.277616346657618,0.015322580676689207,0.43980308695652165,1.6330000000000002,1633.0000000000002,718.198441,1107.4763932151118,8825659.213569771,109964.53353893594,82,20,27279.999999999858,-8799.999999999955,42066.30686198899,-13569.776407093223,28496.530454895765,0.0032392865155934335,10,0.01,-2.391937416444689
2017-08-04,163.48,163.51,162.89,163.13,490006,1596832,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.26,0.768976593,155,0.002,,1.1308,,-0.17000000000001592,-0.0010410287813840124,0.24041154556799352,0.49031780058243196,162.95521388937783,162.3836164725154,0.5715974168624314,1.16576925451911,8.743269408893326,8.743269408893326,-0.008617236858125361,0.4713888267026298,1.6313,1631.3,768.976593,1185.7773215111797,8803901.310717033,110320.74016962215,81,-1,-13940.000000001306,-170.00000000001592,-21495.7594448748,-262.1434078643268,-21757.902852739124,-0.0024653005884575237,10,0.01,-2.391937416444689
2017-08-07,163.09,163.38,162.84,163.3,324000,1604331,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.42,0.823878025,156,0.002,,1.1308,,0.17000000000001592,0.0010421136516889362,0.22897848905080498,0.4785169684042615,163.0931283336267,162.4914262992783,0.6017020343484205,1.2574309252918479,9.430731939688858,9.430731939688858,0.00911148041140199,0.5045180802204531,1.6330000000000002,1633.0000000000002,823.878025,1270.4364302235929,8824872.78334618,110048.76638396292,82,1,13770.00000000129,-170.00000000001592,21233.61603701047,-262.1434078643268,20971.472629146145,0.0023820658466056936,10,0.01,-2.391937416444689
2017-08-08,163.32,163.42,163.03,163.13,343112,1601908,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.25,0.861373516,157,0.002,,1.1308,,-0.17000000000001592,-0.0010410287813840124,0.2181634355885996,0.46707968869198285,163.10787700017602,162.56655261701025,0.5413243831657724,1.1589550911145494,8.69216318335912,8.69216318335912,-0.009817663378733577,0.5280288824863606,1.6313,1631.3,861.373516,1328.255228989977,8800755.589822661,110310.90979182726,72,-10,-13940.000000001306,-1700.0000000001592,-21495.7594448748,-2621.434078643268,-24117.193523518068,-0.0027328658571748165,10,0.01,-2.391937416444689
2017-08-09,163.28,163.99,163.25,163.9,609012,1606475,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163900,163.9,161.02,0.947795688,158,0.002,,1.1308,,0.7700000000000102,0.004720161834120162,0.2384194660973248,0.48828215828281585,163.42472620010562,162.7234287797149,0.7012974203907163,1.4362544452925121,10.77190833969384,10.77190833969384,0.04102841691403614,0.57827680780964,1.639,1639.0,947.7956879999999,1461.5199506553586,8875558.982266763,110009.44487278326,81,9,55440.000000000735,-6930.000000000092,85489.59136468888,-10686.19892058611,74803.39244410276,0.008499655703495123,10,0.01,-2.391937416444689
2017-08-10,163.78,164.3,163.64,164.11,467221,1597073,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164110,164.11,161.23,0.983742344,159,0.002,,1.1308,,0.21000000000000796,0.0012812690665040538,0.22791571117314527,0.4774051855323162,163.69883572006336,162.8865548056308,0.8122809144325629,1.7014497099080599,12.760872824310448,12.760872824310448,0.01380171294286676,0.599440828712449,1.6411000000000002,1641.1000000000001,983.7423440000001,1516.9504148033927,8897902.85273708,110944.48727833455,93,12,17010.000000000644,-2520.0000000000955,26229.760986893823,-3885.890516576863,22343.87047031696,0.002517460648389548,10,0.01,-2.391937416444689
2017-08-11,164.34,164.64,164.19,164.54,551027,1613264,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164540,164.54,161.65,1.031898251,160,0.002,,1.1308,,0.4299999999999784,0.00262019377246947,0.2255905375962175,0.4749637224001613,164.035301432038,163.0810777696742,0.9542236623638019,2.0090453593840154,15.067840195380116,15.067840195380116,0.03343595950553314,0.627141273246627,1.6454,1645.3999999999999,1031.898251,1591.2077887432538,8951611.410948334,111223.7856592135,105,12,39989.99999999799,-5159.999999999741,61665.381649958355,-7956.823438704304,53708.55821125405,0.006036091773550077,10,0.01,-2.391937416444689
2017-08-14,164.43,164.44,163.86,164.2,392761,1608339,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164200,164.2,161.31,1.057435262,161,0.002,,1.1308,,-0.3400000000000034,-0.0020663668408897884,0.21964510313155722,0.46866310195230565,164.10118085922278,163.2127156791243,0.8884651800984784,1.8957438219424723,14.218078664568543,14.218078664568543,-0.03113568534355978,0.6439922423873325,1.642,1642.0,1057.435262,1630.5863716268311,8892891.28758673,111895.14263685419,98,-7,-35700.00000000036,-2380.0000000000236,-55050.11565150402,-3670.007710100268,-58720.12336160429,-0.006559726586186059,10,0.01,-2.391937416444689
2017-08-15,163.94,164.08,163.45,163.85,522924,1606503,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163850,163.85,160.97,1.028142014,162,0.002,,1.1308,,-0.3499999999999943,-0.0021315468940316107,0.21439401647579717,0.46302701484448744,164.0007085155337,163.28769030510966,0.7130182104240248,1.5399062853028123,11.549297139771092,11.549297139771092,-0.030306501416558187,0.6274897857796765,1.6385,1638.5,1028.142014,1585.415595990748,8830824.980724743,111161.14109483414,81,-17,-34299.99999999944,-5949.999999999904,-52891.287586737766,-9175.01927525043,-62066.306861988196,-0.006979316945954837,10,0.01,-2.391937416444689
2017-08-16,163.8,164.02,163.36,163.75,532766,1594489,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163750,163.75,160.88,1.025608275,163,0.002,,1.1308,,-0.09999999999999432,-0.0006103143118705301,0.20334569126088917,0.4509386779384633,163.90042510932022,163.3420796809791,0.5583454283411129,1.2381848256922123,9.286386192691593,9.286386192691593,-0.007048701336447675,0.6263256641221374,1.6375,1637.5,1025.608275,1581.5085196607558,8815867.386276016,110385.31225905928,65,-16,-8099.99999999954,-1599.999999999909,-12490.362374710163,-2467.232074016822,-14957.594448726984,-0.0016937935562504399,10,0.01,-2.391937416444689
2017-08-17,163.98,164.33,163.71,163.95,482661,1586280,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163950,163.95,161.08,1.006733497,164,0.002,,1.1308,,0.19999999999998863,0.00122137404580136,0.19451619443597598,0.4410399011835278,163.92025506559213,163.41359971851097,0.5066553470811641,1.1487743982382492,8.61580798678687,8.61580798678687,0.011342151075041619,0.6140490985056419,1.6395,1639.5,1006.7334969999999,1552.403233616037,8837147.262914412,110198.3423284502,61,-4,12999.999999999261,799.9999999999545,20046.26060138668,1233.616037008411,21279.87663839509,0.002413815420082459,10,0.01,-2.391937416444689
2017-08-18,164.18,164.48,164.0,164.36,500843,1590822,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164360,164.36,161.49,0.995368106,165,0.002,,1.1308,,0.410000000000025,0.0025007624275694695,0.19308829203403244,0.4394181289319234,164.09615303935527,163.52494092809792,0.5712121112573527,1.2999284136177445,9.749463102133083,9.749463102133083,0.021546088896509556,0.6056024008274519,1.6436000000000002,1643.6000000000001,995.368106,1534.8775728604473,8870023.13030069,110464.34078643016,70,9,25010.000000001524,-3690.000000000225,38565.92135697999,-5690.053970701966,32875.86738627803,0.0037201900577399525,10,0.01,-2.391937416444689
2017-08-21,164.09,164.57,164.05,164.44,376485,1594322,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.58,0.981729257,166,0.002,,1.1308,,0.07999999999998408,0.00048673643222185703,0.18299703300516568,0.4277815248525416,164.23369182361316,163.63259493655698,0.6010968870561726,1.4051492458992323,10.538619344244243,10.538619344244243,0.004745418886410896,0.5970136566528825,1.6444,1644.4,981.7292570000001,1513.846194294526,8877794.911333842,110875.28912875862,77,7,5599.999999998886,-559.9999999998886,8635.31225905765,-863.531225905765,7771.781033151885,0.0008761849793382021,10,0.01,-2.391937416444689
2017-08-22,164.39,164.47,164.12,164.44,468241,1594270,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.59,0.974834687,167,0.002,,1.1308,,0.0,0.0,0.17310530149137293,0.4160592523804427,164.3162150941679,163.72758376755027,0.588631326617616,1.4147776386411763,10.610832289808823,10.610832289808823,0.0,0.5928208994162004,1.6444,1644.4,974.834687,1503.214629144179,8877794.911333842,110972.43639167304,78,1,0.0,0.0,0.0,0.0,0.0,0.0,10,0.01,-2.391937416444689
2017-08-23,164.35,164.89,164.22,164.85,615176,1611327,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164850,164.85,162.0,0.99805227,168,0.002,,1.1308,,0.4099999999999966,0.0024933106300168983,0.17283474465400125,0.4157339830396371,164.52972905650074,163.85963273607376,0.6700963204269783,1.6118391754447692,12.08879381583577,12.08879381583577,0.026456100941506883,0.6054305550500455,1.6485,1648.5,998.05227,1539.0166075558984,8921418.658442555,110972.43639167304,87,9,31979.999999999734,-3689.999999999969,49313.80107941363,-5690.053970701571,43623.74710871206,0.00491380433366621,10,0.01,-2.391937416444689
2017-08-24,164.87,164.9,164.66,164.75,420389,1605294,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164750,164.75,161.89,1.001296326,169,0.002,,1.1308,,-0.09999999999999432,-0.0006066120715801926,0.16403286656459573,0.4050097116917022,164.61783743390043,163.9643818259474,0.6534556079530205,1.6134319476527468,12.100739607395601,12.100739607395601,-0.007333208259529957,0.6077671174506829,1.6475,1647.5,1001.2963260000001,1544.0190069390906,8908003.084040089,111517.73323053194,87,0,-8699.999999999505,0.0,-13415.57440246647,0.0,-13415.57440246647,-0.0015037490018216986,10,0.01,-2.391937416444689
2017-08-25,164.69,164.8,164.36,164.77,454029,1574506,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164770,164.77,161.91,1.021149189,170,0.002,,1.1308,,0.020000000000010232,0.00012139605462824221,0.1551878467502933,0.3939388870755124,164.67870246034028,164.05916043465947,0.6195420256808006,1.5726856271542529,11.795142203656896,11.795142203656896,0.0014689820464215307,0.61974217940159,1.6477000000000002,1647.7000000000003,1021.1491890000001,1574.6325196607559,8910809.560524285,111350.0385505011,83,-4,1740.0000000008902,80.00000000004093,2683.1148804948193,123.36160370091123,2806.4764841957303,0.00031505113522287825,10,0.01,-2.391937416444689
2017-08-28,164.86,164.98,164.58,164.96,298546,1534448,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164960,164.96,162.08,1.044695011,171,0.002,,1.1308,,0.18999999999999773,0.001153122534441886,0.14875066584487198,0.3856820787188225,164.79122147620416,164.16514155999366,0.6260799162105002,1.6233056985438445,12.174792739078834,12.174792739078834,0.013601244271983294,0.6333020192774005,1.6496000000000002,1649.6000000000001,1044.695011,1610.9406491904397,8934834.232845025,111385.11950655357,84,1,15769.99999999981,-189.99999999999773,24317.656129529394,-292.98380878951076,24024.672320739883,0.002696126783717993,10,0.01,-2.391937416444689
2017-08-29,165.03,165.69,165.0,165.43,788843,1512233,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165430,165.43,162.55,1.026387191,172,0.002,,1.1308,,0.46999999999999886,0.0028491755577109146,0.15265062985325722,0.3907052979590336,165.04673288572252,164.31394843528852,0.7327844504339964,1.8755426513587505,14.06656988519063,14.06656988519063,0.03468812189237973,0.6204359493441334,1.6543,1654.3000000000002,1026.387191,1582.709623747109,8984841.942945257,111685.42791056282,99,15,39479.999999999905,-7049.999999999983,60878.9514263684,-10871.241326137213,50007.71010023119,0.005596937648423251,10,0.01,-2.391937416444689
2017-08-30,165.26,165.31,164.92,165.14,676228,1474850,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165140,165.14,162.27,0.982111331,173,0.002,,1.1308,,-0.29000000000002046,-0.0017530073142719704,0.14894519040173046,0.38593417884625153,165.0840397314335,164.4111309723134,0.6729087591201051,1.7435842586727166,13.076881940045375,13.076881940045375,-0.024658799895457006,0.594714382342255,1.6514,1651.4,982.1113310000001,1514.435360061681,8939676.17579028,112310.52428681572,97,-2,-28710.000000002026,-580.0000000000409,-44271.395528144996,-894.371626831212,-45165.76715497621,-0.0050268849960615715,10,0.01,-2.391937416444689
2017-08-31,165.13,165.29,164.85,165.08,706070,1383000,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165080,165.08,162.21,0.951802325,174,0.002,,1.1308,,-0.05999999999997385,-0.00036332808526085003,0.14108869362325838,0.3756177493453396,165.0824238388601,164.48982144615889,0.5926023927012238,1.5776740948319525,11.832555711239644,11.832555711239644,-0.004751198476458876,0.5765703446813666,1.6508000000000003,1650.8000000000002,951.8023250000001,1467.6982652274482,8930053.970701618,111745.9521973785,90,-7,-5819.999999997463,-419.99999999981696,-8974.556669232788,-647.6484194291704,-9622.205088661958,-0.001076348281464607,10,0.01,-2.391937416444689
2017-09-01,165.15,165.21,164.52,164.86,959778,1227496,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164860,164.86,161.99,0.873379452,175,0.002,,1.1308,,-0.21999999999999886,-0.0013326871819723252,0.13607849396794708,0.36888818626779996,164.99345430331607,164.53337186425784,0.4600824390582261,1.2472138067447416,9.354103550585561,9.354103550585561,-0.015769095326342502,0.5297703821424239,1.6486,1648.6000000000001,873.3794520000001,1346.7686229760989,8895451.04086353,111625.67463377024,78,-12,-19799.999999999898,-2639.9999999999864,-30531.996915959753,-4070.932922127967,-34602.92983808772,-0.0038748847377200156,10,0.01,-2.391937416444689
2017-09-04,162.12,162.28,162.02,162.16,931545,1046113,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162160,165.04,162.16,0.852869079,176,0.002,,1.1308,,-2.700000000000017,-0.01637753245177742,0.5227769537534684,0.7230331622778228,163.86007258198964,164.25415164493342,-0.39407906294377426,-0.5450359451042037,-4.087769588281528,-4.087769588281528,-0.15319713445700142,0.5259429446225949,1.6216,1621.6,852.8690789999999,1315.1412166538164,8100231.303006933,111193.13801079414,-35,-113,-210600.00000000134,-305100.000000002,-324749.42174248473,-470470.31611411256,-795219.7378565973,-0.08939622445265023,10,0.01,-2.391937416444689
2017-09-05,162.15,162.93,161.96,162.64,1385310,1486287,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162640,165.52,162.64,0.863428244,177,0.002,,1.1308,,0.47999999999998977,0.002960039467192921,0.5069727940911183,0.7120202202824849,163.3720435491938,164.06425145141182,-0.6922079022180299,-0.9721745008075827,-7.29130875605687,-7.29130875605687,-0.01209995931410428,0.5308830816527299,1.6263999999999998,1626.3999999999999,863.4282439999998,1331.4236607555897,8089128.758673857,101252.89128758667,-55,-20,-16799.999999999643,9599.999999999796,-25905.936777177554,14803.39244410146,-11102.544333076094,-0.0013706453455168193,10,0.01,-2.391937416444689
2017-09-06,162.79,162.84,162.24,162.57,999423,1667630,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162570,165.48,162.57,0.882189889,178,0.002,,1.1308,,-0.06999999999999318,-0.0004303984259714788,0.479833724140247,0.6927003133680878,163.0512261295163,163.88845716301043,-0.8372310334941346,-1.2086482672763654,-9.06486200457274,-9.06486200457274,0.003138167811878938,0.5426523276127206,1.6257,1625.6999999999998,882.1898889999999,1360.3544934464146,8093770.239013101,101114.10948342322,-67,-12,3849.999999999625,-839.9999999999181,5936.777178102737,-1295.296838858779,4641.480339243958,0.0005737923672270596,10,0.01,-2.391937416444689
2017-09-07,162.3,163.24,162.22,163.18,880299,1695491,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163180,165.37,163.18,0.886836513,179,0.002,,1.1308,,0.6100000000000136,0.0037522298086978267,0.47401027959212644,0.6884840445443354,163.10273567770977,163.80510926147977,-0.7023735837699974,-1.0201740902141814,-7.65130567660636,-7.65130567660636,-0.034013445425290174,0.5434713279813702,1.6318000000000001,1631.8000000000002,886.836513,1367.5196808018504,8021341.557440239,101172.12798766377,-57,10,-40870.00000000092,-6100.000000000136,-63022.3592906722,-9406.32228218988,-72428.68157286207,-0.00894869503754205,10,0.01,-2.391937416444689
2017-09-08,163.4,163.43,162.82,162.96,625183,1697534,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162960,162.96,162.51,0.894876714,180,0.002,,1.1308,,-0.21999999999999886,-0.0013482044368182677,0.4510043185330926,0.671568550881511,163.04564140662586,163.70568464248214,-0.6600432358562784,-0.9828382150860039,-7.371286613145029,-7.371286613145029,0.010315524260653493,0.5491388770250367,1.6296000000000002,1629.6000000000001,894.8767139999999,1379.917831919815,8041696.222050879,100266.769468003,-54,3,12539.999999999935,659.9999999999966,19336.931380107842,1017.7332305319917,20354.664610639833,0.0025375636313304415,10,0.01,-2.391937416444689
2017-09-11,162.85,162.89,162.64,162.77,459138,1701763,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162770,162.77,162.32,0.919395997,181,0.002,,1.1308,,-0.18999999999999773,-0.0011659302896416257,0.4285770580718443,0.6546579702958212,162.9353848439755,163.59560409630777,-0.6602192523322685,-1.0084949428385244,-7.563712071288933,-7.563712071288933,0.008594406335895623,0.5648436425631258,1.6277000000000001,1627.7,919.3959969999999,1417.7270578257517,8057517.347725512,100521.20277563599,-54,0,10259.999999999876,0.0,15821.12567463358,0.0,15821.12567463358,0.001967386635577078,10,0.01,-2.391937416444689
2017-09-12,162.67,162.7,161.73,161.87,757283,1701307,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161870,161.87,161.42,1.001729005,182,0.002,,1.1308,,-0.9000000000000057,-0.00552927443632123,0.4491945143922857,0.6702197508222849,162.5092309063853,163.3925918496833,-0.883360943297987,-1.3180168776199173,-9.885126582149379,-9.885126582149379,0.041821839799472196,0.6188478439488478,1.6187,1618.7,1001.729005,1544.6862066306862,8118581.341557433,100718.96684656892,-64,-10,48600.000000000306,-9000.000000000056,74942.1742482657,-13878.1804163455,61063.9938319202,0.007578512238531814,10,0.01,-2.391937416444689
2017-09-13,161.96,162.07,161.62,161.72,619964,1711512,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161720,161.72,161.26,1.099230792,183,0.002,,1.1308,,-0.15000000000000568,-0.0009266695496386035,0.42612994604675686,0.6527862943159551,162.19353854383118,163.19581633795585,-1.0022777941246659,-1.5353842487991227,-11.51538186599342,-11.51538186599342,0.009160245798000953,0.6797123373732377,1.6172,1617.2,1099.230792,1695.0359167309177,8132228.21896684,101482.26676946791,-69,-5,9600.000000000364,-750.0000000000284,14803.392444102336,-1156.515034695495,13646.877409406841,0.001680943607665928,10,0.01,-2.391937416444689
2017-09-14,161.71,162.05,161.37,161.56,733985,1705997,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161560,161.56,161.1,1.192689538,184,0.002,,1.1308,,-0.1599999999999966,-0.0009893643334157876,0.40447967869287804,0.6359871686542725,161.94012312629872,163.00336735701984,-1.063244230721125,-1.671801387079733,-12.538510403097998,-12.538510403097998,0.01139290810387683,0.7382331876702154,1.6156000000000001,1615.6000000000001,1192.689538,1839.1511765612954,8149252.120277557,101652.8527370855,-69,0,11039.999999999765,0.0,17023.90131071668,0.0,17023.90131071668,0.002093387058544636,10,0.01,-2.391937416444689
2017-09-15,161.77,161.82,161.07,161.19,676738,1719423,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161190,161.19,160.71,1.289415242,185,0.002,,1.1308,,-0.37000000000000455,-0.002290170834365002,0.39001591227704696,0.6245125397276239,161.64007387577922,162.79003002089985,-1.1499561451206262,-1.8413659806129277,-13.810244854596958,-13.810244854596958,0.0287153308315572,0.7999350096159812,1.6119,1611.9,1289.415242,1988.3041511179647,8187478.797224358,101865.65150346946,-71,-2,25530.000000000313,-740.0000000000091,39367.77178103364,-1141.094834232859,38226.676946800784,0.004690820259650872,10,0.01,-2.391937416444689
2017-09-18,161.26,161.42,160.86,160.94,553595,1708259,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160940,160.94,160.45,1.393001196,186,0.002,,1.1308,,-0.25,-0.0015509647000434557,0.3723123494512607,0.6101740321017117,161.36004432546753,162.57237943020576,-1.21233510473823,-1.9868677474890348,-14.90150810616776,-14.90150810616776,0.021419202268436646,0.8655406959115198,1.6094,1609.3999999999999,1393.001196,2148.0357686969933,8214849.653045483,102343.48496530448,-71,0,17750.0,0.0,27370.855821125675,0.0,27370.855821125675,0.003343013948372567,10,0.01,-2.391937416444689
2017-09-19,161.01,161.37,160.92,161.09,633450,1698278,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161090,161.09,160.61,1.47343284,187,0.002,,1.1308,,0.15000000000000568,0.000932024356903316,0.3534035738052467,0.5944775637526168,161.25202659528054,162.39798185018157,-1.1459552549010255,-1.9276677956813488,-14.457508467610117,-14.457508467610117,-0.013888568509540558,0.9146643739524489,1.6109,1610.9,1473.4328400000002,2272.06297609869,8197039.321511173,102685.62066306855,-65,6,-10650.000000000404,-900.0000000000341,-16422.51349267603,-1387.818041634594,-17810.331534310622,-0.002168065428648206,10,0.01,-2.391937416444689
2017-09-20,161.07,161.41,160.76,161.32,530232,1686731,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161320,161.32,160.84,1.529643205,188,0.002,,1.1308,,0.22999999999998977,0.0014277732944316668,0.33716013738334116,0.5806549210876811,161.27921595716833,162.27116045604254,-0.9919444988742043,-1.708320144804933,-12.812401086036997,-12.812401086036997,-0.020642044494073416,0.948204317505579,1.6132,1613.2,1529.643205,2358.740485736315,8170794.140323819,102462.99151888967,-56,9,-14949.999999999334,-2069.999999999908,-23053.199691594964,-3191.9814957593035,-26245.18118735427,-0.0032017878843743075,10,0.01,-2.391937416444689
2017-09-21,160.92,161.2,160.66,161.14,729118,1681196,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161140,161.14,160.65,1.583706833,189,0.002,,1.1308,,-0.18000000000000682,-0.0011157946937764285,0.3206866164437012,0.5662919886804874,161.22352957430098,162.13808275533165,-0.9145531810306693,-1.6149852007648258,-12.112389005736194,-12.112389005736194,0.014296009146335432,0.9828142193123992,1.6114,1611.3999999999999,1583.706833,2442.1076838858908,8187725.520431761,102134.92675404774,-51,5,10080.000000000382,900.0000000000341,15543.562066307451,1387.818041634594,16931.380107942045,0.002072182925816686,10,0.01,-2.391937416444689
2017-09-22,161.19,161.26,160.88,161.12,511178,1666281,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161120,161.12,160.64,1.617678378,190,0.002,,1.1308,,-0.01999999999998181,-0.00012411567580972171,0.30337382636566324,0.5507938147489161,161.18211774458058,162.01830831352794,-0.8361905689473588,-1.518155336091679,-11.386165020687592,-11.386165020687592,0.001503337347117191,1.004020840367428,1.6112000000000002,1611.2000000000003,1617.6783780000003,2494.4924872783354,8189421.742482645,102346.56900539702,-47,4,1019.9999999990723,79.99999999992724,1572.860447184383,123.36160370073593,1696.222050885119,0.0002071664525944774,10,0.01,-2.391937416444689
2017-09-25,161.3,161.98,161.12,161.93,806358,1673239,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161930,161.93,161.47,1.60748323,191,0.002,,1.1308,,0.8100000000000023,0.005027308838133182,0.3224401060215735,0.5678380984238144,161.48127064674836,162.0079191001717,-0.5266484534233484,-0.9274623433778065,-6.955967575333549,-6.955967575333549,-0.05724176804094562,0.9927025443092694,1.6193000000000002,1619.3000000000002,1607.48323,2478.771364687741,8108234.387047024,102367.77178103308,-29,18,-38070.00000000011,-14580.00000000004,-58704.70316114127,-22482.65227447963,-81187.3554356209,-0.009913685970580963,10,0.01,-2.391937416444689
2017-09-26,161.93,161.95,161.62,161.71,566003,1671369,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,161.24,1.596691058,192,0.002,,1.1308,,-0.21999999999999886,-0.0013586117458160851,0.3076271273177047,0.5546414403177108,161.57276238804903,161.97286979426914,-0.40010740622011554,-0.7213802956932415,-5.410352217699311,-5.410352217699311,0.009450459251363993,0.9873792950343206,1.6171000000000002,1617.1000000000001,1596.691058,2462.129619121049,8120447.185813408,101352.92983808782,-22,7,6379.999999999967,1539.999999999992,9838.087895142588,2374.710871241314,12212.798766383901,0.001506221722684035,10,0.01,-2.391937416444689
2017-09-27,161.67,161.68,160.65,161.02,1051494,1679297,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161020,161.02,160.49,1.582314023,193,0.002,,1.1308,,-0.6899999999999977,-0.004266897532620106,0.3167337690843151,0.5627910527756417,161.35165743282943,161.86076746553158,-0.5091100327021536,-0.9046164294746026,-6.78462322105952,-6.78462322105952,0.02308541852830691,0.9826816687368027,1.6102,1610.2,1582.314023,2439.9599429452583,8137471.087124125,101505.5898226676,-28,-6,15179.999999999949,-4139.999999999986,23407.864302235852,-6383.962991518869,17023.90131071698,0.002096424115713491,10,0.01,-2.391937416444689
