entry_date,exit_date,side,entry_price,min_price,max_price,MAE,MFE,edge_ratio
2017-01-03,2017-02-21,short,163.21,161.43,164.58,1.3700000000000045,1.7800000000000011,1.2992700729926971
2017-02-21,2017-03-06,long,164.41,160.71,166.21,3.6999999999999886,1.8000000000000114,0.48648648648649107
2017-03-07,2017-04-17,short,161.3,159.01,163.54,2.2399999999999807,2.2900000000000205,1.0223214285714466
2017-04-17,2017-04-25,long,163.54,160.98,163.68,2.5600000000000023,0.14000000000001478,0.054687500000005725
2017-04-25,2017-06-05,short,160.98,160.29,164.49,3.5100000000000193,0.6899999999999977,0.19658119658119486
2017-06-05,2017-07-07,long,164.49,160.49,165.46,4.0,0.9699999999999989,0.24249999999999972
2017-07-07,2017-08-07,short,160.49,160.49,163.3,2.8100000000000023,0.0,0.0
2017-08-07,2017-09-14,long,163.3,161.56,165.43,1.740000000000009,2.1299999999999955,1.2241379310344738
2017-09-14,2017-11-06,short,161.56,160.8,163.14,1.579999999999984,0.7599999999999909,0.48101265822784717
2017-11-06,2017-12-22,long,163.14,160.74,163.8,2.3999999999999773,0.660000000000025,0.275000000000013
2017-12-25,2018-05-25,short,161.71,156.57,162.29,0.5799999999999841,5.140000000000015,8.86206896551751
2018-05-25,2018-09-06,long,161.02,159.64,163.73,1.3800000000000239,2.7099999999999795,1.9637681159419802
2018-09-06,2018-11-16,short,160.43,157.61,160.87,0.4399999999999977,2.819999999999993,6.409090909090927
2018-11-16,2019-03-25,long,160.65,160.58,166.75,0.06999999999999318,6.099999999999994,87.14285714286555
