Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ret_pct_for_sig,ret_net_for_var,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,current_position,trades,strategy_ret,cumulative_pnl_usd,pdm_used,eff_multiplier
2017-01-16,163.83,163.92,163.39,163.58,455940,1703018,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163580,163.58,160.43,0.754192062,11,0.002,,1.1308,,0.0010403280093018719,0.17000000000001592,1.0154322011557528,1.007686558983374,164.16533577739963,164.3839080224596,-0.21857224505995987,-0.2169049920448191,-0.4056123351238118,-0.4056123351238118,-0.00038765312077078526,0.46,1.6358000000000001,1635.8000000000002,752.4680000000001,665.4297842235586,9998355.146798728,124988.83533781397,187.83174168203834,-7.618687135402418,-6.094949708321934,-6,-6,-1,-7.517473704319889e-05,-1644.853201271966,1.6,0.8
2017-01-17,163.73,164.45,163.71,163.9,877774,1718181,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163900,163.9,160.73,0.688355044,12,0.002,,1.1308,,0.001956229367893414,0.3199999999999932,0.9660791092013876,0.982893233877102,164.15717159963347,164.38014220127315,-0.2229706016396733,-0.22685129366507864,-0.4242119191536971,-0.4242119191536971,-0.0007934707619490259,0.42,1.639,1639.0,688.38,608.7548638132296,9996657.233816769,124979.43933498411,205.30339347453446,-8.709214655459888,-6.967371724367911,-7,-7,-1,-0.00016981923096653313,-3342.766183231026,1.6,0.8
2017-01-18,163.81,163.82,163.04,163.42,789279,1719604,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163420,163.42,160.27,0.661785967,13,0.002,,1.1308,,-0.0029286150091519803,-0.4800000000000182,0.9263126708661784,0.9624513862352625,164.13448939656783,164.37267027752785,-0.23818088096001588,-0.247473154869346,-0.4627747996056771,-0.4627747996056771,0.0012423533934946837,0.4,1.6341999999999999,1634.1999999999998,653.68,578.0686239830208,9999628.581535198,124958.21542270962,216.16501958144667,-10.003572361856126,-8.0028578894849,-8,-8,-1,0.00029723413026286875,-371.41846480220556,1.6,0.8
2017-01-19,163.0,163.15,162.62,163.03,870073,1724167,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163030,163.03,159.89,0.548840292,14,0.002,,1.1308,,-0.0023864888018602093,-0.38999999999998636,0.8844633373058439,0.9404591098531844,164.10050510744267,164.3622214815938,-0.2617163741511206,-0.2782857557645194,-0.5203943632796514,-0.5203943632796514,0.0011044068770420508,0.34,1.6303,1630.3000000000002,554.3020000000001,490.18570923240196,10002387.690130882,124995.35726918998,254.99592280020636,-13.269844088452052,-10.615875270761642,-11,-11,-3,0.00027592110778786353,2387.690130881965,1.6,0.8
2017-01-20,163.18,163.28,162.2,162.29,726842,1728202,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162290,162.29,159.15,0.539440142,15,0.002,,1.1308,,-0.004539041894130014,-0.7400000000000091,0.8662545082622856,0.9307279453536815,164.0447972579829,164.34609524438295,-0.30129798640004424,-0.32372293955947506,-0.6053618969762184,-0.6053618969762184,0.0023620918163954514,0.33,1.6229,1622.9,535.557,473.6089494163424,10009586.133710649,125029.84612663602,263.99384192532267,-15.981181293795327,-12.784945035036262,-13,-13,-2,0.0007196725224787237,9586.133710648865,1.6,0.8
2017-01-23,162.77,163.38,162.45,163.13,794009,1708741,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,159.98,0.539948454,16,0.002,,1.1308,,0.005175919650009186,0.8400000000000034,0.8575704807886488,0.9260510141394203,164.01664965004497,164.33663146816207,-0.3199818181170997,-0.3455336835999893,-0.6461479883319801,-0.6461479883319801,-0.0031333045379260457,0.33,1.6313,1631.3,538.3290000000001,476.06031128404675,9999929.253625752,125119.82667138311,262.8234778360445,-16.98228614901749,-13.585828919213993,-14,-14,-1,-0.0009647631736114338,-70.74637424759567,1.6,0.8
2017-01-24,163.14,163.23,162.48,162.76,723034,1715412,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162760,162.76,159.63,0.551983393,17,0.002,,1.1308,,-0.002268129712499234,-0.37000000000000455,0.8186153196649383,0.9047736289619289,163.97798350696667,164.32436196257328,-0.3463784556066116,-0.3828343847775724,-0.7159002995340604,-0.7159002995340604,0.0014655474510073723,0.34,1.6276,1627.6,553.384,489.3738945879024,10004510.08135833,124999.11567032192,255.4266115391844,-18.28599877098722,-14.628799016789777,-15,-15,-1,0.00045808601405033486,4510.081358330324,1.6,0.8
2017-01-25,162.44,162.49,161.52,161.76,1048098,1741948,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161760,161.76,158.64,0.647763589,18,0.002,,1.1308,,-0.0061440157286802854,-1.0,0.828419896980347,0.9101757506000404,163.90973786059845,164.30440583835093,-0.3946679777524764,-0.43361732884257626,-0.8108644049356176,-0.8108644049356176,0.004398502700504195,0.4,1.6176,1617.6,647.04,572.1966749204103,10017775.02652989,125056.37601697913,218.5548806874382,-17.721837327439452,-14.177469861951563,-14,-14,1,0.0013258965270350302,17775.026529889554,1.6,0.8
2017-01-26,161.6,161.88,161.31,161.43,875402,1719559,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161430,161.43,158.32,0.757355707,19,0.002,,1.1308,,-0.002040059347180878,-0.3299999999999841,0.7895269295760033,0.888553278974313,163.8334382341185,164.28203692132098,-0.44859868720249096,-0.5048641401901341,-0.9440959421555509,-0.9440959421555509,0.0016542115085851673,0.47,1.6143,1614.3000000000002,758.721,670.9594977007429,10021860.62964273,125222.18783162363,186.63151540553113,-17.61980563727031,-14.09584450981625,-14,-14,0,0.00040783538280910104,21860.62964273058,1.6,0.8
2017-01-27,161.54,161.93,161.49,161.85,699866,1720039,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161850,161.85,158.74,0.812758062,20,0.002,,1.1308,,0.0026017468871957217,0.4199999999999875,0.7563849333827053,0.8697039343263345,163.77240936537638,164.26311056395662,-0.49070119858023986,-0.564216372046578,-1.055084615727101,-1.055084615727101,-0.0024562986787173167,0.5,1.6185,1618.5,809.25,715.6437920056597,10016660.77113548,125273.25787053414,175.0497374111832,-18.469228492960816,-14.775382794368653,-15,-15,-1,-0.0005188516084399708,16660.77113547921,1.6,0.8
2017-01-30,161.93,162.22,161.35,162.07,814240,1708279,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162070,162.07,158.96,0.842975484,21,0.002,,1.1308,,0.001359283286994195,0.21999999999999886,0.7181154775241807,0.8474169443220856,163.7200275387494,164.2460435556768,-0.5260160169274002,-0.6207286984899755,-1.1607626661762542,-1.1607626661762542,-0.001434158884522541,0.52,1.6207,1620.7,842.764,745.2812168376371,10013742.483197736,125208.2596391935,168.00136218443123,-19.50097090904429,-15.600776727235434,-16,-16,-1,-0.00029134339321469914,13742.483197735623,1.6,0.8
2017-01-31,162.07,162.29,161.49,162.13,1001325,1717559,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162130,162.13,159.01,0.846005319,22,0.002,,1.1308,,0.0003702104029124076,0.060000000000002274,0.6794930192796304,0.8243136655907327,163.6711036144802,164.2295762906521,-0.5584726761719025,-0.677500203483441,-1.2669253805140348,-1.2669253805140348,-0.00042972641433079153,0.52,1.6213,1621.3,843.076,745.5571276972055,10012893.526706755,125171.7810399717,167.8902613761986,-21.27044332786412,-17.016354662291295,-17,-17,-1,-8.477914150522154e-05,12893.526706755161,1.6,0.8
2017-02-01,161.9,162.02,161.51,161.61,737846,1700070,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161610,161.61,158.48,0.875672503,23,0.002,,1.1308,,-0.003207302781718213,-0.5199999999999818,0.6573798831023521,0.8107896663761521,163.60768504172694,164.20919048294274,-0.6015054412158065,-0.7418760575776113,-1.3873082276701332,-1.3873082276701332,0.0040634132971520695,0.54,1.6161,1616.1000000000001,872.6940000000002,771.7492041032898,10020711.001061194,125161.16908383445,162.178552848994,-22.49916407190449,-17.999331257523593,-18,-18,-1,0.0007807407852273679,20711.001061193645,1.6,0.8
2017-02-02,161.94,162.56,161.63,162.37,856473,1691350,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162370,162.37,159.24,0.82122226,24,0.002,,1.1308,,0.004702679289647849,0.7599999999999909,0.6530674569887107,0.8081258917945339,163.56960242505843,164.1948777165385,-0.6252752914800794,-0.7737350056828222,-1.4468844606268776,-1.4468844606268776,-0.006524065670622398,0.51,1.6237000000000001,1623.7,828.087,732.3019101521047,10008613.371064732,125258.88751326493,171.04815073778477,-24.748691132146455,-19.798952905717165,-20,-20,-2,-0.0012072626378688495,8613.371064731851,1.6,0.8
2017-02-03,162.15,162.68,162.01,162.49,657266,1685955,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162490,162.49,159.36,0.785932143,25,0.002,,1.1308,,0.0007390527806860892,0.12000000000000455,0.6185448917460777,0.7864762499567789,163.53638388890278,164.18161018567054,-0.6452262967677598,-0.8204015020202052,-1.5341508087777838,-1.5341508087777838,-0.0010693239839577862,0.48,1.6249000000000002,1624.9000000000003,779.9520000000001,689.7347010965689,10006490.979837282,125107.66713830916,181.3852006277309,-27.827225224335393,-22.261780179468317,-22,-22,-2,-0.00021205647063813902,6490.979837281629,1.6,0.8
2017-02-06,162.5,163.48,162.44,163.19,938640,1713899,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163190,163.19,160.05,0.716438413,26,0.002,,1.1308,,0.0043079574127637965,0.6999999999999886,0.611596519219262,0.7820463664126712,163.5257259230904,164.17389337488711,-0.6481674517967235,-0.8288094921659641,-1.549873750350353,-1.549873750350353,-0.0066090563489718274,0.44,1.6319,1631.8999999999999,718.036,634.9805447470817,9992872.30279448,125081.13724796602,196.98420413461162,-30.530064722189003,-24.424051777751203,-24,-24,-2,-0.0013609842921202323,-7127.697205519304,1.6,0.8
2017-02-07,163.49,163.74,162.97,163.38,965267,1705739,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163380,163.38,160.2,0.721030975,27,0.002,,1.1308,,0.001164287027391353,0.18999999999999773,0.5804885992614639,0.761898024187925,163.52124204853376,164.16771521632768,-0.6464731677939142,-0.8485035362612506,-1.5867016128085387,-1.5867016128085387,-0.0018044979016273006,0.44,1.6338,1633.8,718.872,635.7198443579766,9988839.759462327,124910.90378493101,196.48734406125152,-31.176678571845407,-24.94134285747633,-25,-25,-1,-0.00040354196570954764,-11160.240537673235,1.6,0.8
2017-02-08,163.53,164.41,163.44,164.22,993921,1701976,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164220,164.22,161.02,0.770075105,28,0.002,,1.1308,,0.005141388174807249,0.8400000000000034,0.5872513776797634,0.7663232853566199,163.54274229319427,164.16812210180373,-0.6253798086094662,-0.8160783060616988,-1.526066432335377,-1.526066432335377,-0.00815784890904141,0.47,1.6422,1642.2,771.834,682.5557127697205,9970268.836222142,124860.49699327908,182.9308504160221,-27.916463025845538,-22.33317042067643,-22,-22,3,-0.001859167199332832,-29731.16377785802,1.6,0.8
2017-02-09,164.21,164.46,163.97,164.23,771865,1715433,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164230,164.23,161.01,0.80645996,29,0.002,,1.1308,,6.089392278640915e-05,0.009999999999990905,0.5555134653727491,0.745327757012141,163.5638886841729,164.16860364186752,-0.6047149576946254,-0.8113409865732061,-1.5172076448918954,-1.5172076448918954,-9.292817149756133e-05,0.49,1.6422999999999999,1642.3,804.727,711.6439688715953,9970074.28369296,124628.36045277677,175.1274034548362,-26.570463535174486,-21.25637082813959,-21,-21,1,-1.9513268135347568e-05,-29925.716307040304,1.6,0.8
2017-02-10,163.96,164.17,163.76,163.91,639537,1730715,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163910,163.91,160.7,0.831093657,30,0.002,,1.1308,,-0.0019484868781586284,-0.3199999999999932,0.5310208456228706,0.7287117712942961,163.5745382631214,164.16659116216428,-0.5920528990428693,-0.8124651232013157,-1.5193097803864604,-1.5193097803864604,0.002956259187513814,0.51,1.6391,1639.1,835.9409999999999,739.2474354439335,9976016.97912982,124625.928546162,168.5848642428114,-25.613263306922697,-20.49061064553816,-20,-20,1,0.000596053275809449,-23983.0208701808,1.6,0.8
2017-02-13,163.93,164.03,163.68,163.76,512868,1743253,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163760,163.76,160.56,0.846974419,31,0.002,,1.1308,,-0.0009151363553169256,-0.15000000000000568,0.5035332323459587,0.7096007555984976,163.58024477810227,164.16342702860658,-0.5831822505043078,-0.8218455883864375,-1.5368512502826381,-1.5368512502826381,0.001390375615020224,0.52,1.6376,1637.6,851.552,753.052706048815,9978669.968164131,124700.21223912275,165.59294088910602,-25.44917182434016,-20.35933745947213,-20,-20,0,0.000265936699973771,-21330.031835868955,1.6,0.8
2017-02-14,163.97,164.07,163.26,163.42,740039,1754219,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163420,163.42,160.22,0.851208357,32,0.002,,1.1308,,-0.002076209086467995,-0.3400000000000034,0.48256386843536647,0.6946681714569672,163.57531416954527,164.15764160425945,-0.5823274347141876,-0.8382814394574016,-1.5675862917853411,-1.5675862917853411,0.003190824530386512,0.52,1.6341999999999999,1634.1999999999998,849.7839999999999,751.489211177927,9984683.409975238,124733.37460205164,165.98159061596832,-26.019046613831836,-20.815237291065472,-21,-21,-1,0.0006026295919488747,-15316.590024761856,1.6,0.8
2017-02-15,163.52,163.55,163.13,163.3,665674,1746602,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.11,0.847630619,33,0.002,,1.1308,,-0.0007343042467260474,-0.11999999999997613,0.4572577133848058,0.6762083357847682,163.5668429643285,164.15096735052984,-0.5841243862013528,-0.8638231078938887,-1.615349211761572,-1.615349211761572,0.001151085271167513,0.52,1.6330000000000002,1633.0000000000002,849.1600000000002,750.9373894587903,9986911.92076406,124808.54262469048,166.203660087616,-26.847695131441874,-21.478156105153502,-21,-21,0,0.00022319293434934823,-13088.079235939309,1.6,0.8
2017-02-16,163.48,163.88,163.32,163.84,754372,1748981,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163840,163.84,160.65,0.845453133,34,0.002,,1.1308,,0.003306797305572484,0.539999999999992,0.44830324239103203,0.6695545103955555,163.5752477961953,164.1485473711483,-0.5732995749530119,-0.856240330028277,-1.601169417152878,-1.601169417152878,-0.0053416324210118025,0.52,1.6384,1638.4,851.9680000000001,753.4205871949063,9976883.622214362,124836.39900955076,165.6928429236779,-26.530231273050866,-21.224185018440693,-21,-21,0,-0.0010041440867070302,-23116.377785637975,1.6,0.8
2017-02-17,163.79,164.64,163.62,164.43,751339,1742367,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164430,164.43,161.23,0.890519511,35,0.002,,1.1308,,0.00360107421875,0.5900000000000034,0.4428868509104359,0.6654974462088009,163.60154786400466,164.15073766397984,-0.5491897999751814,-0.8252320171982631,-1.543183872160752,-1.543183872160752,-0.0057659299079601935,0.54,1.6443,1644.3000000000002,887.9220000000001,785.2157764414575,9965926.777502654,124711.04527767953,158.82391696567942,-24.509450717483492,-19.607560573986795,-20,-20,1,-0.0010982231653291275,-34073.22249734588,1.6,0.8
2017-02-20,164.28,164.68,164.18,164.58,597814,1722583,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164580,164.58,161.38,0.937918795,36,0.002,,1.1308,,0.0009122422915526229,0.15000000000000568,0.4201632373477097,0.6481999979541112,163.63165408357375,164.15407822690605,-0.5224241433323016,-0.8059613467775515,-1.5071477184740214,-1.5071477184740214,-0.0014077575918269743,0.57,1.6458000000000002,1645.8000000000002,938.106,829.5949770074284,9963273.788468342,124574.08471878318,150.16253493741647,-22.631712193120276,-18.10536975449622,-18,-18,2,-0.0002662059528975287,-36726.211531657726,1.6,0.8
2017-02-21,164.57,164.64,164.09,164.41,692504,1701228,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164410,164.41,161.22,0.962182762,37,0.002,,1.1308,,-0.001032932312553303,-0.17000000000001592,0.3990138731667527,0.6316754492354065,163.65560318869456,164.1560698360352,-0.5004666473406303,-0.7922844681495945,-1.4815719554397417,-1.4815719554397417,0.0015567815782028054,0.59,1.6441,1644.1,970.0189999999999,857.8165900247611,9965979.837283341,124540.92235585429,145.1836252691958,-21.509998758791312,-17.20799900703305,-17,-17,1,0.0002716023741243074,-34020.162716658786,1.6,0.8
2017-02-22,164.35,165.53,164.31,164.99,1140900,1712331,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164990,164.99,161.78,1.033838801,38,0.002,,1.1308,,0.0035277659509762582,0.5800000000000125,0.39562933948206414,0.6289907308395444,163.69666155211934,164.16255956493765,-0.46589801281831456,-0.7407072790984661,-1.3851226119141318,-1.3851226119141318,-0.005226639098321635,0.63,1.6499000000000001,1649.9,1039.4370000000001,919.2049876193846,9957260.346657235,124574.74796604177,135.52444736910465,-18.77179765181135,-15.017438121449082,-15,-15,2,-0.0008749255736486092,-42739.653342764825,1.6,0.8
2017-02-23,165.1,165.8,164.84,165.64,781978,1693507,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165640,165.64,162.4,1.147469244,39,0.002,,1.1308,,0.003939632705012297,0.6499999999999773,0.39708180761816714,0.630144275240335,163.75645658128488,164.174057155872,-0.4176005745871123,-0.6627062896474634,-1.2392607616407565,-1.2392607616407565,-0.005456874342348969,0.69,1.6563999999999999,1656.3999999999999,1142.9159999999997,1010.7145383799077,9948638.132295722,124465.75433321545,123.14629859062265,-15.261037578465505,-12.208830062772405,-12,-12,3,-0.0008659223582928858,-51361.86770427786,1.6,0.8
2017-02-24,165.72,166.4,165.6,166.21,841355,1651201,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,166210,166.21,162.95,1.272212901,40,0.002,,1.1308,,0.003441197778314642,0.5700000000000216,0.3931800882874567,0.6270407389376361,163.83195022493766,164.18990106905585,-0.3579508441181929,-0.5708573971200838,-1.0675033326145567,-1.0675033326145567,-0.004264541379710682,0.77,1.6621000000000001,1662.1000000000001,1279.8170000000002,1131.7801556420236,9942589.31729749,124357.97665369653,109.87820915021445,-11.72953544495732,-9.383628355965856,-9,-9,3,-0.000608004323586324,-57410.682702509686,1.6,0.8
2017-02-27,166.22,166.32,165.9,166.08,640091,1624074,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,166080,166.08,162.84,1.378103407,41,0.002,,1.1308,,-0.0007821430720172939,-0.12999999999999545,0.37284062405570223,0.6106067671224273,163.90112098724728,164.2046100101527,-0.3034890229054099,-0.49702859392739096,-0.9294434706442212,-0.9294434706442212,0.0008349403359598484,0.83,1.6608,1660.8,1378.464,1219.0166253979482,9943623.983020872,124282.36646621863,101.95297084290924,-9.475952306272266,-7.580761845017813,-8,-8,1,0.00010406401092938579,-56376.01697912812,1.6,0.8
2017-02-28,166.04,166.22,165.7,166.05,964851,1528464,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,166050,166.05,162.81,1.457088993,42,0.002,,1.1308,,-0.00018063583815031148,-0.030000000000001137,0.3527357254580967,0.5939155878221221,163.96724034148585,164.21897102174685,-0.2517306802610051,-0.42384925639701937,-0.7925981094624263,-0.7925981094624263,0.0001678908003331533,0.88,1.6605,1660.5,1461.24,1292.2178988326848,9943836.222143617,124295.2997877609,96.1875701459035,-7.623808625142763,-6.09904690011421,-6,-6,2,2.1344242612891837e-05,-56163.77785638347,1.6,0.8
2017-03-01,165.78,165.9,164.75,164.93,1406475,1372386,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164930,164.93,161.7,1.422931013,43,0.002,,1.1308,,-0.00674495633845229,-1.1200000000000045,0.40147433489279477,0.6336200240623672,163.99686371559397,164.22450432118853,-0.22764060559455856,-0.35926990459530034,-0.6718347215932117,-0.6718347215932117,0.005346039642263894,0.86,1.6493000000000002,1649.3000000000002,1418.3980000000001,1254.3314467633534,9949778.917580476,124297.95277679521,99.09498250843559,-6.6575449984839015,-5.3260359987871215,-5,-5,1,0.0005976260372858197,-50221.08241952397,1.6,0.8
2017-03-02,164.99,164.99,164.42,164.61,1294596,1163974,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164610,164.61,161.4,1.343974206,44,0.002,,1.1308,,-0.0019402170617837111,-0.3199999999999932,0.38530815462831913,0.6207319507068403,164.01572944742185,164.2275042875606,-0.2117748401387587,-0.3411695497510742,-0.6379870580345088,-0.6379870580345088,0.0013035051895338588,0.82,1.6461000000000001,1646.1000000000001,1349.8020000000001,1193.6699681641317,9951193.845065443,124372.23646975595,104.19315203266851,-6.647388253266449,-5.31791060261316,-5,-5,0,0.00014220692707717352,-48806.154934557155,1.6,0.8
