entry_date,exit_date,side,entry_price,min_price,max_price,MAE,MFE,edge_ratio
2017-09-29,2017-10-02,long,64.55,63.825,64.55,0.7249999999999943,0.0,0.0
2017-10-02,2017-10-06,short,63.825,63.215,64.12,0.2950000000000017,0.6099999999999994,2.0677966101694776
2017-10-06,2017-10-12,long,64.12,63.265,64.4,0.855000000000004,0.28000000000000114,0.3274853801169589
2017-10-12,2017-10-24,short,63.265,63.125,63.72,0.4549999999999983,0.14000000000000057,0.3076923076923101
2017-10-24,2017-10-25,long,63.69,63.2,63.69,0.4899999999999949,0.0,0.0
2017-10-25,2017-10-30,short,63.2,63.2,63.86,0.6599999999999966,0.0,0.0
2017-10-30,2017-11-08,long,63.86,63.52,65.26,0.3399999999999963,1.4000000000000057,4.117647058823591
2017-11-08,2017-11-14,short,64.07,63.625,65.15,1.0800000000000125,0.4449999999999932,0.41203703703702593
2017-11-14,2017-12-05,long,65.15,64.77,66.745,0.38000000000000966,1.5949999999999989,4.197368421052522
2017-12-05,2017-12-13,short,65.54,65.54,66.85,1.309999999999988,0.0,0.0
2017-12-13,2018-01-02,long,66.85,66.85,68.585,0.0,1.7349999999999994,
2018-01-02,2018-01-30,short,67.775,65.55,67.775,0.0,2.2250000000000085,
2018-01-30,2018-02-01,long,66.145,65.815,66.145,0.3299999999999983,0.0,0.0
2018-02-01,2018-02-15,short,65.815,64.495,65.815,0.0,1.3199999999999932,
2018-02-16,2018-02-28,long,65.28,64.965,65.695,0.3149999999999977,0.41499999999999204,1.3174603174603017
2018-02-28,2018-03-07,short,64.965,64.965,65.69,0.7249999999999943,0.0,0.0
2018-03-07,2018-03-16,long,65.69,65.69,66.44,0.0,0.75,
2018-03-16,2018-03-22,short,65.805,65.47,65.94,0.1349999999999909,0.33500000000000796,2.4814814814817074
2018-03-22,2018-03-23,long,65.85,65.31,65.85,0.539999999999992,0.0,0.0
2018-03-23,2018-04-04,short,65.31,64.975,65.815,0.5049999999999955,0.33500000000000796,0.663366336633685
2018-04-04,2018-04-11,long,65.815,65.145,66.34,0.6700000000000017,0.5250000000000057,0.7835820895522453
2018-04-11,2018-04-24,short,65.145,64.245,65.52,0.375,0.8999999999999915,2.3999999999999773
2018-04-24,2018-05-23,long,64.98,64.92,67.04,0.060000000000002274,2.0600000000000023,34.33333333333207
2018-05-23,2018-05-29,short,66.19,66.05,66.525,0.33500000000000796,0.14000000000000057,0.4179104477611858
2018-05-29,2018-05-30,long,66.525,66.2,66.525,0.32500000000000284,0.0,0.0
2018-05-30,2018-05-31,short,66.2,66.2,66.42,0.21999999999999886,0.0,0.0
2018-05-31,2018-06-08,long,66.42,65.885,66.78,0.5349999999999966,0.35999999999999943,0.6728971962616854
2018-06-08,2018-06-13,short,65.885,65.885,66.935,1.0499999999999972,0.0,0.0
2018-06-13,2018-06-15,long,66.935,66.305,66.935,0.6299999999999955,0.0,0.0
2018-06-15,2018-06-20,short,66.305,65.89,66.735,0.4299999999999926,0.41500000000000625,0.9651162790697986
2018-06-20,2018-07-18,long,66.735,66.59,67.995,0.14499999999999602,1.2600000000000051,8.689655172414067
2018-07-18,2018-08-09,short,67.365,64.93,67.365,0.0,2.434999999999988,
2018-08-09,2018-09-04,long,65.99,65.81,68.015,0.1799999999999926,2.0250000000000057,11.250000000000494
2018-09-04,2018-09-13,short,67.165,66.6,67.37,0.2049999999999983,0.5650000000000119,2.756097560975691
2018-09-13,2018-10-04,long,67.28,67.12,69.245,0.1599999999999966,1.9650000000000034,12.281250000000282
2018-10-04,2018-11-06,short,68.46,65.59,68.46,0.0,2.8699999999999903,
2018-11-06,2018-11-07,long,66.375,65.84,66.375,0.5349999999999966,0.0,0.0
2018-11-07,2018-11-08,short,65.84,65.84,66.7,0.8599999999999994,0.0,0.0
2018-11-08,2018-11-09,long,66.7,65.815,66.7,0.8850000000000051,0.0,0.0
2018-11-09,2018-11-30,short,65.815,64.57,65.815,0.0,1.2450000000000045,
2018-11-30,2018-12-03,long,65.225,64.725,65.225,0.5,0.0,0.0
2018-12-03,2019-01-07,short,64.725,61.9,64.805,0.0800000000000125,2.8249999999999957,35.31249999999443
2019-01-07,2019-01-09,long,62.42,62.115,62.42,0.3049999999999997,0.0,0.0
2019-01-09,2019-01-16,short,62.115,61.49,62.295,0.17999999999999972,0.625,3.4722222222222276
2019-01-16,2019-01-30,long,62.295,62.0,63.145,0.2950000000000017,0.8500000000000014,2.881355932203378
2019-01-30,2019-02-05,short,62.325,61.84,62.605,0.27999999999999403,0.48499999999999943,1.732142857142892
2019-02-05,2019-02-27,long,62.605,62.605,64.04,0.0,1.4350000000000094,
2019-02-27,2019-03-06,short,63.09,61.985,63.4,0.30999999999999517,1.105000000000004,3.5645161290323264
2019-03-06,2019-03-11,long,63.4,62.695,63.4,0.7049999999999983,0.0,0.0
2019-03-11,2019-03-12,short,62.695,62.695,63.07,0.375,0.0,0.0
2019-03-12,2019-03-14,long,63.07,62.91,63.195,0.1600000000000037,0.125,0.781249999999982
2019-03-14,2019-03-15,short,62.91,62.91,63.285,0.375,0.0,0.0
2019-03-15,2019-03-21,long,63.285,63.055,63.955,0.22999999999999687,0.6700000000000017,2.9130434782609167
2019-03-21,2025-03-27,short,63.055,62.795,63.055,0.0,0.259999999999998,
