entry_date,exit_date,side,entry_price,min_price,max_price,MAE,MFE,edge_ratio
2017-01-03,2017-01-04,short,67.54,67.54,68.585,1.0449999999999875,0.0,0.0
2017-01-04,2017-01-05,long,68.585,67.755,68.585,0.8299999999999983,0.0,0.0
2017-01-05,2017-01-06,short,67.755,67.755,69.0,1.2450000000000045,0.0,0.0
2017-01-06,2017-01-19,long,69.0,69.0,70.04,0.0,1.0400000000000063,
2017-01-19,2017-01-20,short,69.32,69.32,69.84,0.5200000000000102,0.0,0.0
2017-01-20,2017-02-03,long,69.84,69.36,71.34,0.480000000000004,1.5,3.1249999999999742
2017-02-03,2017-02-14,short,69.36,68.89,69.96,0.5999999999999943,0.46999999999999886,0.7833333333333389
2017-02-14,2017-02-15,long,69.96,69.07,69.96,0.8900000000000006,0.0,0.0
2017-02-15,2017-03-14,short,69.07,65.865,69.07,0.0,3.2049999999999983,
2017-03-14,2017-03-15,long,67.085,66.47,67.085,0.6149999999999949,0.0,0.0
2017-03-15,2017-03-17,short,66.47,66.47,67.35,0.8799999999999955,0.0,0.0
2017-03-17,2017-03-24,long,67.35,66.685,67.505,0.664999999999992,0.15500000000000114,0.2330827067669218
2017-03-24,2017-03-28,short,66.685,66.685,67.225,0.539999999999992,0.0,0.0
2017-03-28,2017-04-06,long,67.225,66.98,68.04,0.24499999999999034,0.8150000000000119,3.3265306122450777
2017-04-06,2017-04-13,short,66.98,66.585,68.06,1.0799999999999983,0.39500000000001023,0.3657407407407508
2017-04-13,2017-04-21,long,68.06,67.0,68.06,1.0600000000000023,0.0,0.0
2017-04-21,2017-05-02,short,67.0,66.07,67.07,0.06999999999999318,0.9300000000000068,13.285714285715677
2017-05-02,2017-05-11,long,66.745,66.745,67.975,0.0,1.2299999999999898,
2017-05-11,2017-06-01,short,67.085,64.975,67.09,0.005000000000009663,2.1099999999999994,421.9999999991843
2017-06-01,2017-06-22,long,65.77,65.77,69.065,0.0,3.2950000000000017,
2017-06-22,2017-07-07,short,67.74,66.225,67.74,0.0,1.5150000000000006,
2017-07-07,2017-07-21,long,67.095,66.915,69.06,0.1799999999999926,1.9650000000000034,10.916666666667133
2017-07-21,2017-07-25,short,67.43,67.43,67.97,0.539999999999992,0.0,0.0
2017-07-25,2017-07-27,long,67.97,67.15,67.97,0.8199999999999932,0.0,0.0
2017-07-27,2017-08-23,short,67.15,64.02,67.29,0.14000000000000057,3.1300000000000097,22.357142857142836
2017-08-23,2017-08-24,long,64.76,64.27,64.76,0.4900000000000091,0.0,0.0
2017-08-24,2017-08-29,short,64.27,64.24,64.8,0.5300000000000011,0.030000000000001137,0.05660377358490768
2017-08-29,2017-09-04,long,64.8,64.545,64.86,0.25499999999999545,0.060000000000002274,0.23529411764707195
2017-09-04,2017-09-12,short,64.545,63.74,64.545,0.0,0.8049999999999997,
2017-09-12,2017-09-25,long,64.255,64.255,64.905,0.0,0.6500000000000057,
2017-09-25,2017-09-29,short,64.39,63.71,64.55,0.1599999999999966,0.6799999999999997,4.250000000000089
