Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ret_pct_for_sig,ret_net_for_var,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,current_position,trades,strategy_ret,cumulative_pnl_usd,pdm_used,eff_multiplier
2017-01-02,164.07,164.94,164.07,164.47,122958,1582558,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164470,164.47,161.25,1.265908764,1,0.002,,1.1308,,,,,,164.47,164.47,0.0,,,,,0.77,1.6447,1644.7,1266.419,1119.9319066147862,10000000.0,125000.0,111.61392872343195,0.0,0.0,0,0,0,0.0,0.0,1.6,0.8
2017-01-03,164.39,164.52,162.99,163.21,833312,1597333,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163210,163.21,159.96,1.257936405,2,0.002,,1.1308,,-0.007660971605763955,-1.259999999999991,1.587599999999977,1.259999999999991,164.19,164.39363636363638,-0.20363636363637738,-0.1616161616161737,-0.8565656565657206,-0.8565656565657206,,0.77,1.6321,1632.1000000000001,1256.717,1111.352140077821,10000000.0,125000.0,112.47560110987597,-9.6342737112305,-7.707418968984401,-8,-8,-8,-0.0,0.0,1.6,0.8
2017-01-04,163.46,163.62,163.1,163.19,655358,1622321,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163190,163.19,159.96,1.225921694,3,0.002,,1.1308,,-0.00012254151093693544,-0.020000000000010232,1.5018054054053835,1.225481703415185,163.96777777777777,164.3206887052342,-0.3529109274564348,-0.28797731249103026,-1.5262797562024604,-1.5262797562024604,0.00010496484977225153,0.75,1.6319,1631.8999999999999,1223.925,1082.3532012734347,10000141.492748497,125000.0,115.48910268194538,-17.626867948544053,-14.101494358835243,-14,-14,-6,1.4149274849671193e-05,141.49274849705398,1.6,0.8
2017-01-05,163.51,163.74,162.81,163.54,1019510,1645574,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163540,163.54,160.29,1.135498129,4,0.002,,1.1308,,0.00214473926098413,0.3499999999999943,1.427248356464552,1.1946750003513724,163.8727160493827,164.2733742382503,-0.4006581888676237,-0.3353700284594421,-1.777461150835043,-1.777461150835043,-0.0032734721163727026,0.69,1.6354,1635.3999999999999,1128.426,997.900601344181,9995808.277325787,125001.76865935622,125.26474930567005,-22.265322545991943,-17.812258036793555,-18,-18,-4,-0.00043331541117210226,-4191.72267421335,1.6,0.8
2017-01-06,163.64,163.67,162.67,162.84,636677,1662473,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162840,162.84,159.62,1.075610214,5,0.002,,1.1308,,-0.0042802983979454146,-0.6999999999999886,1.3765862831421427,1.173280138390718,163.6432235939643,164.18650307229575,-0.5432794783314421,-0.46304327547605917,-2.4541293600231135,-2.4541293600231135,0.007608064116329448,0.66,1.6284,1628.4,1074.7440000000001,950.4280155642024,10006950.831269898,124947.60346657234,131.4645627237742,-32.263104318301444,-25.810483454641158,-26,-26,-8,0.0011147226552339587,6950.8312698975205,1.6,0.8
2017-01-09,162.7,163.33,162.47,162.95,599720,1691151,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162950,162.95,159.76,1.055782174,6,0.002,,1.1308,,0.0006755097027757451,0.10999999999998522,1.3028302678371617,1.141415904846766,163.48917390641668,164.11156349215662,-0.6223895857399384,-0.5452785291470891,-2.889976204479572,-2.889976204479572,-0.0016577881945624429,0.65,1.6295,1629.5,1059.175,936.6598868058012,10004421.64839052,125086.88539087372,133.54568414095877,-38.59438493783158,-30.875507950265263,-31,-31,-5,-0.0002527426108134614,4421.648390520364,1.6,0.8
2017-01-10,163.14,163.36,162.92,163.12,617957,1688904,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163120,163.12,159.93,1.004879761,7,0.002,,1.1308,,0.001043264805155042,0.17000000000001592,1.2339691722783965,1.110841650406752,163.4071352605463,164.0514687350562,-0.6443334745098923,-0.5800407954400698,-3.07421621583237,-3.07421621583237,-0.003015010461869088,0.62,1.6312,1631.2,1011.344,894.3615139724089,9999761.230986912,125055.27060488152,139.8263103355535,-42.98563106335679,-34.388504850685436,-34,-34,-3,-0.0004658357641651633,-238.76901308819652,1.6,0.8
2017-01-11,163.16,163.98,163.04,163.48,906802,1701820,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163480,163.48,160.31,0.978354401,8,0.002,,1.1308,,0.002206964198136152,0.3599999999999852,1.1742735413444285,1.0836390272338978,163.42332742486934,164.01683426626494,-0.5935068413955946,-0.5476979201372832,-2.9027989767276012,-2.9027989767276012,-0.006784685125671643,0.6,1.6348,1634.8,980.8799999999999,867.4212946586487,9988937.03572692,124997.0153873364,144.10185241823672,-41.829870974420935,-33.463896779536746,-33,-33,1,-0.0010824453714405541,-11062.96427308023,1.6,0.8
2017-01-12,163.86,164.19,163.52,163.89,821923,1700349,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163890,163.89,160.74,0.910149621,9,0.002,,1.1308,,0.0025079520430633107,0.4099999999999966,1.1198857823528376,1.0582465602839621,163.52703244156504,164.00914734103677,-0.4821148994717248,-0.45557899034640625,-2.414568648835953,-2.414568648835953,-0.0072800806242860755,0.56,1.6388999999999998,1638.8999999999999,917.784,811.6236292889989,9976972.055182172,124861.7129465865,153.8418898128536,-37.14618040197915,-29.716944321583323,-30,-30,3,-0.0011978232020036215,-23027.944817828014,1.6,0.8
2017-01-13,163.52,164.04,163.14,163.41,746655,1704686,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163410,163.41,160.27,0.872885445,10,0.002,,1.1308,,-0.002928793703093513,-0.47999999999998977,1.0718054697932242,1.0352803822120964,163.50102523232835,163.97283538097395,-0.4718101486456021,-0.45573175803590477,-2.415378317590295,-2.415378317590295,0.007071773454397751,0.53,1.6341,1634.1000000000001,866.0730000000001,765.8940573045631,9989706.40254687,124712.15068977716,162.8321169231693,-39.33011646235509,-31.464093169884077,-31,-31,-1,0.001276373963389313,-10293.59745313041,1.6,0.8
2017-01-16,163.83,163.92,163.39,163.58,455940,1703018,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163580,163.58,160.43,0.754192062,11,0.002,,1.1308,,0.0010403280093018719,0.17000000000001592,1.0154322011557528,1.007686558983374,163.51857518069983,163.94902717606644,-0.43045199536661016,-0.4271685391942519,-2.263993257729535,-2.263993257729535,-0.002512785716849616,0.46,1.6358000000000001,1635.8000000000002,752.4680000000001,665.4297842235586,9985045.985143261,124871.33003183588,187.65515609966138,-42.485000818781685,-33.98800065502535,-34,-34,-3,-0.0004665219592860437,-14954.01485673897,1.6,0.8
