Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,ret_pct_for_sig,ret_net_for_var,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,current_position,trades,strategy_ret,cumulative_pnl_usd,pdm_used,eff_multiplier
2017-01-02,67.9,68.405,67.725,68.285,62239,125100,AD1 Curncy,Future,CME,USD,0.005,5,1000,68285,68.285,68.525,0.5756596216396209,8546,0.002,,0.6485,,,,,68.285,68.285,0.0,,,,,0.84,0.68285,682.8499999999999,573.5939999999999,884.4934464148033,10000000.0,125000.0,141.32382835245838,0.0,0.0,0,0,0,0.0,0.0,1.6,0.8
2017-01-03,68.17,68.54,67.06,67.54,110981,132015,AD1 Curncy,Future,CME,USD,0.005,5,1000,67540,67.54,67.795,0.5590872024883597,8547,0.002,,0.6485,-0.010910155963974377,-0.7449999999999903,0.5550249999999856,0.7449999999999903,68.23984848484848,68.2734496124031,-0.033601127554618415,-0.04510218463707228,-0.11952078928824154,-0.11952078928824154,,0.83,0.6754000000000001,675.4000000000001,560.582,864.4286815728605,10000000.0,125000.0,144.6041792280166,-1.7283205635710885,-1.3826564508568708,-1,-1,-1,-0.0,0.0,1.6,0.8
2017-01-04,67.485,69.06,67.35,68.585,128730,124805,AD1 Curncy,Future,CME,USD,0.005,5,1000,68585,68.585,68.84,0.5896780901358368,8548,0.002,,0.6485,0.015472312703582958,1.0449999999999875,0.5840520270270119,0.7642329664618059,68.26076675849403,68.27827985097049,-0.017513092476463044,-0.022915908165469456,-0.06072715663849406,-0.06072715663849406,-0.0018492630264467216,0.86,0.68585,685.8499999999999,589.8309999999999,909.5312259059367,9998388.589051658,125000.0,137.4334343227128,-0.8345941693481566,-0.6676753354785253,-1,-1,0,-0.00016114109483423092,-1611.4109483417124,1.6,0.8
2017-01-05,68.54,68.635,67.525,67.755,92280,124045,AD1 Curncy,Future,CME,USD,0.005,5,1000,67755,67.755,68.01,0.5772185461211865,8549,0.002,,0.6485,-0.01210177152438574,-0.8299999999999983,0.5897194850255517,0.7679319533822979,68.23011422767621,68.27016698506397,-0.04005275738775538,-0.052156649051190086,-0.13821511998565372,-0.13821511998565372,0.0007349061749646399,0.85,0.67755,677.55,575.9174999999999,888.0763299922897,9999668.465690054,124979.85736314574,140.73098577487232,-1.9451150084573308,-1.5560920067658648,-2,-2,-1,0.00012800829123582724,-331.5343099460006,1.6,0.8
2017-01-06,67.705,69.045,67.32,69.0,101320,123219,AD1 Curncy,Future,CME,USD,0.005,5,1000,69000,69.0,69.255,0.6339311871064877,8550,0.002,,0.6485,0.018375027673234623,1.2450000000000045,0.6416278912403873,0.8010167858668052,68.27677397145342,68.2814822256056,-0.00470825415217746,-0.005877847050461635,-0.015576294683723332,-0.015576294683723332,-0.0025397066545958307,0.92,0.6900000000000001,690.0000000000001,634.8000000000002,978.8743253662301,9995828.835774865,124995.85582112567,127.69346644612472,-0.1988991062550976,-0.1591192850040781,0,0,2,-0.0003839757216314819,-4171.164225134999,1.6,0.8
2017-01-09,68.935,69.675,68.92,69.52,85592,128058,AD1 Curncy,Future,CME,USD,0.005,5,1000,69520,69.52,69.775,0.7222159187663528,8551,0.002,,0.6485,0.007536231884057942,0.519999999999996,0.6215615187409067,0.7883917292443565,68.35212100348656,68.3006840515652,0.05143695192136022,0.06524288626246826,0.17289364859554088,0.17289364859554088,-0.000117386568630958,1.04,0.6951999999999999,695.1999999999999,723.0079999999999,1114.8928296067847,9995828.835774865,124947.86044718581,112.07163337058512,1.9376473597502237,1.5501178878001791,2,2,2,0.0,-4171.164225134999,1.6,0.8
2017-01-10,69.3,69.445,68.76,69.11,76366,125112,AD1 Curncy,Future,CME,USD,0.005,5,1000,69110,69.11,69.365,0.7499626657282047,8552,0.002,,0.6485,-0.00589758342922897,-0.4099999999999966,0.5970500852954521,0.7726901612518773,68.39805306388132,68.31323158564946,0.08482147823185926,0.10977424391483823,0.2909017463743213,0.2909017463743213,-0.0010196547169759984,1.09,0.6911,691.1,753.2990000000001,1161.602158828065,9994564.37933693,124947.86044718581,107.5651069495645,3.1290877460568955,2.5032701968455164,3,3,1,-0.00012649840835691575,-5435.620663069189,1.6,0.8
2017-01-11,69.135,69.425,68.895,69.285,60568,124252,AD1 Curncy,Future,CME,USD,0.005,5,1000,69285,69.285,69.545,0.7965732860108475,8553,0.002,,0.6485,0.0025321950513672586,0.17499999999999716,0.5664325131173195,0.752617109237705,68.4518074236461,68.32829776261613,0.12350966102997063,0.16410690045974174,0.4348832862183156,0.4348832862183156,0.0007366199626031498,1.15,0.69285,692.8499999999999,796.7774999999998,1228.646877409406,9995373.939861218,124932.05474171165,101.68263724816529,4.422007943782703,3.537606355026163,4,4,1,8.10000810000797e-05,-4626.060138782486,1.6,0.8
2017-01-12,69.21,70.005,68.74,69.88,101602,124445,AD1 Curncy,Future,CME,USD,0.005,5,1000,69880,69.88,70.14,0.8876954244856439,8554,0.002,,0.6485,0.008587717399148431,0.5949999999999989,0.5549510259217887,0.7449503513132864,68.53836454948573,68.35235516164533,0.1860093878404001,0.24969367087683203,0.6616882278236048,0.6616882278236048,0.0037346547636558764,1.27,0.6988,698.8,887.476,1368.5057825751735,9999043.947571319,124942.17424826522,91.29824355813565,6.0410972983390625,4.8328778386712505,5,5,1,0.00036717062634989133,-956.0524286814034,1.6,0.8
2017-01-13,69.815,70.1,69.31,69.88,73884,127186,AD1 Curncy,Future,CME,USD,0.005,5,1000,69880,69.88,70.14,0.9648293458704054,8555,0.002,,0.6485,0.0,0.0,0.5249536731692596,0.7245368680538344,68.61967578891084,68.37603957774385,0.24363621116698653,0.3362647532642658,0.8911015961503044,0.8911015961503044,0.0,1.38,0.6988,698.8,964.3439999999998,1487.0377794911333,9999043.947571319,124988.04934464149,84.05169731962869,7.4898601640663385,5.991888131253071,6,6,1,0.0,-956.0524286814034,1.6,0.8
