entry_date,exit_date,side,entry_price,min_price,max_price,MAE,MFE,edge_ratio
2017-01-03,2017-01-12,short,163.21,162.84,163.89,0.6799999999999784,0.37000000000000455,0.5441176470588475
2017-01-12,2017-01-18,long,163.89,163.41,163.9,0.47999999999998977,0.010000000000019327,0.020833333333374043
2017-01-18,2017-02-02,short,163.42,161.43,163.42,0.0,1.9899999999999807,
2017-02-03,2017-02-15,long,162.49,162.49,164.23,0.0,1.7399999999999807,
2017-02-15,2017-02-16,short,163.3,163.3,163.84,0.539999999999992,0.0,0.0
2017-02-16,2017-03-02,long,163.84,163.84,166.21,0.0,2.3700000000000045,
2017-03-02,2017-03-22,short,164.61,159.01,164.61,0.0,5.600000000000023,
2017-03-24,2017-04-20,long,160.22,160.22,163.68,0.0,3.460000000000008,
2017-04-20,2017-05-17,short,162.74,160.29,162.74,0.0,2.450000000000017,
2017-05-17,2017-05-23,long,161.06,160.87,161.53,0.18999999999999773,0.46999999999999886,2.4736842105263395
2017-05-23,2017-05-25,short,160.87,160.8,161.31,0.4399999999999977,0.06999999999999318,0.1590909090908944
2017-05-25,2017-06-27,long,161.31,161.31,165.46,0.0,4.150000000000006,
2017-06-27,2017-07-18,short,163.75,160.49,163.75,0.0,3.259999999999991,
2017-07-18,2017-07-26,long,161.61,161.6,162.54,0.010000000000019327,0.9299999999999784,92.9999999998181
2017-07-26,2017-07-27,short,161.78,161.78,162.23,0.44999999999998863,0.0,0.0
2017-07-27,2017-09-04,long,162.23,161.95,165.43,0.28000000000000114,3.200000000000017,11.428571428571443
2017-09-04,2017-09-25,short,162.16,160.94,163.18,1.0200000000000102,1.2199999999999989,1.1960784313725359
2017-09-25,2017-09-27,long,161.93,161.02,161.93,0.9099999999999966,0.0,0.0
2017-09-27,2017-10-04,short,161.02,160.8,161.32,0.29999999999998295,0.21999999999999886,0.7333333333333713
2017-10-04,2017-10-05,long,161.32,161.22,161.32,0.09999999999999432,0.0,0.0
2017-10-06,2017-10-09,short,161.16,161.16,161.44,0.28000000000000114,0.0,0.0
2017-10-09,2017-10-20,long,161.44,161.26,162.62,0.18000000000000682,1.1800000000000068,6.555555555555345
2017-10-20,2017-10-27,short,161.44,161.04,162.38,0.9399999999999977,0.4000000000000057,0.4255319148936241
2017-10-27,2017-11-10,long,162.38,162.19,163.4,0.18999999999999773,1.0200000000000102,5.368421052631697
2017-11-10,2017-11-16,short,162.19,162.08,162.7,0.5099999999999909,0.10999999999998522,0.21568627450977879
2017-11-16,2017-11-29,long,162.7,162.48,163.17,0.21999999999999886,0.46999999999999886,2.136363636363642
2017-11-29,2017-12-01,short,162.48,162.48,163.8,1.3200000000000216,0.0,0.0
2017-12-01,2017-12-08,long,163.8,160.74,163.8,3.0600000000000023,0.0,0.0
2017-12-08,2017-12-11,short,160.74,160.74,163.64,2.8999999999999773,0.0,0.0
2017-12-11,2017-12-19,long,163.64,162.38,163.64,1.259999999999991,0.0,0.0
2017-12-19,2018-01-08,short,162.38,161.28,162.38,0.0,1.0999999999999943,
2018-01-08,2018-01-09,long,161.8,161.3,161.8,0.5,0.0,0.0
2018-01-09,2018-01-23,short,161.3,160.31,161.3,0.0,0.9900000000000091,
2018-01-23,2018-01-24,long,160.8,160.4,160.8,0.4000000000000057,0.0,0.0
2018-01-24,2018-02-16,short,160.4,157.74,160.4,0.0,2.6599999999999966,
2018-02-16,2018-03-05,long,158.61,157.19,159.77,1.420000000000016,1.1599999999999966,0.8169014084506927
2018-03-05,2018-03-14,short,157.19,156.57,157.94,0.75,0.6200000000000045,0.8266666666666728
2018-03-14,2018-04-10,long,157.94,157.88,159.5,0.060000000000002274,1.5600000000000023,25.99999999999905
2018-04-10,2018-04-11,short,159.05,159.05,159.5,0.44999999999998863,0.0,0.0
2018-04-11,2018-04-16,long,159.5,159.15,159.5,0.3499999999999943,0.0,0.0
2018-04-16,2018-04-17,short,159.15,159.15,159.34,0.18999999999999773,0.0,0.0
2018-04-17,2018-04-18,long,159.34,159.05,159.34,0.28999999999999204,0.0,0.0
2018-04-18,2018-04-27,short,159.05,157.72,159.05,0.0,1.3300000000000125,
2018-04-27,2018-05-14,long,158.66,158.14,159.31,0.5200000000000102,0.6500000000000057,1.2499999999999862
2018-05-14,2018-05-18,short,158.14,157.76,158.67,0.5300000000000011,0.37999999999999545,0.7169811320754615
2018-05-18,2018-06-04,long,158.67,158.67,162.8,0.0,4.130000000000024,
2018-06-04,2018-06-05,short,160.81,160.81,161.45,0.6399999999999864,0.0,0.0
2018-06-05,2018-06-06,long,161.45,160.16,161.45,1.289999999999992,0.0,0.0
2018-06-06,2018-06-14,short,160.16,159.64,160.71,0.5500000000000114,0.5200000000000102,0.9454545454545445
2018-06-14,2018-07-10,long,160.71,160.71,162.82,0.0,2.109999999999985,
2018-07-10,2018-07-12,short,162.38,162.38,162.77,0.3900000000000148,0.0,0.0
2018-07-12,2018-07-16,long,162.77,162.47,162.98,0.30000000000001137,0.20999999999997954,0.6999999999999053
2018-07-16,2018-07-17,short,162.47,162.47,162.85,0.37999999999999545,0.0,0.0
2018-07-17,2018-07-20,long,162.85,162.53,163.08,0.3199999999999932,0.2300000000000182,0.7187500000000722
2018-07-20,2018-08-03,short,162.53,160.91,162.53,0.0,1.6200000000000045,
2018-08-03,2018-08-22,long,162.05,162.01,163.73,0.040000000000020464,1.6799999999999784,41.99999999997797
2018-08-22,2018-08-31,short,163.0,162.18,163.27,0.27000000000001023,0.8199999999999932,3.037037037036897
2018-08-31,2018-09-03,long,163.27,160.71,163.27,2.5600000000000023,0.0,0.0
2018-09-03,2018-09-28,short,160.71,157.87,160.71,0.0,2.8400000000000034,
2018-09-28,2018-10-04,long,158.79,158.04,159.52,0.75,0.7300000000000182,0.9733333333333576
2018-10-04,2018-10-12,short,158.04,157.61,158.53,0.4900000000000091,0.4299999999999784,0.8775510204081028
2018-10-12,2018-11-02,long,158.53,158.53,160.87,0.0,2.3400000000000034,
2018-11-02,2018-11-09,short,159.63,159.37,160.03,0.4000000000000057,0.2599999999999909,0.649999999999968
2018-11-09,2019-01-08,long,160.03,160.03,164.82,0.0,4.789999999999992,
2019-01-08,2019-01-10,short,163.74,163.74,164.21,0.46999999999999886,0.0,0.0
2019-01-10,2019-01-18,long,164.21,164.07,164.89,0.14000000000001478,0.6799999999999784,4.85714285714219
2019-01-18,2019-01-22,short,164.07,164.07,164.47,0.4000000000000057,0.0,0.0
2019-01-22,2019-02-21,long,164.47,164.47,166.75,0.0,2.280000000000001,
2019-02-21,2019-02-22,short,166.07,166.07,166.62,0.5500000000000114,0.0,0.0
2019-02-22,2019-02-26,long,166.62,166.27,166.62,0.3499999999999943,0.0,0.0
2019-02-26,2019-03-12,short,166.27,162.96,166.27,0.0,3.3100000000000023,
2019-03-12,2019-03-14,long,164.54,164.13,164.54,0.4099999999999966,0.0,0.0
2019-03-14,2019-03-21,short,164.13,163.96,164.85,0.7199999999999989,0.1699999999999875,0.23611111111109412
2019-03-21,2019-03-25,long,164.85,164.85,165.74,0.0,0.8900000000000148,
