Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ret_pct_for_sig,ret_net_for_var,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,current_position,trades,strategy_ret,cumulative_pnl_usd,pdm_used,eff_multiplier
2017-01-02,164.07,164.94,164.07,164.47,122958,1582558,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164470,164.47,161.25,1.265908764,1,0.002,,1.1308,,,,,,164.47,164.47,0.0,,,,,0.77,1.6447,1644.7,1266.419,1119.9319066147862,10000000.0,125000.0,111.61392872343195,0.0,0.0,0,0,0,0.0,0.0,1.6,0.8
2017-01-03,164.39,164.52,162.99,163.21,833312,1597333,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163210,163.21,159.96,1.257936405,2,0.002,,1.1308,,-0.007660971605763955,-1.259999999999991,1.587599999999977,1.259999999999991,163.63,164.19,-0.5600000000000023,-0.44444444444444947,-4.7111111111111645,-4.7111111111111645,,0.77,1.6321,1632.1000000000001,1256.717,1111.352140077821,10000000.0,125000.0,112.47560110987597,-52.98850541176439,-42.390804329411516,-42,-42,-42,-0.0,0.0,1.6,0.8
2017-01-04,163.46,163.62,163.1,163.19,655358,1622321,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163190,163.19,159.96,1.225921694,3,0.002,,1.1308,,-0.00012254151093693544,-0.020000000000010232,1.5018054054053835,1.225481703415185,163.33666666666664,163.96777777777777,-0.6311111111111245,-0.5149902355558125,-5.458896496891612,-5.458896496891612,0.0005773066737473468,0.75,1.6319,1631.8999999999999,1223.925,1082.3532012734347,10000742.836929608,125000.0,115.48910268194538,-63.044305805962736,-50.43544464477019,-50,-50,-8,7.428369296077376e-05,742.8369296081364,1.6,0.8
2017-01-05,163.51,163.74,162.81,163.54,1019510,1645574,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163540,163.54,160.29,1.135498129,4,0.002,,1.1308,,0.00214473926098413,0.3499999999999943,1.427248356464552,1.1946750003513724,163.47222222222223,163.8727160493827,-0.4004938271604601,-0.33523244986516726,-3.5534639685707727,-3.5534639685707727,-0.01170790963853217,0.69,1.6354,1635.3999999999999,1128.426,997.900601344181,9985267.067562789,125009.28546162011,125.27228192189831,-44.51505400701054,-35.61204320560844,-36,-36,14,-0.0015474619854909711,-14732.932437211275,1.6,0.8
2017-01-06,163.64,163.67,162.67,162.84,636677,1662473,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162840,162.84,159.62,1.075610214,5,0.002,,1.1308,,-0.0042802983979454146,-0.6999999999999886,1.3765862831421427,1.173280138390718,163.05074074074076,163.6432235939643,-0.5924828532235438,-0.5049798712489915,-5.352786635239309,-5.352786635239309,0.015209886131830233,0.66,1.6284,1628.4,1074.7440000000001,950.4280155642024,10007552.175451009,124815.83834453486,131.32592505750208,-70.29596565082362,-56.236772520658896,-56,-56,-20,0.0022317988830377606,7552.175451008603,1.6,0.8
2017-01-09,162.7,163.33,162.47,162.95,599720,1691151,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162950,162.95,159.76,1.055782174,6,0.002,,1.1308,,0.0006755097027757451,0.10999999999998522,1.3028302678371617,1.141415904846766,162.9835802469136,163.48917390641668,-0.5055936595030914,-0.44295305274457947,-4.695302359092542,-4.695302359092542,-0.0036158593089924865,0.65,1.6295,1629.5,1059.175,936.6598868058012,10002104.704633888,125094.40219313762,133.5537092548446,-62.70750461298313,-50.1660036903865,-50,-50,6,-0.0005443359896221965,2104.704633887857,1.6,0.8
2017-01-10,163.14,163.36,162.92,163.12,617957,1688904,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163120,163.12,159.93,1.004879761,7,0.002,,1.1308,,0.001043264805155042,0.17000000000001592,1.2339691722783965,1.110841650406752,163.0745267489712,163.4071352605463,-0.33260851157510274,-0.2994202742157831,-3.1738549066873007,-3.1738549066873007,-0.00489844370080269,0.62,1.6312,1631.2,1011.344,894.3615139724089,9994587.902370004,125026.3088079236,139.79392768434874,-44.36856433060599,-35.494851464484796,-35,-35,15,-0.0007515220531936855,-5412.097629996017,1.6,0.8
2017-01-11,163.16,163.98,163.04,163.48,906802,1701820,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163480,163.48,160.31,0.978354401,8,0.002,,1.1308,,0.002206964198136152,0.3599999999999852,1.1742735413444285,1.0836390272338978,163.34484224965706,163.42332742486934,-0.07848517521227905,-0.07242741654720639,-0.7677306154003877,-0.7677306154003877,-0.0070045841491376305,0.6,1.6348,1634.8,980.8799999999999,867.4212946586487,9983445.348425895,124932.34877962506,144.0273020145176,-11.05741692100631,-8.845933536805047,-9,-9,26,-0.0011148587668599812,-16554.651574105024,1.6,0.8
2017-01-12,163.86,164.19,163.52,163.89,821923,1700349,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163890,163.89,160.74,0.910149621,9,0.002,,1.1308,,0.0025079520430633107,0.4099999999999966,1.1198857823528376,1.0582465602839621,163.7082807498857,163.52703244156504,0.1812483083206473,0.17127228674573955,1.8154862395048392,1.8154862395048392,-0.001925431565415655,0.56,1.6388999999999998,1638.8999999999999,917.784,811.6236292889989,9980182.17191369,124793.06685532369,153.75731108844786,27.914428250434195,22.33154260034736,22,22,31,-0.0003268587544998413,-19817.828086309135,1.6,0.8
2017-01-13,163.52,164.04,163.14,163.41,746655,1704686,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163410,163.41,160.27,0.872885445,10,0.002,,1.1308,,-0.002928793703093513,-0.47999999999998977,1.0718054697932242,1.0352803822120964,163.50942691662857,163.50102523232835,0.008401684300224588,0.008115370912633934,0.0860229316739197,0.0860229316739197,-0.005317184666314694,0.53,1.6341,1634.1000000000001,866.0730000000001,765.8940573045631,9970843.650512913,124752.27714892114,162.8845085806855,1.4011802952376295,1.1209442361901036,1,1,-21,-0.0009357065071475902,-29156.349487086758,1.6,0.8
