date,value
2025-08-14,11.555000305175781
2025-08-15,11.550000190734863
2025-08-18,11.529999732971191
2025-08-19,12.09000015258789
2025-08-20,12.0600004196167
2025-08-21,12.46500015258789
2025-08-22,12.760000228881836
2025-08-25,12.765000343322754
2025-08-26,12.59000015258789
2025-08-27,12.4399995803833
2025-08-28,12.630000114440918
2025-08-29,12.630000114440918
2025-09-02,12.835000038146973
2025-09-03,13.210000038146973
2025-09-04,13.5
2025-09-05,14.15999984741211
2025-09-08,13.975000381469727
2025-09-09,13.895000457763672
2025-09-10,13.994000434875488
2025-09-11,13.899999618530273
2025-09-12,15.12399959564209
2025-09-15,15.010000228881836
2025-09-16,15.015000343322754
2025-09-17,15.0600004196167
2025-09-18,15.03499984741211
2025-09-19,14.744000434875488
2025-09-22,14.725000381469727
2025-09-23,15.15999984741211
2025-09-24,15.085000038146973
2025-09-25,15.256999969482422
2025-09-26,15.140000343322754
2025-09-29,14.869999885559082
2025-09-30,14.744999885559082
2025-10-01,13.579999923706055
2025-10-02,13.923999786376953
2025-10-03,14.267999649047852
2025-10-06,14.326000213623047
2025-10-07,13.940999984741211
2025-10-08,14.288999557495117
2025-10-09,15.215999603271484
2025-10-10,16.21500015258789
2025-10-13,16.179000854492188
2025-10-14,16.100000381469727
2025-10-15,16.1200008392334
2025-10-16,16.174999237060547
2025-10-17,16.239999771118164
2025-10-20,16.40999984741211
2025-10-21,15.704000473022461
2025-10-22,15.494999885559082
2025-10-23,16.667999267578125
2025-10-24,16.864999771118164
2025-10-27,16.924999237060547
2025-10-28,17.21500015258789
2025-10-29,18.238000869750977
2025-10-30,18.202999114990234
2025-10-31,17.996999740600586
2025-11-03,18.0
2025-11-04,18.040000915527344
2025-11-05,17.857999801635742
2025-11-06,18.53499984741211
2025-11-07,18.4950008392334
2025-11-10,18.650999069213867
2025-11-11,19.165000915527344
2025-11-12,20.64900016784668
2025-11-13,22.299999237060547
2025-11-14,22.20599937438965
2025-11-17,21.649999618530273
2025-11-18,21.09000015258789
2025-11-19,21.7549991607666
2025-11-20,23.4060001373291
2025-11-21,23.014999389648438
2025-11-24,23.597000122070312
2025-11-25,24.083999633789062
2025-11-26,23.62700080871582
2025-11-28,22.9950008392334
2025-12-01,23.56100082397461
2025-12-02,22.579999923706055
2025-12-03,22.5
2025-12-04,21.93000030517578
2025-12-05,22.885000228881836
2025-12-08,23.36199951171875
2025-12-09,23.05500030517578
2025-12-10,23.815000534057617
2025-12-11,24.440000534057617
2025-12-12,25.190000534057617
2025-12-15,26.320999145507812
2025-12-16,24.964000701904297
2025-12-17,24.735000610351562
2025-12-18,23.540000915527344
2025-12-19,23.615999221801758
2025-12-22,21.929000854492188
2025-12-23,19.700000762939453
2025-12-24,20.358999252319336
2025-12-26,20.398000717163086
2025-12-29,19.854999542236328
2025-12-30,19.229999542236328
2025-12-31,19.264999389648438
2026-01-02,18.729999542236328
2026-01-05,18.729999542236328
2026-01-06,19.444000244140625
2026-01-07,22.31999969482422
2026-01-08,24.155000686645508
2026-01-09,26.549999237060547
2026-01-12,25.3700008392334
2026-01-13,29.350000381469727
2026-01-14,32.790000915527344
2026-01-15,31.8799991607666
2026-01-16,32.65999984741211
2026-01-20,29.5
2026-01-21,31.56100082397461
2026-01-22,31.309999465942383
2026-01-23,30.739999771118164
2026-01-26,31.711999893188477
2026-01-27,32.43000030517578
2026-01-28,32.400001525878906
2026-01-29,34.5099983215332
2026-01-30,36.709999084472656
2026-02-02,36.060001373291016
2026-02-03,35.0099983215332
2026-02-04,34.79999923706055
2026-02-05,35.880001068115234
2026-02-06,40.2400016784668
2026-02-09,39.43000030517578
2026-02-10,39.11000061035156
2026-02-11,38.790000915527344
2026-02-12,36.83000183105469
2026-02-13,38.540000915527344
2026-02-17,41.75
2026-02-18,44.209999084472656
2026-02-19,46.29999923706055
2026-02-20,48.650001525878906
2026-02-23,51.599998474121094
2026-02-24,55.380001068115234
2026-02-25,59.720001220703125
2026-02-26,58.630001068115234
2026-02-27,57.29999923706055
2026-03-02,73.22000122070312
2026-03-03,63.5
2026-03-04,67.08000183105469
2026-03-05,61.970001220703125
2026-03-06,57.47999954223633
2026-03-09,61.68000030517578
