Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,usdjpy,assetClass
03/08/2009,105.56,105.76,104.82,104.95,78490,79264,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,131188,104.95,105.05,1.352257618455073,5046,0.002,,0.006938181,,fx
04/08/2009,105.02,106.04,104.79,105.02,94369,79796,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,131275,105.02,105.12,1.300794628936404,5047,0.002,,0.006938181,,fx
05/08/2009,105.06,105.72,104.86,105.36,95993,77660,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,131700,105.36,105.46,1.221001228501899,5048,0.002,,0.006938181,,fx
06/08/2009,105.39,105.55,104.4,104.81,99926,75267,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,131013,104.81,104.91,1.1504807690714163,5049,0.002,,0.006938181,,fx
07/08/2009,104.81,105.25,102.28,102.5,167275,71384,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,128125,102.5,102.6,1.3167481409403252,5050,0.002,,0.006938181,,fx
10/08/2009,102.38,103.22,102.36,103.08,76029,70752,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,128850,103.08,103.18,1.4279994164342107,5051,0.002,,0.006938181,,fx
11/08/2009,103.02,104.46,103,104.18,93376,70243,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,130225,104.18,104.28,1.4666966284828966,5052,0.002,,0.006938181,,fx
12/08/2009,104.23,105.15,103.33,103.99,105127,69000,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,129988,103.99,104.08,1.415291842696427,5053,0.002,,0.006938181,,fx
13/08/2009,104.07,105.25,103.65,105.16,98273,70689,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,131450,105.16,105.24,1.3589416224902207,5054,0.002,,0.006938181,,fx
14/08/2009,104.89,105.93,104.76,105.43,78023,72577,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,131788,105.43,105.52,1.2232180236312407,5055,0.002,,0.006938181,,fx
17/08/2009,105.57,106.18,105.41,105.87,79183,74452,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,132338,105.87,105.95,1.1272352608645166,5056,0.002,,0.006938181,,fx
18/08/2009,105.84,106.03,104.96,105.69,71428,71947,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,132113,105.69,105.77,1.0576782749665772,5057,0.002,,0.006938181,,fx
19/08/2009,105.6,106.8,105.32,106.44,100468,78448,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,133050,106.44,106.52,1.072829902642048,5058,0.002,,0.006938181,,fx
20/08/2009,106.31,106.56,105.78,106.29,64996,77776,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,132863,106.29,106.36,1.051191704687086,5059,0.002,,0.006938181,,fx
21/08/2009,106.14,107.07,105.59,106.13,111580,83258,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,132663,106.13,106.2,1.05050971755125,5060,0.002,,0.006938181,,fx
24/08/2009,105.98,105.98,105.2,105.83,68751,81104,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,132288,105.83,105.9,1.039551666185766,5061,0.002,,0.006938181,,fx
25/08/2009,105.83,106.63,105.66,106.2,86418,85428,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,132750,106.2,106.27,1.0044899203092712,5062,0.002,,0.006938181,,fx
26/08/2009,106.19,106.53,105.67,106.22,70751,86242,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,132775,106.22,106.28,0.9653517493654413,5063,0.002,,0.006938181,,fx
27/08/2009,106.15,107.3,106.07,107,111305,96200,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,133750,107,107.06,1.02931643984553,5064,0.002,,0.006938181,,fx
28/08/2009,106.99,107.06,106.28,106.84,68749,94883,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,133550,106.84,106.9,1.0738471337530435,5065,0.002,,0.006938181,,fx
31/08/2009,106.95,108.08,106.9,107.56,96487,99259,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,134450,107.56,107.62,1.1604040962826965,5066,0.002,,0.006938181,,fx
01/09/2009,107.53,107.77,107.02,107.61,100552,103300,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,134513,107.61,107.68,1.2379252804604244,5067,0.002,,0.006938181,,fx
02/09/2009,107.63,108.58,107.46,108.51,106403,109044,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135638,108.51,108.58,1.3747530687374607,5068,0.002,,0.006938181,,fx
03/09/2009,108.43,108.77,107.78,108.06,78302,105743,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135075,108.06,108.13,1.4397756769730186,5069,0.002,,0.006938181,,fx
04/09/2009,108,108.38,107.23,108.06,95435,98548,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135075,108.06,108.13,1.509405732952481,5070,0.002,,0.006938181,,fx
07/09/2009,108,108.38,107.23,107.51,95435,98548,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,134388,107.51,107.58,1.5309610271557708,5071,0.002,,0.006938181,,fx
08/09/2009,107.58,108.66,107.19,108.33,118788,87221,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135413,108.33,108.4,1.5871170929297866,5072,0.002,,0.006938181,,fx
09/09/2009,108.32,109.17,108,108.5,115216,73663,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135625,108.5,108.56,1.6486408543615372,5073,0.002,,0.006938181,,fx
10/09/2009,108.78,109.44,108.45,109.09,85217,94437,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136363,109.02,109.09,1.71568431439761,5074,0.002,,0.006938181,,fx
11/09/2009,109.07,110.92,109.03,110.48,114249,108210,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138100,110.41,110.48,1.7015171661402948,5075,0.002,,0.006938181,,fx
14/09/2009,110.63,110.91,109.79,110.03,83519,104675,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137538,110.1,110.03,1.6485460260494755,5076,0.002,,0.006938181,,fx
15/09/2009,110.07,110.22,109.19,109.83,83854,108363,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137288,109.83,109.92,1.632992855670304,5077,0.002,,0.006938181,,fx
16/09/2009,109.91,111.04,109.51,110.06,138487,108031,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137575,110.06,110.15,1.582208161611589,5078,0.002,,0.006938181,,fx
17/09/2009,110.05,110.53,109.19,109.76,94362,109555,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137200,109.76,109.86,1.5699010584546547,5079,0.002,,0.006938181,,fx
18/09/2009,109.86,109.92,109.3,109.5,72465,112861,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136875,109.5,109.6,1.5405031645549325,5080,0.002,,0.006938181,,fx
21/09/2009,109.35,109.59,108.12,108.6,80088,110346,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135750,108.6,108.7,1.492833212386365,5081,0.002,,0.006938181,,fx
22/09/2009,108.81,110.04,108.67,109.65,73439,119523,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137063,109.65,109.75,1.4554033805113415,5082,0.002,,0.006938181,,fx
23/09/2009,109.79,110.58,109.3,109.74,75322,116407,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137175,109.74,109.83,1.4497617045583306,5083,0.002,,0.006938181,,fx
24/09/2009,109.39,110.74,109.19,109.59,118866,116011,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136988,109.59,109.69,1.4169929428207872,5084,0.002,,0.006938181,,fx
25/09/2009,109.62,111.78,109.51,111.29,118521,121715,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139113,111.29,111.39,1.4557901634521289,5085,0.002,,0.006938181,,fx
28/09/2009,111.62,113.41,111.43,111.46,102866,120728,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139325,111.46,111.55,1.4523054086534426,5086,0.002,,0.006938181,,fx
29/09/2009,111.57,111.64,110.7,110.94,94359,119180,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138675,110.94,111.02,1.410358465073366,5087,0.002,,0.006938181,,fx
30/09/2009,111,111.97,110.65,111.62,99598,117663,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139525,111.62,111.7,1.3851176845323165,5088,0.002,,0.006938181,,fx
01/10/2009,111.53,111.89,110.95,111.46,78152,119085,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139325,111.46,111.53,1.3792018223127773,5089,0.002,,0.006938181,,fx
02/10/2009,111.68,112.91,111.22,111.63,121864,118409,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139538,111.63,111.71,1.3463967963931036,5090,0.002,,0.006938181,,fx
05/10/2009,111.82,111.91,111.18,111.77,52688,118403,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139713,111.77,111.85,1.3497799820727583,5091,0.002,,0.006938181,,fx
06/10/2009,111.73,112.89,111.58,112.65,87266,120289,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140813,112.65,112.73,1.3965765285169323,5092,0.002,,0.006938181,,fx
07/10/2009,112.68,113.68,111.89,112.88,124865,120600,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,141100,112.88,112.97,1.4829291958837632,5093,0.002,,0.006938181,,fx
08/10/2009,112.91,113.5,112.76,113.01,76115,120436,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,141263,113.01,113.1,1.5290009810345229,5094,0.002,,0.006938181,,fx
09/10/2009,113.17,113.23,111.29,111.34,115306,121740,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139175,111.34,111.43,1.468526245369116,5095,0.002,,0.006938181,,fx
12/10/2009,111.5,111.61,110.59,111.4,64878,119728,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139250,111.4,111.48,1.34747009861863,5096,0.002,,0.006938181,,fx
13/10/2009,111.4,111.86,110.92,111.4,97970,118906,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139250,111.4,111.49,1.2711888136719414,5097,0.002,,0.006938181,,fx
14/10/2009,111.52,112.61,111.26,111.78,126982,124171,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139725,111.78,111.87,1.2012308964855132,5098,0.002,,0.006938181,,fx
15/10/2009,111.96,112.07,110.19,110.39,138396,121459,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137988,110.39,110.48,1.1494110085915343,5099,0.002,,0.006938181,,fx
16/10/2009,110.43,110.52,109.53,110.08,101996,117756,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137600,110.08,110.17,1.1581129766440763,5100,0.002,,0.006938181,,fx
19/10/2009,109.98,110.7,109.77,110.29,74009,118944,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137863,110.29,110.38,1.1513619471469747,5101,0.002,,0.006938181,,fx
20/10/2009,110.37,111.05,109.83,110.3,89575,120385,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137875,110.3,110.38,1.137170758214473,5102,0.002,,0.006938181,,fx
21/10/2009,110.33,110.55,109.58,109.88,89572,118712,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137350,109.88,109.96,1.1432879485667977,5103,0.002,,0.006938181,,fx
22/10/2009,109.95,110.2,109.06,109.57,95106,118968,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136963,109.57,109.65,1.1517570635069165,5104,0.002,,0.006938181,,fx
23/10/2009,109.55,109.58,108.57,108.58,92601,116820,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135725,108.58,108.66,1.2111461513808846,5105,0.002,,0.006938181,,fx
26/10/2009,108.58,109.23,108.38,108.44,82731,116290,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135550,108.44,108.52,1.2238977353812663,5106,0.002,,0.006938181,,fx
27/10/2009,108.44,109.07,108.34,108.98,85119,114913,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136225,108.98,109.05,1.2580286165285415,5107,0.002,,0.006938181,,fx
28/10/2009,108.98,110.46,108.94,110.16,120764,115052,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137700,110.16,110.23,1.2457664307584795,5108,0.002,,0.006938181,,fx
29/10/2009,110.29,110.84,109.16,109.28,119513,111708,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136600,109.28,109.36,1.260141261924518,5109,0.002,,0.006938181,,fx
30/10/2009,109.34,111.24,109.22,111.13,121065,109212,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138913,111.13,111.21,1.258076309293166,5110,0.002,,0.006938181,,fx
02/11/2009,111.53,111.83,110.27,110.66,98049,107599,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138325,110.66,110.73,1.251189833720168,5111,0.002,,0.006938181,,fx
03/11/2009,110.67,111.3,110.42,110.73,75685,109558,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138413,110.73,110.8,1.2508093379906862,5112,0.002,,0.006938181,,fx
04/11/2009,110.71,111.07,109.42,110.14,102917,109427,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137675,110.14,110.21,1.2442250600292044,5113,0.002,,0.006938181,,fx
05/11/2009,110.11,111.14,110.08,110.18,74951,110235,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137725,110.18,110.25,1.2387090053780427,5114,0.002,,0.006938181,,fx
06/11/2009,110.19,111.62,110.07,111.18,127960,116859,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138975,111.18,111.25,1.2273345102312794,5115,0.002,,0.006938181,,fx
09/11/2009,111.28,111.51,110.81,111.14,64831,116703,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138925,111.14,111.21,1.209678056345839,5116,0.002,,0.006938181,,fx
10/11/2009,111.19,111.58,110.88,111.43,77757,115587,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139288,111.43,111.5,1.147500907772174,5117,0.002,,0.006938181,,fx
11/11/2009,111.36,112.02,111.07,111.25,82922,115668,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139063,111.25,111.31,1.0534717208692772,5118,0.002,,0.006938181,,fx
12/11/2009,111.27,111.57,110.36,110.73,121662,115228,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138413,110.73,110.79,0.9178837980219743,5119,0.002,,0.006938181,,fx
13/11/2009,110.67,111.79,110.61,111.52,97732,120428,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139400,111.52,111.58,0.9260899884305231,5120,0.002,,0.006938181,,fx
16/11/2009,111.6,112.69,111.48,112.42,93879,124244,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140525,112.42,112.48,0.9910351490594375,5121,0.002,,0.006938181,,fx
17/11/2009,112.22,112.71,111.69,112.01,78951,122894,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140013,112.01,112.07,1.0220241353989334,5122,0.002,,0.006938181,,fx
18/11/2009,111.97,112.36,111.76,111.78,66419,123715,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139725,111.78,111.83,1.0220241353989334,5123,0.002,,0.006938181,,fx
19/11/2009,112,112.83,111.8,112.37,97353,126614,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140463,112.37,112.42,1.0885078471641658,5124,0.002,,0.006938181,,fx
20/11/2009,112.43,112.77,112.19,112.42,68712,124802,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140525,112.42,112.47,1.143887815014218,5125,0.002,,0.006938181,,fx
23/11/2009,112.59,112.91,112.11,112.37,68310,125379,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140463,112.37,112.42,1.1903430877992143,5126,0.002,,0.006938181,,fx
24/11/2009,112.34,113.19,112.29,112.94,89844,128495,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,141175,112.94,112.98,1.2639543768156387,5127,0.002,,0.006938181,,fx
25/11/2009,112.96,114.67,112.82,112.94,120569,132830,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,141175,112.94,112.98,1.313151425644224,5128,0.002,,0.006938181,,fx
26/11/2009,112.96,114.67,112.82,114.42,120569,132830,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,143025,114.42,114.46,1.4483841571460023,5129,0.002,,0.006938181,,fx
27/11/2009,114.52,117.9,114.31,115.23,190246,136378,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,144038,115.23,115.29,1.5596580821892687,5130,0.002,,0.006938181,,fx
30/11/2009,115.43,116.47,115.13,115.91,106155,138962,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,144888,115.91,115.97,1.6735603763648392,5131,0.002,,0.006938181,,fx
01/12/2009,115.86,116.07,114.25,115.4,130310,138913,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,144250,115.4,115.46,1.7253151402971365,5132,0.002,,0.006938181,,fx
02/12/2009,115.3,115.49,114.29,114.36,99463,139273,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,142950,114.36,114.42,1.744119357537951,5133,0.002,,0.006938181,,fx
03/12/2009,114.17,114.32,113.01,113.37,115016,135611,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,141713,113.37,113.44,1.6523602311053918,5134,0.002,,0.006938181,,fx
04/12/2009,113.17,113.64,110.16,110.23,199643,125487,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137788,110.23,110.3,1.6887967116674076,5135,0.002,,0.006938181,,fx
07/12/2009,110.79,112.31,110.65,111.78,104215,108850,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139725,111.78,111.85,1.658470681081017,5136,0.002,,0.006938181,,fx
08/12/2009,111.85,113.42,111.8,113.21,126118,97169,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,141513,113.21,113.28,1.6327505422870647,5137,0.002,,0.006938181,,fx
09/12/2009,113.17,114.47,112.73,113.99,136327,81417,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,142488,113.99,114.06,1.5888117152992334,5138,0.002,,0.006938181,,fx
10/12/2009,113.74,114.05,113.12,113.39,91553,83980,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,141738,113.32,113.39,1.5144737259761678,5139,0.002,,0.006938181,,fx
11/12/2009,113.33,113.44,111.41,112.19,107809,89721,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140238,112.12,112.19,1.4851010066677235,5140,0.002,,0.006938181,,fx
14/12/2009,112.09,113.3,112.03,112.88,71251,89993,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,141100,113.04,112.88,1.4466820659721715,5141,0.002,,0.006938181,,fx
15/12/2009,112.77,112.92,111.23,111.49,90447,88215,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139363,111.49,111.6,1.4443251019093701,5142,0.002,,0.006938181,,fx
16/12/2009,111.58,111.95,111.17,111.24,67744,87164,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139050,111.24,111.35,1.4447804908262636,5143,0.002,,0.006938181,,fx
17/12/2009,111.4,111.71,110.7,111.23,99801,88710,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139038,111.23,111.32,1.4178001739804007,5144,0.002,,0.006938181,,fx
18/12/2009,111.33,112.6,110.05,110.64,117208,90696,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138300,110.64,110.73,1.4622576152439224,5145,0.002,,0.006938181,,fx
21/12/2009,110.52,110.86,109.65,109.71,52261,90548,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137138,109.71,109.8,1.587348417961689,5146,0.002,,0.006938181,,fx
22/12/2009,109.73,109.94,108.88,109,67017,92764,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136250,109,109.09,1.747899882717954,5147,0.002,,0.006938181,,fx
23/12/2009,108.98,109.56,108.88,109.1,41813,92765,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136375,109.1,109.19,1.8764400692105088,5148,0.002,,0.006938181,,fx
24/12/2009,109.21,109.78,109.01,109.1,27479,94468,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136375,109.1,109.19,1.9941532873223917,5149,0.002,,0.006938181,,fx
25/12/2009,109.21,109.78,109.01,109.15,27479,94468,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136438,109.15,109.24,2.0935613994671045,5150,0.002,,0.006938181,,fx
28/12/2009,109.25,109.44,108.96,109.21,27871,92603,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136513,109.21,109.3,2.177269084580947,5151,0.002,,0.006938181,,fx
29/12/2009,109.16,109.32,108.61,108.8,63164,94744,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136000,108.8,108.88,2.2651495903520154,5152,0.002,,0.006938181,,fx
30/12/2009,108.74,108.84,107.82,108.18,60619,96905,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135225,108.18,108.27,2.3732110455397435,5153,0.002,,0.006938181,,fx
31/12/2009,108.26,108.86,107.38,108.18,52456,100677,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135225,108.18,108.27,2.406242437218612,5154,0.002,,0.006938181,,fx
01/01/2010,108.26,108.86,107.38,107.4,52456,100677,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,134250,107.4,107.49,2.4072184501352756,5155,0.002,,0.006938181,,fx
04/01/2010,107.63,108.52,107.31,108.04,95881,100584,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135050,108.04,108.12,2.2717044261974144,5156,0.002,,0.006938181,,fx
05/01/2010,108.22,109.64,108.08,109.03,109962,103869,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136288,109.03,109.1,2.090179418137316,5157,0.002,,0.006938181,,fx
06/01/2010,109.06,109.3,107.85,108.25,110659,111897,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135313,108.25,108.31,1.9863611621936845,5158,0.002,,0.006938181,,fx
07/01/2010,108.33,108.59,107.1,107.4,111567,113625,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,134250,107.4,107.46,1.9671331085291028,5159,0.002,,0.006938181,,fx
08/01/2010,106.9,108.43,106.79,108.01,137669,120155,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135013,108.01,108.08,2.011235109745089,5160,0.002,,0.006938181,,fx
11/01/2010,108.07,108.96,107.95,108.64,69309,113717,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,135800,108.64,108.7,1.9949847117220305,5161,0.002,,0.006938181,,fx
12/01/2010,108.64,110.26,108.21,109.91,143448,119758,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137388,109.91,109.97,1.87213087149499,5162,0.002,,0.006938181,,fx
13/01/2010,109.79,110.05,109.26,109.39,99897,118972,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136738,109.39,109.45,1.652945048493102,5163,0.002,,0.006938181,,fx
14/01/2010,109.48,110.11,108.67,109.94,120078,117818,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137425,109.94,110,1.4538371068788332,5164,0.002,,0.006938181,,fx
15/01/2010,109.64,110.41,109.53,109.94,92158,118193,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137425,109.94,110,1.3421409513675473,5165,0.002,,0.006938181,,fx
18/01/2010,109.64,110.41,109.53,110.04,92158,118193,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137550,110.04,110.1,1.1355942643998103,5166,0.002,,0.006938181,,fx
19/01/2010,110.02,110.76,109.59,109.8,132113,121595,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137250,109.8,109.87,1.0426197772939043,5167,0.002,,0.006938181,,fx
20/01/2010,109.75,110.18,109.35,109.67,102494,121132,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137088,109.67,109.73,0.9566847268933666,5168,0.002,,0.006938181,,fx
21/01/2010,109.62,111,108.86,110.65,182542,120835,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138313,110.65,110.71,0.9089853317505701,5169,0.002,,0.006938181,,fx
22/01/2010,110.62,111.41,110.44,111.32,150399,118080,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139150,111.32,111.38,0.9657858630864824,5170,0.002,,0.006938181,,fx
25/01/2010,111.21,111.37,110.71,110.81,73399,117768,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138513,110.81,110.88,1.0177126313475642,5171,0.002,,0.006938181,,fx
26/01/2010,110.83,111.96,110.44,111.5,156452,118944,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139375,111.5,111.56,1.1192582365139943,5172,0.002,,0.006938181,,fx
27/01/2010,111.58,112.21,111.01,111.19,129425,116292,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138988,111.19,111.25,1.1831631333017625,5173,0.002,,0.006938181,,fx
28/01/2010,111.15,111.6,110.44,111.23,144516,116694,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139038,111.23,111.29,1.2403209262140473,5174,0.002,,0.006938181,,fx
29/01/2010,111.23,111.64,109.99,110.78,155952,116638,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138475,110.78,110.84,1.2676825312374125,5175,0.002,,0.006938181,,fx
01/02/2010,110.88,111.14,109.96,110.34,98662,113146,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137925,110.34,110.4,1.2773027571166677,5176,0.002,,0.006938181,,fx
02/02/2010,110.28,110.8,110.01,110.68,100942,115298,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138350,110.68,110.74,1.2873697992436097,5177,0.002,,0.006938181,,fx
03/02/2010,110.64,111.03,109.57,109.94,150164,112094,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137425,109.94,110,1.2534277003499463,5178,0.002,,0.006938181,,fx
04/02/2010,109.92,112.95,109.81,112.15,218018,120203,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140188,112.15,112.2,1.3054533056903808,5179,0.002,,0.006938181,,fx
05/02/2010,112.18,112.61,111.26,112.16,189145,120097,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,140200,112.16,112.22,1.2813478580533881,5180,0.002,,0.006938181,,fx
08/02/2010,112.13,112.2,111.67,111.93,73070,117575,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139913,111.93,111.99,1.2654116589756046,5181,0.002,,0.006938181,,fx
09/02/2010,112.07,112.12,111.36,111.57,123266,119214,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139463,111.57,111.63,1.2705198411167862,5182,0.002,,0.006938181,,fx
10/02/2010,111.38,112.07,111.04,111.25,121961,116780,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139063,111.25,111.31,1.2100911811394464,5183,0.002,,0.006938181,,fx
11/02/2010,111.18,111.66,110.95,111.44,86799,118029,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139300,111.44,111.5,1.050691518320915,5184,0.002,,0.006938181,,fx
12/02/2010,111.45,111.64,110.6,111.44,139151,118625,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,139300,111.44,111.5,0.9178629164195583,5185,0.002,,0.006938181,,fx
15/02/2010,111.45,111.64,110.6,111.19,139151,118625,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138988,111.19,111.25,0.8142710441482297,5186,0.002,,0.006938181,,fx
16/02/2010,111.08,111.49,110.49,110.95,118182,118801,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,138688,110.95,111.01,0.7926327438805407,5187,0.002,,0.006938181,,fx
17/02/2010,110.89,110.94,109.39,109.74,138931,119625,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,137175,109.74,109.8,0.7684562446912205,5188,0.002,,0.006938181,,fx
18/02/2010,109.69,110.43,108.93,109.51,139643,123124,JY1 Curncy,Future,CME,USD,0.005,6.25,1250,136888,109.51,109.57,0.7944197043575851,5189,0.002,,0.006938181,,fx
