Date,FinalForecast,Multiplier,CARRY_forecast,EWMA004_forecast,EWMA008_forecast,EWMA016_forecast,EWMA032_forecast,EWMA064_forecast
2017-10-23,-8.108695658943216,1.5833401955161142,12.194623543052268,-4.67513716358142,-6.667849483770865,-9.280828194419485,-10.848508095756255,-9.445590402142855
2017-10-24,-7.580371086022139,1.583461603394996,12.497296920707354,-2.928269659646205,-6.054331117306555,-9.226164856409238,-11.047885887559923,-9.71414910864566
2017-10-25,-6.986779211082454,1.5834955481342121,11.302714338788151,-4.60665311680265,-6.428819986752605,-9.179176622715472,-10.87910365132734,-9.576546574108251
2017-10-26,-7.751285072452837,1.5836409246478635,11.845503988165262,-4.29709247364385,-6.399880867514447,-9.304560643507768,-11.108983658982748,-9.83223461503016
2017-10-27,-7.680264557583974,1.5837094599835944,11.847763383279016,-3.591662872015473,-6.205850568740579,-9.40872774941977,-11.38676385829398,-10.149831497595518
2017-10-30,-7.629779459168481,1.5843073487686763,11.426446061449903,-0.5185825596999071,-4.810959851359859,-8.78467203308849,-11.108738330666124,-10.049983964068542
2017-10-31,-6.298594619040037,1.5847852929573423,11.45117810545927,-0.9356535407128832,-4.606433582357193,-8.625112954639809,-11.07518235880148,-10.102579686447717
2017-11-01,-6.316424908480266,1.5861258904460127,11.448856231427795,1.0303425092273588,-3.5197797992898496,-8.109469905091247,-10.88792709304692,-10.083952494390951
2017-11-02,-5.332300460749962,1.5899966796500702,11.105727897372669,5.000414567211363,-1.3682697580644296,-6.940773515551623,-10.209703901265732,-9.698098858245814
2017-11-03,-3.241401669750251,1.6058860584299128,9.65708755506497,10.662380394163437,1.9542515847257285,-4.778556715254396,-8.569705157519984,-8.501102359342662
2017-11-06,0.11370487559979013,1.6076840577819453,9.815786877729472,12.281401113212828,3.759743832328767,-3.817909925828362,-8.2654095649461,-8.510899247412347
2017-11-07,1.4200251998912492,1.6189655528619955,9.231636615683149,8.984101841053187,3.5968229128562914,-3.295276069514385,-7.766489588106511,-8.175712343137711
2017-11-08,0.6959050078447498,1.6214737346383874,9.598487644745491,5.384860784145982,2.861058737657977,-3.2344644134623604,-7.7165558938071825,-8.231517038259703
2017-11-09,-0.3619961792725335,1.6231433307117693,9.706747537976234,1.563093367286861,1.616214524151199,-3.431975978309901,-7.769959201819269,-8.330484498150591
2017-11-10,-1.7981142313763823,1.6232461815645933,9.666756108231324,-1.2783543156487545,0.3956827622924683,-3.754603768963416,-7.966447439707467,-8.5592951104419
2017-11-13,-3.1116014315310134,1.623972119986254,10.12117504466432,-1.4508979018123631,0.0014909090448693,-3.8041592104671658,-8.019753922243098,-8.694474205751646
2017-11-14,-3.2333809581639184,1.6376221164619367,7.94584836521793,4.464904947971909,2.04815225258725,-2.1801663833292144,-6.08518602244132,-6.8913057701388425
2017-11-15,-0.19044094958288535,1.6376086322065868,8.169492249344943,7.510110059982423,3.6426261145798136,-1.4409026215271463,-5.87972240408813,-6.959286817679423
2017-11-16,1.3781422020547636,1.6398917204290617,8.23389277621596,6.9650953123954205,4.023054069971366,-1.0345220929663714,-5.670666879555745,-6.9263205732569455
2017-11-17,1.530103524539574,1.642172898913349,8.304475249162191,8.145614028841536,4.979592704072142,-0.4064063258162166,-5.375578526775147,-6.862860474582023
2017-11-20,2.410736741857471,1.6465212751648362,8.24352400229494,10.671719456882087,6.506628319576668,0.5045877470081388,-4.881033132570673,-6.644872394090923
2017-11-21,3.9518738260481516,1.6465507478233414,8.722175814796222,11.6253042718584,7.677372457169984,1.2786832479432553,-4.593639390201833,-6.66832886403427
2017-11-22,4.95099625213696,1.6465297403357333,8.96791898927345,11.747743409008276,8.530817332018099,1.9782628462946976,-4.316168936355681,-6.694891178450968
