Date,FinalForecast,Multiplier,ewma_EWMA002_forecast,ewma_EWMA004_forecast,ewma_EWMA008_forecast,ewma_EWMA016_forecast
1997-09-11,,,-4.71111111111111,-2.1176470588234984,-0.8565656565657702,-0.3257918552036345
1997-09-12,,,5.032520177133133,1.5535445970198398,0.4471040653237524,0.1305856956353623
1997-09-15,1.790938633778022,1.0,5.411898946725704,2.745505323092457,1.1019237077031243,0.4051191046814684
1997-09-16,2.416227892648046,1.000048061558564,16.427442870635733,8.286373522350067,3.554003146079747,1.3864958139542822
1997-09-17,7.414754446338113,1.0001585749755693,17.34235873084296,11.310171551419234,5.561968086015871,2.3352248075938267
1997-09-18,9.155669923287649,1.001996089462228,16.510504872455968,13.1298466190643,7.285439540487432,3.2713811610341805
1997-09-19,10.174743032612334,1.0124834636376316,20.0,15.96938412655623,9.315827504678015,4.351622050868592
1997-09-22,12.565168341237237,1.0125680797216332,20.0,18.52461965806819,11.55775515563596,5.643359802262592
1997-09-23,14.083414345751647,1.0109091925163363,16.519462047316242,18.205178813711445,12.767758133310862,6.640747925557829
1997-09-24,13.70859290172982,1.0129537026188509,8.62447487298453,15.215864549751538,12.631528596023792,7.127415016274467
1997-09-25,11.122599785191328,1.0204387788903528,0.8533267541628856,10.90281314430357,11.535108883950024,7.198717384957562
1997-09-26,7.929609847725894,1.0402910654864572,2.472676101926771,9.86156673761653,11.342991270911746,7.548383634358537
1997-09-29,8.24513611492088,1.056201505097891,7.280814372873428,10.921650084156072,11.823414841184032,8.082393495977186
1997-09-30,10.062242638580999,1.0561740956273309,3.4144079597682992,9.212007557358213,11.361494279561892,8.290851559653618
1997-10-01,8.594420030866106,1.0650247617605688,6.9366729460580085,10.069897559704128,11.682272241628777,8.703780343309415
1997-10-02,9.961178771326939,1.0655768916949095,10.069780111191577,11.639764419739874,12.55132902724122,9.4156763146103
1997-10-03,11.620115819761034,1.0641972274464935,13.204788342450634,13.646191392438038,13.698194395387771,10.2351741028622
1997-10-06,13.494771206382305,1.0629078978768087,15.04252711002872,15.512235297927711,15.02479098525373,11.20647119436525
1997-10-07,14.983397780064896,1.0554285417150482,18.49209869182933,17.91907229903211,16.44948852170805,12.10422915946286
1997-10-08,16.992133096995616,1.0462348782141946,12.531589249375,16.61577137164239,16.6879283005276,12.688590545044535
1997-10-09,15.287628187405742,1.0448813938339983,6.751436508494976,14.256156503257634,16.44434275297395,13.173976169099785
1997-10-10,13.224098437672422,1.0448482156693022,3.5361476066829893,12.148570060866652,16.0941219378016,13.63593502086614
1997-10-13,11.862575384636305,1.0448208084060986,1.875368905305067,10.400009295443624,15.663457150580047,14.03422941333971
1997-10-14,10.966338088771518,1.0450833790915,1.9816307618226747,9.40904190991484,15.3601827984086,14.435776834213543
1997-10-15,10.7890671912286,1.0478222265418444,-0.9042405316613812,7.265483527804602,14.422549730703128,14.495605756395816
1997-10-16,9.520029887490816,1.0793868712940629,-9.901717345603496,1.506880467798282,10.904369985164632,12.726997236090266
1997-10-17,4.231380621701892,1.1108514934362335,-17.0751462693054,-4.283735976491121,7.438213609577758,11.198921040251156
1997-10-20,-0.8070134482466358,1.186022465040128,-7.9775688246828125,-3.3190691283193567,6.180049147839589,10.18977167625122
1997-10-21,1.5633756556401925,1.2326586250613214,4.764334345812928,1.5239653104460094,6.652393319077871,9.60291638962286
1997-10-22,6.943716285426985,1.23205049786213,4.524868368182686,2.6864915454089027,6.892176441028347,9.747712859076527
1997-10-23,7.282145076218005,1.221260154715296,-5.721917092820202,-1.2279628922840575,4.643223177058655,8.244267100500526
1997-10-24,1.8262962120598283,1.2303240678362142,-12.913599397820942,-5.589997518405956,2.307180656567304,7.151885464232661
1997-10-27,-3.6902036233638333,1.6320155049854717,-20.0,-11.824997077818969,-2.870188213403789,2.0316948702687974
1997-10-28,-12.642775872129427,1.548245543779235,-10.814864719861582,-8.931624592351,-3.031899919252306,1.275123363391694
1997-10-29,-8.321484432324285,1.547948015595072,-6.832881072396438,-8.06654625338313,-3.496813910551106,0.8773806290852717
1997-10-30,-6.75076999094476,1.5413719287549548,-9.43875291691873,-9.220489819010709,-4.586227890930882,0.1760734304207178
1997-10-31,-8.85843034310802,1.5359621697397763,-4.043140905638809,-7.300125445633178,-4.472890105689883,-0.1008959051052869
1997-11-03,-6.109287957257715,1.5352812363216473,2.795330423448274,-3.7547612423083554,-3.442424420727159,-0.0024774596019604
1997-11-04,-1.6901608912260733,1.5349983815139279,3.4091068659738712,-2.13863705338356,-2.8761247939349244,0.0245521286637237
1997-11-05,-0.6067082198303761,1.5348988051008894,4.296280141591413,-0.6310954388647461,-2.2042194312554213,0.1299692162291562
1997-11-06,0.6104790048753856,1.5348941382439842,2.82574139974453,-0.2812282440074622,-1.8790971293011929,0.1458479674075797
1997-11-07,0.3113746369500568,1.5352567810874205,-0.663686323587139,-1.2880445337975936,-2.093971748145911,-0.0276583756861264
1997-11-10,-1.5630574958854837,1.5349069263373527,-2.781291063781123,-2.36933079844094,-2.482993658096301,-0.270011574162089
1997-11-11,-3.0324233139066603,1.5346995892680066,-2.931132788179902,-2.8625627374084,-2.757836150246906,-0.4846015032276088
1997-11-12,-3.4611041713339468,1.5321173793026877,-7.237240262252134,-5.075855973239685,-3.728588496873131,-0.9863275006383608
1997-11-13,-6.518939820177891,1.5313448759551698,-4.513465881999205,-4.812878418837479,-3.938601353321525,-1.2364684496425622
1997-11-14,-5.548685021388596,1.5305224667528954,0.3879885974392035,-2.8668099041481288,-3.3984118316396863,-1.2045817925648468
1997-11-17,-2.7107832435590953,1.5311234591720353,6.284255097676733,0.4272624111722633,-2.0750590275663927,-0.8376306219869967
1997-11-18,1.4544887990830713,1.5315132487764453,4.993339028089404,1.28140244659427,-1.475686135071283,-0.6736687098819294
1997-11-19,1.5792335222234923,1.531234440759967,5.449279983051055,2.370846080340056,-0.7411141475551221,-0.4261209904466772
1997-11-20,2.5460285646204106,1.5307802837434452,9.037908822917098,4.759818732523357,0.6117745972724694,0.0973302604867904
1997-11-21,5.547884030447598,1.5297299568717975,10.698437852759652,6.77323104380147,1.9727566431565609,0.6887974275208955
1997-11-24,7.684526701328888,1.5267355284016664,3.757436151920024,4.8457993566486754,1.87339394842842,0.7873769746828937
1997-11-25,4.298158236351275,1.5263337294491264,2.0591293592652407,4.004502541271969,1.9490302798143853,0.9406864198675216
1997-11-26,3.4154279391066527,1.5258773411427613,2.296882348473805,3.8269615973998143,2.1697617886543337,1.145486304599035
1997-11-28,3.6002812769064723,1.5256896582775386,2.060295738411814,3.594162043090932,2.3271603146696607,1.3312582109656603
1997-12-01,3.5406543132139463,1.5207565080619103,8.86745828113994,6.377102647629521,3.590991675051018,1.90124332720352
1997-12-02,7.883750094354399,1.5207267546206868,8.213753006063516,7.208826488416838,4.402597533393628,2.39553193771558
1997-12-03,8.44424035214074,1.5200667746861327,7.734090085888347,7.771538836883977,5.143890521123094,2.897418647993272
1997-12-04,8.947785799351,1.5199913915658154,6.42533745015319,7.740823527138445,5.654446209669164,3.3406329411114823
1997-12-05,8.776379618477181,1.5157011576145931,8.257893574315036,8.753803695774819,6.502937899366481,3.910627348612957
