Date,FinalForecast,Multiplier,CHAPTER17_forecast,EWMA002_forecast,EWMA004_forecast,EWMA008_forecast,EWMA016_forecast
2021-01-02,,,0.0,4.711111111111041,2.1176470588236147,0.856565656565661,0.3257918552036158
2021-01-03,,,17.59742826694054,20.0,9.662403523076527,3.9747811815542913,1.526259897179396
2021-01-04,,,19.87119575918794,20.0,16.992345995486257,7.714301933606706,3.120959736741749
2021-01-05,13.53976068500453,1.0,20.0,20.0,20.0,10.471586219797503,4.399770767469677
2021-01-06,15.173167469794311,1.0132825208694094,20.0,20.0,20.0,10.670501394637864,4.560912763973205
2021-01-07,15.115579045540985,1.0046055371013414,20.0,20.0,20.0,12.16824889055486,5.594273260893637
2021-01-08,15.610110499724156,1.0037039738321671,20.0,20.0,20.0,13.993268618754476,6.879963680293988
2021-01-09,16.242078379287623,1.0041689887717473,20.0,20.0,20.0,15.725908412763095,8.103274401510603
2021-01-10,16.894519361602296,1.0076752984120492,20.0,12.683628608761088,19.22147427410324,15.410309165633905,8.568968363770821
2021-01-11,15.293237636800079,1.0076670293487338,20.0,2.77404898092964,13.996855697750895,14.057685717861066,8.610848167636263
2021-01-12,11.98623708502338,1.0082730737843035,20.0,2.714155841106688,12.173187671130192,13.761716975089657,9.051472934754836
2021-01-13,11.686967875090614,1.0127261553719134,20.0,7.375585125211052,12.745468557931996,14.040826384888064,9.572150336557282
2021-01-14,13.02055854469189,1.0214761613251515,20.0,7.641074632027447,12.803017719972184,14.491105107888558,10.29901522381896
2021-01-15,13.32509249759249,1.0213269961730185,20.0,4.3457206050624,11.25690645011296,14.221619202365094,10.720679499914748
2021-01-16,12.366599656338101,1.0212746569282347,20.0,12.503094702382231,13.224942591576331,13.986858033913457,10.398931969549071
2021-01-17,14.642424960648661,1.0441895361478317,20.0,18.689969860791727,16.725001366645273,15.548609837613194,11.266029928579398
2021-01-18,17.199676752122883,1.0458323068958308,20.0,16.026423554962562,17.454171481304247,16.70149083368246,12.279325597649889
2021-01-19,17.22719883249568,1.0445612393661619,20.0,12.348102185484462,16.88840204073225,17.364414663335484,13.169154840769034
2021-01-20,16.655269408573563,1.0439547457910123,20.0,11.437684962699777,16.709313095633558,18.021524719375986,14.048032970609556
2021-01-21,16.753652121192083,1.044276456705335,13.733333333333334,-4.265951214446653,7.479769312454,12.640759144083278,11.127332598156835
2021-01-22,8.499298267218403,1.0437489260451485,13.733333333333334,0.1010062245480671,6.804598090014967,11.71763590932172,10.780360382082751
2021-01-23,9.106423965197282,1.0555251768717708,13.733333333333334,0.7084727312360355,6.217074164938275,11.436639886769203,11.050590547599764
2021-01-24,9.10714393055938,1.055384111155144,20.0,2.1643178029948777,6.277502276999721,11.369859256638474,11.363700283664512
2021-01-25,10.804911429423576,1.0556747707190477,13.733333333333334,0.3401121397947262,5.201835185209552,10.859445380427356,11.480165369232244
2021-01-26,8.785803332584615,1.0556081050948303,13.733333333333334,-0.1598780059929461,4.449760301735742,10.438428998610275,11.63128245865022
2021-01-27,8.46408892067194,1.0555588648398335,6.866666666666667,-6.247378137661101,1.008335924454499,8.506075709293212,10.825742113102937
2021-01-28,4.433956593690993,1.057746798634665,13.733333333333334,-0.7545927993722619,1.9016697367128252,8.079230772783093,10.502315512599807
2021-01-29,7.128069728778517,1.0651005593228373,20.0,1.4224073794213667,2.650453155012517,8.105014966042436,10.687946025766372
2021-01-30,9.131662323668312,1.0651449101562018,20.0,4.98026032012678,4.364616110629856,8.549818625943868,10.942740554000755
2021-01-31,10.412591885332278,1.0660461339877016,20.0,1.4702284408334438,3.415370143680101,8.07814693696973,10.835537517220429
2021-02-01,9.339230163428452,1.0661396163923211,20.0,11.105703359815797,7.234941321315801,8.538725749605218,9.968825656193763
2021-02-02,12.23137807111716,1.0757929814002627,20.0,15.020940040549872,10.576019251804205,10.21419972444429,10.78653142954418
2021-02-03,14.329796340937095,1.075847844339478,20.0,16.954340568228783,13.30948634606613,11.916261690474318,11.688462651393698
2021-02-04,15.8936767005674,1.0758080692181826,20.0,14.833385131699965,14.2197362829947,13.147263118716111,12.56980730959518
2021-02-05,16.085232342559706,1.0756447152318178,20.0,20.0,16.6490585374563,12.835828301406206,10.820947387495888
2021-02-06,17.092530404959923,1.0642147341861325,20.0,20.0,20.0,14.676534974348018,10.952083733456746
2021-02-07,18.13083211700683,1.0586899795076492,20.0,20.0,20.0,18.000971816434472,12.75192622647428
2021-02-08,19.21581152604939,1.0586885895899427,20.0,20.0,20.0,20.0,14.564691164720788
2021-02-09,20.023846873927635,1.0587380251180858,20.0,20.0,20.0,20.0,16.237703308518633
2021-02-10,20.37834202963332,1.0587504340323082,20.0,20.0,20.0,17.23978089808645,11.27957603078011
2021-02-11,18.43508716738695,1.0413025922794061,20.0,20.0,20.0,20.0,13.126434151564114
2021-02-12,19.38976760484805,1.0410453155164852,20.0,20.0,20.0,20.0,14.780357500352446
2021-02-13,19.731101422558012,1.040885577081973,20.0,19.93215446127562,20.0,20.0,16.19639002776338
