Date,FinalForecast,Multiplier,EWMA002_forecast,EWMA004_forecast,EWMA008_forecast,EWMA016_forecast,EWMA_NORM_forecast
2021-02-17,10.624032115508655,1.0185063414917535,-1.1997959376018286,7.572440238817491,12.84157499995488,11.167423000271908,20.0
2021-02-18,10.262731449746516,1.0184990981777393,2.411396492517911,7.876520813106335,12.738979050848616,11.47385236806446,20.0
2021-02-19,11.108537102475854,1.019117843556759,0.9361568319612876,6.828220165205982,12.256960687946464,11.67810945713532,20.0
2021-02-20,10.53802231059345,1.0191619923515316,-2.233459048064081,4.784054413671119,11.27352745673888,11.631813429602158,16.933333333333334
2021-02-21,8.64174490291055,1.0193316595753723,-2.619657243180413,3.5861058175765663,10.551067816551374,11.688740174832525,16.933333333333334
2021-02-22,8.182802735449126,1.019293265827545,-6.379592352193216,0.9130292926536,8.985580166267471,11.22057827700236,16.933333333333334
2021-02-23,6.461531480617615,1.0200401008600941,-10.992557326913705,-2.6180447399454025,6.843015488793587,10.40541318058614,8.466666666666667
2021-02-24,2.4737137874811936,1.0218163340129984,-8.585971675013488,-3.470464328325379,5.690008561373736,10.0209326086437,8.466666666666667
2021-02-25,2.4787869218332275,1.022503003799561,-9.899040923219864,-5.210182528148469,4.156745034465646,9.387119422659886,8.466666666666667
2021-02-26,1.4123883858246091,1.0232759158588218,-9.760365523083234,-6.369769739582341,2.8536160205274674,8.861804372615719,8.466666666666667
2021-02-27,0.8292561600719999,1.0232798927376685,-8.667766270753539,-6.896982425215025,1.7882275103350669,8.373996462925245,8.466666666666667
2021-02-28,0.6270717899904751,1.0232420714498496,-9.22428899358182,-7.82608554730554,0.5787099444589684,7.750147006953548,8.466666666666667
2021-03-01,-0.05217057618300138,1.0235508588342244,-3.9763526438456815,-6.1120127102948665,0.3880808745101395,7.356277984620194,8.466666666666667
2021-03-02,1.255766020455978,1.0255068754830448,-2.53199455031439,-5.23190514223024,0.1620847144026396,7.103881391740878,8.466666666666667
2021-03-03,1.6343476633137766,1.025475220999191,-1.671186956310026,-4.494916831328196,0.0104701789764604,6.884156321404231,8.466666666666667
2021-03-04,1.8858287971430623,1.025443152571721,-2.9822920301151665,-4.704090131517416,-0.4284220312493671,6.535318747996365,8.466666666666667
2021-03-05,1.4125550269874732,1.025495759077888,-4.869820197674452,-5.510992080519771,-1.1123414936602547,6.07958759883241,8.466666666666667
2021-03-06,0.626241259383279,1.0255824541099716,-3.880375302565383,-5.384599268483046,-1.475731147116028,5.74718243437308,8.466666666666667
2021-03-07,0.7124123340969373,1.0256016748539143,-0.736547686584302,-4.038094147030428,-1.3095354563045185,5.575271864106563,8.466666666666667
2021-03-08,1.6326436651745184,1.0258184530548395,-1.2312025332616006,-3.8029040123641176,-1.4396813592934816,5.339026348533681,8.466666666666667
2021-03-09,1.5042542286294687,1.0258276709829015,9.352506673703292,1.628001829433255,0.5723951424168189,5.128670136507204,20.0
2021-03-10,7.55227424871494,1.0294370538169824,4.967387644980632,1.63279487784976,0.8743853304925007,5.015822507841552,20.0
2021-03-11,6.694719793387073,1.0302615202477265,4.672865406944027,2.2694777468151406,1.3831998532922392,5.179871633668903,20.0
2021-03-12,6.904293968527694,1.0303251045484245,0.4332879077311081,0.941746241876183,1.1079816992042015,5.017605534830482,8.466666666666667
2021-03-13,3.2912380373619423,1.030618983947723,2.8724456469731945,1.8113605057376396,1.5485756389352687,5.110232840525605,20.0
2021-03-14,6.461352946279168,1.0307616358921912,0.5614550934707796,1.0653604380577573,1.4081030455918773,5.044560224906536,8.466666666666667
2021-03-15,3.411482483074059,1.030899459190905,-0.0030169325642202,0.6795288093343411,1.324466841337121,5.030417474802583,8.466666666666667
2021-03-16,3.1953056461453593,1.0308725919804005,5.127005619043996,2.797144048680923,2.1674420701228696,5.20796692208081,20.0
2021-03-17,7.279862309724162,1.031154862282758,5.382471715781733,3.681917569575787,2.7521113876007197,5.489568382476314,20.0
2021-03-18,7.693448732935238,1.0311256221478655,5.469721912837111,4.371515321603628,3.3157486398799287,5.790350236359082,20.0
2021-03-19,8.031854158698762,1.031117267670631,10.127179719525538,6.916027491179055,4.594219116865091,6.215808153566502,20.0
2021-03-20,9.87336057156867,1.0316293849959883,5.681016353857102,6.108801942106504,4.755615116093328,6.356067944715175,20.0
2021-03-21,8.851984671289067,1.031663740352033,1.828130365497618,4.632176980717998,4.552369498925742,6.440766703296153,20.0
2021-03-22,7.727750984186697,1.0316475939245224,-4.512853459151604,1.2789756475006189,3.3282179242975443,5.988127921605029,8.466666666666667
2021-03-23,3.002873414200503,1.031976635012864,-6.627333172521023,-1.0076417372576922,2.286636141652839,5.683965018537014,8.466666666666667
2021-03-24,1.8167196576373745,1.0319581924572507,-9.999202489863409,-3.907852371979503,0.7576319262041339,5.057916888332893,0.0
2021-03-25,-1.670434301518357,1.0322147025240982,-9.65885333173224,-5.411032470889534,-0.4013023750889076,4.57882720168361,0.0
2021-03-26,-2.248604223406825,1.032193217042551,-4.538977706966265,-4.334581144233319,-0.6144427132175916,4.3279408200422615,0.0
2021-03-27,-1.0655553398079984,1.0325027093620769,-3.5433069929338235,-4.056662253460776,-0.9545109831447244,4.094880055977811,0.0
2021-03-28,-0.9208985498718533,1.0324900372586627,-1.0779063376017626,-2.974210009508023,-0.8945890446653995,3.9920789181635374,0.0
2021-03-29,-0.19712964075463896,1.0324961972238023,0.9982898374380844,-1.6993690088269804,-0.6138272161960936,3.990830855607181,8.466666666666667
2021-03-30,2.300914140325474,1.0324861212767293,1.6023462903926933,-0.8535754448168169,-0.3637208022809579,4.006840591133029,8.466666666666667
2021-03-31,2.6552094550358314,1.032467870563442,0.0600776047369822,-1.019899316753658,-0.4390028079841657,3.9060062768309782,2.191350302873117
2021-04-01,0.97020306608935,1.0324533851862503,-1.1996563521918924,-1.4504923495031146,-0.6455191015647763,3.7627764600304254,0.0
2021-04-02,0.09645184916636271,1.0324348282601203,0.0292470326495435,-1.00133961895519,-0.5420736992689278,3.723902213490243,2.772457517269684
2021-04-03,1.0287485567607033,1.032425344458329,-1.2106356866463397,-1.4203357266427152,-0.7439245660524489,3.576078558833958,0.0
2021-04-04,0.04154057699534547,1.0324098910587711,0.4523471782725301,-0.773386019067729,-0.5581936406240291,3.564278322085908,8.466666666666667
2021-04-05,2.302614581683352,1.0324040277083706,4.803975340462545,1.406380925695138,0.3171382025796018,3.7713319431116537,16.933333333333334
2021-04-06,5.623292480454749,1.032472733171592,5.76953832540086,2.74902779207383,1.0559639460071404,4.04700637488433,20.0
2021-04-07,6.942580093575345,1.032460266398331,1.3346701486218533,1.6130526397069198,0.8910668559009319,3.951744917662473,20.0
2021-04-08,5.739097676063828,1.0325633829177177,2.4666566121833418,2.06185483259514,1.2200489767396694,4.073397631214718,20.0
2021-04-09,6.159150573589238,1.032653617629379,4.023232336739143,2.948097719145913,1.7530852345390464,4.305463676101826,20.0
2021-04-10,6.821839338957692,1.0326770113010817,4.466124591167664,3.586715541826513,2.254034542896506,4.561110181078812,20.0
2021-04-11,7.201412127253534,1.0326682423423874,3.611837303969837,3.6424227210725415,2.5551342925976126,4.764516308110128,20.0
2021-04-12,7.140560912428394,1.0326516126165683,7.609357909404934,5.596814979376603,3.562814026353431,5.138650012395179,20.0
2021-04-13,8.656788727816583,1.0328414296881683,7.374779075937483,6.388747992161459,4.307429274633707,5.571856163464176,20.0
2021-04-14,9.015074876899995,1.0328246919948099,15.102351467602764,10.105490783305836,6.014501390198412,5.923258257370259,20.0
2021-04-15,11.809358801264109,1.0332692638572756,12.600541674473158,10.906938620560291,7.114819911316746,6.576683817750267,20.0
2021-04-16,11.820075973118513,1.033241776474403,6.876832142148017,9.399058167145748,7.256759746519236,6.8919464437624525,20.0
2021-04-17,10.41975566942844,1.0332016905198407,1.1709370363317957,6.748304142864329,6.709739930015362,6.93826649524997,20.0
2021-04-18,8.589256313639474,1.0331759749131886,-9.470838902005417,0.5152106782045978,4.018677389907808,5.699921804959065,8.466666666666667
2021-04-19,1.90796887097397,1.0336098478957545,-16.653511291432558,-5.200799416232884,1.239524155423294,4.574001223985368,1.3874945829005896
2021-04-20,-3.0306623623441067,1.0341234658517104,-14.033601160259083,-7.066185994860367,-0.3323230164340696,3.929157497803663,0.0
2021-04-21,-3.620598493894952,1.0342822040891886,-14.529555676811292,-9.207847609517652,-2.095051529570953,3.1130910216681005,0.0
2021-04-22,-4.700407841295184,1.034449706397273,-16.29260689623864,-11.6239387793156,-4.061541998337326,2.1207456037334587,0.0
2021-04-23,-6.178723296475652,1.034707523857453,-15.590021185517658,-13.04490237513199,-5.739270536347474,1.206484161078048,0.0
2021-04-24,-6.863833268034016,1.0347161865101826,-16.662415558781163,-14.760242307810437,-7.532067498470852,0.1325656286824257,-8.466666666666667
2021-04-25,-9.788606201097643,1.034980876631249,-15.3142464879364,-15.52259913344698,-9.01921006826772,-0.8555646967375352,-8.466666666666667
2021-04-26,-10.17967332066408,1.03497640225674,-1.9916633949153733,-9.377440356927316,-7.224536127908711,-0.8936359832999881,-8.466666666666667
2021-04-27,-5.793009718292288,1.036170427862491,4.403775078259578,-5.194666104628307,-5.978503141051511,-0.7997180077331354,0.0
2021-04-28,-1.5685783587919453,1.036170638308819,6.149524072983138,-2.46393387044835,-4.9282358747657184,-0.6828739643542655,0.0
2021-04-29,-0.3990293724606008,1.0361602262552296,5.140862634543297,-1.1520876337962278,-4.205634799421476,-0.623658590649802,0.0
2021-04-30,-0.17418139234249858,1.036154559821965,13.081732743480488,3.875853447865562,-1.5074871645895758,0.1421431765408926,8.466666666666667
2021-05-01,4.987250491282628,1.0364664744852337,11.680254129409176,5.571685970266156,-0.1369530910788,0.6320339211318144,8.466666666666667
2021-05-02,5.43400565296363,1.0364824927781107,8.704447283832105,5.848951309046489,0.7236819180290379,1.000747193913461,8.466666666666667
2021-05-03,5.129415325306249,1.036476083992385,14.714424699620915,9.119726832600632,2.817098009994029,1.8033431940561295,8.466666666666667
2021-05-04,7.655277652817648,1.0367032133536056,3.433631690046983,5.385809296627654,2.2175348009447644,1.6513059716114966,8.466666666666667
2021-05-05,4.387831808323171,1.0370698429478689,8.325878979917464,6.994162162355414,3.2852933563401194,2.1184414155979105,20.0
2021-05-06,8.447629746336462,1.03718645394429,12.866833409126295,9.690240463913218,4.929564323824051,2.903114108502259,20.0
2021-05-07,10.454615754940729,1.037375188072462,12.259527788453068,10.853288913843024,6.188282379737024,3.643007670891324,20.0
2021-05-08,10.98446932304271,1.0373646848273594,11.36189729056638,11.509252317173646,7.273820967016236,4.368457127359276,20.0
2021-05-09,11.310072219234037,1.0373657185012346,10.608994702040096,11.90758393332207,8.238749015190736,5.088993474928111,20.0
2021-05-10,11.586213850816367,1.0373672396144265,1.1605096350434048,7.679095184330323,7.024073123671991,4.8615697936671145,18.879938334478656
2021-05-11,8.216752454169994,1.037332893651874,2.282984485457355,7.031885829781898,7.017291615425814,5.1304521974004205,20.0
2021-05-12,8.603057002534944,1.0374474913668854,-4.436007262653772,3.1660909215987734,5.466417460084274,4.689546514856599,16.933333333333334
2021-05-13,5.358309030045748,1.0376524977203678,-1.7645693999221166,2.791130936702781,5.137098763887813,4.724871208697065,16.933333333333334
2021-05-14,5.775143971094312,1.0378786619348142,2.445768353321001,3.944615077961184,5.450434623282997,4.992712069770529,20.0
2021-05-15,7.646553405367319,1.0379881292338151,-1.1562511714161672,2.410046048098575,4.782472879733154,4.864490492494935,16.933333333333334
2021-05-16,5.778814345090697,1.0380820814675282,1.7705502990348614,3.160220787039357,4.933754946733141,5.026913103488331,20.0
2021-05-17,7.244983653419701,1.0382179458288858,-2.753090925772093,1.1278670507613722,4.009628707344356,4.736599247436808,8.466666666666667
2021-05-18,3.2371723393844793,1.038375903636662,1.9504492059240552,2.4474765708314976,4.250822975517144,4.820759157385226,20.0
2021-05-19,6.95183505393764,1.038532605962161,-13.605970966230016,-4.961332746465914,0.0905595181177532,2.179307677267773,-2.164811643623102
2021-05-20,-3.849834617671878,1.042623461702299,-13.451641736321076,-7.339619377583907,-1.5166553882731102,1.4959252850132971,-8.466666666666667
2021-05-21,-6.1068996879975845,1.042892695462314,-15.23160096740962,-9.976552244157824,-3.3850842371379706,0.6142441113303444,-8.466666666666667
2021-05-22,-7.605471729964857,1.0433988202054,-17.115768843100533,-12.592643872117018,-5.396447578298832,-0.4024696351743141,-8.466666666666667
2021-05-23,-9.181471507217656,1.043966004694125,-18.94967317928773,-15.153271766443622,-7.518413000439631,-1.5511175470514236,-8.466666666666667
2021-05-24,-10.790591729750064,1.0448074153071139,-12.118635823502323,-13.747051611152788,-8.132719205316436,-2.219824465638542,-8.466666666666667
2021-05-25,-9.35100803495507,1.0463275626823285,-8.718114311272952,-12.65476589299476,-8.68499794451054,-2.8543121567857046,-8.466666666666667
2021-05-26,-8.659105420085643,1.0463200356037836,-4.926356060876532,-10.794170745230582,-8.713647468927409,-3.2983115085677417,-8.466666666666667
2021-05-27,-7.574987822199114,1.046293533060722,-5.374498075763278,-10.305572070687289,-9.040773229940108,-3.835186534861817,-8.99879837069093
2021-05-28,-7.858959443304486,1.0463314309818212,-7.845560562062125,-10.980872653447044,-9.72452705666054,-4.499607072241005,-16.933333333333334
2021-05-29,-10.46031435319075,1.0463683517449383,-8.248041830213808,-11.364376061720224,-10.397265919051767,-5.187887122518264,-16.933333333333334
2021-05-30,-10.909755630529189,1.0463808161360948,-6.791834815982844,-10.960308727149796,-10.760552791245845,-5.776406944648603,-16.933333333333334
2021-05-31,-10.71939958937423,1.0463578363614534,-3.1917044717542056,-9.259461554491825,-10.487372937732156,-6.110959064144112,-16.933333333333334
2021-06-01,-9.621960806717894,1.046255800462012,-2.360366753568689,-8.267769469133606,-10.355760044152944,-6.480946283349318,-16.933333333333334
2021-06-02,-9.290467872265388,1.046266844006776,-0.4307064281993357,-6.779960491094917,-9.910333219013468,-6.7035921282042255,-16.933333333333334
2021-06-03,-8.528609282286554,1.0462516377819446,2.5368985386595484,-4.60552838404196,-9.017584664949126,-6.7035061820568025,-8.466666666666667
2021-06-04,-5.494464943415067,1.046310154607046,-0.1234551531203711,-4.607815398174735,-8.78564935079104,-6.878441973054958,-16.933333333333334
2021-06-05,-7.813230968905597,1.0465448799201291,-2.4168021612739303,-5.177147496670321,-8.8912602924218,-7.193978145546859,-16.933333333333334
2021-06-06,-8.501292163088005,1.0466343708674513,-2.479973422266742,-5.208256179972531,-8.887398156651859,-7.478494213167719,-16.933333333333334
2021-06-07,-8.579694646578991,1.0466244589536975,-5.1786887185382255,-6.347010026410305,-9.276116179393798,-7.856409868050157,-16.933333333333334
2021-06-08,-9.545175457294667,1.0468139113574884,-6.487599430249397,-7.3419667259750305,-9.799758541891118,-8.342522499068059,-16.933333333333334
2021-06-09,-10.239212498300073,1.046843339215442,-4.935051082362893,-7.16155018967984,-9.94600581639342,-8.70833883772592,-16.933333333333334
2021-06-10,-9.983273522737418,1.0468097324496564,-5.975571666732453,-7.733265569837605,-10.333651729494198,-9.14371996488418,-16.933333333333334
2021-06-11,-10.493724982660854,1.0468695950301325,-6.892045859350617,-8.421476298711186,-10.837852920348377,-9.653012611063806,-16.933333333333334
2021-06-12,-11.0421965395538,1.0468973938766157,-5.983877858958473,-8.402462172435191,-11.125570043764943,-10.11231386926656,-16.933333333333334
2021-06-13,-11.004339081644462,1.046884563478497,-2.5983641007136,-6.999189645671646,-10.777301107525131,-10.295803916302772,-16.933333333333334
2021-06-14,-9.96657771813594,1.0468216296289814,-0.6493052911560669,-5.682662966258782,-10.359589398456729,-10.46458787787196,-16.933333333333334
2021-06-15,-9.230653416145827,1.0468090861285586,-0.8324618135134342,-5.103092926306047,-10.109001577258343,-10.666365052858383,-16.933333333333334
2021-06-16,-9.137678552857567,1.0468363608203661,-2.083931464448577,-5.18007417057698,-10.070522361271744,-10.92075083588978,-16.933333333333334
2021-06-17,-9.461616343474551,1.0469027361161034,-0.5262135295601761,-4.300712091937781,-9.661825375556706,-11.019703516110477,-16.933333333333334
2021-06-18,-8.886685923845711,1.0469264343889886,-2.627944242341718,-4.80183162339899,-9.700345009136727,-11.2249717491599,-16.933333333333334
2021-06-19,-9.484823210417238,1.047157525340488,-3.427642499732092,-5.185529285430633,-9.824997543178776,-11.523914491923144,-16.933333333333334
2021-06-20,-9.821494744201964,1.0471699944616468,-1.9753983086845208,-4.661624371510504,-9.618474495864714,-11.689278839976197,-16.933333333333334
2021-06-21,-9.399004184901838,1.0471702486096301,-7.321855408050823,-6.740587655273911,-10.07824798675438,-11.729948610731322,-16.933333333333334
2021-06-22,-11.069866540665759,1.048203943090936,-9.252259474212288,-8.404735860565465,-10.937236796842525,-12.315337012704813,-16.933333333333334
2021-06-23,-12.126643173140582,1.0482395119975563,-6.468414461464407,-8.0760279012651,-11.11186330217558,-12.65829730421735,-16.933333333333334
2021-06-24,-11.581693660323966,1.0481562240551199,-4.777787783797968,-7.589146147719811,-11.198033171357269,-13.015442653190508,-16.933333333333334
2021-06-25,-11.218073270992091,1.048148814058047,-6.720007709178737,-8.348461051973398,-11.617840093978756,-13.392401159208443,-20.0
2021-06-26,-12.596711603270203,1.0483507052884184,-6.173682226320847,-8.431647620699309,-11.92438424441139,-13.850213035680866,-20.0
2021-06-27,-12.659740743353192,1.0483401807277593,-3.588914381914412,-7.431147335822485,-11.750104915915276,-14.104390497081736,-20.0
2021-06-28,-11.92468853821334,1.0483324301587809,-1.401784456904414,-6.160352853998001,-11.3664103938878,-14.281488725327495,-20.0
2021-06-29,-11.156375630439323,1.0483337711196004,1.0052982839428657,-4.489270445342365,-10.6732781381085,-14.29422939147078,-16.933333333333334
2021-06-30,-9.516290779045228,1.0484003507899726,1.6123067505878534,-3.3691291303035835,-10.07831667104534,-14.336896202010058,-16.933333333333334
2021-07-01,-9.038285286266232,1.0483943859814056,-0.6324328201942929,-3.591383994425059,-9.892119432895388,-14.438239737480025,-20.0
2021-07-02,-10.183295015227875,1.0486528510312823,-1.3640075210044127,-3.689889578958507,-9.762529748031586,-14.614383082967418,-20.0
2021-07-03,-10.367153908168618,1.0486530488422117,-0.1880962067453787,-3.0707744560753523,-9.362201074632145,-14.66130414146706,-20.0
2021-07-04,-9.91689293915361,1.0486880951740511,2.722322656694057,-1.4445442637041244,-8.463233826238652,-14.426137212738915,-16.933333333333334
2021-07-05,-8.086183383995152,1.0489296812158002,2.202752505740581,-0.9255567785558386,-7.934174115311446,-14.365674063516304,-16.933333333333334
2021-07-06,-7.9629991422349615,1.0489780435879046,5.98339161297864,1.321446455632028,-6.539039414608494,-13.70808430100803,-8.466666666666667
2021-07-07,-4.494744112139847,1.0497347199165235,5.331069875987109,2.1098755656437884,-5.712646724899314,-13.44760752363466,-8.466666666666667
2021-07-08,-4.238134195020037,1.0497719569136466,1.0681534193225022,0.9493675988152872,-5.5763853635708704,-13.271040247346184,-8.466666666666667
2021-07-09,-5.313449003106223,1.0502310666158245,1.3158037326794942,0.9718349470683928,-5.19764405643381,-13.127370821870938,-8.466666666666667
2021-07-10,-5.1472617189966465,1.05028826208546,-0.6541965014779106,0.1111395856104735,-5.199589757238478,-13.10142559054026,-20.0
2021-07-11,-8.160309216132061,1.0503931154212713,0.3814079518939591,0.2962511771957428,-4.898575366770364,-12.985913154159222,-16.92419259743415
2021-07-12,-7.17052567871206,1.05044110325285,-0.3930569140083021,-0.0635684956496968,-4.820700737603135,-12.962837895826246,-20.0
2021-07-13,-8.034062923237236,1.050474432351388,-1.478331256923442,-0.678207201263503,-4.895587932096129,-13.002798049417429,-20.0
2021-07-14,-8.415576029689296,1.0505045443735983,-2.0314840372056686,-1.200434674188912,-5.004551067770531,-13.074913527370684,-20.0
2021-07-15,-8.67960674729992,1.0505103015912247,-3.4968594915759232,-2.1590395146332773,-5.328444898078545,-13.208208321121578,-20.0
2021-07-16,-9.285557675029871,1.0505794763411478,-5.743623709056084,-3.649315839538504,-5.940335116496783,-13.433315629716567,-20.0
2021-07-17,-10.247852894985032,1.0507042662849544,-5.010380421709679,-4.091516695669472,-6.288276630023463,-13.664272111648089,-20.0
2021-07-18,-10.308283780855946,1.050698219125233,-5.283940756317568,-4.700266539128543,-6.712976135926889,-13.93081584444999,-20.0
2021-07-19,-10.63921511586556,1.050724427989221,-6.842111867464556,-5.839434922525958,-7.362033440513185,-14.255127772219137,-20.0
2021-07-20,-11.411487693689168,1.0508065581520771,-8.746074282807426,-7.325596823376339,-8.226913627999053,-14.681319077227291,-20.0
2021-07-21,-12.396248314516153,1.050887464495831,-4.47324013866687,-6.211315063698114,-8.101068254231558,-14.67748905381631,-20.0
2021-07-22,-11.236983993005918,1.0509100074202866,-0.8611093968536115,-4.56261315199062,-7.6698842926544,-14.678763677306586,-20.0
2021-07-23,-10.041036581909767,1.0509250925655018,1.4312021194661406,-2.9495933812471624,-7.081371937781657,-14.624014155129773,-16.933333333333334
2021-07-24,-8.440494689728116,1.0509340120733508,2.1423072417569915,-1.824066990741884,-6.538669793034273,-14.57278955974138,-16.933333333333334
2021-07-25,-7.92958750509543,1.0509292518495796,2.5784037644656315,-0.8935872696497295,-5.977983981785047,-14.481903000407003,-16.933333333333334
2021-07-26,-7.505384323983835,1.05092688568048,3.44636904284323,0.1495524936092946,-5.299347983584293,-14.303139858043703,-12.952691707452804
2021-07-27,-6.086884750335637,1.05093934859818,5.599207244099802,1.7966499726769098,-4.277917418298505,-13.89180311272425,-8.466666666666667
2021-07-28,-4.044474217028263,1.0510298367665873,7.582596090694636,3.608759182015162,-3.076717122017079,-13.379568249845908,-8.466666666666667
2021-07-29,-2.886666136278836,1.0511035917775455,7.754190313480493,4.777362059927369,-2.032709391820932,-12.9343533562497,-8.466666666666667
2021-07-30,-2.2918660445332377,1.0511047636838604,9.74863785763786,6.5712070203719,-0.6462583258585193,-12.180591703337054,0.0
2021-07-31,0.7344083522122633,1.0512588537907275,12.033703666188124,8.680355293103652,0.97081867531932,-11.275982270736218,0.0
2021-08-01,2.1888048536208498,1.0514107295272264,7.0549317515364125,7.690296229885764,1.467106159254373,-10.65797617988093,0.0
2021-08-02,1.168254663329891,1.0516558993638818,5.641616456122431,7.31595784262437,2.002342265250476,-10.21603559176882,0.0
2021-08-03,0.9977898782639191,1.0516599005172795,1.8589766366836409,5.616571196512064,1.907184296060381,-9.919897983207989,0.0
2021-08-04,-0.11299075979241027,1.0517306615930906,7.1973679682886615,7.236147590106956,2.939550265740236,-8.730202596459554,0.0
2021-08-05,1.8186678163049126,1.0521211364777523,8.560991489335459,8.423647454090206,3.945257584268507,-8.082997734713345,0.0
