Asset,N,Sharpe_Strat,Sortino_Strat,CAGR_Strat,Vol_Strat,MaxDD_Strat,Calmar_Strat,Sharpe_Under,Sortino_Under,CAGR_Under,Vol_Under,MaxDD_Under,Calmar_Under,HitRate,AvgGross,CorrToUnderlying,AvgTurnover
dax,876,0.23535435006306352,0.33389800159819166,0.008836383080453869,0.040945153646643695,-0.13563071248869552,0.06515031085743474,0.5985464573572719,0.8468481768742565,0.10523098423384836,0.2017269125885449,-0.35034825573823436,0.30036109074415535,0.5342465753424658,0.1464879712137298,-0.05680301339820383,0.10094113737566583
ndx,876,0.031242843244491992,0.04214165990904075,0.0004832576639317576,0.028158934351765905,-0.08642899115794911,0.005591383833794884,1.0217779956787294,1.5285022930921284,0.1977716440553572,0.19581278660248205,-0.3449099577996946,0.5734007951437936,0.5388127853881278,0.11065774285914745,-0.09331430444221143,0.07115801523216292
spx,876,-0.05866654865154313,-0.07686329631974512,-0.001999485549250113,0.02760666117659789,-0.08598623609013978,-0.023253553593787297,0.7855072885206198,1.1248121448271007,0.12800192725856463,0.17283544147094004,-0.31810328505159513,0.40239108891253106,0.5388127853881278,0.11532779167684773,-0.07807967733074894,0.07667092596561309
sx5e,876,0.04973587289761649,0.06864292943119969,0.0009934389593759807,0.027647171974224703,-0.09549824656205785,0.010402693192177218,0.3618702173442851,0.5005239015278413,0.053957467771799994,0.20296768998512946,-0.3396251629726196,0.1588735866904833,0.5365296803652968,0.10777687270932527,0.16039906209939966,0.0713642842797755
