date,n_assets,port_ret,avg_p_up,avg_gross
2010-07-24,4,0.0023120393944590966,0.6542617775619233,0.1291759178589443
2010-07-31,4,-0.004967496257544636,0.6472888425443171,0.16030626141322402
2010-08-07,4,-0.001493379734665121,0.6779011154011153,0.14671851299175273
2010-08-14,4,0.00015836525489405843,0.5101870997219834,0.06043101236487865
2010-08-21,4,0.00034066072269454777,0.528353955830548,0.04286722984877524
2010-08-28,4,0.0002312354026303309,0.5487322511072463,0.05101248676526263
2010-09-04,4,0.001251098097365762,0.6487068965517241,0.13476188397575967
2010-09-11,4,-0.000977007328063697,0.5025518341307814,0.03614870056556696
2010-09-18,4,-0.002027851171545979,0.6379420030762045,0.16054195119111705
2010-09-25,4,0.00188149560406709,0.6180387409200969,0.11775546774532622
2010-10-02,4,0.0022312096536976408,0.5879494069149241,0.09661688351188405
2010-10-09,4,0.0015968876266658526,0.6488549618320609,0.16344076455221523
2010-10-16,4,-7.648234742095529e-05,0.8462128041871921,0.32280606374113047
2010-10-23,4,0.004695862673781467,0.6494360902255639,0.19071400269569358
2010-10-30,4,-0.0006779776532750341,0.5797079130412462,0.07120144411042846
2010-11-06,4,0.0017887712087091357,0.7070754716981131,0.2454327353015274
2010-11-13,4,-0.0012761620743054875,0.6204315852027931,0.1310953984349726
2010-11-20,4,0.0008664845960743863,0.587029927578263,0.07754194778892919
2010-11-27,4,-0.003127275014443565,0.39248366013071895,0.25956657636234526
2010-12-04,4,0.0,0.532710470607393,0.0
2010-12-11,4,-0.0025977766981819138,0.41984841431532177,0.27949476891602076
2010-12-18,4,0.005526123128030105,0.37888198757763975,0.40702547680065937
2010-12-25,4,-0.003767326635434074,0.3924716042429363,0.29528510230897287
2011-01-01,4,-0.006491851389524993,0.38823529411764707,0.2969458512737934
2011-01-08,4,1.4963384927367323e-05,0.4841507177033493,0.09796931731784841
2011-01-15,4,-6.024832832172359e-05,0.6131687242798354,0.10158496724936693
2011-01-22,4,-0.004322413490370266,0.4435317053327621,0.20492515110330214
2011-01-29,4,-0.0004201188922317562,0.4870065646465525,0.1532019489202936
2011-02-05,4,-0.0005942611460569455,0.5525863084717805,0.04119334362365914
2011-02-12,4,0.0,0.5868534482758622,0.0
2011-02-19,4,3.2559185372512246e-05,0.3977790645546922,0.1995839750227254
2011-02-26,4,0.004819559433735074,0.39316239316239315,0.22210298359973052
2011-03-05,4,0.007080408740752404,0.39669421487603307,0.2174885439758273
2011-03-12,4,-0.008778421616430067,0.38524590163934425,0.22892004884226821
2011-03-19,4,-0.003035011675175429,0.38486516235553114,0.17554177589927278
2011-03-26,4,0.0001799391571275675,0.4465360051832654,0.1113869109720273
2011-04-02,4,0.0002696855534696669,0.5232748538011696,0.042189430100331035
2011-04-09,4,-0.005856905546753785,0.20930232558139536,0.35566925483409734
2011-04-16,4,-0.006678638276762171,0.37362637362637363,0.3079231916617436
2011-04-23,4,0.003139437550846544,0.39296875,0.27563002601886666
2011-04-30,4,0.0016374671806714384,0.41962221781916653,0.1966145118580964
2011-05-07,4,0.002507182987954721,0.40476190476190477,0.2129937850218756
2011-05-14,4,0.002088336188898685,0.3769230769230769,0.25778364514354457
2011-05-21,4,0.006705343269062,0.3675,0.5013257851163083
2011-05-28,4,0.006534042988702599,0.3880042737048269,0.45118595089762226
2011-06-04,4,-0.002940578028264869,0.3805309734513274,0.41897577594672974
2011-06-11,4,0.0006875648949402816,0.4381443298969072,0.17913219692797383
2011-06-18,4,0.000963834922907758,0.5578366715518646,0.09274177889438157
2011-06-25,4,0.0007037925944487426,0.5473970473970474,0.02364892790463216
2011-07-02,4,0.0018286751026393559,0.470917588431847,0.1257617258605834
2011-07-09,4,-0.004110239650437636,0.3590752398081535,0.17763209254682844
2011-07-16,4,0.007339869343769312,0.3116883116883117,0.23505643778421853
2011-07-23,4,0.015115789013847353,0.4155107389991621,0.14924066636078462
2011-07-30,4,0.0013698739505769622,0.42832167832167833,0.07505559078322423
2011-08-06,4,0.00984958292804774,0.1400005,0.15291585682944117
2011-08-13,4,-0.005955227701103698,1e-06,0.1727554479603126
2011-08-20,4,-0.00029074408415759545,0.36685936738144886,0.09774876176379396
2011-08-27,4,0.004065978236178731,0.3621106902356902,0.12166640372585116
2011-09-03,4,-0.0029763226544058277,0.46836969667501993,0.05013119249649447
2011-09-10,4,0.0052635603074087,0.4058609666004033,0.0942642050740095
2011-09-17,4,0.0005011280888557018,0.5660359685275383,0.006608738800132254
2011-09-24,4,0.0,0.553030303030303,0.0
2011-10-01,4,-0.002619720898791817,0.49686520376175547,0.08121074390828678
2011-10-08,4,0.00030093922654525213,0.3440285204991087,0.12256993427037752
2011-10-15,4,-0.007825971199251974,0.35692946990116803,0.16105804590065337
2011-10-22,4,0.011189799846799596,0.11538511538461539,0.25823868937120764
2011-10-29,4,-0.001033732167756454,0.35408738548273433,0.1239486728009541
2011-11-05,4,0.007657956999287108,0.1287883787878788,0.1895390391896536
2011-11-12,4,0.0055499334008333925,0.37823834196891193,0.11193839383425472
2011-11-19,4,-0.01193618796186876,0.37917507428503316,0.13567753427142876
2011-11-26,4,-0.00041759115036163556,0.2118476941747573,0.13584413765522785
2011-12-03,4,-0.0021421058683989006,0.6237373737373737,0.05136923175834515
2011-12-10,4,-0.0013874318286716005,0.4613970588235294,0.043200551066789356
2011-12-17,4,8.414301488295896e-05,0.5171668062915933,0.013791279925110669
2011-12-24,4,0.001737693609123643,0.6375841493268054,0.09781921482753392
2011-12-31,4,0.00034931867450232264,0.560555557479984,0.020400441340059968
2012-01-07,4,0.005224053026828901,0.6361323155216287,0.15450826493797776
2012-01-14,4,0.0012608614409079261,0.6368286445012789,0.15249423047192992
2012-01-21,4,0.003438199872908103,0.6055074257425742,0.1112346472314932
2012-01-28,4,-0.0008665936866769221,0.6456521739130435,0.18564784185070948
2012-02-04,4,0.002290683718794284,0.6417910447761193,0.13782591382999837
2012-02-11,4,-0.00024065802115624818,0.43378234267617466,0.12315169925494794
2012-02-18,4,-0.002276451810275299,0.401033307205156,0.20773306640280523
2012-02-25,4,-0.0006612116413358713,0.6482450845119007,0.20603652558055613
2012-03-03,4,0.006602428673909222,0.6454275452410554,0.2074534714498657
2012-03-10,4,-0.0021959345872245096,0.6510638297872341,0.18335535388611582
2012-03-17,4,-0.00014371856285416978,0.6317516342071569,0.1281626981204739
2012-03-24,4,-0.001355181538377937,0.6187269829917248,0.1121919052854626
2012-03-31,4,-0.00254216559787268,0.6202457687813336,0.09539129935340461
2012-04-07,4,0.002342314574157701,0.6384819146353653,0.1861829967725224
2012-04-14,4,0.0020716020143781468,0.6377412991404819,0.1306677685703304
2012-04-21,4,-0.007148052692550965,0.7107312884461212,0.2037070488019137
2012-04-28,4,-0.001103649505169106,0.7976190476190477,0.2648510954187404
2012-05-05,4,-0.012493944755651017,0.7685483870967742,0.2628295833842547
2012-05-12,4,0.003459102403432699,0.8977270227272727,0.2468667012129767
2012-05-19,4,-0.00947904823965421,0.88,0.26013800361876577
2012-05-26,4,0.0073608073412197335,0.9565209891304347,0.23491364130565875
2012-06-02,4,0.002811448915260136,0.8207388662790691,0.22066346541326523
2012-06-09,4,0.00046757201667670144,0.9596766693548386,0.2543691884902507
2012-06-16,4,0.006132276356554689,0.999999,0.27537393932916926
2012-06-23,4,-0.0019071823817695685,0.8235294117647058,0.518283260159993
2012-06-30,4,0.003653303571513191,0.8723483381644439,0.485248834907724
2012-07-07,4,0.003040318481993528,0.7858108108108108,0.44677530910746793
2012-07-14,4,0.006479845262943744,0.7900997150997151,0.4394802912147216
2012-07-21,4,0.0077444197877304145,0.7719512195121951,0.45214473772631797
2012-07-28,4,0.006200471819928291,0.746031746031746,0.4448777029536039
2012-08-04,4,0.007900701131844563,0.7526881720430108,0.5183338322386546
2012-08-11,4,-0.004427465126783207,0.7625,0.5918755855619616
2012-08-18,4,-0.0001599339747363916,0.6282494758909853,0.1480347815434638
2012-08-25,4,0.003924447482633031,0.6212962962962965,0.13699132448273957
2012-09-01,4,0.00284008460004017,0.636094674556213,0.14566215035969976
2012-09-08,4,-5.8330634387615836e-05,0.6591478696741854,0.1742465986528015
2012-09-15,4,-0.0044889269069053545,0.6392857142857142,0.16339417226875497
2012-09-22,4,0.001824859970511449,0.6314285714285712,0.10669754603898444
2012-09-29,4,-0.003187138930990262,0.6361708769570648,0.12421875926738132
2012-10-06,4,0.0008261764938273901,0.6253602305475503,0.10438086021598192
2012-10-13,4,-0.0027812074849066586,0.7115718277642934,0.2205487118561306
2012-10-20,4,0.001959856761879963,0.6711696562032885,0.1544866106833437
2012-10-27,4,-0.004023246282589619,0.649798682284041,0.15173518523159424
2012-11-03,4,-0.002133371301050427,0.6212017919750681,0.10347925412711394
2012-11-10,4,0.004382778112595578,0.6069057104913679,0.09778482490353496
2012-11-17,4,0.0005051466524242304,0.5995920380166772,0.04879982891596636
2012-11-24,4,0.00021369658080890432,0.712280701754386,0.17691767387040405
2012-12-01,4,0.0004928340130431065,0.7107441471571907,0.19284617605187437
2012-12-08,4,0.0027725141165604113,0.7468637992831542,0.29152710128046966
2012-12-15,4,-0.005927739315607499,0.7579744816586922,0.5754774827473362
2012-12-22,4,0.009872414044729858,0.705161972858602,0.26979689121021
2012-12-29,4,-0.0006215642103362631,0.6367745535714285,0.194222240538822
2013-01-05,4,0.00013330868586995537,0.7060628375061364,0.2632565163521098
2013-01-12,4,0.0012489244248559532,0.6091772151898734,0.10429246403294047
2013-01-19,4,-4.32652539132419e-05,0.6871069182389936,0.2519123225341134
2013-01-26,4,-0.005577135797633194,0.7402894491129786,0.4768218599286937
2013-02-02,4,-0.00047646865363125835,0.6120689655172414,0.13774465950442688
2013-02-09,4,-0.00011610175954874323,0.6110397946084727,0.13644174516904953
2013-02-16,4,0.00014280827722113474,0.6315067690324092,0.16680531703673168
2013-02-23,4,0.004985825665801113,0.6295516529161389,0.15909968691754822
2013-03-02,4,0.0009443549541936227,0.7188599798893917,0.30697464095407895
2013-03-09,4,-0.002565400275026296,0.686048900760222,0.27661690267170336
2013-03-16,4,-0.0009087759923818448,0.6527288868303227,0.1701751872629388
2013-03-23,4,-0.0016908683227562322,0.6162162162162163,0.11625649170695579
2013-03-30,4,0.004444856455479001,0.6466174248782944,0.20218136457775351
2013-04-06,4,-0.00873640691891922,0.7179245283018868,0.3139087014174534
2013-04-13,4,0.011821160991915082,0.8928571428571429,0.36567456711571233
2013-04-20,4,0.0030845101395129302,0.6447067957617831,0.08974205436861268
2013-04-27,4,0.0030224001867835853,0.8141025641025641,0.24557196973023981
2013-05-04,4,0.005287576740318216,0.9802624078947367,0.3235926388975715
2013-05-11,4,-0.007098980679720007,0.999999,0.5548667042715775
2013-05-18,4,-0.0009724029592453148,0.842741935483871,0.4002779360015265
2013-05-25,4,-0.0014316785213744818,0.7058823529411765,0.28984186971557546
2013-06-01,4,-0.0029568510900328413,0.6432931442445391,0.17923435047210196
2013-06-08,4,-0.004769373951662537,0.6105100463678517,0.1394987839386117
2013-06-15,4,0.0017978635479747405,0.6215921267835993,0.1124919468847598
2013-06-22,4,-0.000568561420635786,0.48663101604278075,0.07480158221584346
2013-06-29,4,0.0031638890052411023,0.6093979441997065,0.08473696962450686
2013-07-06,4,-0.0005919315699778249,0.4666683959327661,0.09816807811683187
2013-07-13,4,0.00013230481283070904,0.5927934868612835,0.04688969940396523
2013-07-20,4,0.0015610019486577398,0.6080892608089262,0.0683666141964177
2013-07-27,4,-0.00045460851095090686,0.6103351955307262,0.10638495746921178
2013-08-03,4,-0.00046658108442215957,0.6106870229007635,0.12563043313899255
2013-08-10,4,0.0,0.5714285714285714,0.0
2013-08-17,4,0.004998152683811096,0.4480254718709914,0.19798268894227844
2013-08-24,4,-0.0036871381799426406,0.43087686567164174,0.18495950945907544
2013-08-31,4,-0.004397993179396591,0.39553752535496955,0.2088765361979277
2013-09-07,4,-0.0027029300033872346,0.4350198412698413,0.16998852976692003
2013-09-14,4,-8.069992357433471e-05,0.5428397907685779,0.04740367234576481
2013-09-21,4,0.00011487484192752176,0.5959784494935226,0.03026764687005603
2013-09-28,4,0.0006751593679194042,0.6065808297567954,0.08242323284828333
2013-10-05,4,0.0010784989521256058,0.5871503680798356,0.029051913922135443
2013-10-12,4,0.0003007983084787074,0.5288006111535524,0.06983985770294687
2013-10-19,4,0.0003301320994895055,0.6107921928817451,0.136846817105504
2013-10-26,4,0.00030456614718117484,0.6107921928817454,0.13327566044535705
2013-11-02,4,0.001533634436835512,0.6290105820105819,0.16098018348594706
2013-11-09,4,0.0005409398060455089,0.5430039603605541,0.1364842297924799
2013-11-16,4,0.003922392678081441,0.6135857461024499,0.21769980352794122
2013-11-23,4,-0.0032053062757515204,0.6194444444444444,0.18713006114507286
2013-11-30,4,-0.0018859516825766353,0.6146288209606987,0.11304283481213727
2013-12-07,4,0.0024908317095236362,0.6099773242630389,0.07015548443824315
2013-12-14,4,0.0013101127258315593,0.6147902869757175,0.08412105591607846
2013-12-21,4,-0.00124076780836561,0.6419426048565121,0.11294990943062581
2013-12-28,4,0.0006017311098950746,0.6164383561643838,0.08612516188041466
2014-01-04,4,-0.00017128932398959075,0.5165118679050568,0.08174018350009618
2014-01-11,4,-0.0035377755777442977,0.6181818181818182,0.12539108315543632
2014-01-18,4,-0.000535502349481781,0.6224622483221478,0.09481835307248011
2014-01-25,4,0.0004369574545611167,0.6104190260475651,0.06069004996938894
2014-02-01,4,0.0025474725218350065,0.612794612794613,0.08880516013470263
2014-02-08,4,4.5254081684665804e-05,0.6179775280898876,0.08698633720475499
2014-02-15,4,0.0008213201550908136,0.6149553571428571,0.10461701780240733
2014-02-22,4,-0.0011187482798824988,0.6175000000000002,0.11980270813120987
2014-03-01,4,-0.0027356964670101807,0.6261744007430429,0.11048571302012586
2014-03-08,4,0.0011666730110544811,0.5937199374699375,0.06949113144856653
2014-03-15,4,0.0002663491435526501,0.6189451022604949,0.0911333073061603
2014-03-22,4,0.00046710166226505463,0.6232269503546098,0.09101646494571733
2014-03-29,4,-0.0030955367909613375,0.623210702341137,0.09852119157918435
2014-04-05,4,0.0013490126915273759,0.6234573761154357,0.07040367841532187
2014-04-12,4,-7.4081911434675e-05,0.6112334801762116,0.054147662704322364
2014-04-19,4,0.0007928930117867529,0.6088362068965517,0.05758923185259484
2014-04-26,4,-9.103599992353668e-05,0.6094316807738817,0.05823154889068302
2014-05-03,4,0.0008049601601700887,0.6746031746031746,0.2984959004942462
2014-05-10,4,0.0010246648134422988,0.6068376068376068,0.06171047491052179
2014-05-17,4,0.0033707825198876712,0.6344787318624527,0.20829750101935596
2014-05-24,4,0.0030077912948232787,0.656934306569343,0.2793166273259634
2014-05-31,4,-0.002352032722668285,0.6749999999999999,0.38279415048054316
2014-06-07,4,0.0011278698996980577,0.6122448979591837,0.1335001212752825
2014-06-14,4,-0.0012352963267728404,0.6142011834319526,0.14932557105166588
2014-06-21,4,0.0017752765075437595,0.6105820105820104,0.09740054344178226
2014-06-28,4,-0.0024665957824670914,0.6147540983606558,0.12788579583351184
2014-07-05,4,0.0011162379308556727,0.6736235340886503,0.20086066131858982
2014-07-12,4,0.0002123998313544643,0.644927536231884,0.1629594314540744
2014-07-19,4,-0.005885978170921037,0.6626602564102564,0.19077574313314258
2014-07-26,4,-0.003053501265315506,0.9583325833333333,0.37992919206568765
2014-08-02,4,0.0014408632281931522,0.6264271586592296,0.10722412909586436
2014-08-09,4,0.0023093076110039055,0.6298951402463095,0.11038715316105224
2014-08-16,4,0.0035876554515386475,0.7608784893267652,0.2740150686474529
2014-08-23,4,0.006240476127640983,0.7905597940987223,0.44269424825450454
2014-08-30,4,-0.006197820105646692,0.85,0.6446105829426492
2014-09-06,4,0.0050172276958598445,0.8192904197366009,0.4252350479674758
2014-09-13,4,-0.002712351343995705,0.6296171508435658,0.14951325334490026
2014-09-20,4,-0.005946759895923621,0.7916666666666666,0.3799513895355957
2014-09-27,4,-0.010850571792971707,0.717948717948718,0.2758438245371088
2014-10-04,4,-0.002146887648753513,0.9134610384615385,0.31068739525857714
2014-10-11,4,0.010819907889057961,0.757517158731888,0.28314612164395814
2014-10-18,4,0.005884603185137927,0.7297594263243117,0.1883607472054687
2014-10-25,4,-0.0006726370550067824,0.8577583706896551,0.2579650365803103
2014-11-01,4,0.0008279605945111887,0.8947363421052631,0.3500433069873882
2014-11-08,4,0.00964748491165568,0.7790697674418605,0.33915810323141626
2014-11-15,4,0.005605035728402597,0.7951807228915663,0.385601717778933
2014-11-22,4,0.0012676676944507557,0.8056619157065503,0.4485014171338036
2014-11-29,4,-0.01935566640672426,0.7978723404255319,0.47326703781859747
2014-12-06,4,0.006368961976260672,0.999999,0.253533900877381
2014-12-13,4,0.001132319169136328,0.6562499999999999,0.10758264257165868
2014-12-20,4,-0.004836083772853715,0.999999,0.2957507998198914
2014-12-27,4,-0.0031838634653849774,0.999999,0.2721210269464976
2015-01-03,4,0.00649760159838202,0.8928568928571428,0.354502372437528
2015-01-10,4,0.00813795726429106,0.7527397260273974,0.2570653688290161
2015-01-17,4,-0.003550122548566166,0.8243053055555555,0.21969291164014193
2015-01-24,4,0.005519245347840538,0.999999,0.2680163198780029
2015-01-31,4,0.003921364745157728,0.7473875136451882,0.20745713078564026
2015-02-07,4,0.0024000179045545866,0.8453261891499589,0.25220491295210273
2015-02-14,4,0.010414773801363873,0.8232189933116419,0.509324532000604
2015-02-21,4,8.15018914012976e-05,0.6984126984126984,0.29759083090752053
2015-02-28,4,0.004078811357493823,0.999999,0.4978612225956553
2015-03-07,4,0.010829789325136114,0.8666666666666667,0.5044918721724116
2015-03-14,4,-0.006318046640813688,0.7503623188405797,0.36415485917109214
2015-03-21,4,0.0018136497720704285,0.9705874852941176,0.3771491008160548
2015-03-28,4,0.005852301791792466,0.7086346543378923,0.2256291330742545
2015-04-04,4,-0.011580037109020908,0.9,0.38501873411098975
2015-04-11,4,0.00687122300561956,0.9111052637130583,0.31020136372299306
2015-04-18,4,-0.0026168683840596192,0.692063492063492,0.18345268714284235
2015-04-25,4,0.0016317050236081252,0.8877005347593583,0.2750818267564789
2015-05-02,4,-0.00036596283756742785,0.6523625843780135,0.1306628843648719
2015-05-09,4,0.00283062120726762,0.6527589453860642,0.10683332262441735
2015-05-16,4,-0.0006343073471838207,0.6118421052631577,0.04911740480870051
2015-05-23,4,-0.0013687344421921214,0.6473373292711645,0.09779460784702929
2015-05-30,4,-0.0002080575477477753,0.6180830039525692,0.09036448746712852
2015-06-06,4,0.00022513918982547108,0.6048462255358809,0.044845195672108804
2015-06-13,4,0.0007793219186178816,0.6026490066225165,0.016266115155883807
2015-06-20,4,-0.0009048426722360564,0.6028708133971293,0.038578651406753955
2015-06-27,4,0.0010306574136798171,0.64006107369056,0.040749861689909926
2015-07-04,4,-0.0006735563977830344,0.5604393571040412,0.016793983975558223
2015-07-11,4,0.0006234029212723786,0.5505644902343982,0.027883852022676247
2015-07-18,4,0.00032388567881185524,0.626605136436597,0.04681478321927058
2015-07-25,4,0.0,0.5986590038314176,0.0
2015-08-01,4,0.0,0.5975733063700708,0.0
2015-08-08,4,-0.0071177796932192314,0.6574223906655878,0.09617939835964998
2015-08-15,4,0.0025871856881746506,0.7202270023790641,0.14697224456949015
2015-08-22,4,-0.001528213760910426,0.6282900566020038,0.04511527053084079
2015-08-29,4,0.00271771659960331,0.8214283214285714,0.17424239125471794
2015-09-05,4,-0.001209003806942978,0.6859506916834333,0.09152069659913027
2015-09-12,4,-0.004982788124983995,0.7796610169491526,0.2676704223579387
2015-09-19,4,-0.0002491930300639755,0.7482355607355607,0.23677162054919698
2015-09-26,4,0.008961100638717596,0.6859944711637276,0.19286980763449352
2015-10-03,4,0.00032489974277320164,0.6021409455842995,0.030093015128387388
2015-10-10,4,0.00760724743722703,0.6985108820160366,0.16187133712305113
2015-10-17,4,0.00028378382557957325,0.6182456140350877,0.053628561461176616
2015-10-24,4,0.002883209067433734,0.7326161112568879,0.23024788829998644
2015-10-31,4,-0.009199655227413017,0.7322802422655099,0.2678690273393293
2015-11-07,4,0.00684046618248224,0.7567567567567568,0.19757423172537825
2015-11-14,4,0.0,0.5989061075660893,0.0
2015-11-21,4,-0.005103598030642848,0.7627118644067796,0.24007058347659999
2015-11-28,4,-0.005227559908102552,0.6974921630094044,0.1369655556882904
2015-12-05,4,0.0011862861731734143,0.8742116848739495,0.20454749185140073
2015-12-12,4,0.0021754665827903555,0.6608695652173913,0.11593957756297016
2015-12-19,4,-0.001071796134338605,0.7618729096989967,0.22639653263574125
2015-12-26,4,-0.01834584527115063,0.774822695035461,0.2589135601009896
2016-01-02,4,-0.005269698845750691,0.9959734875856344,0.19422631546394006
2016-01-09,4,0.0025390248476537176,0.6970588235294117,0.11321597764281555
2016-01-16,4,0.00023650502506521095,0.6365238965787412,0.051330566149676925
2016-01-23,4,-0.005273961455897283,0.6893492134743746,0.09471365001564429
2016-01-30,4,-0.003286641198216979,0.7230769230769231,0.15552346273655343
2016-02-06,4,0.002935609181586143,0.6447151600753296,0.08048661033667419
2016-02-13,4,0.0010141798409782651,0.6470785200066966,0.06189987572952771
2016-02-20,4,0.0042238310768717155,0.77343725,0.14351452271735246
2016-02-27,4,0.0014323873695158995,0.7009803921568627,0.17274162204276597
2016-03-05,4,0.0021365885796770737,0.7867644558823529,0.2880552509009414
2016-03-12,4,-0.003152088924480787,0.723404255319149,0.34267942814018093
