Asset,N,Sharpe_Strat,Sortino_Strat,CAGR_Strat,Vol_Strat,MaxDD_Strat,Calmar_Strat,Sharpe_Under,Sortino_Under,CAGR_Under,Vol_Under,MaxDD_Under,Calmar_Under,HitRate,AvgER,AvgGross,CorrToUnderlying,AvgTurnover
dax,876,0.17816768623853535,0.2685713277506784,0.015660928315891054,0.14946908377107065,-0.41053768896005316,0.03814735829872838,0.5985464573572719,0.8468481768742565,0.10523098423384836,0.2017269125885449,-0.35034825573823436,0.30036109074415535,0.5148401826484018,0.0007485445903722543,0.6880802732224198,-0.015450417622373369,0.6839918222313733
ndx,876,0.1335311203919674,0.19375187025374246,0.008948103898583248,0.1417191350164478,-0.34725161401595983,0.02576835797852329,1.0217779956787294,1.5285022930921284,0.1977716440553572,0.19581278660248205,-0.3449099577996946,0.5734007951437936,0.521689497716895,0.00027760050762737115,0.6179600579806322,-0.1528618037985721,0.682229420553777
spx,876,-0.1409029243701541,-0.1992982546860842,-0.026584211931365842,0.13089856514179415,-0.49849976716946276,-0.05332843399770066,0.7855072885206198,1.1248121448271007,0.12800192725856463,0.17283544147094004,-0.31810328505159513,0.40239108891253106,0.4920091324200913,0.00022941102429195175,0.693809799347077,-0.22649083798433414,0.7234921992069117
sx5e,876,0.23325199081625672,0.3506914986453404,0.023518969900041764,0.1434243754310199,-0.41860057747042534,0.056184752639772476,0.3618702173442851,0.5005239015278413,0.053957467771799994,0.20296768998512946,-0.3396251629726196,0.1588735866904833,0.5045662100456622,0.0010763088225484911,0.62958667128039,0.010737332523533405,0.6649533400883528
