date,roll_corr_to_basket_26w,roll_corr_to_basket_52w
2008-11-29,,
2008-12-06,,
2008-12-13,,
2008-12-20,,
2008-12-27,,
2009-01-03,,
2009-01-10,,
2009-01-17,,
2009-01-24,,
2009-01-31,,
2009-02-07,,
2009-02-14,,
2009-02-21,,
2009-02-28,,
2009-03-07,,
2009-03-14,,
2009-03-21,,
2009-03-28,,
2009-04-04,,
2009-04-11,,
2009-04-18,,
2009-04-25,,
2009-05-02,,
2009-05-09,,
2009-05-16,,
2009-05-23,-0.684241331507324,
2009-05-30,-0.7322531305254346,
2009-06-06,-0.740866329574917,
2009-06-13,-0.7522230363525707,
2009-06-20,-0.82804941912899,
2009-06-27,-0.8285023957008991,
2009-07-04,-0.8453829794564003,
2009-07-11,-0.8521012785137836,
2009-07-18,-0.8495323159429536,
2009-07-25,-0.8305929981855772,
2009-08-01,-0.8176991458342532,
2009-08-08,-0.8035865279635278,
2009-08-15,-0.802111659966352,
2009-08-22,-0.7731375532010754,
2009-08-29,-0.6802449616462989,
2009-09-05,-0.6699012754612177,
2009-09-12,-0.6640427370318025,
2009-09-19,-0.6290586945135901,
2009-09-26,-0.5383104970604947,
2009-10-03,-0.5279212370031994,
2009-10-10,-0.5277045274556056,
2009-10-17,-0.39707213368728606,
2009-10-24,-0.3369683695644099,
2009-10-31,-0.2387502428568109,
2009-11-07,-0.2310540203002776,
2009-11-14,-0.21606283826631661,
2009-11-21,-0.19747352307411417,-0.493479687017548
2009-11-28,-0.19536367145188818,-0.5168182697302877
2009-12-05,-0.16068330712064996,-0.5166584809765765
2009-12-12,-0.12620821103568375,-0.5071636479808855
2009-12-19,-0.0931365473994508,-0.5430923603258351
2009-12-26,-0.041987709048945464,-0.5299502480860511
2010-01-02,0.6608985999110044,-0.5328396111454139
2010-01-09,0.797357020025487,-0.5292082397749792
2010-01-16,0.8081897492916317,-0.5159311976939779
2010-01-23,0.8108322210604095,-0.4791842049895802
2010-01-30,0.797755024883357,-0.45907677910981937
2010-02-06,0.802610524950497,-0.4084636935934664
2010-02-13,0.782689224032671,-0.3999502282979734
2010-02-20,0.719818773814178,-0.36361783810812226
2010-02-27,0.687789906255839,-0.26489675417006575
2010-03-06,0.682136514654377,-0.26196452095692435
2010-03-13,0.6709084638615365,-0.28068351965067967
2010-03-20,0.6532058603563486,-0.272608197912594
2010-03-27,0.6045716152582673,-0.2677789508378155
2010-04-03,0.5948663501699087,-0.24821230302522604
2010-04-10,0.5827013221383319,-0.24817658191437816
2010-04-17,0.22766357629989248,-0.2649121968588601
2010-04-24,-0.020423262415861086,-0.25364365967008984
2010-05-01,-0.018177293463719036,-0.19105461815645125
2010-05-08,-0.044510651108284394,-0.1888997518593274
