date,n_assets,n_active,port_ret,avg_p_up
2011-09-10,4,3,0.05672782307217686,0.4058609666004033
2011-09-17,4,0,0.0,0.5660359685275383
2011-09-24,4,0,0.0,0.553030303030303
2011-10-01,4,4,-0.011809472261250675,0.49686520376175547
2011-10-08,4,4,0.0027543904158889502,0.3440285204991087
2011-10-15,4,4,-0.0455154742368095,0.35692946990116803
2011-10-22,4,4,0.04320088646612337,0.11538511538461539
2011-10-29,4,4,-0.0095083564838273,0.35408738548273433
2011-11-05,4,4,0.040418621413216005,0.1287883787878788
2011-11-12,4,4,0.050416867425010524,0.37823834196891193
2011-11-19,4,4,-0.09017623408670963,0.37917507428503316
2011-11-26,4,4,-0.00014526276660645036,0.2118476941747573
2011-12-03,4,4,-0.04258141802726805,0.6237373737373737
2011-12-10,4,2,-0.0297559491464334,0.4613970588235294
2011-12-17,4,0,0.0,0.5171668062915933
2011-12-24,4,4,0.017445229026870474,0.6375841493268054
2011-12-31,4,1,0.0171230939899507,0.560555557479984
2012-01-07,4,4,0.03209920769346718,0.6361323155216287
2012-01-14,4,4,0.0079144432698865,0.6368286445012789
2012-01-21,4,1,0.0322290714186046,0.6055074257425742
2012-01-28,4,4,-0.004767598468102775,0.6456521739130435
2012-02-04,4,4,0.016862833955546448,0.6417910447761193
2012-02-11,4,2,-0.0018679770928568499,0.43378234267617466
2012-02-18,4,3,-0.010516135110601666,0.401033307205156
2012-02-25,4,4,-0.0037278383555547,0.6482450845119007
2012-03-03,4,4,0.031563718375581626,0.6454275452410554
2012-03-10,4,4,-0.013411709795904175,0.6510638297872341
2012-03-17,4,2,-0.01302021199823165,0.6317516342071569
2012-03-24,4,1,-0.0342068720532197,0.6187269829917248
2012-03-31,4,2,-0.0310629037222154,0.6202457687813336
2012-04-07,4,4,0.007850434895832476,0.6384819146353653
2012-04-14,4,3,0.013255563168389299,0.6377412991404819
2012-04-21,4,3,-0.033498938443043996,0.7107312884461212
2012-04-28,4,4,-0.003555216595701674,0.7976190476190477
2012-05-05,4,4,-0.04779105756216893,0.7685483870967742
2012-05-12,4,4,0.013998342503200051,0.8977270227272727
2012-05-19,4,4,-0.036494133967507676,0.88
2012-05-26,4,4,0.03193945870199408,0.9565209891304347
2012-06-02,4,4,0.01278739581893785,0.8207388662790691
2012-06-09,4,4,0.001932136947446175,0.9596766693548386
2012-06-16,4,4,0.023016511535687876,0.999999
2012-06-23,4,4,-0.005165509763667775,0.8235294117647058
2012-06-30,4,4,0.0061427042662073,0.8723483381644439
2012-07-07,4,4,0.0046538870839429,0.7858108108108108
2012-07-14,4,4,0.01642411973173825,0.7900997150997151
2012-07-21,4,4,0.0179801652315107,0.7719512195121951
2012-07-28,4,4,0.015270456613104999,0.746031746031746
2012-08-04,4,4,0.015901504119972626,0.7526881720430108
2012-08-11,4,4,-0.007693303179329975,0.7625
2012-08-18,4,3,-0.0008845761911681333,0.6282494758909853
2012-08-25,4,1,0.0401071819265705,0.6212962962962965
2012-09-01,4,4,0.019866718942872223,0.636094674556213
2012-09-08,4,4,-0.0007496447727711001,0.6591478696741854
2012-09-15,4,4,-0.028605668957910876,0.6392857142857142
2012-09-22,4,3,0.023532983653685665,0.6314285714285712
2012-09-29,4,4,-0.025419947546288974,0.6361708769570648
2012-10-06,4,1,0.0296262995678568,0.6253602305475503
2012-10-13,4,4,-0.0144498205348573,0.7115718277642934
2012-10-20,4,2,0.019352247970435853,0.6711696562032885
2012-10-27,4,1,-0.027173340159923,0.649798682284041
2012-11-03,4,1,-0.0211708914356687,0.6212017919750681
2012-11-10,4,0,0.0,0.6069057104913679
2012-11-17,4,0,0.0,0.5995920380166772
2012-11-24,4,4,0.0031744548739874,0.712280701754386
2012-12-01,4,4,0.0034491499608267752,0.7107441471571907
2012-12-08,4,4,0.009671739653846899,0.7468637992831542
2012-12-15,4,4,-0.013382646300735275,0.7579744816586922
2012-12-22,4,3,0.04079792735960927,0.705161972858602
2012-12-29,4,1,-0.0078237018043123,0.6367745535714285
2013-01-05,4,4,0.0007238575344349249,0.7060628375061364
2013-01-12,4,0,0.0,0.6091772151898734
2013-01-19,4,4,0.0002971897572302748,0.6871069182389936
2013-01-26,4,4,-0.011308446236543375,0.7402894491129786
2013-02-02,4,0,0.0,0.6120689655172414
2013-02-09,4,0,0.0,0.6110397946084727
2013-02-16,4,1,-0.0050569380810251,0.6315067690324092
2013-02-23,4,1,0.0428126492786855,0.6295516529161389
2013-03-02,4,4,0.002599802783512575,0.7188599798893917
2013-03-09,4,4,-0.008612975048721976,0.686048900760222
2013-03-16,4,3,-0.009421655719906066,0.6527288868303227
2013-03-23,4,1,-0.0147636069847028,0.6162162162162163
2013-03-30,4,2,0.024604641159228502,0.6466174248782944
2013-04-06,4,4,-0.026669232026642297,0.7179245283018868
2013-04-13,4,4,0.0321425553170296,0.8928571428571429
2013-04-20,4,2,0.0346291055347257,0.6447067957617831
2013-04-27,4,4,0.012839686180264001,0.8141025641025641
2013-05-04,4,4,0.0157337449190993,0.9802624078947367
2013-05-11,4,4,-0.013333670649555623,0.999999
2013-05-18,4,4,-0.0018383990408300998,0.842741935483871
2013-05-25,4,4,-0.0042304199842243245,0.7058823529411765
2013-06-01,4,2,-0.0180938420505238,0.6432931442445391
2013-06-08,4,0,0.0,0.6105100463678517
2013-06-15,4,1,0.020831699013132,0.6215921267835993
2013-06-22,4,0,0.0,0.48663101604278075
2013-06-29,4,0,0.0,0.6093979441997065
2013-07-06,4,1,-0.0154400026917196,0.4666683959327661
2013-07-13,4,0,0.0,0.5927934868612835
2013-07-20,4,0,0.0,0.6080892608089262
2013-07-27,4,0,0.0,0.6103351955307262
2013-08-03,4,0,0.0,0.6106870229007635
2013-08-10,4,0,0.0,0.5714285714285714
2013-08-17,4,2,0.01725192166056205,0.4480254718709914
2013-08-24,4,4,-0.02110386486740025,0.43087686567164174
2013-08-31,4,4,-0.0212806198139102,0.39553752535496955
2013-09-07,4,4,-0.017024950905934175,0.4350198412698413
2013-09-14,4,0,0.0,0.5428397907685779
2013-09-21,4,0,0.0,0.5959784494935226
2013-09-28,4,0,0.0,0.6065808297567954
2013-10-05,4,0,0.0,0.5871503680798356
2013-10-12,4,0,0.0,0.5288006111535524
2013-10-19,4,0,0.0,0.6107921928817451
2013-10-26,4,0,0.0,0.6107921928817454
2013-11-02,4,1,0.0064647716077248,0.6290105820105819
2013-11-09,4,0,0.0,0.5430039603605541
2013-11-16,4,0,0.0,0.6135857461024499
2013-11-23,4,0,0.0,0.6194444444444444
2013-11-30,4,0,0.0,0.6146288209606987
2013-12-07,4,0,0.0,0.6099773242630389
2013-12-14,4,0,0.0,0.6147902869757175
2013-12-21,4,2,-0.01397851339374415,0.6419426048565121
2013-12-28,4,0,0.0,0.6164383561643838
2014-01-04,4,1,0.0019919994355096,0.5165118679050568
2014-01-11,4,0,0.0,0.6181818181818182
2014-01-18,4,1,-0.0047024635096756,0.6224622483221478
2014-01-25,4,0,0.0,0.6104190260475651
2014-02-01,4,0,0.0,0.612794612794613
2014-02-08,4,0,0.0,0.6179775280898876
2014-02-15,4,0,0.0,0.6149553571428571
2014-02-22,4,0,0.0,0.6175000000000002
2014-03-01,4,1,-0.0292927041233349,0.6261744007430429
2014-03-08,4,0,0.0,0.5937199374699375
2014-03-15,4,0,0.0,0.6189451022604949
2014-03-22,4,1,0.0113255291696523,0.6232269503546098
2014-03-29,4,1,-0.0392418549532423,0.623210702341137
2014-04-05,4,1,0.0254377184965983,0.6234573761154357
2014-04-12,4,0,0.0,0.6112334801762116
2014-04-19,4,0,0.0,0.6088362068965517
2014-04-26,4,0,0.0,0.6094316807738817
2014-05-03,4,4,0.0024828083244388998,0.6746031746031746
2014-05-10,4,0,0.0,0.6068376068376068
2014-05-17,4,2,0.01542076015683785,0.6344787318624527
2014-05-24,4,4,0.01215798027005905,0.656934306569343
2014-05-31,4,4,-0.005684055408987575,0.6749999999999999
2014-06-07,4,0,0.0,0.6122448979591837
2014-06-14,4,0,0.0,0.6142011834319526
2014-06-21,4,0,0.0,0.6105820105820104
2014-06-28,4,0,0.0,0.6147540983606558
2014-07-05,4,4,0.005569306328053925,0.6736235340886503
2014-07-12,4,4,0.0005159985393745282,0.644927536231884
2014-07-19,4,4,-0.031425518276053346,0.6626602564102564
2014-07-26,4,4,-0.009419536091716375,0.9583325833333333
2014-08-02,4,1,0.0088764579307776,0.6264271586592296
2014-08-09,4,2,0.02426915797174475,0.6298951402463095
2014-08-16,4,4,0.013208896910147625,0.7608784893267652
2014-08-23,4,4,0.016387111025262427,0.7905597940987223
2014-08-30,4,4,-0.0095517136390659,0.85
2014-09-06,4,4,0.01181365949365925,0.8192904197366009
2014-09-13,4,2,-0.02140645353817035,0.6296171508435658
2014-09-20,4,4,-0.017975323567356625,0.7916666666666666
2014-09-27,4,4,-0.03993974158908827,0.717948717948718
2014-10-04,4,4,-0.006814873991864375,0.9134610384615385
2014-10-11,4,4,0.03479028264958945,0.757517158731888
2014-10-18,4,4,0.030265255039871476,0.7297594263243117
2014-10-25,4,4,-0.00296922460770095,0.8577583706896551
2014-11-01,4,4,0.0033980315505989004,0.8947363421052631
2014-11-08,4,4,0.028385061611839527,0.7790697674418605
2014-11-15,4,4,0.016393341566945524,0.7951807228915663
2014-11-22,4,4,0.0041290924774533755,0.8056619157065503
2014-11-29,4,4,-0.043535724262610945,0.7978723404255319
2014-12-06,4,4,0.024477814468002797,0.999999
2014-12-13,4,4,0.01097949654560305,0.6562499999999999
2014-12-20,4,4,-0.016033714026119975,0.999999
2014-12-27,4,4,-0.013292165848029076,0.999999
2015-01-03,4,4,0.01922043500621325,0.8928568928571428
2015-01-10,4,4,0.038142736311361176,0.7527397260273974
2015-01-17,4,4,-0.01575317772631445,0.8243053055555555
2015-01-24,4,4,0.01945514588166635,0.999999
2015-01-31,4,4,0.0205677551339098,0.7473875136451882
2015-02-07,4,4,0.010055538698704675,0.8453261891499589
2015-02-14,4,4,0.0148890234088504,0.8232189933116419
2015-02-21,4,4,-0.0017143824593931498,0.6984126984126984
2015-02-28,4,4,0.0033077730138554,0.999999
2015-03-07,4,4,0.022652541879536296,0.8666666666666667
2015-03-14,4,4,-0.019338197810256422,0.7503623188405797
2015-03-21,4,4,0.004297546797051275,0.9705874852941176
2015-03-28,4,4,0.025724496745711322,0.7086346543378923
2015-04-04,4,4,-0.029660265779152598,0.9
2015-04-11,4,4,0.0203406043256144,0.9111052637130583
2015-04-18,4,4,-0.0184574006535817,0.692063492063492
2015-04-25,4,4,0.0077034359789204246,0.8877005347593583
2015-05-02,4,3,-0.0037692537792842346,0.6523625843780135
2015-05-09,4,2,0.030916142996888753,0.6527589453860642
2015-05-16,4,0,0.0,0.6118421052631577
2015-05-23,4,2,-0.01800090903299805,0.6473373292711645
2015-05-30,4,0,0.0,0.6180830039525692
2015-06-06,4,0,0.0,0.6048462255358809
2015-06-13,4,0,0.0,0.6026490066225165
2015-06-20,4,0,0.0,0.6028708133971293
2015-06-27,4,1,0.0252922923155594,0.64006107369056
2015-07-04,4,1,-0.0401070049110039,0.5604393571040412
2015-07-11,4,1,0.022357130598936,0.5505644902343982
2015-07-18,4,1,0.0069184487578388,0.626605136436597
2015-07-25,4,0,0.0,0.5986590038314176
2015-08-01,4,0,0.0,0.5975733063700708
2015-08-08,4,2,-0.07408577343734116,0.6574223906655878
2015-08-15,4,3,0.0175492691545334,0.7202270023790641
2015-08-22,4,1,-0.0340142895211853,0.6282900566020038
2015-08-29,4,4,0.01619206188052205,0.8214283214285714
2015-09-05,4,2,-0.015049043299336099,0.6859506916834333
2015-09-12,4,4,-0.01837269179513295,0.7796610169491526
2015-09-19,4,4,-0.00038253117389434963,0.7482355607355607
2015-09-26,4,4,0.041496473183226724,0.6859944711637276
2015-10-03,4,0,0.0,0.6021409455842995
2015-10-10,4,4,0.0450090333028681,0.6985108820160366
2015-10-17,4,2,0.0052504970124688,0.6182456140350877
2015-10-24,4,4,0.01235847304042795,0.7326161112568879
2015-10-31,4,4,-0.0340778384407385,0.7322802422655099
2015-11-07,4,4,0.0348360329343984,0.7567567567567568
2015-11-14,4,0,0.0,0.5989061075660893
2015-11-21,4,4,-0.021235600007591247,0.7627118644067796
2015-11-28,4,3,-0.03815837475727523,0.6974921630094044
2015-12-05,4,4,0.008871677558330324,0.8742116848739495
2015-12-12,4,4,0.017523750515739674,0.6608695652173913
2015-12-19,4,4,-0.0045955202471576,0.7618729096989967
2015-12-26,4,4,-0.07116732003305934,0.774822695035461
2016-01-02,4,4,-0.027408971842213976,0.9959734875856344
2016-01-09,4,4,0.022438860515033576,0.6970588235294117
2016-01-16,4,1,0.0034030116089498,0.6365238965787412
2016-01-23,4,3,-0.055393028559288834,0.6893492134743746
2016-01-30,4,4,-0.02163828592020795,0.7230769230769231
2016-02-06,4,2,0.03505319554583225,0.6447151600753296
2016-02-13,4,2,0.015259625748402051,0.6470785200066966
2016-02-20,4,4,0.029580458105471472,0.77343725
2016-02-27,4,4,0.0078482106254285,0.7009803921568627
2016-03-05,4,4,0.008096678363486674,0.7867644558823529
2016-03-12,4,4,-0.010430464128518752,0.723404255319149
2016-03-19,4,4,0.0074659965691522496,0.773972352739726
2016-03-26,4,4,-0.014085478367127877,0.6890243902439024
2016-04-02,4,4,0.0312327799421779,0.7029148510945193
2016-04-09,4,4,0.0126180800879621,0.673469387755102
2016-04-16,4,4,-0.027614872950656948,0.8484843484848484
2016-04-23,4,4,-0.01338101927109725,0.6919482386772107
2016-04-30,4,2,0.00757141659527685,0.6454173067076292
2016-05-07,4,0,0.0,0.6064414768263945
2016-05-14,4,2,0.03830562249172325,0.6416503834855312
2016-05-21,4,3,-0.014897952598290066,0.6677168576104746
2016-05-28,4,4,-0.016922916571076675,0.7618705692039452
2016-06-04,4,2,-0.016566313725019002,0.6343072114828104
2016-06-11,4,1,0.0662263045027149,0.6541218637992832
2016-06-18,4,1,0.0354061180203932,0.6056040127822305
2016-06-25,4,2,-0.01530358120385255,0.7231301375126195
2016-07-02,4,0,0.0,0.5980167810831426
2016-07-09,4,1,0.0080024635190574,0.621388756171365
2016-07-16,4,4,0.009513770700387275,0.6885356023287058
2016-07-23,4,3,0.0033548870218047338,0.6573703279938978
2016-07-30,4,4,0.015300452333580026,0.6991758241758241
2016-08-06,4,2,-0.01269900597414225,0.6402439024390244
2016-08-13,4,2,0.009160393719294849,0.6988636363636364
2016-08-20,4,0,0.0,0.6026555131372109
2016-08-27,4,1,-0.0086176105775163,0.6074632053716769
2016-09-03,4,0,0.0,0.617019823802537
2016-09-10,4,0,0.0,0.5978021978021978
2016-09-17,4,0,0.0,0.5951661631419938
2016-09-24,4,2,-0.00123711917964355,0.6765860039241334
2016-10-01,4,0,0.0,0.5926470588235295
2016-10-08,4,0,0.0,0.5920471281296023
2016-10-15,4,0,0.0,0.5936343449296816
2016-10-22,4,1,-0.0405002533092579,0.6032144301749418
2016-10-29,4,0,0.0,0.5878542510121457
2016-11-05,4,0,0.0,0.5917926565874733
2016-11-12,4,0,0.0,0.5910987482614745
2016-11-19,4,0,0.0,0.5411324680898362
2016-11-26,4,0,0.0,0.5523542429792431
2016-12-03,4,4,-0.0101019586473239,0.37761872412008285
2016-12-10,4,0,0.0,0.5530970264093614
2016-12-17,4,2,0.01324564106030675,0.5126389283408257
2016-12-24,4,0,0.0,0.5335120643431636
2016-12-31,4,4,-0.0032497656936695,0.43261093911248716
2017-01-07,4,0,0.0,0.5855072463768118
2017-01-14,4,0,0.0,0.5857418111753371
2017-01-21,4,0,0.0,0.5816785287649905
2017-01-28,4,0,0.0,0.5688803949673515
2017-02-04,4,0,0.0,0.5616793090260072
2017-02-11,4,0,0.0,0.5860889395667047
2017-02-18,4,0,0.0,0.5860805860805861
2017-02-25,4,0,0.0,0.5989478114478115
2017-03-04,4,1,0.0094079215050333,0.6102195457746109
2017-03-11,4,0,0.0,0.5900423728813556
2017-03-18,4,0,0.0,0.5870044052863439
2017-03-25,4,0,0.0,0.5868020304568528
2017-04-01,4,0,0.0,0.5892732075320672
2017-04-08,4,0,0.0,0.5886454183266931
2017-04-15,4,0,0.0,0.5898825654923214
2017-04-22,4,0,0.0,0.5792029889851376
2017-04-29,4,2,-0.0008024105859495002,0.6273189823874755
2017-05-06,4,0,0.0,0.5906642728904847
2017-05-13,4,0,0.0,0.5876736111111113
2017-05-20,4,0,0.0,0.5545001375137515
2017-05-27,4,0,0.0,0.5905861456483126
2017-06-03,4,1,-0.0105295422801352,0.6135596187627594
2017-06-10,4,0,0.0,0.5894909688013136
2017-06-17,4,0,0.0,0.5892351274787535
2017-06-24,4,2,0.004035710733244,0.6157559186522601
2017-07-01,4,0,0.0,0.5843621399176955
2017-07-08,4,0,0.0,0.5757005872812455
2017-07-15,4,0,0.0,0.5867662891696954
2017-07-22,4,0,0.0,0.5869644792971884
2017-07-29,4,0,0.0,0.5884567126725218
2017-08-05,4,1,0.0116518022276108,0.5976702788794852
2017-08-12,4,0,0.0,0.5798319327731093
2017-08-19,4,0,0.0,0.5776326933935629
2017-08-26,4,0,0.0,0.5841584158415842
2017-09-02,4,0,0.0,0.5781249537126182
2017-09-09,4,0,0.0,0.5872340425531913
2017-09-16,4,0,0.0,0.5884615384615386
2017-09-23,4,0,0.0,0.5889003083247685
2017-09-30,4,0,0.0,0.592670157068063
2017-10-07,4,0,0.0,0.5919477693144722
2017-10-14,4,0,0.0,0.6022495021486218
2017-10-21,4,0,0.0,0.6100505657766869
2017-10-28,4,0,0.0,0.5887025595763459
2017-11-04,4,2,-0.01153561972531435,0.6474347236972204
2017-11-11,4,0,0.0,0.5908221797323133
2017-11-18,4,0,0.0,0.6009541675495779
2017-11-25,4,0,0.0,0.6152730640873354
2017-12-02,4,0,0.0,0.5892156862745098
2017-12-09,4,1,-0.002348216820467,0.6265718328997659
2017-12-16,4,0,0.0,0.6275908936459396
2017-12-23,4,0,0.0,0.5926267281105991
2017-12-30,4,0,0.0,0.5667535198016967
2018-01-06,4,0,0.0,0.6147082874801528
2018-01-13,4,0,0.0,0.6013029485049832
2018-01-20,4,0,0.0,0.594202898550725
2018-01-27,4,2,-0.051519487604537104,0.6453888382042974
2018-02-03,4,1,0.0303097724286605,0.6115813078703703
2018-02-10,4,4,-0.007738608608302426,0.3297704770477048
2018-02-17,4,0,0.0,0.5974351957808848
2018-02-24,4,0,0.0,0.5869017632241813
2018-03-03,4,3,0.006304080586558999,0.4825826858015744
2018-03-10,4,0,0.0,0.5911552346570396
2018-03-17,4,0,0.0,0.585127201565558
2018-03-24,4,3,0.007465620314763032,0.4839703987879181
2018-03-31,4,0,0.0,0.5886019590382903
2018-04-07,4,1,-0.0059456817242324,0.538830239893063
2018-04-14,4,0,0.0,0.5988970588235293
2018-04-21,4,0,0.0,0.5690983693561013
2018-04-28,4,0,0.0,0.5756653401008986
2018-05-05,4,0,0.0,0.5875829275586837
2018-05-12,4,0,0.0,0.5940685820203893
2018-05-19,4,0,0.0,0.5708706157846102
2018-05-26,4,0,0.0,0.5900398297686601
2018-06-02,4,0,0.0,0.593984962406015
2018-06-09,4,0,0.0,0.5965732087227416
2018-06-16,4,0,0.0,0.5916230366492147
2018-06-23,4,0,0.0,0.5865191146881287
2018-06-30,4,0,0.0,0.5663965097108343
2018-07-07,4,0,0.0,0.5943325876211782
2018-07-14,4,0,0.0,0.5969202898550725
2018-07-21,4,0,0.0,0.5965391621129327
