date,asset,y,p_up,er_te,signal_up,position,ret_fwd_1w,strat_ret,turnover
2009-10-17,dax,0.0,0.6674510121195792,0.005683860505551587,1,0.7187085358227754,-0.0566682635773703,-0.04072796474331092,0.24126160465787805
2009-10-17,sx5e,0.0,0.6700447513464668,0.005756678027816647,1,0.6328321967849257,-0.049402649961193,-0.03126358750193849,0.252756480404827
2009-10-24,spx,1.0,0.7005703981790662,0.012329953015778716,1,0.8002663842425566,0.0319436402238948,0.025563421461521383,0.0074123020187610855
2009-10-24,ndx,1.0,0.704180948982725,0.012329953015778716,1,0.8113899032570187,0.0381673894657283,0.030968634446170238,0.08948049076318121
2009-10-24,dax,1.0,0.609795838352766,0.0030009587963886913,1,0.3058181734208467,0.01353472601829,0.004139165188665058,0.41289036240192867
2009-10-24,sx5e,1.0,0.6987253225813265,0.012329953015778716,1,0.7666134300739007,0.0184982686349552,0.014181021168671459,0.13378123328897495
2009-10-31,spx,1.0,0.4921926747575848,-0.002772565112254964,0,-0.14790442127158568,0.0226129243430281,-0.0033445514882137228,0.9481708055141422
2009-10-31,ndx,1.0,0.5061723878869842,-0.002772565112254964,0,-0.09883273110810038,0.0334246227090988,-0.0033034467485980675,0.9102226343651191
2009-10-31,dax,1.0,0.5476209391676392,0.0033158778014568575,1,0.2577267081336778,0.0361827540655035,0.009325262096512665,0.0480914652871689
2009-10-31,sx5e,1.0,0.5225920322476374,0.0033158778014568575,1,0.19084462932554366,0.0317759685067549,0.006064272931131787,0.575768800748357
2009-11-07,spx,0.0,0.6099711471475586,0.004191643686449365,1,0.4183128910569604,-0.0019204740827448,-0.0008033590657529415,0.5662173123285461
2009-11-07,ndx,0.0,0.619894658843717,0.004255692431962292,1,0.40415734534308956,-0.0135412415227466,-0.005472792226482882,0.50299007645119
2009-11-07,dax,0.0,0.6087281307527707,0.004191643686449365,1,0.35151968496957675,-0.0041640070126942,-0.0014637304333133736,0.09379297683589893
2009-11-07,sx5e,0.0,0.6078837058959298,0.004191643686449365,1,0.38042359402170617,-0.0173358676952106,-0.006594973094096808,0.1895789646961625
2009-11-14,spx,1.0,0.5860017566295525,0.003177374185842556,1,0.332195176782498,0.000100789825725,3.348189397459354e-05,0.08611771427446241
2009-11-14,ndx,1.0,0.6188259641366305,0.003177374185842556,1,0.3578648110110161,0.0006064418864308,0.0002170242110767223,0.046292534332073476
2009-11-14,dax,1.0,0.6240269688109509,0.003177374185842556,1,0.34967295702034684,0.0039659906589089,0.0013867996812157487,0.0018467279492299093
2009-11-14,sx5e,0.0,0.6400976362167328,0.003177374185842556,1,0.39806457162736103,-0.000677712438141,-0.0002697733113751316,0.01764097760565486
2009-11-21,spx,1.0,0.5247710009461386,0.003099350794574612,1,0.28604628238724256,0.0132754308330813,0.00379738763689188,0.046148894395255435
2009-11-21,ndx,1.0,0.5272822331368695,0.003099350794574612,1,0.22462868973064412,0.0149819310547958,0.0033653715424736275,0.13323612128037196
2009-11-21,dax,1.0,0.5085865841232233,-0.0020242912811490026,0,-0.3156218665961283,0.0232235415373196,-0.007329857528981531,0.6652948236164751
2009-11-21,sx5e,1.0,0.5281693188369996,0.003099350794574612,1,0.22361561384966996,0.0279710646594657,0.0062547667938552326,0.17444895777769107
2009-11-28,spx,1.0,0.5736434405335763,0.004061652852919606,1,0.6297879806591052,0.0003887954574224,0.00024485870601948645,0.3437416982718627
2009-11-28,ndx,1.0,0.6008805179191259,0.004061652852919606,1,0.5007511291963016,8.370956130598906e-05,4.1917657348501056e-05,0.2761224394656575
2009-11-28,dax,0.0,0.634159020217586,0.004061652852919606,1,0.8744216081014327,-0.0105472140812871,-0.00922271189794914,1.190043474697561
2009-11-28,sx5e,0.0,0.6121724029735206,0.004061652852919606,1,0.46571188833763144,-0.016496411059914,-0.007682574745506337,0.24209627448796148
2009-12-05,spx,0.0,0.6233288190829233,0.003841559794137839,1,0.8111548002622819,-0.0035610668739437,-0.0028885764888544304,0.1813668196031767
2009-12-05,ndx,1.0,0.6225833343524445,0.003841559794137839,1,0.6668705748906898,0.0085376605694005,0.005693514612137685,0.1661194456943882
2009-12-05,dax,1.0,0.6474467931050999,0.003841559794137839,1,1.0,0.0130153275807856,0.0130153275807856,0.12557839189856734
2009-12-05,sx5e,1.0,0.6757031507621611,0.003841559794137839,1,0.5952565346325627,0.0031093658291174,0.0018508703283453285,0.12954464629493123
2009-12-12,spx,1.0,0.5784486531568417,0.0038071807788802427,1,0.7001872709994569,0.0217783703864957,0.01524893772773581,0.11096752926282505
2009-12-12,ndx,1.0,0.5680623244192292,0.0038071807788802427,1,0.6833347449829837,0.0345697592067988,0.023622717591701013,0.01646417009229395
2009-12-12,dax,1.0,0.5795417494789569,0.0038071807788802427,1,1.0,0.0216473081916102,0.0216473081916102,0.0
2009-12-12,sx5e,1.0,0.5916422553541,0.0038071807788802427,1,0.4521273741164699,0.0298862504440622,0.013512391935461025,0.14312916051609276
2009-12-19,spx,0.0,0.5997876900862711,0.004446243808793231,1,0.7939389421992604,-0.0101022654641006,-0.008020581956384151,0.09375167119980354
2009-12-19,ndx,0.0,0.6077439267862148,0.004446243808793231,1,0.7273967760619078,-0.0050966927651563,-0.003707317885952743,0.044062031078924035
2009-12-19,dax,0.0,0.6423241557276108,0.004446243808793231,1,1.0,-1.6785733468749342e-06,-1.6785733468749342e-06,0.0
2009-12-19,sx5e,1.0,0.6313198882442767,0.004446243808793231,1,0.5702103522444719,0.0026817448588616,0.0015291586806012746,0.118082978128002
2009-12-26,spx,1.0,0.5898442776675099,0.0039476970608105484,1,0.5900753705601383,0.0267958030669897,0.015811543424210435,0.20386357163912217
2009-12-26,ndx,1.0,0.5956483067902687,0.0039476970608105484,1,0.539165314350982,0.0173519467185576,0.0093555678071126,0.18823146171092575
2009-12-26,dax,1.0,0.5598751861054545,0.0039476970608105484,1,1.0,0.0134588236873953,0.0134588236873953,0.0
2009-12-26,sx5e,1.0,0.6019591661983061,0.0039476970608105484,1,0.49119159911613075,0.0178383519507852,0.008762048620302533,0.07901875312834117
2010-01-02,spx,0.0,0.49542497063178376,-0.0001918755966696054,0,0.0,-0.0078167304232388,-0.0,0.5900753705601383
2010-01-02,ndx,0.0,0.4926528365980805,-0.0001918755966696054,0,0.0,-0.0148315271664755,-0.0,0.539165314350982
2010-01-02,dax,0.0,0.525694398130138,-0.0001918755966696054,0,0.0,-0.02677218303269,-0.0,1.0
2010-01-02,sx5e,0.0,0.5189784216663298,-0.0001918755966696054,0,0.0,-0.0257136703282138,-0.0,0.49119159911613075
2010-01-09,spx,0.0,0.5701900876183501,0.00410309419255908,1,0.5611274990333044,-0.0389690413105288,-0.021866600690302548,0.5611274990333044
2010-01-09,ndx,0.0,0.5522042557597087,0.0021145190155179,1,0.2862025648651966,-0.0373822753309163,-0.01069890308020521,0.2862025648651966
2010-01-09,dax,0.0,0.5548880222604937,0.0021145190155179,1,0.3448724902095362,-0.0307438601626626,-0.010602711612951208,0.3448724902095362
2010-01-09,sx5e,0.0,0.5761010495587425,0.00410309419255908,1,0.42461020290608437,-0.0351840829861406,-0.01493952061580967,0.42461020290608437
2010-01-16,spx,0.0,0.7243988298956664,0.013092816015759486,1,1.0,-0.0163863852861435,-0.0163863852861435,0.4388725009666956
2010-01-16,ndx,0.0,0.7092914566671856,0.013092816015759486,1,1.0,-0.0299640075327888,-0.0299640075327888,0.7137974351348034
2010-01-16,dax,0.0,0.5794646435603995,0.0039012543384349865,1,0.5899187466940488,-0.0151931761516472,-0.008962739433681626,0.24504625648451256
2010-01-16,sx5e,0.0,0.6551966854181352,0.0039012543384349865,1,0.5121985739766545,-0.0211400169204738,-0.010827886520509027,0.0875883710705701
2010-01-23,spx,0.0,0.509518265818239,-0.0009499952236326881,0,-0.03129771464436942,-0.0071517036512798,0.00022383198009885005,1.0312977146443694
2010-01-23,ndx,1.0,0.5077077626778993,-0.0009499952236326881,0,-0.03729370645883942,0.0029177962597068,-0.000108815437216205,1.0372937064588394
2010-01-23,dax,0.0,0.527237482983062,0.003586373778026452,1,0.5041750477004263,-0.031102965167175,-0.015681338946785153,0.08574369899362244
2010-01-23,sx5e,0.0,0.5378248158667273,0.003586373778026452,1,0.2722876742593592,-0.0522862400651102,-0.014236898703095382,0.2399108997172953
2010-01-30,spx,1.0,0.5316613042748947,0.0029978884024734627,1,0.2931734470043832,0.0087414063159474,0.0025627482213121857,0.3244711616487526
2010-01-30,ndx,1.0,0.5069961570800273,-0.002279366380434094,0,-0.1433588920607675,0.0188933177559389,-0.0027085251008434267,0.10606518560192807
2010-01-30,dax,1.0,0.4999249838848402,-0.002279366380434094,0,-1.0,0.0121541898372203,-0.0121541898372203,1.5041750477004263
2010-01-30,sx5e,1.0,0.5638796288677128,0.0029978884024734627,1,0.31799692090444787,0.0162712225076377,0.005174198656779938,0.045709246645088686
2010-02-06,spx,1.0,0.5367299753026284,0.003572133602046606,1,0.34330998005542707,0.0312967801322163,0.010744496962990263,0.050136533051043874
2010-02-06,ndx,1.0,0.5629039833598967,0.003572133602046606,1,0.3340200084865821,0.024849503403387,0.008300231337686675,0.47737890054734955
2010-02-06,dax,1.0,0.5450243856674881,0.003572133602046606,1,0.5226520580487508,0.0402989606191561,0.021062334704827497,1.5226520580487508
2010-02-06,sx5e,1.0,0.5366172784675467,0.003572133602046606,1,0.22496346414600216,0.0444613118162171,0.010002170726651776,0.09303345675844571
2010-02-13,spx,0.0,0.448911518536004,-0.002654707920446969,0,-0.3266019244516254,-0.004219371241559,0.0013780547674690133,0.6699119045070525
2010-02-13,ndx,0.0,0.4729383680981883,-0.002654707920446969,0,-0.24011666279973287,-0.0025448083715419,0.0006110508936394638,0.574136671286315
2010-02-13,dax,0.0,0.5038051124185268,0.0005150352327550096,1,0.03370574527973369,-0.02159890249124,-0.0007280071056915408,0.4889463127690171
2010-02-13,sx5e,0.0,0.5024900021817529,0.0005150352327550096,1,0.023108684716811125,-0.0232335852393346,-0.00053689759613694,0.20185477942919103
2010-02-20,spx,1.0,0.48486325208462855,-0.003322039082109199,0,-0.36507060481686365,0.0309735715126437,-0.011307540485459214,0.03846868036523826
2010-02-20,ndx,1.0,0.4675907477441662,-0.003322039082109199,0,-0.4723515324840331,0.0384234719686804,-0.018149385867763476,0.23223486968430024
2010-02-20,dax,1.0,0.5289984773182613,0.003954281494429682,1,0.24302879737916533,0.0498172711781452,0.012107031503136384,0.20932305209943164
2010-02-20,sx5e,1.0,0.5746936138522452,0.003954281494429682,1,0.28469296877453715,0.0545983646512515,0.015543770522799536,0.26158428405772605
2010-02-27,spx,1.0,0.4395452245631741,-0.002639110929830023,0,-0.4252111039157311,0.009914815140072,-0.004215889490830418,0.06014049909886743
2010-02-27,ndx,1.0,0.4428057363888431,-0.002639110929830023,0,-0.41498825275870554,0.0189933070699368,-0.007881999315062642,0.057363279725327565
2010-02-27,dax,1.0,0.4694763041055538,-0.002639110929830023,0,-0.1890340525684285,0.0115272843589639,-0.0021790492774836057,0.4320628499475938
2010-02-27,sx5e,1.0,0.4560188571291084,-0.002639110929830023,0,-0.2176834681224465,0.0072703514234875,-0.0015826353123337246,0.5023764368969836
2010-03-06,spx,1.0,0.5698357544662085,0.004160027275323693,1,0.6181238103064555,0.0086174662388369,0.0053266610667371045,1.0433349142221866
2010-03-06,ndx,1.0,0.5891893755606669,0.004160027275323693,1,0.6161886307368964,0.0041570750819723,0.0025615424026309832,1.0311768834956019
2010-03-06,dax,1.0,0.6169831569249773,0.004160027275323693,1,0.4350391847732211,0.0062774280038553,0.0027309271612697985,0.6240732373416497
2010-03-06,sx5e,0.0,0.6517877590045262,0.004160027275323693,1,0.49388534168337045,-0.0001414593080225,-6.986467867698556e-05,0.7115688098058169
2010-03-13,spx,1.0,0.5363022138050649,0.004191107207616321,1,0.6498962922283394,0.0057677385981549,0.00374843192948315,0.03177248192188398
2010-03-13,ndx,1.0,0.5365645638949804,0.004191107207616321,1,0.5276302916222533,0.0104531600109707,0.005515403864962546,0.08855833911464317
2010-03-13,dax,1.0,0.5684483079162624,0.004191107207616321,1,0.37952864283342935,0.0230040301349117,0.008730688336802349,0.05551054193979177
2010-03-13,sx5e,1.0,0.5652673273338736,0.004191107207616321,1,0.35506905736579797,0.0148346244759227,0.005267316129041468,0.13881628431757248
2010-03-20,spx,1.0,0.6122492030821202,0.003981092932300492,1,0.8317670253845222,0.0098663626466881,0.008206515110000723,0.18187073315618274
2010-03-20,ndx,1.0,0.5997344040724742,0.003981092932300492,1,0.6778291160829386,0.0035490594736329,0.002405655845938368,0.15019882446068533
2010-03-20,dax,1.0,0.6126585959762015,0.003981092932300492,1,0.7537986235334829,0.0188740288069542,0.01422721693521338,0.3742699807000536
2010-03-20,sx5e,1.0,0.6138745889350552,0.003981092932300492,1,0.5237166829375651,0.0127714268227165,0.006688609291972932,0.16864762557176716
2010-03-27,spx,1.0,0.5694573311546626,0.003781389428673292,1,1.0,0.013810372633902,0.013810372633902,0.16823297461547781
2010-03-27,ndx,1.0,0.5704985523537244,0.003781389428673292,1,0.8271646327195201,0.0177948110800383,0.014719238371333127,0.1493355166365815
2010-03-27,dax,1.0,0.5959467757622885,0.004005619134617206,1,1.0,0.0022676391535001,0.0022676391535001,0.24620137646651707
2010-03-27,sx5e,1.0,0.5984058712712873,0.004005619134617206,1,0.8727371445500531,0.0050495215712607,0.00440690503744596,0.349020461612488
