Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,NAME,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate
21/09/2004,28000,28240,28000,28220,10069,14088,Future,MIL,EUR,5,25,5,140160,ST1 Index,510.6933130558915,28,0.0089,,1.1308
22/09/2004,28200,28310,28100,28115,12768,14470,Future,MIL,EUR,5,25,5,141100,ST1 Index,504.140516126212,29,0.0089,,1.1308
23/09/2004,28090,28120,27975,28026,11984,14648,Future,MIL,EUR,5,25,5,140575,ST1 Index,484.40980584625277,30,0.0089,,1.1308
24/09/2004,28020,28135,27940,28119,9669,15088,Future,MIL,EUR,5,25,5,140130,ST1 Index,455.1339802739467,31,0.0089,,1.1308
27/09/2004,28080,28090,27875,27951,10023,14798,Future,MIL,EUR,5,25,5,140595,ST1 Index,432.4109812050019,32,0.0089,,1.1308
28/09/2004,27905,28075,27815,28060,10025,15297,Future,MIL,EUR,5,25,5,139755,ST1 Index,408.0792406710651,33,0.0089,,1.1308
29/09/2004,28075,28220,28045,28158,9813,15593,Future,MIL,EUR,5,25,5,140300,ST1 Index,385.0515636465769,34,0.0089,,1.1308
30/09/2004,28190,28255,27895,27915,14128,15246,Future,MIL,EUR,5,25,5,140790,ST1 Index,356.75677055010624,35,0.0089,,1.1308
01/10/2004,27970,28410,27940,28369,12830,15480,Future,MIL,EUR,5,25,5,139575,ST1 Index,354.50975538999677,36,0.0089,,1.1308
04/10/2004,28440,28680,28440,28625,14508,15770,Future,MIL,EUR,5,25,5,141845,ST1 Index,359.9988425907458,37,0.0089,,1.1308
05/10/2004,28615,28765,28545,28731,16525,16880,Future,MIL,EUR,5,25,5,143125,ST1 Index,357.4005362801581,38,0.0089,,1.1308
06/10/2004,28755,28785,28600,28679,12443,17079,Future,MIL,EUR,5,25,5,143655,ST1 Index,358.7085771672397,39,0.0089,,1.1308
07/10/2004,28750,28835,28700,28743,9695,17200,Future,MIL,EUR,5,25,5,143395,ST1 Index,373.85595265201584,40,0.0089,,1.1308
08/10/2004,28730,28950,28655,28711,19560,17592,Future,MIL,EUR,5,25,5,143715,ST1 Index,392.2088644247435,41,0.0089,,1.1308
11/10/2004,28695,28730,28580,28691,8420,18069,Future,MIL,EUR,5,25,5,143555,ST1 Index,404.62092547636166,42,0.0089,,1.1308
12/10/2004,28620,28680,28420,28510,13063,17133,Future,MIL,EUR,5,25,5,143455,ST1 Index,399.78171960877347,43,0.0089,,1.1308
13/10/2004,28615,28690,28520,28546,12208,17751,Future,MIL,EUR,5,25,5,142550,ST1 Index,393.18983964494214,44,0.0089,,1.1308
14/10/2004,28450,28565,28430,28465,14710,17566,Future,MIL,EUR,5,25,5,142730,ST1 Index,369.43106258139153,45,0.0089,,1.1308
15/10/2004,28425,28460,28315,28407,12658,17202,Future,MIL,EUR,5,25,5,142325,ST1 Index,348.68356236949745,46,0.0089,,1.1308
18/10/2004,28455,28495,28325,28370,8623,16913,Future,MIL,EUR,5,25,5,142035,ST1 Index,339.71618055863945,47,0.0089,,1.1308
19/10/2004,28480,28650,28480,28558,10560,17608,Future,MIL,EUR,5,25,5,141850,ST1 Index,328.7434308596149,48,0.0089,,1.1308
20/10/2004,28450,28450,28295,28375,10667,17105,Future,MIL,EUR,5,25,5,142790,ST1 Index,307.33110809030893,49,0.0089,,1.1308
21/10/2004,28440,28570,28325,28553,12167,16783,Future,MIL,EUR,5,25,5,141875,ST1 Index,288.9848611952142,50,0.0089,,1.1308
22/10/2004,28600,28695,28545,28617,9099,17239,Future,MIL,EUR,5,25,5,142765,ST1 Index,269.5171113924875,51,0.0089,,1.1308
25/10/2004,28450,28450,28045,28291,18259,16093,Future,MIL,EUR,5,25,5,143085,ST1 Index,260.33055909750044,52,0.0089,,1.1308
26/10/2004,28350,28385,28260,28305,9525,15928,Future,MIL,EUR,5,25,5,141455,ST1 Index,258.53674787158815,53,0.0089,,1.1308
27/10/2004,28410,28660,28410,28632,11544,16376,Future,MIL,EUR,5,25,5,141525,ST1 Index,255.81951971396532,54,0.0089,,1.1308
28/10/2004,28700,28835,28660,28807,14563,16873,Future,MIL,EUR,5,25,5,143160,ST1 Index,253.85299551778132,55,0.0089,,1.1308
29/10/2004,28780,28920,28735,28787,12130,17622,Future,MIL,EUR,5,25,5,144035,ST1 Index,252.9875293369569,56,0.0089,,1.1308
01/11/2004,28795,29080,28690,29051,6503,18133,Future,MIL,EUR,5,25,5,143935,ST1 Index,253.84842590284364,57,0.0089,,1.1308
02/11/2004,29050,29140,29030,29125,9011,17834,Future,MIL,EUR,5,25,5,145255,ST1 Index,262.943384273786,58,0.0089,,1.1308
03/11/2004,29310,29340,29145,29180,15839,17898,Future,MIL,EUR,5,25,5,145625,ST1 Index,276.78519348648723,59,0.0089,,1.1308
04/11/2004,29135,29295,29130,29265,12530,18343,Future,MIL,EUR,5,25,5,145900,ST1 Index,268.80112226951803,60,0.0089,,1.1308
05/11/2004,29310,29540,29310,29358,13984,18384,Future,MIL,EUR,5,25,5,146325,ST1 Index,296.2235248367116,61,0.0089,,1.1308
08/11/2004,29370,29520,29295,29489,9921,18925,Future,MIL,EUR,5,25,5,146790,ST1 Index,335.4818276251128,62,0.0089,,1.1308
09/11/2004,29460,29525,29380,29425,10082,18727,Future,MIL,EUR,5,25,5,147445,ST1 Index,363.15366352737306,63,0.0089,,1.1308
10/11/2004,29530,29570,29375,29430,12195,18314,Future,MIL,EUR,5,25,5,147125,ST1 Index,386.68019516565914,64,0.0089,,1.1308
11/11/2004,29430,29750,29395,29718,12022,18831,Future,MIL,EUR,5,25,5,147150,ST1 Index,428.8584537272782,65,0.0089,,1.1308
12/11/2004,29795,29840,29660,29779,9124,18581,Future,MIL,EUR,5,25,5,148590,ST1 Index,468.24413860010236,66,0.0089,,1.1308
15/11/2004,29800,29910,29645,29699,11231,18669,Future,MIL,EUR,5,25,5,148895,ST1 Index,494.88674798720547,67,0.0089,,1.1308
16/11/2004,29730,29750,29450,29467,12051,18306,Future,MIL,EUR,5,25,5,148495,ST1 Index,499.6722659237271,68,0.0089,,1.1308
17/11/2004,29540,29870,29480,29851,13581,18680,Future,MIL,EUR,5,25,5,147335,ST1 Index,523.5267169241241,69,0.0089,,1.1308
18/11/2004,29825,29915,29760,29881,11904,18930,Future,MIL,EUR,5,25,5,149255,ST1 Index,539.5679598839724,70,0.0089,,1.1308
19/11/2004,29935,30080,29745,29783,15714,18513,Future,MIL,EUR,5,25,5,149405,ST1 Index,540.701602858131,71,0.0089,,1.1308
22/11/2004,29665,29715,29545,29672,12818,18482,Future,MIL,EUR,5,25,5,148915,ST1 Index,528.844725163589,72,0.0089,,1.1308
23/11/2004,29740,29850,29610,29633,12286,18362,Future,MIL,EUR,5,25,5,148360,ST1 Index,521.1731094367964,73,0.0089,,1.1308
24/11/2004,29740,29790,29665,29718,9707,18656,Future,MIL,EUR,5,25,5,148165,ST1 Index,500.66121945551737,74,0.0089,,1.1308
25/11/2004,29755,29890,29735,29879,7562,18930,Future,MIL,EUR,5,25,5,148590,ST1 Index,492.74585403297476,75,0.0089,,1.1308
26/11/2004,29855,29875,29760,29825,6386,18507,Future,MIL,EUR,5,25,5,149395,ST1 Index,480.6626502375157,76,0.0089,,1.1308
29/11/2004,29870,30010,29655,29721,13029,18255,Future,MIL,EUR,5,25,5,149125,ST1 Index,430.354601849861,77,0.0089,,1.1308
30/11/2004,29775,29820,29585,29637,14924,18234,Future,MIL,EUR,5,25,5,148605,ST1 Index,364.0025320425015,78,0.0089,,1.1308
01/12/2004,29645,29985,29560,29943,14204,18903,Future,MIL,EUR,5,25,5,148185,ST1 Index,330.7933544274316,79,0.0089,,1.1308
02/12/2004,30010,30070,29925,30018,13224,20276,Future,MIL,EUR,5,25,5,149715,ST1 Index,309.24907437212994,80,0.0089,,1.1308
03/12/2004,30050,30100,29870,29916,12491,21075,Future,MIL,EUR,5,25,5,150090,ST1 Index,269.5130052521012,81,0.0089,,1.1308
06/12/2004,29905,30110,29875,30069,8502,21730,Future,MIL,EUR,5,25,5,149580,ST1 Index,256.7987668714274,82,0.0089,,1.1308
07/12/2004,30110,30385,30050,30308,12227,21377,Future,MIL,EUR,5,25,5,150345,ST1 Index,263.16915979401085,83,0.0089,,1.1308
08/12/2004,30215,30400,30170,30291,8160,21817,Future,MIL,EUR,5,25,5,151540,ST1 Index,264.34857038895746,84,0.0089,,1.1308
09/12/2004,30325,30350,30055,30104,11748,21692,Future,MIL,EUR,5,25,5,151455,ST1 Index,253.09584482303455,85,0.0089,,1.1308
10/12/2004,30185,30280,30185,30249,11149,21524,Future,MIL,EUR,5,25,5,150520,ST1 Index,253.26007712761495,86,0.0089,,1.1308
13/12/2004,30305,30375,30250,30335,12975,20962,Future,MIL,EUR,5,25,5,151245,ST1 Index,263.47619753344975,87,0.0089,,1.1308
14/12/2004,30400,30470,30365,30412,26360,20897,Future,MIL,EUR,5,25,5,151675,ST1 Index,270.36628241458914,88,0.0089,,1.1308
15/12/2004,30465,30485,30335,30365,16795,20264,Future,MIL,EUR,5,25,5,152060,ST1 Index,268.23682322409076,89,0.0089,,1.1308
16/12/2004,30405,30455,30365,30425,18029,17852,Future,MIL,EUR,5,25,5,151825,ST1 Index,281.78079541850536,90,0.0089,,1.1308
17/12/2004,30465,30600,30440,30577,176,17316,Future,MIL,EUR,5,25,5,152125,ST1 Index,304.7774215172211,91,0.0089,,1.1308
20/12/2004,30330,30670,30285,30615,10965,20174,Future,MIL,EUR,5,25,5,152885,ST1 Index,322.72747533073937,92,0.0089,,1.1308
21/12/2004,30610,30695,30550,30655,6339,20547,Future,MIL,EUR,5,25,5,153075,ST1 Index,324.178258575978,93,0.0089,,1.1308
22/12/2004,30715,30865,30700,30837,5823,20752,Future,MIL,EUR,5,25,5,153275,ST1 Index,354.33182658823387,94,0.0089,,1.1308
23/12/2004,30820,30980,30800,30960,4656,20739,Future,MIL,EUR,5,25,5,154185,ST1 Index,388.7227289470239,95,0.0089,,1.1308
27/12/2004,30960,30990,30895,30905,2737,20953,Future,MIL,EUR,5,25,5,154800,ST1 Index,407.93313177532167,96,0.0089,,1.1308
28/12/2004,30920,31005,30900,30991,2900,21007,Future,MIL,EUR,5,25,5,154525,ST1 Index,421.49793593803366,97,0.0089,,1.1308
29/12/2004,31015,31050,30925,30964,2414,20933,Future,MIL,EUR,5,25,5,154955,ST1 Index,423.64502436201263,98,0.0089,,1.1308
30/12/2004,31020,31025,30830,30851,2095,20765,Future,MIL,EUR,5,25,5,154820,ST1 Index,418.3838867197101,99,0.0089,,1.1308
