Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,NAME,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate
19/10/2006,39270,39475,39195,39353,13363,17595,Future,MIL,EUR,5,25,5,196910,ST1 Index,619.3021960235609,555,0.0089,,1.1308
20/10/2006,39440,39620,39255,39345,14494,17509,Future,MIL,EUR,5,25,5,196765,ST1 Index,611.599542183932,556,0.0089,,1.1308
23/10/2006,39495,39525,39145,39480,14180,17505,Future,MIL,EUR,5,25,5,196725,ST1 Index,607.6383875296108,557,0.0089,,1.1308
24/10/2006,39480,39520,39245,39358,13541,18028,Future,MIL,EUR,5,25,5,197400,ST1 Index,575.2899993332994,558,0.0089,,1.1308
25/10/2006,39330,39520,39320,39443,10663,18013,Future,MIL,EUR,5,25,5,196790,ST1 Index,564.5718200544244,559,0.0089,,1.1308
26/10/2006,39590,39680,39290,39359,13727,18144,Future,MIL,EUR,5,25,5,197215,ST1 Index,556.3420710314454,560,0.0089,,1.1308
27/10/2006,39380,39515,39230,39351,13212,17949,Future,MIL,EUR,5,25,5,196795,ST1 Index,512.7451023652467,561,0.0089,,1.1308
30/10/2006,39105,39445,38990,39416,14506,18061,Future,MIL,EUR,5,25,5,196755,ST1 Index,458.9107320596635,562,0.0089,,1.1308
31/10/2006,39360,39670,39335,39598,15776,18450,Future,MIL,EUR,5,25,5,197080,ST1 Index,435.0818888433842,563,0.0089,,1.1308
01/11/2006,39620,39850,39555,39795,11691,18402,Future,MIL,EUR,5,25,5,197990,ST1 Index,418.9931383680611,564,0.0089,,1.1308
02/11/2006,39655,39835,39450,39636,16451,17719,Future,MIL,EUR,5,25,5,198975,ST1 Index,397.6825576589654,565,0.0089,,1.1308
03/11/2006,39700,39980,39605,39845,16056,17357,Future,MIL,EUR,5,25,5,198180,ST1 Index,384.12401209266733,566,0.0089,,1.1308
06/11/2006,39920,40225,39915,40207,13655,17190,Future,MIL,EUR,5,25,5,199225,ST1 Index,383.92315637310827,567,0.0089,,1.1308
07/11/2006,40265,40365,40165,40326,11333,17344,Future,MIL,EUR,5,25,5,201035,ST1 Index,370.8078433179978,568,0.0089,,1.1308
08/11/2006,40195,40445,40130,40403,13763,16714,Future,MIL,EUR,5,25,5,201630,ST1 Index,382.0452634607593,569,0.0089,,1.1308
09/11/2006,40470,40490,40205,40336,12924,16293,Future,MIL,EUR,5,25,5,202015,ST1 Index,396.395320355147,570,0.0089,,1.1308
10/11/2006,40240,40525,40225,40466,12058,17198,Future,MIL,EUR,5,25,5,201680,ST1 Index,411.57442421282394,571,0.0089,,1.1308
13/11/2006,40475,40650,40465,40590,10946,16432,Future,MIL,EUR,5,25,5,202330,ST1 Index,436.1899509763787,572,0.0089,,1.1308
14/11/2006,40615,40670,40345,40465,15360,17004,Future,MIL,EUR,5,25,5,202950,ST1 Index,454.0795341487753,573,0.0089,,1.1308
15/11/2006,40680,40820,40620,40803,11308,16696,Future,MIL,EUR,5,25,5,202325,ST1 Index,497.2781347824988,574,0.0089,,1.1308
16/11/2006,40760,40900,40730,40805,11572,16642,Future,MIL,EUR,5,25,5,204015,ST1 Index,533.4401778388592,575,0.0089,,1.1308
17/11/2006,40805,40850,40470,40597,12682,17166,Future,MIL,EUR,5,25,5,204025,ST1 Index,550.0766825326092,576,0.0089,,1.1308
20/11/2006,40490,40870,40435,40828,13924,16212,Future,MIL,EUR,5,25,5,202985,ST1 Index,577.6183486230973,577,0.0089,,1.1308
21/11/2006,40820,41005,40770,40865,11978,16236,Future,MIL,EUR,5,25,5,204140,ST1 Index,578.9542958352272,578,0.0089,,1.1308
22/11/2006,40995,41130,40900,40967,14759,15946,Future,MIL,EUR,5,25,5,204325,ST1 Index,594.7897471650983,579,0.0089,,1.1308
23/11/2006,41030,41095,40905,40967,6741,15721,Future,MIL,EUR,5,25,5,204835,ST1 Index,601.785778606235,580,0.0089,,1.1308
24/11/2006,40885,40960,40485,40703,17250,15506,Future,MIL,EUR,5,25,5,204835,ST1 Index,589.128443832671,581,0.0089,,1.1308
27/11/2006,40600,40815,40080,40158,19401,15376,Future,MIL,EUR,5,25,5,203515,ST1 Index,570.6692065747901,582,0.0089,,1.1308
28/11/2006,40100,40280,39905,40184,24100,14837,Future,MIL,EUR,5,25,5,200790,ST1 Index,542.4080659423885,583,0.0089,,1.1308
29/11/2006,40325,40640,40210,40611,16690,14596,Future,MIL,EUR,5,25,5,200920,ST1 Index,520.3468618777503,584,0.0089,,1.1308
30/11/2006,40665,40730,40315,40357,18814,15051,Future,MIL,EUR,5,25,5,203055,ST1 Index,482.7729521552374,585,0.0089,,1.1308
01/12/2006,40445,40605,39805,39969,21594,16136,Future,MIL,EUR,5,25,5,201785,ST1 Index,444.8240588510019,586,0.0089,,1.1308
04/12/2006,40060,40245,39995,40184,18378,15980,Future,MIL,EUR,5,25,5,199845,ST1 Index,401.63302072000397,587,0.0089,,1.1308
05/12/2006,40270,40540,40185,40446,18132,15320,Future,MIL,EUR,5,25,5,200920,ST1 Index,366.5317312311954,588,0.0089,,1.1308
06/12/2006,40475,40585,40330,40503,15468,15320,Future,MIL,EUR,5,25,5,202230,ST1 Index,342.7687121067696,589,0.0089,,1.1308
07/12/2006,40470,40850,40445,40715,14617,15018,Future,MIL,EUR,5,25,5,202515,ST1 Index,301.6159257499418,590,0.0089,,1.1308
08/12/2006,40630,40780,40460,40690,14897,15063,Future,MIL,EUR,5,25,5,203575,ST1 Index,271.980851040393,591,0.0089,,1.1308
11/12/2006,40830,40940,40730,40897,17804,16370,Future,MIL,EUR,5,25,5,203450,ST1 Index,273.2884617627547,592,0.0089,,1.1308
12/12/2006,40880,40950,40805,40870,25177,15126,Future,MIL,EUR,5,25,5,204485,ST1 Index,276.0710476175463,593,0.0089,,1.1308
13/12/2006,40830,41125,40780,41086,31369,12655,Future,MIL,EUR,5,25,5,204350,ST1 Index,291.67792168642484,594,0.0089,,1.1308
14/12/2006,41235,41235,41035,41128,23348,10890,Future,MIL,EUR,5,25,5,205430,ST1 Index,304.2677932337038,595,0.0089,,1.1308
15/12/2006,41200,41290,41200,41285,112,8726,Future,MIL,EUR,5,25,5,205640,ST1 Index,328.5306834974531,596,0.0089,,1.1308
18/12/2006,41785,41835,41675,41694,7773,13207,Future,MIL,EUR,5,25,5,206425,ST1 Index,386.79246373125994,597,0.0089,,1.1308
19/12/2006,41580,41685,41380,41609,15195,12953,Future,MIL,EUR,5,25,5,208470,ST1 Index,422.49050087857114,598,0.0089,,1.1308
20/12/2006,41680,41800,41640,41671,7538,13074,Future,MIL,EUR,5,25,5,208045,ST1 Index,460.40644000631505,599,0.0089,,1.1308
21/12/2006,41600,41715,41510,41588,7194,13246,Future,MIL,EUR,5,25,5,208355,ST1 Index,487.2110528295566,600,0.0089,,1.1308
27/12/2006,41420,41700,41210,41647,7261,13757,Future,MIL,EUR,5,25,5,205700,ST1 Index,511.5761038196372,601,0.0089,,1.1308
28/12/2006,41730,41740,41590,41708,5703,13144,Future,MIL,EUR,5,25,5,208235,ST1 Index,538.4993748055266,602,0.0089,,1.1308
02/01/2007,41900,42360,41825,42319,8869,12588,Future,MIL,EUR,5,25,5,208775,ST1 Index,608.5192601711713,603,0.0089,,1.1308
03/01/2007,42350,42405,42215,42354,14220,13555,Future,MIL,EUR,5,25,5,211595,ST1 Index,669.5214410302802,604,0.0089,,1.1308
04/01/2007,42150,42205,41960,42150,15322,14543,Future,MIL,EUR,5,25,5,211770,ST1 Index,706.8470178659055,605,0.0089,,1.1308
05/01/2007,42040,42185,41820,41878,14247,14348,Future,MIL,EUR,5,25,5,210750,ST1 Index,720.9713054848887,606,0.0089,,1.1308
08/01/2007,41955,42090,41710,41800,15132,14764,Future,MIL,EUR,5,25,5,209390,ST1 Index,705.442445088596,607,0.0089,,1.1308
09/01/2007,41970,42020,41825,41882,12310,15341,Future,MIL,EUR,5,25,5,209000,ST1 Index,687.7003877653178,608,0.0089,,1.1308
10/01/2007,41730,41740,41480,41650,16131,14535,Future,MIL,EUR,5,25,5,209410,ST1 Index,679.3450890373978,609,0.0089,,1.1308
11/01/2007,41800,42215,41640,42179,16741,15064,Future,MIL,EUR,5,25,5,208250,ST1 Index,673.5496096546174,610,0.0089,,1.1308
12/01/2007,42160,42400,42135,42349,12826,15108,Future,MIL,EUR,5,25,5,210895,ST1 Index,636.5067766064043,611,0.0089,,1.1308
15/01/2007,42445,42620,42445,42561,6999,15435,Future,MIL,EUR,5,25,5,211745,ST1 Index,616.537906376563,612,0.0089,,1.1308
16/01/2007,42570,42605,42320,42386,12909,15435,Future,MIL,EUR,5,25,5,212805,ST1 Index,593.9456681093412,613,0.0089,,1.1308
17/01/2007,42400,42460,41810,41978,16928,16776,Future,MIL,EUR,5,25,5,211930,ST1 Index,549.5559935067372,614,0.0089,,1.1308
18/01/2007,42150,42235,41850,41950,17775,18112,Future,MIL,EUR,5,25,5,209890,ST1 Index,513.2266296018781,615,0.0089,,1.1308
19/01/2007,41900,42405,41825,42324,17408,17709,Future,MIL,EUR,5,25,5,209750,ST1 Index,477.77099814223516,616,0.0089,,1.1308
22/01/2007,42420,42540,42175,42221,14613,19483,Future,MIL,EUR,5,25,5,211620,ST1 Index,446.099458266674,617,0.0089,,1.1308
23/01/2007,42270,42440,42075,42270,18572,20263,Future,MIL,EUR,5,25,5,211105,ST1 Index,403.72275140143483,618,0.0089,,1.1308
24/01/2007,42400,42795,42400,42764,15319,20723,Future,MIL,EUR,5,25,5,211350,ST1 Index,401.0748059890261,619,0.0089,,1.1308
25/01/2007,42785,42920,42515,42617,15244,20453,Future,MIL,EUR,5,25,5,213820,ST1 Index,380.2580132828146,620,0.0089,,1.1308
26/01/2007,42480,42600,42270,42366,18260,20506,Future,MIL,EUR,5,25,5,213085,ST1 Index,352.02817121993786,621,0.0089,,1.1308
29/01/2007,42460,42580,42310,42449,12076,20853,Future,MIL,EUR,5,25,5,211830,ST1 Index,350.2183842487189,622,0.0089,,1.1308
30/01/2007,42400,42520,42210,42482,16375,20280,Future,MIL,EUR,5,25,5,212245,ST1 Index,341.9402384420104,623,0.0089,,1.1308
31/01/2007,42430,42595,42330,42395,17061,20305,Future,MIL,EUR,5,25,5,212410,ST1 Index,330.89282252582746,624,0.0089,,1.1308
01/02/2007,42600,42780,42600,42657,12145,19060,Future,MIL,EUR,5,25,5,211975,ST1 Index,321.39294225672853,625,0.0089,,1.1308
02/02/2007,42740,42880,42705,42781,12191,19503,Future,MIL,EUR,5,25,5,213285,ST1 Index,318.1243205610522,626,0.0089,,1.1308
05/02/2007,42715,42935,42655,42870,11241,19907,Future,MIL,EUR,5,25,5,213905,ST1 Index,319.1818342769917,627,0.0089,,1.1308
06/02/2007,42890,42990,42710,42766,11821,20704,Future,MIL,EUR,5,25,5,214350,ST1 Index,332.23556903562064,628,0.0089,,1.1308
07/02/2007,42840,43055,42795,43016,10898,21343,Future,MIL,EUR,5,25,5,213830,ST1 Index,360.01607371396506,629,0.0089,,1.1308
08/02/2007,43015,43060,42540,42612,18047,21317,Future,MIL,EUR,5,25,5,215080,ST1 Index,361.19688998165054,630,0.0089,,1.1308
09/02/2007,42750,42950,42740,42888,10004,21957,Future,MIL,EUR,5,25,5,213060,ST1 Index,360.57651984806796,631,0.0089,,1.1308
12/02/2007,42825,42825,42545,42606,12235,21557,Future,MIL,EUR,5,25,5,214440,ST1 Index,339.30606635564226,632,0.0089,,1.1308
13/02/2007,42700,42850,42615,42781,11995,21011,Future,MIL,EUR,5,25,5,213030,ST1 Index,324.955704672295,633,0.0089,,1.1308
14/02/2007,42915,43055,42840,43033,12806,20331,Future,MIL,EUR,5,25,5,213905,ST1 Index,294.65961718406555,634,0.0089,,1.1308
15/02/2007,43045,43110,42880,42962,11460,20146,Future,MIL,EUR,5,25,5,215165,ST1 Index,297.1733332569655,635,0.0089,,1.1308
16/02/2007,42935,43070,42905,42974,9575,20033,Future,MIL,EUR,5,25,5,214810,ST1 Index,304.5856310887273,636,0.0089,,1.1308
19/02/2007,43070,43135,42980,43093,7046,20548,Future,MIL,EUR,5,25,5,214870,ST1 Index,320.7497570781857,637,0.0089,,1.1308
20/02/2007,43075,43105,42530,42745,15022,20766,Future,MIL,EUR,5,25,5,215465,ST1 Index,318.3474255155516,638,0.0089,,1.1308
21/02/2007,42835,42905,42285,42387,18547,20633,Future,MIL,EUR,5,25,5,213725,ST1 Index,293.2890894647188,639,0.0089,,1.1308
22/02/2007,42505,42810,42470,42535,16296,19433,Future,MIL,EUR,5,25,5,211935,ST1 Index,257.0066925179971,640,0.0089,,1.1308
23/02/2007,42575,42720,42450,42569,15093,19485,Future,MIL,EUR,5,25,5,212675,ST1 Index,248.02554975722217,641,0.0089,,1.1308
26/02/2007,42640,42975,42635,42915,12884,19728,Future,MIL,EUR,5,25,5,212845,ST1 Index,233.68581471504646,642,0.0089,,1.1308
27/02/2007,42700,42740,41630,41699,34184,20366,Future,MIL,EUR,5,25,5,214575,ST1 Index,296.94164970979006,643,0.0089,,1.1308
28/02/2007,41550,41655,40750,41310,44497,20366,Future,MIL,EUR,5,25,5,208495,ST1 Index,402.9600600544009,644,0.0089,,1.1308
01/03/2007,41250,41535,40105,40695,49033,20366,Future,MIL,EUR,5,25,5,206550,ST1 Index,557.3795146328849,645,0.0089,,1.1308
02/03/2007,40770,40950,40295,40631,36763,22119,Future,MIL,EUR,5,25,5,203475,ST1 Index,675.8223065266983,646,0.0089,,1.1308
05/03/2007,40205,40330,39835,40240,30982,21060,Future,MIL,EUR,5,25,5,203155,ST1 Index,810.2669169266046,647,0.0089,,1.1308
06/03/2007,40250,40610,40250,40408,23270,21557,Future,MIL,EUR,5,25,5,201200,ST1 Index,901.0794693028413,648,0.0089,,1.1308
07/03/2007,40545,40575,40255,40399,18552,21864,Future,MIL,EUR,5,25,5,202040,ST1 Index,977.7298246443655,649,0.0089,,1.1308
08/03/2007,40500,40945,40500,40898,17472,22059,Future,MIL,EUR,5,25,5,201995,ST1 Index,1008.0099668815012,650,0.0089,,1.1308
09/03/2007,40880,41050,40570,40887,23558,22345,Future,MIL,EUR,5,25,5,204490,ST1 Index,1029.7467844082464,651,0.0089,,1.1308
12/03/2007,41035,41160,40630,40768,29585,21111,Future,MIL,EUR,5,25,5,204435,ST1 Index,1047.9338687782113,652,0.0089,,1.1308
13/03/2007,40730,40900,40205,40395,42175,20460,Future,MIL,EUR,5,25,5,203840,ST1 Index,1081.7744173343858,653,0.0089,,1.1308
14/03/2007,40005,40005,39250,39378,50964,16194,Future,MIL,EUR,5,25,5,201975,ST1 Index,1166.468520792212,654,0.0089,,1.1308
15/03/2007,39720,39940,39485,39822,32258,10958,Future,MIL,EUR,5,25,5,196890,ST1 Index,1213.3166157269864,655,0.0089,,1.1308
16/03/2007,39940,39960,39935,39955,231,10417,Future,MIL,EUR,5,25,5,199110,ST1 Index,1229.3822635776085,656,0.0089,,1.1308
19/03/2007,39325,39735,39325,39697,14604,20373,Future,MIL,EUR,5,25,5,199775,ST1 Index,1259.9332151609813,657,0.0089,,1.1308
20/03/2007,39560,39790,39415,39742,17941,20774,Future,MIL,EUR,5,25,5,198485,ST1 Index,1268.4231063276577,658,0.0089,,1.1308
21/03/2007,39750,40015,39650,39939,15366,20832,Future,MIL,EUR,5,25,5,198710,ST1 Index,1241.4675630072882,659,0.0089,,1.1308
22/03/2007,40040,40825,40040,40791,20101,21432,Future,MIL,EUR,5,25,5,199695,ST1 Index,1184.934889912775,660,0.0089,,1.1308
23/03/2007,40710,41115,40630,41071,18383,21016,Future,MIL,EUR,5,25,5,203955,ST1 Index,1117.031008223411,661,0.0089,,1.1308
26/03/2007,41080,41160,40445,40609,20407,21138,Future,MIL,EUR,5,25,5,205355,ST1 Index,1030.078071474499,662,0.0089,,1.1308
27/03/2007,40875,40900,40565,40622,14550,20922,Future,MIL,EUR,5,25,5,203045,ST1 Index,956.4667235887686,663,0.0089,,1.1308
28/03/2007,40400,40605,40290,40457,17808,21499,Future,MIL,EUR,5,25,5,203110,ST1 Index,900.5059466762615,664,0.0089,,1.1308
29/03/2007,40580,41040,40570,40972,14991,21146,Future,MIL,EUR,5,25,5,202285,ST1 Index,821.2652981828206,665,0.0089,,1.1308
30/03/2007,41030,41225,40820,41027,16416,20956,Future,MIL,EUR,5,25,5,204860,ST1 Index,725.3808723693533,666,0.0089,,1.1308
02/04/2007,41010,41300,40915,41225,13970,20859,Future,MIL,EUR,5,25,5,205135,ST1 Index,562.3471733125941,667,0.0089,,1.1308
03/04/2007,41370,41670,41370,41622,16135,20171,Future,MIL,EUR,5,25,5,206125,ST1 Index,555.9404194689678,668,0.0089,,1.1308
04/04/2007,41700,41745,41480,41628,12730,19664,Future,MIL,EUR,5,25,5,208110,ST1 Index,577.4565871122524,669,0.0089,,1.1308
10/04/2007,41730,42150,41655,42071,13016,19919,Future,MIL,EUR,5,25,5,208260,ST1 Index,652.0971732285439,670,0.0089,,1.1308
11/04/2007,42070,42315,41895,41957,15948,19740,Future,MIL,EUR,5,25,5,210355,ST1 Index,705.5951979234634,671,0.0089,,1.1308
12/04/2007,41980,42055,41725,41990,17447,19860,Future,MIL,EUR,5,25,5,209785,ST1 Index,747.4275327187088,672,0.0089,,1.1308
13/04/2007,42075,42225,41915,42191,15420,19576,Future,MIL,EUR,5,25,5,209950,ST1 Index,798.4310719567271,673,0.0089,,1.1308
16/04/2007,42270,42710,42255,42664,17409,20124,Future,MIL,EUR,5,25,5,210955,ST1 Index,875.3052477084541,674,0.0089,,1.1308
17/04/2007,42575,42780,42375,42706,18576,21204,Future,MIL,EUR,5,25,5,213320,ST1 Index,947.2844117085165,675,0.0089,,1.1308
18/04/2007,42700,42745,42280,42534,20512,23113,Future,MIL,EUR,5,25,5,213530,ST1 Index,997.4024898033606,676,0.0089,,1.1308
19/04/2007,42505,42505,41985,42167,20452,23499,Future,MIL,EUR,5,25,5,212670,ST1 Index,1020.8662383808846,677,0.0089,,1.1308
20/04/2007,42380,42900,42380,42739,19050,23350,Future,MIL,EUR,5,25,5,210835,ST1 Index,1061.2847355913777,678,0.0089,,1.1308
23/04/2007,42795,42915,42735,42849,13610,23601,Future,MIL,EUR,5,25,5,213695,ST1 Index,1042.17614154194,679,0.0089,,1.1308
24/04/2007,42835,42880,42510,42639,19061,23362,Future,MIL,EUR,5,25,5,214245,ST1 Index,1025.404232485528,680,0.0089,,1.1308
25/04/2007,42740,43215,42740,43085,14715,23667,Future,MIL,EUR,5,25,5,213195,ST1 Index,1028.3050487732494,681,0.0089,,1.1308
26/04/2007,43350,43350,43040,43180,14875,23820,Future,MIL,EUR,5,25,5,215425,ST1 Index,1000.9978737902188,682,0.0089,,1.1308
27/04/2007,43155,43225,42835,42988,15471,23774,Future,MIL,EUR,5,25,5,215900,ST1 Index,945.551290693701,683,0.0089,,1.1308
02/05/2007,43230,43350,43015,43157,13436,23657,Future,MIL,EUR,5,25,5,215565,ST1 Index,895.2511695975844,684,0.0089,,1.1308
03/05/2007,43230,43320,42865,42999,19143,24794,Future,MIL,EUR,5,25,5,215785,ST1 Index,884.2078130540544,685,0.0089,,1.1308
04/05/2007,43060,43340,43045,43264,18164,29350,Future,MIL,EUR,5,25,5,214995,ST1 Index,892.1992359702087,686,0.0089,,1.1308
07/05/2007,43385,43390,43090,43252,8011,29587,Future,MIL,EUR,5,25,5,216320,ST1 Index,860.0155037357251,687,0.0089,,1.1308
08/05/2007,43230,43235,42645,42934,21228,30008,Future,MIL,EUR,5,25,5,216260,ST1 Index,801.1375412494011,688,0.0089,,1.1308
09/05/2007,43000,43275,42955,43147,16438,29743,Future,MIL,EUR,5,25,5,214670,ST1 Index,714.8284829237874,689,0.0089,,1.1308
10/05/2007,43240,43295,42685,42743,20745,31672,Future,MIL,EUR,5,25,5,215735,ST1 Index,647.9674451692116,690,0.0089,,1.1308
11/05/2007,42600,42905,42330,42866,27488,36091,Future,MIL,EUR,5,25,5,213715,ST1 Index,572.5555518891653,691,0.0089,,1.1308
14/05/2007,43050,43220,42810,42893,21010,39913,Future,MIL,EUR,5,25,5,214330,ST1 Index,500.22444962146625,692,0.0089,,1.1308
15/05/2007,42800,43630,42770,43231,27926,44923,Future,MIL,EUR,5,25,5,214465,ST1 Index,464.6091081031714,693,0.0089,,1.1308
16/05/2007,43165,43285,43020,43072,16698,44371,Future,MIL,EUR,5,25,5,216155,ST1 Index,410.4504151933794,694,0.0089,,1.1308
17/05/2007,43250,43275,43080,43194,12695,44590,Future,MIL,EUR,5,25,5,215360,ST1 Index,391.4657158241899,695,0.0089,,1.1308
18/05/2007,43225,43810,43225,43765,17101,44929,Future,MIL,EUR,5,25,5,215970,ST1 Index,392.84883436983347,696,0.0089,,1.1308
21/05/2007,43900,43905,43605,43643,15560,45053,Future,MIL,EUR,5,25,5,218825,ST1 Index,373.7072071364544,697,0.0089,,1.1308
22/05/2007,43685,43735,43385,43426,16218,45019,Future,MIL,EUR,5,25,5,218215,ST1 Index,349.17988678099624,698,0.0089,,1.1308
23/05/2007,43440,43750,43395,43665,12746,45516,Future,MIL,EUR,5,25,5,217130,ST1 Index,365.40595233117267,699,0.0089,,1.1308
24/05/2007,43485,43570,43005,43077,21926,45772,Future,MIL,EUR,5,25,5,218325,ST1 Index,358.5112597009791,700,0.0089,,1.1308
25/05/2007,42915,43165,42835,43114,16061,45051,Future,MIL,EUR,5,25,5,215385,ST1 Index,341.38774143054263,701,0.0089,,1.1308
28/05/2007,43150,43310,43025,43251,4793,45122,Future,MIL,EUR,5,25,5,215570,ST1 Index,284.16880546436124,702,0.0089,,1.1308
29/05/2007,43305,43335,43015,43058,12451,45127,Future,MIL,EUR,5,25,5,216255,ST1 Index,272.9654617939306,703,0.0089,,1.1308
30/05/2007,43000,43095,42510,43013,18471,45412,Future,MIL,EUR,5,25,5,215290,ST1 Index,267.6067201430232,704,0.0089,,1.1308
31/05/2007,43320,43410,43100,43159,13856,45272,Future,MIL,EUR,5,25,5,215065,ST1 Index,245.86369529823554,705,0.0089,,1.1308
01/06/2007,43275,43310,42990,43042,16211,45698,Future,MIL,EUR,5,25,5,215795,ST1 Index,246.61081349440155,706,0.0089,,1.1308
04/06/2007,43075,43135,42520,42771,18624,47024,Future,MIL,EUR,5,25,5,215210,ST1 Index,258.8586293694676,707,0.0089,,1.1308
05/06/2007,42880,43150,42850,43026,18206,47290,Future,MIL,EUR,5,25,5,213855,ST1 Index,257.9841920203107,708,0.0089,,1.1308
06/06/2007,42950,43075,42295,42369,24432,47817,Future,MIL,EUR,5,25,5,215130,ST1 Index,301.6048021264087,709,0.0089,,1.1308
07/06/2007,42400,42535,41915,41990,35787,41811,Future,MIL,EUR,5,25,5,211845,ST1 Index,376.5306539079949,710,0.0089,,1.1308
08/06/2007,41915,42000,41550,41776,31148,39410,Future,MIL,EUR,5,25,5,209950,ST1 Index,455.35864253617706,711,0.0089,,1.1308
11/06/2007,41880,42095,41760,41879,27769,34118,Future,MIL,EUR,5,25,5,208880,ST1 Index,506.0698798905118,712,0.0089,,1.1308
12/06/2007,41840,41975,41545,41661,49269,30765,Future,MIL,EUR,5,25,5,209395,ST1 Index,569.321839266453,713,0.0089,,1.1308
13/06/2007,41565,42025,41455,41940,44623,27161,Future,MIL,EUR,5,25,5,208305,ST1 Index,599.0734150884542,714,0.0089,,1.1308
14/06/2007,42210,42670,42200,42558,31467,26035,Future,MIL,EUR,5,25,5,209700,ST1 Index,601.779173229193,715,0.0089,,1.1308
15/06/2007,42800,42875,42750,42768,343,22546,Future,MIL,EUR,5,25,5,212790,ST1 Index,602.0410340381667,716,0.0089,,1.1308
18/06/2007,43350,43410,43080,43186,12566,24772,Future,MIL,EUR,5,25,5,213840,ST1 Index,605.6801190940174,717,0.0089,,1.1308
19/06/2007,43225,43430,43190,43326,11183,23747,Future,MIL,EUR,5,25,5,215930,ST1 Index,608.361781069244,718,0.0089,,1.1308
20/06/2007,43480,43545,43150,43204,11459,24657,Future,MIL,EUR,5,25,5,216630,ST1 Index,610.7636667858868,719,0.0089,,1.1308
21/06/2007,43000,43145,42605,42840,17790,23947,Future,MIL,EUR,5,25,5,216020,ST1 Index,607.1390916962472,720,0.0089,,1.1308
22/06/2007,42950,42970,42565,42602,10386,24056,Future,MIL,EUR,5,25,5,214200,ST1 Index,578.8248353337001,721,0.0089,,1.1308
25/06/2007,42440,42595,42165,42540,13857,23918,Future,MIL,EUR,5,25,5,213010,ST1 Index,554.5102103049372,722,0.0089,,1.1308
26/06/2007,42400,42400,41985,42057,16005,24422,Future,MIL,EUR,5,25,5,212700,ST1 Index,554.5883848997996,723,0.0089,,1.1308
27/06/2007,41960,41960,41645,41811,13490,24405,Future,MIL,EUR,5,25,5,210285,ST1 Index,546.1386057273199,724,0.0089,,1.1308
28/06/2007,42130,42235,42015,42066,10819,24629,Future,MIL,EUR,5,25,5,209055,ST1 Index,549.9051069646362,725,0.0089,,1.1308
29/06/2007,42230,42465,42015,42365,11896,24328,Future,MIL,EUR,5,25,5,210330,ST1 Index,541.0831513416333,726,0.0089,,1.1308
02/07/2007,42300,42440,42085,42370,11094,24658,Future,MIL,EUR,5,25,5,211825,ST1 Index,523.3012134508499,727,0.0089,,1.1308
03/07/2007,42540,42800,42510,42741,9176,24851,Future,MIL,EUR,5,25,5,211850,ST1 Index,513.8578759402261,728,0.0089,,1.1308
04/07/2007,42785,42885,42760,42781,5224,24545,Future,MIL,EUR,5,25,5,213705,ST1 Index,506.673408945515,729,0.0089,,1.1308
05/07/2007,42900,42915,42320,42410,14959,25259,Future,MIL,EUR,5,25,5,213905,ST1 Index,488.7170005901242,730,0.0089,,1.1308
06/07/2007,42430,42715,42370,42612,10433,24669,Future,MIL,EUR,5,25,5,212050,ST1 Index,475.62086441388396,731,0.0089,,1.1308
09/07/2007,42750,42950,42705,42894,8991,24750,Future,MIL,EUR,5,25,5,213060,ST1 Index,479.52792063216657,732,0.0089,,1.1308
10/07/2007,42905,43075,42335,42427,17603,24851,Future,MIL,EUR,5,25,5,214470,ST1 Index,465.3915842232359,733,0.0089,,1.1308
11/07/2007,42180,42230,41850,42106,19083,24536,Future,MIL,EUR,5,25,5,212135,ST1 Index,470.17425847496344,734,0.0089,,1.1308
12/07/2007,42195,42600,42000,42478,12571,24375,Future,MIL,EUR,5,25,5,210530,ST1 Index,460.9077926575752,735,0.0089,,1.1308
13/07/2007,42750,42845,42485,42620,10802,24366,Future,MIL,EUR,5,25,5,212390,ST1 Index,439.4410009688131,736,0.0089,,1.1308
16/07/2007,42635,42760,42540,42675,8264,24215,Future,MIL,EUR,5,25,5,213100,ST1 Index,421.8347938855529,737,0.0089,,1.1308
17/07/2007,42540,42615,42230,42410,15346,24843,Future,MIL,EUR,5,25,5,213375,ST1 Index,382.9802127166124,738,0.0089,,1.1308
18/07/2007,42140,42435,41900,42071,17163,24765,Future,MIL,EUR,5,25,5,212050,ST1 Index,375.0799381453606,739,0.0089,,1.1308
19/07/2007,42240,42500,42160,42366,11878,24969,Future,MIL,EUR,5,25,5,210355,ST1 Index,377.0133154135659,740,0.0089,,1.1308
20/07/2007,42345,42520,41700,41787,15128,25960,Future,MIL,EUR,5,25,5,211830,ST1 Index,403.4024045529925,741,0.0089,,1.1308
23/07/2007,41840,42050,41575,41991,12803,24999,Future,MIL,EUR,5,25,5,208935,ST1 Index,390.5332892329989,742,0.0089,,1.1308
24/07/2007,41920,42040,41165,41265,18699,25377,Future,MIL,EUR,5,25,5,209955,ST1 Index,417.1727340073411,743,0.0089,,1.1308
