Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,no_days,Standard Cost,Instrument_Weights,Exchange rate
23/03/2011,21.7,22.1,20.45,20.5,15435,67884,UX1 Index,Future,CBF,USD,0.05,50,1000,20500,20.5,21.6,1.6898594616124543,1363,,0.0004,,1
24/03/2011,20.15,20.35,19.55,19.95,17515,68981,UX1 Index,Future,CBF,USD,0.05,50,1000,19950,19.95,21.05,1.6118700319818373,1364,,0.0004,,1
25/03/2011,19.95,20,19.4,19.75,14894,70429,UX1 Index,Future,CBF,USD,0.05,50,1000,19750,19.75,21.05,1.5355970608640985,1365,,0.0004,,1
28/03/2011,19.8,20.4,19.55,20.3,9726,70069,UX1 Index,Future,CBF,USD,0.05,50,1000,20300,20.3,21.55,1.4440250459512303,1366,,0.0004,,1
29/03/2011,20.3,20.6,19.55,19.6,8989,69665,UX1 Index,Future,CBF,USD,0.05,50,1000,19600,19.6,20.95,1.4882512108739543,1367,,0.0004,,1
30/03/2011,19.35,19.55,19.1,19.25,7229,70244,UX1 Index,Future,CBF,USD,0.05,50,1000,19250,19.25,20.7,1.532772542377962,1368,,0.0004,,1
31/03/2011,19.3,19.55,19.15,19.3,7797,69164,UX1 Index,Future,CBF,USD,0.05,50,1000,19300,19.3,20.8,1.5739493850400048,1369,,0.0004,,1
01/04/2011,19.05,19.3,18.55,19.05,10684,70356,UX1 Index,Future,CBF,USD,0.05,50,1000,19050,19.05,20.55,1.6171528478577648,1370,,0.0004,,1
04/04/2011,18.9,19.15,18.64,18.7,7315,69486,UX1 Index,Future,CBF,USD,0.05,50,1000,18700,18.7,20.25,1.6442627527257154,1371,,0.0004,,1
05/04/2011,18.7,19.1,18.3,18.55,19110,58970,UX1 Index,Future,CBF,USD,0.05,50,1000,18550,18.55,20.15,1.718727727128749,1372,,0.0004,,1
06/04/2011,18.2,18.65,18,18.35,8356,58646,UX1 Index,Future,CBF,USD,0.05,50,1000,18350,18.35,20.15,1.7954177786802612,1373,,0.0004,,1
07/04/2011,18.35,18.95,18.15,18.4,12389,57935,UX1 Index,Future,CBF,USD,0.05,50,1000,18400,18.4,20.35,1.8480462656549397,1374,,0.0004,,1
08/04/2011,18.2,19,17.75,18.65,18595,50725,UX1 Index,Future,CBF,USD,0.05,50,1000,18650,18.65,20.65,1.8922143113297638,1375,,0.0004,,1
11/04/2011,18.55,18.65,18.1,18.4,9863,50062,UX1 Index,Future,CBF,USD,0.05,50,1000,18400,18.4,20.45,1.9474277907026951,1376,,0.0004,,1
12/04/2011,18.65,19.3,18.43,18.7,18106,48017,UX1 Index,Future,CBF,USD,0.05,50,1000,18700,18.7,20.7,1.9853253301834066,1377,,0.0004,,1
13/04/2011,20.35,20.7,20.2,20.35,13219,51255,UX1 Index,Future,CBF,USD,0.05,50,1000,20350,18.3,20.35,1.9830910216127722,1378,,0.0004,,1
14/04/2011,20.55,20.76,20,20.15,12519,53837,UX1 Index,Future,CBF,USD,0.05,50,1000,20150,17.9,20.15,1.95160190612768,1379,,0.0004,,1
15/04/2011,20.3,20.3,19.6,19.65,27671,69156,UX1 Index,Future,CBF,USD,0.05,50,1000,19650,16.75,19.65,1.9285097873750083,1380,,0.0004,,1
18/04/2011,19.9,21,19.9,20.2,37708,79221,UX1 Index,Future,CBF,USD,0.05,50,1000,20200,17.3,20.2,1.8854707634967998,1381,,0.0004,,1
19/04/2011,20.05,20.05,19.05,19.1,24383,84022,UX1 Index,Future,CBF,USD,0.05,50,1000,19100,16,19.1,1.7773997862048976,1382,,0.0004,,1
20/04/2011,18.35,18.55,18.1,18.15,20553,84360,UX1 Index,Future,CBF,USD,0.05,50,1000,18150,18.15,20.35,1.5097681941282355,1383,,0.0004,,1
21/04/2011,18,18.35,17.8,18.15,14100,82867,UX1 Index,Future,CBF,USD,0.05,50,1000,18150,18.15,20.35,1.247958332638253,1384,,0.0004,,1
22/04/2011,18,18.35,17.8,17.9,14100,82867,UX1 Index,Future,CBF,USD,0.05,50,1000,17900,17.9,20,1.0178490392331905,1385,,0.0004,,1
25/04/2011,17.8,17.95,17.4,17.45,11278,81319,UX1 Index,Future,CBF,USD,0.05,50,1000,17450,17.45,19.6,0.976225725264367,1386,,0.0004,,1
26/04/2011,17.25,17.35,16.82,17.3,13544,79520,UX1 Index,Future,CBF,USD,0.05,50,1000,17300,17.3,19.2,0.9242925222395504,1387,,0.0004,,1
27/04/2011,17.05,17.86,16.9,17,21214,78927,UX1 Index,Future,CBF,USD,0.05,50,1000,17000,17,18.75,0.9574619226552173,1388,,0.0004,,1
28/04/2011,17,17.25,16.55,16.75,13757,75735,UX1 Index,Future,CBF,USD,0.05,50,1000,16750,16.75,18.4,1.02212197576152,1389,,0.0004,,1
29/04/2011,16.62,16.9,16.6,16.7,8955,74604,UX1 Index,Future,CBF,USD,0.05,50,1000,16700,16.7,18.35,1.0801543099643869,1390,,0.0004,,1
02/05/2011,16.5,17.45,16.45,17.25,13177,71575,UX1 Index,Future,CBF,USD,0.05,50,1000,17250,17.25,18.8,1.057323665362054,1391,,0.0004,,1
03/05/2011,17.5,18.1,17.3,17.7,14379,68456,UX1 Index,Future,CBF,USD,0.05,50,1000,17700,17.7,19.35,1.0448205587570145,1392,,0.0004,,1
04/05/2011,17.65,18.49,17.6,17.95,16686,66520,UX1 Index,Future,CBF,USD,0.05,50,1000,17950,17.95,19.55,1.035446763480056,1393,,0.0004,,1
05/05/2011,18.15,18.8,17.6,18.3,25273,63646,UX1 Index,Future,CBF,USD,0.05,50,1000,18300,18.3,19.8,1.018160105288616,1394,,0.0004,,1
06/05/2011,18.2,18.85,17.03,18.15,23499,61760,UX1 Index,Future,CBF,USD,0.05,50,1000,18150,18.15,19.55,1.0083898055818137,1395,,0.0004,,1
09/05/2011,17.9,18.25,17.35,17.45,14697,61038,UX1 Index,Future,CBF,USD,0.05,50,1000,17450,17.45,18.85,1.0195873348245672,1396,,0.0004,,1
10/05/2011,18.5,18.85,18.12,18.2,26407,55162,UX1 Index,Future,CBF,USD,0.05,50,1000,18200,16.65,18.2,1.0179554672649807,1397,,0.0004,,1
11/05/2011,18.2,19.08,18.2,18.65,18986,59820,UX1 Index,Future,CBF,USD,0.05,50,1000,18650,17.2,18.65,1.0208982972532887,1398,,0.0004,,1
12/05/2011,18.95,19.1,18.16,18.35,19606,64175,UX1 Index,Future,CBF,USD,0.05,50,1000,18350,16.65,18.35,1.0206737970582624,1399,,0.0004,,1
13/05/2011,18.25,18.95,18.1,18.65,17812,68668,UX1 Index,Future,CBF,USD,0.05,50,1000,18650,17.35,18.65,1.0206737970582624,1400,,0.0004,,1
16/05/2011,18.7,19.15,18.22,19.05,23864,74878,UX1 Index,Future,CBF,USD,0.05,50,1000,19050,18,19.05,1.032492937829599,1401,,0.0004,,1
17/05/2011,18.98,19.45,18.54,18.7,37014,87905,UX1 Index,Future,CBF,USD,0.05,50,1000,18700,17.75,18.7,1.032492937829599,1402,,0.0004,,1
18/05/2011,18.6,18.75,17.85,18.05,21082,90137,UX1 Index,Future,CBF,USD,0.05,50,1000,18050,18.05,19.75,0.9395788063460503,1403,,0.0004,,1
19/05/2011,17.95,18.1,17.6,17.65,16048,88694,UX1 Index,Future,CBF,USD,0.05,50,1000,17650,17.65,19.6,0.8521394643296413,1404,,0.0004,,1
20/05/2011,17.8,18.3,17.4,18.05,19284,92488,UX1 Index,Future,CBF,USD,0.05,50,1000,18050,18.05,20,0.7884214186174033,1405,,0.0004,,1
23/05/2011,18.6,19,18.28,18.55,24065,92265,UX1 Index,Future,CBF,USD,0.05,50,1000,18550,18.55,20.3,0.6577866928835537,1406,,0.0004,,1
24/05/2011,18.5,18.55,18.03,18.3,12873,82435,UX1 Index,Future,CBF,USD,0.05,50,1000,18300,18.3,20.15,0.6187218007053071,1407,,0.0004,,1
25/05/2011,18.4,18.55,17.7,17.95,12929,80035,UX1 Index,Future,CBF,USD,0.05,50,1000,17950,17.95,19.9,0.617130456225709,1408,,0.0004,,1
26/05/2011,17.8,18.16,17.4,17.45,11687,77289,UX1 Index,Future,CBF,USD,0.05,50,1000,17450,17.45,19.35,0.6224949799005237,1409,,0.0004,,1
27/05/2011,17.4,17.4,16.95,17.45,16713,71485,UX1 Index,Future,CBF,USD,0.05,50,1000,17450,17.45,19.35,0.6289674077417322,1410,,0.0004,,1
30/05/2011,17.4,17.4,16.95,17.1,16713,71485,UX1 Index,Future,CBF,USD,0.05,50,1000,17100,17.1,19.05,0.6427285585699108,1411,,0.0004,,1
31/05/2011,16.75,16.92,16.45,16.55,17321,73189,UX1 Index,Future,CBF,USD,0.05,50,1000,16550,16.55,18.55,0.6863672486368775,1412,,0.0004,,1
01/06/2011,16.7,18.15,16.7,17.95,24938,70817,UX1 Index,Future,CBF,USD,0.05,50,1000,17950,17.95,19.55,0.6639716359413919,1413,,0.0004,,1
02/06/2011,17.85,18.44,17.48,17.8,15846,69523,UX1 Index,Future,CBF,USD,0.05,50,1000,17800,17.8,19.35,0.6216376222001735,1414,,0.0004,,1
03/06/2011,17.9,18.8,17.5,17.95,17968,68457,UX1 Index,Future,CBF,USD,0.05,50,1000,17950,17.95,19.45,0.5675018355341966,1415,,0.0004,,1
06/06/2011,18,18.45,17.6,18.2,14900,66673,UX1 Index,Future,CBF,USD,0.05,50,1000,18200,18.2,19.65,0.5489231883132768,1416,,0.0004,,1
07/06/2011,19.45,19.45,18.87,19.35,16369,62540,UX1 Index,Future,CBF,USD,0.05,50,1000,19350,18.1,19.35,0.6067467895819548,1417,,0.0004,,1
08/06/2011,19.5,19.7,19.08,19.55,21622,58118,UX1 Index,Future,CBF,USD,0.05,50,1000,19550,18.5,19.55,0.6739992581608218,1418,,0.0004,,1
09/06/2011,19.45,19.46,18.75,19,14586,60335,UX1 Index,Future,CBF,USD,0.05,50,1000,19000,17.75,19,0.6952996955759458,1419,,0.0004,,1
10/06/2011,18.95,19.75,18.95,19.6,29745,64863,UX1 Index,Future,CBF,USD,0.05,50,1000,19600,18.9,19.6,0.7522300180139935,1420,,0.0004,,1
13/06/2011,19.5,20.25,19.2,20,32904,78055,UX1 Index,Future,CBF,USD,0.05,50,1000,20000,19.55,20,0.8135723692464774,1421,,0.0004,,1
14/06/2011,19.75,19.85,18.95,19.2,25814,82168,UX1 Index,Future,CBF,USD,0.05,50,1000,19200,18.2,19.2,0.8316048741247195,1422,,0.0004,,1
15/06/2011,19.5,21,19.5,20.95,36243,83758,UX1 Index,Future,CBF,USD,0.05,50,1000,20950,20.95,21.25,0.9787662301768748,1423,,0.0004,,1
16/06/2011,21.4,22.95,20.9,21.95,44930,77697,UX1 Index,Future,CBF,USD,0.05,50,1000,21950,21.95,22.3,1.2019082050367416,1424,,0.0004,,1
17/06/2011,20.95,22.1,20.8,21.45,28751,76125,UX1 Index,Future,CBF,USD,0.05,50,1000,21450,21.45,22,1.3303570949189925,1425,,0.0004,,1
20/06/2011,21.9,21.99,20.3,20.45,28256,64626,UX1 Index,Future,CBF,USD,0.05,50,1000,20450,20.45,21.15,1.3739298866152634,1426,,0.0004,,1
21/06/2011,20.15,20.15,19.3,19.95,18434,66305,UX1 Index,Future,CBF,USD,0.05,50,1000,19950,19.95,20.8,1.3939512186591372,1427,,0.0004,,1
22/06/2011,19.85,20.3,19.18,20.3,20105,63882,UX1 Index,Future,CBF,USD,0.05,50,1000,20300,20.3,21.1,1.4147791347066465,1428,,0.0004,,1
23/06/2011,20.6,21.55,19.8,19.85,28904,64598,UX1 Index,Future,CBF,USD,0.05,50,1000,19850,19.85,20.8,1.401630003484496,1429,,0.0004,,1
24/06/2011,19.9,21.1,19.65,21.05,18167,62149,UX1 Index,Future,CBF,USD,0.05,50,1000,21050,21.05,21.55,1.445014417460234,1430,,0.0004,,1
27/06/2011,20.9,21.3,20.5,20.6,12276,60624,UX1 Index,Future,CBF,USD,0.05,50,1000,20600,20.6,21,1.4695152261889863,1431,,0.0004,,1
28/06/2011,20.55,20.63,19.45,19.5,13580,59823,UX1 Index,Future,CBF,USD,0.05,50,1000,19500,19.5,20.2,1.45851808353591,1432,,0.0004,,1
29/06/2011,19.35,19.38,18.45,18.5,23878,60190,UX1 Index,Future,CBF,USD,0.05,50,1000,18500,18.5,19.35,1.4422118429694237,1433,,0.0004,,1
30/06/2011,18.35,18.35,17.6,17.7,18586,61380,UX1 Index,Future,CBF,USD,0.05,50,1000,17700,17.7,18.75,1.4298951010480667,1434,,0.0004,,1
01/07/2011,17.7,17.75,16.9,17.7,18925,60214,UX1 Index,Future,CBF,USD,0.05,50,1000,17700,17.7,18.75,1.4173978505232494,1435,,0.0004,,1
04/07/2011,17.7,17.75,16.9,16.95,18925,60214,UX1 Index,Future,CBF,USD,0.05,50,1000,16950,16.95,17.95,1.4273285069205086,1436,,0.0004,,1
05/07/2011,17.1,17.25,16.9,16.95,15049,57533,UX1 Index,Future,CBF,USD,0.05,50,1000,16950,16.95,18.1,1.3973546436038564,1437,,0.0004,,1
06/07/2011,17.2,17.75,17.14,17.25,14413,56583,UX1 Index,Future,CBF,USD,0.05,50,1000,17250,17.25,18.35,1.4320730893828695,1438,,0.0004,,1
07/07/2011,17,17,16.6,16.75,13974,55784,UX1 Index,Future,CBF,USD,0.05,50,1000,16750,16.75,17.85,1.4911600629491792,1439,,0.0004,,1
08/07/2011,16.65,17.77,16.65,17.1,17677,54130,UX1 Index,Future,CBF,USD,0.05,50,1000,17100,17.1,18.25,1.530680676475209,1440,,0.0004,,1
11/07/2011,17.85,18.9,17.65,18.85,31128,50097,UX1 Index,Future,CBF,USD,0.05,50,1000,18850,18.85,19.6,1.5185656609669316,1441,,0.0004,,1
12/07/2011,20,20.2,19.17,20,27750,49096,UX1 Index,Future,CBF,USD,0.05,50,1000,20000,19.6,20,1.5264282928898423,1442,,0.0004,,1
13/07/2011,19.75,20.2,19.09,20.05,23032,50291,UX1 Index,Future,CBF,USD,0.05,50,1000,20050,19.9,20.05,1.5338350628412636,1443,,0.0004,,1
14/07/2011,19.94,21.15,19.7,20.65,40660,57145,UX1 Index,Future,CBF,USD,0.05,50,1000,20650,20.65,20.65,1.5572331232032204,1444,,0.0004,,1
15/07/2011,20.55,21.15,20.2,20.2,27598,55874,UX1 Index,Future,CBF,USD,0.05,50,1000,20200,20.15,20.2,1.566133774618648,1445,,0.0004,,1
18/07/2011,20.6,21.25,20.55,21,27219,59328,UX1 Index,Future,CBF,USD,0.05,50,1000,21000,21.15,21,1.5957573959308213,1446,,0.0004,,1
19/07/2011,20.65,20.8,19.7,19.75,28038,58388,UX1 Index,Future,CBF,USD,0.05,50,1000,19750,19.25,19.75,1.5967336450812892,1447,,0.0004,,1
20/07/2011,19.55,19.9,19.3,19.35,26145,65912,UX1 Index,Future,CBF,USD,0.05,50,1000,19350,19.35,21,1.5645100404496994,1448,,0.0004,,1
21/07/2011,19.25,19.3,18.3,18.35,25303,69438,UX1 Index,Future,CBF,USD,0.05,50,1000,18350,18.35,20.05,1.4789495145771316,1449,,0.0004,,1
22/07/2011,18.3,18.63,18.15,18.25,16437,64936,UX1 Index,Future,CBF,USD,0.05,50,1000,18250,18.25,19.9,1.4140574010041502,1450,,0.0004,,1
25/07/2011,18.65,19.35,18.6,19.35,18769,65079,UX1 Index,Future,CBF,USD,0.05,50,1000,19350,19.35,20.3,1.3865634977651098,1451,,0.0004,,1
26/07/2011,19.15,19.7,19.05,19.65,19362,64558,UX1 Index,Future,CBF,USD,0.05,50,1000,19650,19.65,20.7,1.3796225329178329,1452,,0.0004,,1
27/07/2011,19.85,21.3,19.8,21.3,33350,63712,UX1 Index,Future,CBF,USD,0.05,50,1000,21300,21.3,21.75,1.4316162195229836,1453,,0.0004,,1
28/07/2011,21.2,21.53,20.1,21.35,25554,59629,UX1 Index,Future,CBF,USD,0.05,50,1000,21350,21.35,21.7,1.4958358867206234,1454,,0.0004,,1
29/07/2011,21.55,22.55,20.85,21.1,35421,58219,UX1 Index,Future,CBF,USD,0.05,50,1000,21100,21.1,21.1,1.4985465180193573,1455,,0.0004,,1
01/08/2011,20.2,21.65,19.7,20.7,35564,58255,UX1 Index,Future,CBF,USD,0.05,50,1000,20700,20.7,20.6,1.5027668925467468,1456,,0.0004,,1
02/08/2011,21,22.3,20.33,22.3,27921,55011,UX1 Index,Future,CBF,USD,0.05,50,1000,22300,22.3,22,1.6302683828134739,1457,,0.0004,,1
03/08/2011,21.55,22.8,21.3,22,37503,50960,UX1 Index,Future,CBF,USD,0.05,50,1000,22000,22,21.85,1.7119506418122115,1458,,0.0004,,1
04/08/2011,22.7,27.6,22.35,27.45,54312,50014,UX1 Index,Future,CBF,USD,0.05,50,1000,27450,27.45,25.9,2.3162523610352124,1459,,0.0004,,1
05/08/2011,27.3,31.95,25.1,29.15,68262,50014,UX1 Index,Future,CBF,USD,0.05,50,1000,29150,29.15,26.2,2.9377173678443733,1460,,0.0004,,1
08/08/2011,31.45,36.7,30.75,36.55,52745,50014,UX1 Index,Future,CBF,USD,0.05,50,1000,36550,36.55,30.2,4.316941432696809,1461,,0.0004,,1
09/08/2011,35.3,36.45,30.35,30.5,44403,47150,UX1 Index,Future,CBF,USD,0.05,50,1000,30500,30.5,25.4,4.624812608816453,1462,,0.0004,,1
10/08/2011,26.15,29.2,26.15,28.75,40377,48413,UX1 Index,Future,CBF,USD,0.05,50,1000,28750,36,28.75,4.748725267549976,1463,,0.0004,,1
11/08/2011,29.45,30.05,27.1,27.65,36504,47286,UX1 Index,Future,CBF,USD,0.05,50,1000,27650,35.15,27.65,4.74528098922156,1464,,0.0004,,1
12/08/2011,27.3,28.15,26.5,27.85,27450,48629,UX1 Index,Future,CBF,USD,0.05,50,1000,27850,35,27.85,4.726933466847279,1465,,0.0004,,1
15/08/2011,27.4,27.7,26.5,26.7,28969,49578,UX1 Index,Future,CBF,USD,0.05,50,1000,26700,32.1,26.7,4.708491442773095,1466,,0.0004,,1
16/08/2011,27.65,28.1,26.7,26.9,21524,52899,UX1 Index,Future,CBF,USD,0.05,50,1000,26900,33.65,26.9,4.715447133270336,1467,,0.0004,,1
17/08/2011,26.7,28,26.45,27.95,31444,52939,UX1 Index,Future,CBF,USD,0.05,50,1000,27950,27.95,26.8,4.741066159982801,1468,,0.0004,,1
18/08/2011,29.1,34.2,29.07,33.4,58272,48209,UX1 Index,Future,CBF,USD,0.05,50,1000,33400,33.4,30.2,5.063986407301465,1469,,0.0004,,1
19/08/2011,34.1,35.7,32.95,35.35,38327,45680,UX1 Index,Future,CBF,USD,0.05,50,1000,35350,35.35,31.6,5.445053565699234,1470,,0.0004,,1
22/08/2011,33.75,36.7,33.05,36.45,27574,44664,UX1 Index,Future,CBF,USD,0.05,50,1000,36450,36.45,32.65,5.845317214089743,1471,,0.0004,,1
23/08/2011,36.05,36.97,34.15,34.3,36845,55869,UX1 Index,Future,CBF,USD,0.05,50,1000,34300,34.3,31.75,5.969493976321092,1472,,0.0004,,1
24/08/2011,35.1,35.1,32.5,33.55,29240,59081,UX1 Index,Future,CBF,USD,0.05,50,1000,33550,33.55,31.45,5.975437919795815,1473,,0.0004,,1
25/08/2011,33,35.2,32.1,34.75,26998,54342,UX1 Index,Future,CBF,USD,0.05,50,1000,34750,34.75,31.75,5.923523022661458,1474,,0.0004,,1
26/08/2011,35.1,36.6,33.2,34,29612,55981,UX1 Index,Future,CBF,USD,0.05,50,1000,34000,34,31,5.752662427085416,1475,,0.0004,,1
29/08/2011,32.95,32.95,31.4,31.65,14330,57427,UX1 Index,Future,CBF,USD,0.05,50,1000,31650,31.65,29.7,5.506312286821389,1476,,0.0004,,1
30/08/2011,31.9,32.68,31.25,32.5,15260,54375,UX1 Index,Future,CBF,USD,0.05,50,1000,32500,32.5,30.55,5.243939358917125,1477,,0.0004,,1
31/08/2011,31.75,32.05,30.5,31.65,19567,55729,UX1 Index,Future,CBF,USD,0.05,50,1000,31650,31.65,30.2,5.01715806009738,1478,,0.0004,,1
01/09/2011,31.75,32.2,30.55,32.15,25702,52871,UX1 Index,Future,CBF,USD,0.05,50,1000,32150,32.15,30.7,4.755047318376553,1479,,0.0004,,1
02/09/2011,32.7,34.5,32.35,32.15,18860,53440,UX1 Index,Future,CBF,USD,0.05,50,1000,32150,32.15,30.7,4.4127400784546555,1480,,0.0004,,1
05/09/2011,32.7,34.5,32.35,34.5,18860,53440,UX1 Index,Future,CBF,USD,0.05,50,1000,34500,34.5,32.05,4.012826310719159,1481,,0.0004,,1
06/09/2011,36.3,37.85,35.15,35.75,21825,52772,UX1 Index,Future,CBF,USD,0.05,50,1000,35750,35.75,32.85,3.715517012027605,1482,,0.0004,,1
07/09/2011,34.75,34.8,33.45,33.55,17441,52772,UX1 Index,Future,CBF,USD,0.05,50,1000,33550,33.55,31.4,3.1855245512578443,1483,,0.0004,,1
08/09/2011,33.8,34.81,32.98,34.6,15411,52772,UX1 Index,Future,CBF,USD,0.05,50,1000,34600,34.6,32.15,3.0979052062105543,1484,,0.0004,,1
09/09/2011,34.85,39.2,34.45,38.55,23675,52772,UX1 Index,Future,CBF,USD,0.05,50,1000,38550,38.55,34.55,3.290417906588728,1485,,0.0004,,1
12/09/2011,40.25,41.05,38.13,38.3,26043,45435,UX1 Index,Future,CBF,USD,0.05,50,1000,38300,38.3,35.05,3.3977406708968245,1486,,0.0004,,1
13/09/2011,38.85,39.1,37.25,37.85,18235,43637,UX1 Index,Future,CBF,USD,0.05,50,1000,37850,37.85,35.15,3.529485326030746,1487,,0.0004,,1
14/09/2011,34.6,35.95,33.63,34.1,17330,42934,UX1 Index,Future,CBF,USD,0.05,50,1000,34100,35.75,34.1,3.432531864382277,1488,,0.0004,,1
15/09/2011,33.55,34.2,32.5,32.55,12820,41463,UX1 Index,Future,CBF,USD,0.05,50,1000,32550,33.2,32.55,3.2464300906276997,1489,,0.0004,,1
16/09/2011,33.1,33.2,31.8,31.85,23001,50031,UX1 Index,Future,CBF,USD,0.05,50,1000,31850,32.05,31.85,3.063000979431711,1490,,0.0004,,1
19/09/2011,32.81,34.2,32.8,33.1,17276,49920,UX1 Index,Future,CBF,USD,0.05,50,1000,33100,33.7,33.1,2.7287313902250596,1491,,0.0004,,1
20/09/2011,32.75,33.3,32,32.95,18837,52759,UX1 Index,Future,CBF,USD,0.05,50,1000,32950,33.5,32.95,2.345829632915873,1492,,0.0004,,1
21/09/2011,33.2,35.75,32.55,35.75,22880,52633,UX1 Index,Future,CBF,USD,0.05,50,1000,35750,35.75,33.75,2.017180375342318,1493,,0.0004,,1
22/09/2011,37.6,39.75,37,38.55,39286,52885,UX1 Index,Future,CBF,USD,0.05,50,1000,38550,38.55,35.75,2.186648882041379,1494,,0.0004,,1
23/09/2011,39.75,39.95,38,39.1,24862,51075,UX1 Index,Future,CBF,USD,0.05,50,1000,39100,39.1,35.9,2.3738541095300683,1495,,0.0004,,1
26/09/2011,38.4,39.7,37.37,37.5,17352,51041,UX1 Index,Future,CBF,USD,0.05,50,1000,37500,37.5,34.7,2.417428040983389,1496,,0.0004,,1
27/09/2011,36.35,37.17,35.05,36.75,17811,51573,UX1 Index,Future,CBF,USD,0.05,50,1000,36750,36.75,34.3,2.4537250593059743,1497,,0.0004,,1
28/09/2011,36.75,39.45,35.95,39.45,17495,50845,UX1 Index,Future,CBF,USD,0.05,50,1000,39450,39.45,36.05,2.616068933852103,1498,,0.0004,,1
29/09/2011,38.55,40.6,37.45,38.6,20770,50831,UX1 Index,Future,CBF,USD,0.05,50,1000,38600,38.6,35.3,2.715598460744775,1499,,0.0004,,1
